Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No,size_lecture_appropriate_educational_goals_course_Strongly_Disagree,size_lecture_appropriate_educational_goals_course_Disagree,size_lecture_appropriate_educational_goals_course_Neither_Agree_nor_Disagree,size_lecture_appropriate_educational_goals_course_Agree,size_lecture_appropriate_educational_goals_course_Strongly_Agree,size_lecture_appropriate_educational_goals_course_Not_Applicable,size_discussion_section_appropriate_educational_goals_course_Strongly_Disagree,size_discussion_section_appropriate_educational_goals_course_Disagree,size_discussion_section_appropriate_educational_goals_course_Neither_Agree_nor_Disagree,size_discussion_section_appropriate_educational_goals_course_Agree,size_discussion_section_appropriate_educational_goals_course_Strongly_Agree,size_discussion_section_appropriate_educational_goals_course_Not_Applicable,sufficient_number_lectures_course_offered_allow_flexibility_schedule_Strongly_Disagree,sufficient_number_lectures_course_offered_allow_flexibility_schedule_Disagree,sufficient_number_lectures_course_offered_allow_flexibility_schedule_Neither_Agree_nor_Disagree,sufficient_number_lectures_course_offered_allow_flexibility_schedule_Agree,sufficient_number_lectures_course_offered_allow_flexibility_schedule_Strongly_Agree,sufficient_number_lectures_course_offered_allow_flexibility_schedule_Not_Applicable,instructor_responsive_questions_outside_class_Strongly_Disagree,instructor_responsive_questions_outside_class_Disagree,instructor_responsive_questions_outside_class_Neither_Agree_nor_Disagree,instructor_responsive_questions_outside_class_Agree,instructor_responsive_questions_outside_class_Strongly_Agree,instructor_responsive_questions_outside_class_Not_Applicable,prerequisites_class_good_preparation_success_please_answer_completed_prerequisites_ucsd_Strongly_Disagree,prerequisites_class_good_preparation_success_please_answer_completed_prerequisites_ucsd_Disagree,prerequisites_class_good_preparation_success_please_answer_completed_prerequisites_ucsd_Neither_Agree_nor_Disagree,prerequisites_class_good_preparation_success_please_answer_completed_prerequisites_ucsd_Agree,prerequisites_class_good_preparation_success_please_answer_completed_prerequisites_ucsd_Strongly_Agree,prerequisites_class_good_preparation_success_please_answer_completed_prerequisites_ucsd_Not_Applicable
"Rotar,Vladimir",MATH10C-CalculusIII(A),S219,86,63,82.0%,86.9%,8.30,B-(2.98),B-(2.94),0,27,29,44,0,0,0,61,2,36,2,0,26,41,28,0,0,5,0,3,5,20,52,20,0,2,8,25,21,11,11,5,5,5,3,3,13,23,64,5,5,28,56,7,0,0,5,11,54,30,0,2,2,20,33,21,23,0,7,13,55,25,0,0,3,11,52,33,0,82,18,3,2,15,54,26,0,2,0,15,54,30,0,10,21,33,28,8,0,7,7,39,34,11,2,7,21,36,28,8,0,5,16,16,46,16,0,2,5,10,41,43,0,0,5,20,47,25,3,0,0,15,51,31,3,0,2,8,56,34,0,0,0,15,49,36,0,2,3,28,40,23,3,87,13,0,2,13,51,34,0,0,0,20,49,30,2,5,8,23,41,21,2,2,0,18,43,28,10,3,2,23,51,15,7
"Eggers,JohnDietrich",MATH120A-ElementsofComplexAnalysis(A),S219,42,5,80.0%,80.0%,8.50,B+(3.60),B-(2.80),0,0,40,60,0,0,0,60,0,0,40,0,60,40,0,0,0,0,0,0,0,20,20,60,0,0,0,0,40,40,0,20,0,0,0,0,0,0,100,0,20,0,20,60,0,0,0,40,0,60,0,20,0,0,40,40,0,0,20,20,40,20,0,0,0,20,40,40,0,80,20,0,0,20,20,60,0,0,20,0,0,80,0,0,0,20,20,60,0,20,0,0,20,60,0,0,0,20,20,60,0,0,0,0,60,40,0,20,0,0,40,40,0,0,20,0,40,40,0,0,20,20,20,40,0,0,0,0,60,40,0,0,0,20,40,40,0,0,0,20,20,20,40,80,20,0,0,20,40,40,0,0,0,20,20,60,0,0,20,40,40,0,0,0,0,20,20,60,0,0,40,20,20,20,0
"Chow,Bennett",MATH130A-OrdinaryDifferntlEquationI(B),S219,38,13,76.9%,91.7%,8.81,B+(3.38),B+(3.39),8,8,15,69,0,0,0,69,0,0,15,15,54,31,15,0,0,0,0,15,0,8,62,15,0,0,8,23,15,31,0,0,8,8,0,8,0,23,77,0,8,8,69,15,0,0,0,8,38,54,0,0,0,23,31,31,15,0,15,31,31,23,0,0,0,8,62,31,0,77,23,8,0,17,42,33,0,8,0,0,75,17,0,8,0,0,58,33,0,8,8,8,50,25,0,8,17,25,33,17,0,0,0,17,58,25,0,0,8,17,50,25,0,0,0,9,64,27,0,0,0,17,33,33,17,0,0,8,50,42,0,0,0,0,50,42,8,0,0,8,42,25,25,92,8,8,8,0,50,33,0,8,0,8,42,33,8,8,8,8,50,17,8,8,0,0,42,33,17,9,18,0,27,36,9
"Behzadan,Ali",MATH142B-IntroductiontoAnalysisII(A),S219,60,18,87.5%,93.8%,10.00,B+(3.56),B+(3.32),0,0,11,89,0,0,0,100,0,0,0,0,69,19,12,0,0,0,0,6,0,0,6,88,0,6,0,19,0,19,31,0,6,12,0,6,0,0,100,0,0,6,0,94,0,0,0,0,12,88,0,0,0,12,6,44,38,6,12,31,19,31,0,0,0,0,6,94,0,88,12,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,6,94,0,0,6,6,6,81,0,0,0,0,12,88,0,0,0,0,6,94,0,0,0,12,0,88,0,0,0,0,6,94,0,0,0,0,12,88,0,0,0,0,6,94,0,0,0,0,6,94,0,94,6,0,0,0,25,75,0,0,0,0,31,69,0,0,12,12,6,56,12,0,0,0,6,94,0,6,0,0,25,69,0
"Wang,Lujia",MATH142B-IntroductiontoAnalysisII(B),S219,23,7,71.4%,85.7%,8.79,B(3.14),B-(2.72),0,0,0,100,0,0,0,100,0,0,0,0,43,29,29,0,0,0,0,0,14,0,43,43,0,0,14,0,29,14,14,14,14,0,0,0,0,14,86,0,14,29,29,29,0,0,0,0,57,43,0,0,0,29,14,29,29,0,0,0,43,57,0,0,0,0,43,57,0,71,29,0,14,0,29,57,0,0,0,14,29,57,0,0,14,14,14,57,0,0,14,0,29,57,0,0,14,14,14,57,0,0,0,14,29,57,0,0,0,14,29,57,0,0,0,14,29,57,0,0,0,0,29,71,0,0,0,14,29,57,0,0,0,0,43,57,0,0,0,0,29,57,14,86,14,0,0,0,43,57,0,0,0,0,43,57,0,14,14,14,29,29,0,0,0,0,29,57,14,0,0,0,29,57,14
"Harel,Guershon",MATH18-LinearAlgebra(A),S219,75,25,72.0%,52.0%,11.78,B+(3.44),C+(2.40),32,24,24,20,0,0,0,92,4,0,0,4,64,20,12,4,0,0,0,0,28,8,36,28,0,0,0,24,4,16,12,4,12,4,0,24,8,8,84,4,8,20,40,28,0,4,8,16,28,44,0,4,12,20,20,20,24,4,8,32,32,20,4,0,0,17,54,25,4,72,28,4,12,17,25,42,0,0,16,28,32,24,0,8,12,16,36,28,0,4,20,28,28,20,0,12,20,20,28,16,4,12,20,24,28,16,0,4,24,24,20,28,0,8,16,16,28,32,0,8,16,32,28,12,4,4,12,16,44,24,0,4,12,16,40,24,4,4,8,16,36,28,8,52,48,0,20,12,52,16,0,0,8,8,52,32,0,16,24,12,32,16,0,4,8,20,40,24,4,0,12,20,24,12,32
"Rotar,Vladimir",MATH193B-ActuarialMathematicsII(A),S219,18,11,100.0%,100.0%,8.68,B+(3.64),N/A,0,0,18,82,0,0,0,91,0,0,0,9,64,36,0,0,0,0,0,18,0,0,27,55,0,0,0,18,9,36,27,0,9,0,0,0,0,9,91,0,0,0,27,73,0,0,0,0,27,73,0,0,0,0,9,64,27,0,9,18,36,36,0,0,0,0,18,82,0,100,0,0,0,0,18,82,0,0,0,0,18,82,0,0,0,18,18,64,0,0,0,0,18,82,0,0,0,9,18,73,0,0,9,9,27,55,0,0,0,0,18,82,0,0,0,0,27,73,0,0,0,0,18,82,0,0,0,0,18,82,0,0,0,0,27,73,0,0,0,0,18,82,0,100,0,0,0,0,27,73,0,0,0,0,36,64,0,0,9,9,27,55,0,0,0,0,18,82,0,0,0,0,18,82,0
"Ciotti,Benjamin",MATH20A-Calculus/Science&Engineering(A),S219,19,10,87.5%,87.5%,8.75,B+(3.63),N/A,80,10,0,10,0,0,0,100,0,0,0,0,88,0,0,12,0,0,0,38,0,12,25,25,0,0,0,12,38,25,12,0,0,0,12,0,0,0,100,0,12,25,0,62,0,0,0,0,62,38,0,0,0,38,25,38,0,0,12,38,25,25,0,0,0,0,38,62,0,88,12,0,0,0,50,50,0,0,0,12,50,38,0,0,0,0,38,62,0,0,12,0,25,62,0,12,0,12,12,62,0,0,12,0,25,62,0,0,0,12,12,75,0,0,0,0,25,75,0,0,0,12,25,50,12,0,0,0,12,88,0,0,0,12,12,75,0,0,0,12,0,88,0,88,12,0,0,0,25,75,0,0,0,0,25,62,12,0,0,25,12,62,0,0,0,12,25,62,0,0,0,0,33,33,33
"Anzaldo,LeesaB",MATH20B-Calculus/Science&Engineering(A),S219,52,9,100.0%,100.0%,8.75,B+(3.63),C+(2.33),44,33,22,0,0,0,0,62,0,38,0,0,62,38,0,0,0,0,0,12,0,0,38,50,0,0,0,25,25,25,12,0,0,0,0,12,0,0,100,0,0,0,25,75,0,0,0,0,25,75,0,0,0,57,14,14,14,0,14,0,43,43,0,0,0,0,29,71,0,100,0,0,0,0,43,57,0,0,0,0,43,57,0,0,14,0,14,71,0,0,0,0,43,57,0,0,0,29,29,43,0,0,0,0,14,86,0,0,0,14,14,71,0,0,0,14,14,71,0,0,0,14,14,57,14,0,0,14,14,71,0,0,0,0,29,71,0,0,0,0,29,71,0,100,0,0,0,14,29,57,0,0,0,0,29,57,14,0,29,14,14,43,0,0,0,0,29,57,14,0,0,0,29,43,29
"Um,KoWoon",MATH20C-Calculus&AnalytGeom/Sci&Engnr(A),S219,127,41,92.1%,97.3%,8.13,B(3.19),C+(2.64),22,51,17,10,0,0,0,84,0,13,3,0,47,24,24,3,0,3,0,3,3,16,55,24,0,0,11,16,24,21,8,11,5,3,3,0,8,8,84,0,5,13,50,29,3,0,0,8,45,47,0,3,3,32,21,26,16,8,11,8,37,37,0,0,3,8,45,45,0,92,8,0,0,6,40,54,0,0,0,0,26,74,0,5,8,16,32,39,0,0,5,8,39,47,0,5,8,16,42,29,0,0,3,0,47,50,0,0,0,13,39,47,0,3,3,5,55,34,0,0,0,3,55,32,11,0,0,3,45,53,0,0,0,3,42,53,3,3,0,14,32,43,8,97,3,3,0,11,41,46,0,0,0,11,42,42,6,0,16,16,30,35,3,0,0,5,38,49,8,0,11,5,27,38,19
"Tu,Yucheng",MATH20D-Intro/DifferentialEquations(A),S219,100,37,91.4%,97.1%,6.67,B+(3.62),B(3.04),24,30,35,11,0,0,0,79,3,3,0,15,69,20,9,0,0,0,3,3,0,3,49,46,0,3,14,29,17,11,14,11,0,0,0,0,11,11,77,3,0,11,60,26,0,0,3,9,43,46,0,6,3,17,34,23,17,0,20,26,43,9,3,0,3,0,29,68,0,91,9,0,3,0,31,66,0,0,0,0,31,66,3,0,6,3,29,60,3,0,6,9,17,66,3,11,6,14,37,29,3,0,6,3,24,65,3,0,0,18,32,47,3,0,3,12,29,53,3,0,0,12,29,44,15,0,0,3,29,65,3,0,3,6,41,47,3,0,0,12,33,48,6,97,3,0,0,6,44,47,3,0,0,3,41,50,6,3,24,6,29,29,9,0,0,6,21,53,21,3,3,9,41,29,15
"Meyer,KylePhillip",MATH20E-VectorCalculus(A),S219,75,28,85.2%,63.0%,9.39,B+(3.68),B-(2.72),0,21,29,50,0,0,0,89,4,7,0,0,58,27,0,0,0,15,0,0,4,12,58,27,0,0,11,11,15,19,15,11,11,0,0,7,0,22,78,0,11,7,56,26,0,0,11,11,48,30,0,0,11,4,37,11,37,0,7,26,44,22,0,0,0,4,52,44,0,85,15,0,7,4,52,37,0,4,15,4,44,33,0,4,4,23,46,23,0,4,19,19,33,26,0,19,19,30,19,15,0,0,11,7,48,33,0,4,11,30,26,30,0,7,19,33,22,11,7,0,0,15,41,33,11,0,0,0,48,52,0,4,0,19,37,33,7,0,0,26,15,33,26,63,37,0,0,4,59,37,0,0,4,4,48,41,4,0,11,15,48,19,7,0,7,19,22,26,26,4,4,4,38,27,23
"Ciotti,Benjamin",MATH20E-VectorCalculus(B),S219,92,29,63.0%,59.3%,7.98,B-(2.93),C+(2.64),7,28,48,17,0,0,0,88,0,8,0,4,26,44,26,4,0,0,0,0,4,15,56,22,4,0,4,26,37,4,19,0,4,0,0,7,0,19,81,0,4,15,62,19,0,0,4,8,65,23,0,0,12,19,38,8,23,0,0,4,44,52,0,0,8,27,38,27,0,63,37,0,4,8,42,46,0,0,4,8,58,31,0,0,0,8,50,42,0,12,4,27,38,19,0,4,23,15,35,23,0,12,8,8,54,19,0,0,8,12,50,31,0,0,8,12,54,27,0,0,4,20,64,12,0,0,0,4,69,27,0,0,0,15,62,23,0,4,4,12,50,12,19,59,41,0,8,19,50,23,0,0,4,4,60,16,16,0,21,8,50,4,17,0,0,12,48,24,16,4,16,20,36,16,8
"Strahl,PerryRobert",MATH103A-ModernAlgebraI(A),S119,38,30,83.3%,93.3%,7.63,B(3.03),B(3.22),0,3,17,80,0,0,0,90,3,3,3,0,33,43,20,0,3,0,0,0,3,23,53,20,0,0,13,27,20,13,3,7,13,3,0,0,10,33,57,0,3,10,67,20,0,0,3,10,50,37,0,0,0,23,53,23,0,0,3,37,37,23,0,0,0,10,60,30,0,83,17,0,0,14,29,57,0,0,0,4,43,54,0,0,0,7,39,54,0,4,0,18,25,54,0,4,7,39,18,32,0,4,0,14,39,43,0,0,0,7,52,41,0,4,0,7,50,39,0,0,4,14,46,36,0,0,0,4,43,54,0,0,0,7,50,36,7,0,7,11,36,39,7,93,7,0,0,4,68,29,0,0,0,7,71,18,4,0,0,11,61,29,0,0,3,7,59,24,7,0,0,10,59,28,3
"Pelayo,Alvaro",MATH103A-ModernAlgebraI(B),S119,39,20,95.0%,95.0%,8.10,B+(3.30),B-(2.88),10,10,30,50,0,0,0,85,0,5,5,5,40,50,10,0,0,0,0,5,5,5,25,60,0,0,10,20,25,25,5,0,5,0,5,5,0,5,95,5,0,0,35,60,0,5,0,0,26,68,0,0,5,20,10,40,25,0,0,25,35,40,0,0,5,5,32,58,0,95,5,0,0,0,10,90,0,0,0,5,5,90,0,0,0,5,0,95,0,0,5,0,5,90,0,5,0,5,16,74,0,0,0,0,10,90,0,0,0,5,10,85,0,0,0,5,20,75,0,0,5,5,20,55,15,0,0,0,5,95,0,0,0,15,5,80,0,0,0,5,10,80,5,95,5,0,5,10,10,75,0,5,0,10,15,70,0,0,10,10,15,60,5,0,0,10,5,75,10,0,0,5,21,63,11
"Pelayo,Alvaro",MATH109-MathematicalReasoning(A),S119,33,12,91.7%,91.7%,9.33,B(3.27),C+(2.58),17,25,33,25,0,0,0,67,8,8,8,8,42,33,17,0,0,8,0,8,0,0,50,42,0,0,17,17,0,8,25,25,0,0,0,8,0,8,92,0,0,17,33,50,0,8,0,8,33,50,0,0,0,0,25,42,33,0,8,33,42,17,0,0,0,8,50,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anzaldo,LeesaB",MATH109-MathematicalReasoning(B),S119,45,13,92.3%,100.0%,6.96,B+(3.54),B(3.02),15,31,38,15,0,0,0,77,0,0,15,8,62,31,8,0,0,0,0,8,8,8,31,38,8,8,8,31,15,15,8,8,0,8,0,0,0,8,92,0,8,8,38,46,0,0,0,15,31,54,0,0,0,15,23,38,23,0,23,15,46,15,0,0,0,0,38,62,0,92,8,0,0,0,38,62,0,0,0,0,31,69,0,0,0,0,31,69,0,0,0,8,23,69,0,0,8,15,54,23,0,0,0,0,23,77,0,0,0,0,46,54,0,0,0,0,31,69,0,0,0,15,38,38,8,0,0,0,23,77,0,0,0,8,38,54,0,0,0,8,31,62,0,100,0,0,8,8,46,38,0,0,0,8,54,38,0,0,8,38,38,15,0,0,0,0,62,38,0,8,0,0,46,38,8
"Bowers,AdamR.",MATH10A-CalculusI(A),S119,58,28,76.9%,88.0%,13.81,B-(2.79),C+(2.45),61,14,11,14,0,0,0,37,7,56,0,0,31,23,31,4,4,8,0,12,0,12,42,35,0,0,4,8,15,4,4,8,19,0,0,38,4,0,96,8,0,8,54,31,0,0,0,15,38,46,0,4,0,38,19,19,19,0,4,27,42,27,0,0,8,23,38,31,0,77,23,0,0,4,24,72,0,0,0,0,28,72,0,0,0,0,24,76,0,0,8,8,20,64,0,4,8,28,28,32,0,0,4,0,36,60,0,0,0,24,40,32,4,4,0,28,32,36,0,0,4,8,48,40,0,0,0,4,32,64,0,0,0,16,36,44,4,0,0,24,36,40,0,88,12,4,0,4,48,44,0,4,0,8,36,52,0,8,8,4,52,20,8,0,0,4,36,44,16,8,12,4,12,12,50
"Rotar,Vladimir",MATH10B-CalculusII(A),S119,63,39,82.1%,89.5%,8.60,B-(2.85),C+(2.70),15,23,21,41,0,0,0,54,0,44,0,3,16,45,29,0,0,11,0,0,0,26,51,23,0,3,10,23,15,15,10,8,0,5,0,10,3,10,87,0,13,21,47,18,0,0,3,8,51,38,0,3,5,21,41,15,15,3,0,21,39,34,3,0,8,10,38,44,0,82,18,0,0,3,53,45,0,0,0,5,55,39,0,3,18,39,18,21,0,5,13,32,29,21,0,11,21,29,26,13,0,3,5,13,50,29,0,3,3,5,50,39,0,3,3,13,50,32,0,0,0,5,63,32,0,0,0,0,58,42,0,0,0,5,53,42,0,3,5,14,46,32,0,89,11,0,0,0,65,35,0,0,0,14,49,38,0,5,11,11,43,30,0,3,3,11,43,32,8,3,11,8,41,16,22
"Hammock,FrancesH",MATH11-Calculus-BasedProb&Stats(A),S119,99,33,87.5%,96.8%,10.18,B+(3.37),B-(2.70),6,27,42,24,0,0,0,68,0,19,3,10,45,42,10,0,0,3,0,0,3,9,62,25,0,3,3,10,16,16,19,13,6,0,0,13,3,9,88,0,3,3,72,22,0,0,3,3,53,41,0,0,6,13,39,39,3,0,6,28,34,31,0,0,0,3,45,52,0,88,12,0,3,20,50,27,0,0,0,3,50,47,0,0,0,6,29,65,0,0,3,10,43,43,0,0,10,20,50,20,0,0,3,0,37,60,0,0,0,10,37,53,0,0,0,17,43,40,0,0,0,10,50,27,13,0,0,0,43,57,0,0,0,0,40,57,3,0,0,7,33,47,13,97,3,0,7,7,43,40,3,0,0,0,67,30,3,10,30,3,37,17,3,0,0,10,47,27,17,0,7,7,31,24,31
"Chow,Bennett",MATH110A-IntrotoPDEI(B),S119,33,10,100.0%,90.0%,9.30,B+(3.60),B(3.11),10,0,20,70,0,0,0,70,10,0,20,0,60,40,0,0,0,0,0,0,0,10,60,30,0,0,20,0,10,10,30,20,0,10,0,0,0,10,90,0,0,0,80,20,0,0,0,0,60,40,0,0,0,20,50,30,0,0,0,0,90,10,0,0,0,0,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Behzadan,Ali",MATH142A-IntroductiontoAnalysisI(A),S119,106,33,90.0%,93.3%,8.30,B(3.27),B(3.08),0,3,30,64,3,0,0,93,0,0,0,7,43,40,17,0,0,0,0,3,3,0,30,63,0,0,13,13,20,20,17,3,7,3,0,3,0,0,100,0,3,0,30,67,0,0,0,3,30,67,0,0,0,10,27,47,17,3,17,20,33,27,0,3,0,3,27,67,0,90,10,0,0,0,13,87,0,0,0,0,13,87,0,0,0,3,10,87,0,0,0,0,17,83,0,0,10,3,20,67,0,0,3,3,7,87,0,0,0,0,20,80,0,0,0,0,23,77,0,0,0,0,10,90,0,0,3,10,23,63,0,0,0,3,30,67,0,0,0,3,23,70,3,93,7,3,10,3,40,43,0,3,3,0,37,47,10,3,20,10,27,37,3,0,0,0,17,77,7,3,0,10,31,55,0
"Wang,Lujia",MATH142A-IntroductiontoAnalysisI(B),S119,25,10,62.5%,62.5%,10.00,B(3.13),C+(2.51),10,0,20,60,10,0,0,78,0,0,0,22,50,12,38,0,0,0,0,12,12,0,38,38,0,0,0,0,12,38,25,12,12,0,0,0,0,0,100,12,0,0,62,25,0,12,12,0,50,25,0,0,12,25,50,12,0,0,0,12,50,38,0,0,12,12,38,38,0,62,38,0,25,0,25,50,0,0,12,12,12,62,0,0,12,50,12,25,0,25,0,25,25,25,0,12,38,25,0,25,0,0,12,25,12,50,0,0,12,12,12,62,0,12,12,25,38,12,0,0,0,25,25,50,0,0,12,25,25,38,0,0,12,38,12,25,12,12,0,38,12,12,25,62,38,0,0,12,38,50,0,0,0,12,38,50,0,12,38,12,25,12,0,0,0,12,25,50,12,0,25,12,12,50,0
