Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No,ta_support_providing_feedback_addressing_questionsconcerns_helpful_Strongly_Disagree,ta_support_providing_feedback_addressing_questionsconcerns_helpful_Disagree,ta_support_providing_feedback_addressing_questionsconcerns_helpful_Neither_Agree_nor_Disagree,ta_support_providing_feedback_addressing_questionsconcerns_helpful_Agree,ta_support_providing_feedback_addressing_questionsconcerns_helpful_Strongly_Agree,ta_support_providing_feedback_addressing_questionsconcerns_helpful_Not_Applicable,instructor_support_providing_feedback_addressing_questionsconcerns_helpful_Strongly_Disagree,instructor_support_providing_feedback_addressing_questionsconcerns_helpful_Disagree,instructor_support_providing_feedback_addressing_questionsconcerns_helpful_Neither_Agree_nor_Disagree,instructor_support_providing_feedback_addressing_questionsconcerns_helpful_Agree,instructor_support_providing_feedback_addressing_questionsconcerns_helpful_Strongly_Agree,instructor_support_providing_feedback_addressing_questionsconcerns_helpful_Not_Applicable,guest_lecturer_presentations_helpful_Strongly_Disagree,guest_lecturer_presentations_helpful_Disagree,guest_lecturer_presentations_helpful_Neither_Agree_nor_Disagree,guest_lecturer_presentations_helpful_Agree,guest_lecturer_presentations_helpful_Strongly_Agree,guest_lecturer_presentations_helpful_Not_Applicable,behavior_change_project_assignment_helpful_Strongly_Disagree,behavior_change_project_assignment_helpful_Disagree,behavior_change_project_assignment_helpful_Neither_Agree_nor_Disagree,behavior_change_project_assignment_helpful_Agree,behavior_change_project_assignment_helpful_Strongly_Agree,behavior_change_project_assignment_helpful_Not_Applicable,working_teams_behavior_change_project_assignment_helpful_Strongly_Disagree,working_teams_behavior_change_project_assignment_helpful_Disagree,working_teams_behavior_change_project_assignment_helpful_Neither_Agree_nor_Disagree,working_teams_behavior_change_project_assignment_helpful_Agree,working_teams_behavior_change_project_assignment_helpful_Strongly_Agree,working_teams_behavior_change_project_assignment_helpful_Not_Applicable
"Marquez,Becky",FPMU110-HealthBehavior&ChronicDis(A),WI17,56,53,96.2%,84.6%,4.85,B(3.27),B-(2.76),0,2,77,21,0,0,0,98,2,0,0,0,33,61,6,0,0,0,0,2,0,12,37,49,0,6,33,25,16,16,0,4,0,0,0,0,0,2,98,2,2,6,48,42,0,4,2,8,38,46,2,0,8,15,33,44,0,2,12,29,29,29,0,0,0,4,41,55,0,96,4,2,0,0,35,63,0,0,0,0,37,63,0,0,0,0,35,65,0,0,4,0,46,50,0,0,8,6,48,38,0,0,2,13,37,48,0,0,0,12,37,52,0,0,4,2,42,52,0,0,2,4,42,48,4,0,0,0,37,63,0,0,0,0,39,61,0,0,2,6,37,53,2,85,15,0,2,12,49,31,6,2,0,6,47,45,0,0,4,2,45,47,2,2,4,24,37,33,0,14,8,12,32,34,0
"Linke,SarahElizabeth",FPMU110-HealthBehavior&ChronicDis(B),WI17,46,38,94.7%,97.4%,5.80,B+(3.42),B(3.16),3,5,58,34,0,0,0,97,0,0,0,3,47,47,5,0,0,0,0,3,0,12,45,39,0,5,32,24,22,3,3,0,3,3,0,5,3,5,92,0,3,16,47,34,0,0,3,5,41,51,0,3,5,19,43,30,0,3,24,27,24,22,0,0,5,5,41,49,0,95,5,0,0,3,45,53,0,0,0,3,42,55,0,0,0,3,37,61,0,0,0,5,37,58,0,5,8,11,34,42,0,0,0,11,39,50,0,0,0,3,42,55,0,0,0,3,39,58,0,0,3,3,42,45,8,0,5,3,45,47,0,0,0,3,42,55,0,0,3,11,34,53,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"McMenamin,SaraB",FPMU120-HealthPoliciesHealthyLfesty(A),WI17,64,60,88.3%,88.3%,5.79,B+(3.62),B+(3.51),0,0,17,83,0,0,0,100,0,0,0,0,63,34,2,0,0,2,0,2,5,20,42,32,0,5,25,32,17,8,5,0,0,2,0,5,0,5,95,5,0,12,50,33,0,2,2,5,43,48,0,0,0,10,40,50,0,3,14,27,39,17,0,0,0,26,29,17,28,88,12,0,0,5,40,55,0,0,0,3,43,53,0,0,2,3,40,55,0,0,0,12,35,53,0,2,10,15,35,38,0,0,7,15,38,40,0,0,2,10,43,45,0,0,2,10,40,48,0,0,2,13,40,42,3,0,0,7,46,47,0,0,0,7,41,53,0,0,0,7,43,48,2,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Checkoway,Harvey",FPMU130-Environment&OccuptionHealth(A),WI17,24,18,100.0%,94.1%,6.63,A-(3.75),A-(3.93),0,0,25,75,0,0,0,100,0,0,0,0,75,25,0,0,0,0,0,0,0,6,31,62,0,6,25,31,6,19,0,0,0,0,0,12,6,12,81,0,0,6,19,75,0,0,0,0,12,88,0,6,6,12,31,44,0,12,19,25,12,31,0,0,0,0,31,69,0,100,0,0,0,0,19,81,0,0,0,0,19,81,0,0,0,19,12,69,0,0,0,19,6,75,0,6,12,19,6,56,0,0,0,6,31,62,0,0,0,12,6,81,0,0,0,6,25,69,0,0,0,0,31,69,0,0,0,0,12,88,0,0,0,0,19,81,0,0,6,0,12,81,0,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinidad,DennisRyan",FPMU40-IntroductiontoPublicHealth(A),WI17,118,104,95.1%,95.1%,4.04,B+(3.64),A-(3.71),1,41,53,5,0,0,0,96,0,1,0,3,63,36,0,0,0,1,0,0,1,14,44,40,1,12,35,35,11,6,0,0,1,0,0,1,3,15,82,1,3,10,41,45,0,0,3,4,54,39,0,5,11,17,41,22,5,7,30,27,21,14,1,1,2,4,50,44,0,95,5,1,0,3,47,49,0,0,0,3,44,52,1,0,2,7,48,42,1,0,1,8,50,41,0,5,12,14,44,26,0,2,7,7,50,35,0,0,0,2,50,48,0,0,3,3,50,44,0,0,0,3,51,40,6,0,0,1,44,55,0,0,0,4,48,47,2,0,0,2,51,46,1,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcus,BessH",FPMU87-FreshmanSeminar(A),WI17,7,6,100.0%,100.0%,0.50,A(4.00),N/A,100,0,0,0,0,0,0,17,0,0,0,83,17,0,0,0,0,83,0,0,0,0,80,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,80,20,0,0,0,0,60,40,0,0,0,0,80,20,0,80,20,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,40,60,0,20,0,0,20,40,20,0,0,0,0,100,0,0,0,0,20,80,0,0,0,0,40,60,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,20,80,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brouwer,Kimberly",FPMU101-Epidemiology(A),FA16,73,63,84.1%,79.4%,5.50,B+(3.44),B(3.26),0,3,39,57,0,0,0,98,2,0,0,0,47,48,3,0,0,0,2,2,8,17,45,25,3,5,19,42,21,2,3,2,3,2,0,2,0,2,98,11,2,18,44,26,0,5,2,10,50,34,0,5,10,32,31,18,5,0,11,33,28,28,0,0,11,13,45,31,0,84,16,2,3,6,45,44,0,0,2,10,47,42,0,0,5,11,48,35,0,3,8,24,37,27,0,11,19,23,27,19,0,6,5,23,37,29,0,2,2,24,44,29,0,5,2,18,45,31,0,0,5,16,39,37,3,2,2,6,52,39,0,0,2,11,50,37,0,3,2,18,40,35,2,79,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hartman,SheriR",FPMU110-HealthBehavior&ChronicDis(A),FA16,95,84,92.8%,91.6%,5.48,B+(3.40),B(3.22),0,1,25,72,1,0,0,99,0,0,0,1,43,53,4,0,0,0,0,0,4,20,52,22,1,2,28,30,22,6,4,5,0,1,0,1,1,4,95,1,5,16,45,34,0,2,7,10,43,37,0,2,7,28,31,30,1,1,14,35,28,20,1,1,4,10,51,34,0,93,7,0,0,2,40,57,0,0,0,2,38,60,0,0,0,2,40,58,0,0,2,9,41,48,0,1,6,16,41,35,0,0,5,11,37,47,0,0,1,9,42,48,0,1,0,7,40,51,0,1,0,10,42,43,4,0,0,6,39,55,0,0,0,6,42,52,0,0,2,8,36,52,1,92,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan,MargaretAngelaKapp",FPMU130-Environment&OccuptionHealth(A),FA16,61,59,100.0%,100.0%,5.98,B+(3.49),B+(3.55),0,0,3,95,2,0,0,100,0,0,0,0,53,44,3,0,0,0,0,0,0,5,37,58,0,5,19,29,26,7,3,7,0,0,2,2,0,2,98,0,3,7,27,63,0,0,0,5,31,64,0,0,5,20,36,39,0,0,8,31,39,22,0,0,0,3,27,69,0,100,0,0,0,3,15,81,0,0,0,3,14,83,0,0,0,3,15,81,0,0,0,5,19,76,0,0,0,12,24,64,0,0,0,8,19,73,0,0,0,3,17,80,0,0,0,3,20,76,0,0,0,3,22,73,2,0,2,5,22,71,0,0,0,3,17,79,0,0,0,5,18,77,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Navarro,Ana",FPMU180A-AdvancedPracticumI(A),FA16,14,14,92.3%,92.3%,4.65,A-(3.92),N/A,0,0,15,85,0,0,0,54,0,0,31,15,92,8,0,0,0,0,0,0,8,8,62,23,0,8,23,46,15,0,0,8,0,0,0,0,0,0,100,0,8,8,58,25,0,0,8,25,50,17,0,0,0,58,25,17,0,0,42,17,25,17,0,0,0,17,8,17,58,92,8,0,0,0,42,58,0,0,0,0,33,67,0,0,0,9,27,64,0,0,0,8,42,50,0,8,0,25,42,25,0,0,0,42,25,33,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,42,58,0,0,0,0,33,67,0,92,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anderson,CherylAnnMarie",FPMU40-IntroductiontoPublicHealth(A),FA16,124,95,97.9%,95.8%,5.39,B+(3.49),B(3.03),1,23,61,15,0,0,0,91,1,0,0,8,54,42,4,0,0,0,0,1,2,9,31,57,0,7,21,35,20,5,4,1,3,0,0,2,0,9,91,1,4,4,30,61,0,0,5,9,18,55,13,2,10,12,25,52,0,3,16,32,27,20,2,0,2,3,39,55,0,98,2,0,0,0,22,78,0,0,0,0,19,81,0,0,0,0,19,81,0,0,0,1,21,78,0,2,2,5,28,63,0,1,5,5,26,63,0,0,0,1,21,78,0,0,0,2,21,77,0,0,3,3,26,63,4,0,0,1,27,72,0,0,0,2,22,76,0,0,1,0,22,76,1,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brouwer,Kimberly",FPMU101-Epidemiology(A),SP16,74,66,89.2%,78.5%,4.91,B(3.25),B(3.02),0,15,63,20,2,0,0,95,0,2,2,2,28,69,3,0,0,0,0,3,5,11,52,29,0,5,29,30,25,6,3,0,0,0,2,0,0,3,97,3,5,17,48,28,0,0,0,14,48,38,0,2,9,25,38,25,2,2,11,32,38,17,0,0,0,20,48,32,0,89,11,0,3,17,52,28,0,0,3,17,46,34,0,0,5,22,43,31,0,3,8,26,35,28,0,8,12,32,22,26,0,0,14,23,35,28,0,0,2,28,43,28,0,0,6,20,49,25,0,0,0,22,45,29,5,0,0,11,49,40,0,0,0,12,50,38,0,0,0,0,0,0,0,78,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edland,StevenD.",FPMU102-BiostatisticsinPublicHealth(A),SP16,58,27,81.5%,59.3%,5.17,A-(3.77),B+(3.57),0,8,31,62,0,0,0,100,0,0,0,0,77,23,0,0,0,0,0,8,8,12,48,24,0,12,21,33,21,0,8,0,0,0,0,4,0,0,100,12,20,12,36,20,0,4,0,8,60,28,0,4,12,28,32,16,8,4,12,24,48,12,0,0,0,4,48,48,0,81,19,4,20,16,32,28,0,16,8,16,36,24,0,4,8,8,52,28,0,16,24,12,28,20,0,24,12,16,28,20,0,20,12,24,24,20,0,8,4,20,48,20,0,8,8,12,48,20,4,4,0,20,36,24,16,4,4,4,52,36,0,4,0,16,48,28,4,0,0,0,0,0,0,59,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edland,StevenD.",FPMU102-BiostatisticsinPublicHealth(B),SP16,59,39,83.8%,70.3%,6.33,B+(3.64),B+(3.57),0,11,35,54,0,0,0,100,0,0,0,0,62,35,0,0,0,3,0,6,6,17,31,37,3,3,19,28,14,14,17,3,3,0,0,0,5,5,89,11,11,16,30,32,0,5,5,11,24,54,0,11,11,27,16,24,11,8,3,14,32,43,0,5,0,0,43,51,0,84,16,3,8,11,44,33,0,3,6,19,36,36,0,3,3,22,39,33,0,3,31,22,25,19,0,11,28,36,11,14,0,5,8,19,43,24,0,3,8,8,51,30,0,3,8,14,44,31,0,3,0,11,41,41,5,3,0,11,32,54,0,3,0,16,38,43,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nodora,Jesse",FPMU120-HealthPoliciesHealthyLfesty(A),SP16,67,59,77.6%,96.6%,5.20,B+(3.44),B+(3.42),0,10,31,59,0,0,0,100,0,0,0,0,47,49,4,0,0,0,0,7,18,20,34,21,0,0,28,40,18,9,2,0,2,0,0,2,0,7,93,7,16,17,43,17,0,5,7,5,57,26,0,5,9,17,41,28,0,5,11,33,35,16,0,5,2,36,17,14,26,78,22,2,0,6,50,43,0,2,2,5,49,42,0,2,0,5,44,49,0,2,0,15,46,37,0,7,7,9,44,33,0,2,4,18,42,35,0,2,2,11,47,38,0,2,2,11,51,35,0,2,4,17,41,31,6,2,2,5,55,36,0,2,0,4,56,39,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rabin,AdriennBorsika",FPMU120-HealthPoliciesHealthyLfesty(A),SP16,67,61,78.3%,86.7%,5.21,B+(3.44),B+(3.42),0,10,30,60,0,0,0,98,2,0,0,0,47,49,3,0,0,0,0,7,19,19,33,22,0,0,27,41,19,8,2,0,2,0,0,2,0,7,93,7,17,15,45,17,0,5,7,7,53,28,0,5,10,17,40,28,0,5,12,32,36,15,0,5,2,35,17,15,27,78,22,2,0,12,54,32,0,2,2,11,50,36,0,4,12,14,39,30,0,4,4,22,43,28,0,9,16,18,30,27,0,4,5,14,48,29,0,2,2,9,54,34,0,2,2,18,54,25,0,2,2,18,45,25,9,2,5,5,57,30,0,2,0,9,55,35,0,0,0,0,0,0,0,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shi,Yuyan",FPMU120-HealthPoliciesHealthyLfesty(B),SP16,62,60,96.6%,96.6%,4.29,A-(3.73),A-(3.86),0,3,41,55,0,0,0,100,0,0,0,0,75,24,2,0,0,0,0,2,2,11,50,33,2,7,43,20,20,7,2,2,0,0,0,0,0,2,98,2,5,16,41,36,0,2,0,7,47,45,0,2,2,16,40,34,7,3,19,33,26,19,0,0,2,23,30,26,19,97,3,0,0,3,45,52,0,0,0,2,45,53,0,2,3,19,40,36,0,0,2,10,41,47,0,2,7,16,36,40,0,2,5,3,47,43,0,0,3,2,36,59,0,0,3,0,43,53,0,0,0,2,38,57,3,0,0,2,34,64,0,3,0,2,38,57,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"McMenamin,SaraB",FPMU120-HealthPoliciesHealthyLfesty(C),SP16,59,53,90.6%,98.1%,4.54,B+(3.48),B+(3.47),0,4,29,67,0,0,0,100,0,0,0,0,52,44,4,0,0,0,0,4,4,21,47,23,0,10,28,38,8,8,6,2,0,0,0,0,2,2,96,2,12,16,38,32,0,0,8,4,46,42,0,0,10,12,36,42,0,0,16,22,42,20,0,0,2,30,28,26,14,91,9,0,0,4,33,63,0,0,0,4,31,65,0,0,0,8,30,62,0,0,2,12,38,48,0,0,22,20,26,32,0,2,10,6,44,38,0,0,0,4,36,60,0,0,2,4,38,56,0,0,0,10,36,50,4,0,0,2,38,60,0,0,0,4,41,55,0,0,0,0,0,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan,MargaretAngelaKapp",FPMU130-Environment&OccuptionHealth(A),SP16,78,71,95.8%,97.2%,4.93,B+(3.46),B+(3.51),0,0,20,79,1,0,0,97,1,0,0,1,52,42,6,0,0,0,0,3,1,6,42,48,0,4,31,33,19,4,3,4,0,1,0,0,0,9,91,1,3,7,30,59,0,3,0,7,31,59,0,4,7,23,20,44,1,3,16,19,30,33,0,0,3,7,30,60,0,96,4,0,0,0,27,73,0,0,0,0,21,79,0,0,0,0,21,79,0,1,0,1,21,76,0,1,4,11,23,60,0,1,3,6,21,69,0,0,0,1,21,77,0,0,0,0,27,73,0,0,0,1,26,71,1,0,0,0,27,73,0,0,0,0,29,71,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Navarro,Ana",FPMU180C-AdvancedPracticumIII(B),SP16,15,15,85.7%,85.7%,5.73,A-(3.85),N/A,0,0,0,100,0,0,0,50,0,0,43,7,86,0,7,0,0,0,7,15,15,8,23,38,0,8,23,23,15,8,23,0,0,0,0,0,8,0,92,7,21,14,50,7,0,7,21,36,36,0,0,0,36,21,21,0,21,0,7,50,29,7,7,0,0,0,7,7,86,86,14,0,0,21,36,36,7,0,0,21,36,36,7,0,0,7,43,43,7,0,21,29,21,21,7,36,29,29,0,0,7,14,29,43,7,0,7,0,14,0,21,57,7,0,36,14,21,21,7,0,0,0,7,86,7,0,0,0,43,50,7,0,0,0,29,64,7,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aldelaimy,Wael",FPMU101-Epidemiology(A),WI16,75,66,89.2%,76.9%,5.59,B(3.13),B-(2.86),0,0,41,59,0,0,0,98,2,0,0,0,23,68,10,0,0,0,0,2,3,6,40,49,0,0,17,38,27,16,0,2,2,0,0,0,0,0,100,3,2,11,44,40,0,0,3,3,30,63,0,0,2,6,38,54,0,0,5,13,41,41,0,2,5,6,54,33,0,89,11,0,2,6,40,52,0,0,3,6,33,57,0,2,10,11,37,40,0,5,13,16,32,35,0,5,11,30,32,22,0,0,10,16,41,33,0,2,3,15,35,45,0,0,6,10,46,38,0,0,2,21,38,37,3,0,0,2,46,52,0,0,0,2,44,55,0,0,0,0,0,0,0,77,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vaida,Florin",FPMU102-BiostatisticsinPublicHealth(A),WI16,52,30,60.7%,60.7%,5.29,B+(3.36),B(3.21),0,4,50,43,4,0,0,100,0,0,0,0,43,50,7,0,0,0,0,4,7,22,48,19,0,0,21,46,14,11,4,4,0,0,0,0,4,0,96,18,14,11,36,21,0,4,7,7,50,32,0,7,14,36,29,11,4,0,14,14,36,36,0,0,11,14,29,46,0,61,39,0,0,4,39,57,0,0,0,4,50,46,0,0,4,11,46,39,0,14,14,11,32,29,0,21,14,11,36,18,0,14,18,0,46,21,0,14,4,18,32,32,0,14,14,7,39,25,0,4,0,11,50,29,7,11,14,18,32,25,0,4,0,7,54,36,0,0,0,0,0,0,0,61,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vaida,Florin",FPMU102-BiostatisticsinPublicHealth(B),WI16,52,27,88.9%,85.2%,7.12,B(3.19),B(3.21),0,0,44,56,0,0,0,100,0,0,0,0,37,44,19,0,0,0,0,4,0,13,26,57,0,0,15,27,19,15,12,8,0,0,0,4,0,4,96,4,4,12,42,38,0,0,0,12,31,58,0,8,8,38,19,19,8,0,4,19,50,27,0,0,4,8,46,42,0,89,11,0,0,4,31,65,0,0,0,4,27,69,0,0,0,19,42,38,0,12,4,19,19,46,0,12,0,35,27,27,0,8,12,19,23,38,0,4,4,12,32,48,0,4,4,19,23,50,0,0,0,8,38,50,4,0,0,4,38,58,0,0,0,8,38,54,0,0,0,0,0,0,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
