Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Vangenderen,MoniqueLuise",VIS106B-Painting:PracticesandGenre(A),SP19,25,19,94.4%,94.4%,9.32,A-(3.81),A-(3.91)
"Herc-Balaszek,Malgorzata",VIS107B-Sculpture:Practices&Genre(A),SP19,13,12,100.0%,91.7%,10.17,A-(3.92),N/A
"Sommer,RandolphJames",VIS110B-ProfPracticeinVisualArts(A),SP19,14,4,75.0%,75.0%,4.00,A(4.00),N/A
"Gallaccio,Anya",VIS110N-StudioHonorsII(A),SP19,10,8,100.0%,75.0%,11.50,A-(3.75),N/A
"Welchman,JohnC.",VIS113CN-Hist/CriticsmIII:Contemporary(A),SP19,15,7,85.7%,100.0%,7.64,B+(3.67),N/A
"Tronzo,William",VIS122B-Baroque(A),SP19,83,51,87.5%,89.4%,2.95,B+(3.65),B+(3.55)
"Newsome,ElizabethAnn",VIS126BN-Art&Civilization/AncientMaya(A),SP19,75,20,89.5%,83.3%,2.71,B+(3.67),B+(3.44)
"Welchman,JohnC.",VIS128C-TopicsinModernArtHistory(A),SP19,35,14,61.5%,76.9%,4.35,B(3.22),B(3.29)
"Dinco,Dino",VIS131-SpecialProjectsinMedia(A),SP19,17,7,57.1%,71.4%,9.07,A-(3.86),N/A
"Stalbaum,Brett",VIS141A-ComputerProgramming/ArtsI(A),SP19,21,8,100.0%,100.0%,5.25,A-(3.75),A-(3.96)
"Yoldas,Pinar",VIS145B-Time&ProcessDigitalMediaII(A),SP19,16,11,100.0%,100.0%,5.59,B+(3.36),N/A
"Byrd,StefaniMichele",VIS145B-Time&ProcessDigitalMediaII(B),SP19,13,3,100.0%,100.0%,5.50,A(4.00),N/A
"Alexander,AmyJ",VIS149-ContemporaryComputerTopics(A),SP19,16,5,100.0%,80.0%,3.70,B+(3.40),N/A
"Cartwright,Lisa",VIS152D-IdentityThruTransnationalCinem(A),SP19,138,44,84.6%,78.4%,3.63,A-(3.73),A-(3.71)
"Williams,AlenaJ",VIS159-HistoryofArtandTechnology(A),SP19,143,102,65.6%,77.4%,4.68,B+(3.47),B(3.23)
"Alexander,AmyJ",VIS160B-SeniorProj/ComputingArtsII(A),SP19,14,6,100.0%,100.0%,8.90,A(4.00),N/A
"Paden,JonathonDean",VIS160B-SeniorProj/ComputingArtsII(B),SP19,15,7,100.0%,100.0%,9.50,A-(3.83),N/A
"Stone,Patricia",VIS160B-SeniorProj/ComputingArtsII(C),SP19,12,4,100.0%,100.0%,12.50,A-(3.75),N/A
"Dominguez,Ricardo",VIS161-SystemsandNetworksatScale(A),SP19,28,10,80.0%,80.0%,4.10,A-(3.80),A(4.00)
"Cross,BrianR",VIS164-PhotographicStrategies(A),SP19,25,15,100.0%,100.0%,5.50,A-(3.86),A-(3.79)
"Porter,AvaHermine",VIS165-CameraTech:AnalogFutures(A),SP19,22,11,100.0%,100.0%,6.30,A-(3.80),A-(3.86)
"GomezMostajo,MariaLoren",VIS168-Pictorialism&Construct.Reality(A),SP19,22,6,80.0%,80.0%,6.83,B+(3.67),B+(3.41)
"Porter,AvaHermine",VIS171-DigitalCinema-Theory/Productn(A),SP19,24,7,100.0%,100.0%,5.50,B+(3.50),A(4.00)
"Wetzler,GraydonK.",VIS174-MediaSketchbook(A),SP19,22,6,100.0%,100.0%,6.50,A-(3.83),B+(3.47)
"Mangolte,Babette",VIS176-16mmFilmmaking(A),SP19,22,4,50.0%,50.0%,13.00,C+(2.50),B(3.21)
"Crandall,Jordan",VIS177-ScriptingStrategies(A),SP19,22,17,93.8%,93.8%,8.13,A-(3.88),A(4.00)
"Ridlen,TimothyMichael",VIS178-Sound-TheoryandProduction(A),SP19,22,10,90.0%,70.0%,6.30,B+(3.38),B+(3.49)
"Ridlen,TimothyMichael",VIS180A-DocumentaryEvidence/MediaPra(A),SP19,23,21,81.0%,71.4%,5.17,B+(3.57),B+(3.36)
"Cross,BrianR",VIS180B-Fic&Allegory/CurrMediaPrac(A),SP19,24,7,100.0%,100.0%,7.07,B+(3.43),B+(3.62)
"Stone,Patricia",VIS183A-StrategiesofSelf(A),SP19,22,7,71.4%,85.7%,5.93,A-(3.86),A-(3.75)
"Trigilio,Michael",VIS185-SeniorMediaProjects(A),SP19,22,7,100.0%,100.0%,9.36,A-(3.86),B(3.26)
"Yoldas,Pinar",VIS190-DesignMasterStudio(A),SP19,16,15,73.3%,100.0%,6.37,B+(3.47),N/A
"Dominguez,Ricardo",VIS190-DesignMasterStudio(B),SP19,12,3,66.7%,66.7%,3.17,A(4.00),N/A
"Sowell,TeriLynne",VIS21A-Int/ArtAmericas/Africa/Oceania(A),SP19,94,35,90.6%,100.0%,2.81,B+(3.45),B(3.20)
"Rose,JordanM",VIS22-FormationsofModernArt(A),SP19,191,66,72.9%,81.0%,3.28,B+(3.62),B+(3.48)
"Rigg,BriannaD",VIS3-Intr/Art-Making:3-DPractices(A),SP19,200,92,86.6%,82.7%,4.45,A-(3.70),A-(3.70)
"GomezMostajo,MariaLoren",VIS60-Intro/DigitalPhotography(A),SP19,150,54,88.2%,76.6%,6.26,B+(3.42),B(3.29)
"Trigilio,Michael",VIS70N-IntroductiontoMedia(A),SP19,124,87,96.6%,96.6%,5.07,B+(3.62),B(3.07)
"Cruz,EdwinTeddy",VIS100-IntroductiontoPublicCulture(A),WI19,64,27,92.6%,96.3%,3.46,A-(3.77),A-(3.89)
"Park,KyongDong",VIS101A-DesigningUrbanEcologies(A),WI19,12,3,100.0%,100.0%,7.50,A(4.00),N/A
"Costello,KateM",VIS105B-Drawing:PracticesandGenre(A),WI19,8,4,100.0%,100.0%,6.00,B+(3.33),N/A
"Ortiz-Torres,Ruben",VIS105C-Drawing:PortfolioProjects(A),WI19,14,5,60.0%,60.0%,5.70,B(3.25),N/A
"Li,Huai",VIS105D-Aesthetics/ChineseCalligraphy(A),WI19,25,12,88.9%,88.9%,5.90,A(4.00),A-(3.90)
"Guerrero,RaulM.",VIS106A-Painting:ImageMaking(A),WI19,25,12,88.9%,55.6%,5.39,A-(3.89),A-(3.91)
"Gallaccio,Anya",VIS107A-Sculpture:MakingtheObject(A),WI19,24,15,86.7%,86.7%,7.43,A-(3.83),B+(3.69)
"Costello,KateM",VIS108-AdvancedProjectsinArt(A),WI19,15,6,100.0%,100.0%,8.50,B(3.20),N/A
"Park,KyongDong",VIS11-IntroductiontoVisualArts(A),WI19,276,124,60.2%,64.9%,4.03,A-(3.77),B+(3.56)
"Vangenderen,MoniqueLuise",VIS110E-Art/PublicSpaces/SiteSpecifc(A),WI19,15,15,100.0%,100.0%,5.83,A-(3.87),N/A
"Vangenderen,MoniqueLuise",VIS110M-StudioHonorsI(A),WI19,10,7,100.0%,100.0%,9.64,A-(3.86),N/A
"Welchman,JohnC.",VIS112-ArtHistoricalMethods(A),WI19,13,6,60.0%,100.0%,8.90,B+(3.60),N/A
"Newsome,ElizabethAnn",VIS117E-ProblemsinEthnoaesthetics(A),WI19,15,5,80.0%,80.0%,2.90,B+(3.60),N/A
"Tronzo,William",VIS121AN-ArtExperienceinMiddleAges(A),WI19,61,17,92.9%,100.0%,3.21,B+(3.58),B(3.25)
"Wardwell,MarianaRazo",VIS126E-IndigenismsI(A),WI19,13,9,100.0%,100.0%,5.83,B+(3.63),N/A
"Newsome,ElizabethAnn",VIS126HN-PacCoastAmericanIndianArt(A),WI19,32,18,88.9%,83.3%,4.06,B+(3.41),B(3.26)
"Bryson,WilliamN",VIS127N-20thCenturyArt/China&Japan(A),WI19,130,46,84.1%,88.4%,4.45,B(3.28),B(3.20)
"Rose,JordanM",VIS129C-Seminar/ModernArtHistory(A),WI19,12,3,100.0%,100.0%,3.83,A(4.00),N/A
"Miller,NicoleL",VIS132-InstallationProduction&Studio(A),WI19,16,12,91.7%,90.9%,4.50,A-(3.83),N/A
"Bratton,BenjaminH.",VIS135-DesignResearchMethods(A),WI19,38,15,53.3%,66.7%,3.57,A-(3.93),A-(3.96)
"Alexander,AmyJ",VIS145A-Time&ProcessDigitalMediaI(A),WI19,45,34,100.0%,100.0%,5.65,B+(3.57),B+(3.50)
"Stalbaum,Brett",VIS147A-ElectronicTechnologies/ArtI(A),WI19,32,14,100.0%,100.0%,5.23,B+(3.60),B(3.21)
"Williams,AlenaJ",VIS151A-Sem.inMediaHistory/Theory(A),WI19,13,12,100.0%,100.0%,3.95,B+(3.50),N/A
"Williams,AlenaJ",VIS154-HardLookattheMovies(A),WI19,36,35,97.1%,97.1%,5.30,B+(3.34),B+(3.32)
"Alexander,AmyJ",VIS160A-SeniorProj/ComputingArtsI(A),WI19,16,5,66.7%,66.7%,15.50,B(3.00),N/A
"Brown,SheldonGlenn",VIS160A-SeniorProj/ComputingArtsI(B),WI19,17,4,100.0%,100.0%,9.83,B+(3.67),N/A
"Bratton,BenjaminH.",VIS163-DesignResearch&Criticism(A),WI19,12,4,75.0%,100.0%,7.50,B(3.25),N/A
"O'Callaghan,DeirdreM",VIS164-PhotographicStrategies(A),WI19,22,11,88.9%,66.7%,5.61,B+(3.67),B+(3.50)
"Ortiz-Torres,Ruben",VIS165-CameraTech:AnalogFutures(A),WI19,20,10,88.9%,37.5%,6.72,A-(3.71),B+(3.65)
"O'Callaghan,DeirdreM",VIS167-SocialEngagement&Photography(A),WI19,23,12,81.8%,72.7%,7.77,B+(3.55),B+(3.63)
"Cross,BrianR",VIS171-DigitalCinema-Theory/Productn(A),WI19,24,13,100.0%,100.0%,8.32,B+(3.64),A-(3.76)
"Dinco,Dino",VIS174-MediaSketchbook(A),WI19,22,8,100.0%,100.0%,10.21,A-(3.86),B+(3.35)
"GomezMostajo,MariaLoren",VIS174-MediaSketchbook(B),WI19,14,3,100.0%,100.0%,7.83,B+(3.33),N/A
"Wetzler,GraydonK.",VIS174-MediaSketchbook(C),WI19,23,20,100.0%,100.0%,7.60,A-(3.70),B+(3.63)
"Ridlen,TimothyMichael",VIS175-Editing-Theory&Production(A),WI19,22,17,100.0%,100.0%,6.38,A-(3.75),B+(3.34)
"Ridlen,TimothyMichael",VIS177-ScriptingStrategies(A),WI19,21,14,91.7%,90.9%,4.83,A-(3.83),B+(3.64)
"Mangolte,Babette",VIS181-SoundAndLighting(A),WI19,23,7,100.0%,66.7%,11.93,B+(3.43),A-(3.75)
"Dinco,Dino",VIS183A-StrategiesofSelf(A),WI19,20,6,100.0%,100.0%,14.83,A(4.00),B(3.27)
"Trigilio,Michael",VIS183B-StrategiesofAlterity(A),WI19,17,10,100.0%,100.0%,11.10,B+(3.50),N/A
"Dominguez,Ricardo",VIS2-Intr/Art-Making:Motn&TimeBase(A),WI19,52,32,67.9%,60.7%,3.19,B+(3.70),B+(3.63)
"Shen,Kuiyi",VIS21B-Introduction/AsianArt(A),WI19,174,70,93.8%,88.9%,3.36,A-(3.84),B+(3.43)
"Bryson,WilliamN",VIS22-FormationsofModernArt(A),WI19,196,107,91.9%,96.9%,4.25,B+(3.60),B+(3.43)
"D'Elena-Tweed,JessicaErin",VIS41-DesignCommunication(A),WI19,138,58,96.3%,94.3%,6.50,B+(3.65),A-(3.73)
"GomezMostajo,MariaLoren",VIS60-Intro/DigitalPhotography(A),WI19,153,59,65.5%,67.9%,4.96,B+(3.33),B+(3.47)
"Cartwright,Lisa",VIS84-HistoryOfFilm(A),WI19,253,87,83.1%,79.5%,4.06,B+(3.61),B+(3.42)
"Johnson,KristynL",VIS1-Intr/Art-Making:2-DPractices(A),FA18,320,202,55.2%,43.0%,7.72,B+(3.60),B+(3.42)
"Cruz,EdwinTeddy",VIS101-Intro.toUrbanEcologies(A),FA18,26,16,93.3%,100.0%,4.75,B+(3.67),A-(3.91)
"Humphrey,MalisaN.",VIS105A-Drawing:Representing/Subject(A),FA18,17,7,100.0%,100.0%,4.90,A-(3.75),N/A
"Ortiz-Torres,Ruben",VIS105B-Drawing:PracticesandGenre(A),FA18,22,11,80.0%,70.0%,5.10,A-(3.75),B+(3.54)
"Walsh,ZoeC",VIS106B-Painting:PracticesandGenre(A),FA18,16,11,90.9%,90.9%,5.77,A-(3.90),N/A
"Lajarin-Encina,Aitor",VIS106C-Painting:PortfolioProjects(A),FA18,15,7,100.0%,100.0%,13.07,A(4.00),N/A
"Herc-Balaszek,Malgorzata",VIS107B-Sculpture:Practices&Genre(A),FA18,8,4,100.0%,100.0%,9.50,A(4.00),N/A
"Tonies,JoshuaVanjaymes",VIS110D-VisualNarrative(A),FA18,14,6,100.0%,100.0%,7.17,A-(3.83),N/A
"Gallaccio,Anya",VIS110G-Natural&AlteredEnvironment(A),FA18,16,7,85.7%,85.7%,6.21,A(4.00),N/A
"Nodelman,SheldonA.",VIS120B-RomanArt(A),FA18,66,23,61.9%,52.4%,6.50,B-(2.89),B-(2.86)
"Rose,JordanM",VIS124CN-NineteenthCenturyArt(A),FA18,54,22,100.0%,100.0%,7.14,A-(3.71),B+(3.39)
"Bryson,WilliamN",VIS125C-ModernArtinWest1850-1950(A),FA18,38,23,90.5%,95.2%,5.59,B+(3.67),B+(3.54)
"Shen,Kuiyi",VIS127B-ArtsofChina(A),FA18,144,47,79.5%,81.8%,3.36,A-(3.72),B(3.23)
"Stalbaum,Brett",VIS142-PracticesinComputingArts(A),FA18,97,61,86.9%,93.4%,4.73,B+(3.60),B+(3.36)
"Dominguez,Ricardo",VIS143-VirtualEnvironments(A),FA18,23,10,70.0%,87.5%,3.70,A-(3.70),A-(3.89)
"Yoldas,Pinar",VIS147A-ElectronicTechnologies/ArtI(A),FA18,44,40,100.0%,97.4%,5.30,B+(3.64),A-(3.82)
"Bratton,BenjaminH.",VIS149-ContemporaryComputerTopics(A),FA18,15,4,50.0%,50.0%,7.50,B(3.25),N/A
"Cartwright,Lisa",VIS155-TheDirectorSeries(A),FA18,44,24,85.0%,80.0%,3.55,A-(3.85),A(4.00)
"Kester,Grant",VIS158-HistoriesofPhotography(A),FA18,106,46,92.7%,95.1%,2.83,B+(3.44),B+(3.41)
"Yoldas,Pinar",VIS162-Spec.Science&DesignInvention(A),FA18,9,9,100.0%,100.0%,4.94,A-(3.89),N/A
"Wallen,Ruth",VIS164-PhotographicStrategies(A),FA18,25,8,100.0%,87.5%,8.00,A-(3.86),B(3.24)
"Porter,AvaHermine",VIS165-CameraTech:AnalogFutures(A),FA18,25,10,100.0%,100.0%,8.10,A-(3.90),B+(3.62)
"Mangolte,Babette",VIS171-DigitalCinema-Theory/Productn(A),FA18,21,13,38.5%,15.4%,12.04,B(3.15),B+(3.45)
"Miller,NicoleL",VIS174-MediaSketchbook(A),FA18,20,14,92.9%,92.9%,8.64,B+(3.36),B(3.29)
"Ridlen,TimothyMichael",VIS174-MediaSketchbook(B),FA18,22,17,100.0%,88.2%,6.15,B+(3.56),B(3.16)
"Wetzler,GraydonK.",VIS177-ScriptingStrategies(A),FA18,20,20,90.0%,95.0%,5.20,A-(3.70),A-(3.74)
"Trigilio,Michael",VIS178-Sound-TheoryandProduction(A),FA18,21,18,100.0%,100.0%,8.39,B(3.22),B+(3.31)
"Mangolte,Babette",VIS180A-DocumentaryEvidence/MediaPra(A),FA18,24,9,88.9%,66.7%,10.50,B+(3.67),B+(3.47)
"Miller,NicoleL",VIS180B-Fic&Allegory/CurrMediaPrac(A),FA18,21,18,76.5%,75.0%,7.56,B(3.29),B+(3.35)
"Ridlen,TimothyMichael",VIS183B-StrategiesofAlterity(A),FA18,21,18,61.1%,61.1%,7.50,B+(3.50),B+(3.37)
"Woods,Ann",VIS20-IntroductiontoArtHistory(A),FA18,303,167,96.8%,98.7%,3.19,B+(3.55),B+(3.35)
"Rose,JordanM",VIS23-InformtnTechnologies/ArtHist(A),FA18,14,6,100.0%,100.0%,8.90,B(3.00),N/A
"Dominguez,Ricardo",VIS30-IntrotoSpeculativeDesign(A),FA18,66,37,80.6%,72.2%,2.88,A-(3.89),A-(3.96)
"Jessica,D'Elena-TweedEri",VIS41-DesignCommunication(A),FA18,137,56,84.9%,80.8%,6.27,B+(3.45),B(3.27)
"Porter,AvaHermine",VIS60-Intro/DigitalPhotography(A),FA18,168,87,82.1%,89.2%,5.20,B+(3.56),B+(3.57)
"Cross,BrianR",VIS70N-IntroductiontoMedia(A),FA18,127,69,84.8%,80.3%,5.62,B+(3.51),B+(3.59)
"Tonies,JoshuaVanjaymes",VIS80-IntroductiontoStudioMajor(A),FA18,111,54,96.1%,98.0%,8.27,B+(3.60),A-(3.78)
"Shen,Kuiyi",VIS127C-ArtsofModernChina(A),S218,74,17,88.2%,88.2%,5.91,B+(3.53),B+(3.40)
"Trigilio,Michael",VIS194S-FantasyInFilm(A),S218,16,6,100.0%,100.0%,3.17,B+(3.67),N/A
"Li,Huai",VIS105D-Aesthetics/ChineseCalligraphy(A),S118,22,6,83.3%,100.0%,2.83,A(4.00),A-(3.93)
"Paden,JonathonDean",VIS143-VirtualEnvironments(A),S118,22,5,100.0%,75.0%,13.00,A-(3.75),B+(3.63)
"Anderson,ShaneNicholas",VIS165-CameraTech:AnalogFutures(A),S118,20,5,100.0%,100.0%,9.70,A-(3.75),B+(3.35)
"Bateman,VanessaMae",VIS22-FormationsofModernArt(A),S118,35,22,100.0%,100.0%,4.41,B+(3.65),B+(3.44)
"Anderson,ShaneNicholas",VIS60-Intro/DigitalPhotography(A),S118,56,12,100.0%,100.0%,5.00,B+(3.56),B+(3.44)
"Brown,SheldonGlenn",VIS10-ComputingArtsLectureSeries(A),SP18,203,78,79.7%,83.6%,1.85,A-(3.75),B(3.15)
"Park,KyongDong",VIS100-IntroductiontoPublicCulture(A),SP18,35,24,73.9%,76.2%,4.50,B+(3.68),A-(3.82)
"Cruz,EdwinTeddy",VIS102-Cross-BorderUrbanizations(A),SP18,85,53,94.1%,97.9%,3.36,A-(3.78),A-(3.85)
"Rigg,BriannaD",VIS105A-Drawing:Representing/Subject(A),SP18,31,17,100.0%,100.0%,5.91,A-(3.88),A-(3.99)
"Boadwee,Keith",VIS105C-Drawing:PortfolioProjects(A),SP18,15,8,100.0%,87.5%,9.25,A-(3.75),N/A
"Li,Huai",VIS105E-ChinCalligraphy/Installation(A),SP18,15,8,100.0%,100.0%,6.25,A(4.00),N/A
"Guerrero,RaulM.",VIS106A-Painting:ImageMaking(A),SP18,25,11,90.9%,81.8%,5.23,A-(3.91),A-(3.88)
"Guerrero,RaulM.",VIS106B-Painting:PracticesandGenre(A),SP18,24,8,100.0%,87.5%,10.25,B+(3.63),A(4.00)
"Vangenderen,MoniqueLuise",VIS108-AdvancedProjectsinArt(A),SP18,16,8,100.0%,100.0%,8.25,A-(3.75),N/A
"Boadwee,Keith",VIS110I-PerformingfortheCamera(A),SP18,14,10,80.0%,80.0%,6.30,B+(3.60),N/A
"Gallaccio,Anya",VIS110N-StudioHonorsII(A),SP18,14,9,100.0%,87.5%,10.50,B+(3.63),N/A
"Welchman,JohnC.",VIS113BN-Hist/CriticismII:Early20thC(A),SP18,11,7,100.0%,100.0%,8.21,A-(3.83),N/A
"Woods,Ann",VIS120A-GreekArt(A),SP18,70,22,100.0%,100.0%,5.30,B+(3.63),B+(3.41)
"Greenstein,JackM",VIS122D-Michelangelo(A),SP18,64,24,78.3%,78.3%,4.67,B(3.19),B-(2.80)
"Newsome,ElizabethAnn",VIS126I-SouthwestAmericanIndianArt(A),SP18,40,12,75.0%,66.7%,3.41,B+(3.60),B+(3.50)
"Wardwell,MarianaRazo",VIS126P-LatinAmericanArt:1890-1950(A),SP18,63,24,78.3%,78.3%,3.98,B+(3.67),B+(3.51)
"Bryson,WilliamN",VIS127N-20thCenturyArt/China&Japan(A),SP18,88,44,92.7%,95.0%,4.65,B+(3.42),B+(3.33)
"Welchman,JohnC.",VIS128C-TopicsinModernArtHistory(A),SP18,18,5,80.0%,100.0%,6.10,B+(3.60),N/A
"Newsome,ElizabethAnn",VIS129D-Seminar/ArtHistory/Americas(A),SP18,12,4,75.0%,100.0%,4.50,A(4.00),N/A
"Shen,Kuiyi",VIS129E-Seminar/ArtHistory/Asia(A),SP18,10,5,100.0%,100.0%,4.00,A(4.00),N/A
"Miller,NicoleL",VIS132-InstallationProduction&Studio(A),SP18,13,10,66.7%,75.0%,6.72,B-(2.75),N/A
"Stalbaum,Brett",VIS141A-ComputerProgramming/ArtsI(A),SP18,17,4,100.0%,100.0%,7.17,A(4.00),N/A
"Byrd,StefaniMichele",VIS145B-Time&ProcessDigitalMediaII(A),SP18,15,7,100.0%,100.0%,5.36,A-(3.71),N/A
"Grenader,EmilyRuth",VIS145B-Time&ProcessDigitalMediaII(B),SP18,16,10,100.0%,100.0%,5.50,A(4.00),N/A
"Stalbaum,Brett",VIS149-ContemporaryComputerTopics(A),SP18,13,7,100.0%,100.0%,7.36,A-(3.86),N/A
"Yoldas,Pinar",VIS149-ContemporaryComputerTopics(B),SP18,14,12,91.7%,100.0%,6.50,A-(3.75),N/A
"Williams,AlenaJ",VIS151-History/ExperimentalFilm(A),SP18,26,19,100.0%,100.0%,4.92,B+(3.61),B+(3.45)
"Cartwright,Lisa",VIS152D-IdentityThruTransnationalCinem(A),SP18,127,65,91.1%,94.6%,4.83,A-(3.85),A-(3.76)
"Cartwright,Lisa",VIS163-DesignResearch&Criticism(A),SP18,18,11,100.0%,100.0%,4.30,A(4.00),N/A
"GomezMostajo,MariaLoren",VIS164-PhotographicStrategies(A),SP18,24,10,100.0%,90.0%,7.30,A-(3.80),B+(3.46)
"O'Callaghan,DeirdreM",VIS165-CameraTech:AnalogFutures(A),SP18,21,6,66.7%,50.0%,6.50,B(3.17),B+(3.42)
"Ortiz-Torres,Ruben",VIS168-Pictorialism&Construct.Reality(A),SP18,21,4,100.0%,100.0%,7.17,B+(3.67),B+(3.69)
"Cross,BrianR",VIS171-DigitalCinema-Theory/Productn(A),SP18,25,16,100.0%,100.0%,8.25,B+(3.63),B+(3.64)
"O'Callaghan,DeirdreM",VIS174-MediaSketchbook(A),SP18,20,9,100.0%,75.0%,9.25,B+(3.63),B+(3.65)
"Smith,AshleyElizabeth",VIS175-Editing-Theory&Production(A),SP18,25,10,100.0%,100.0%,9.90,A-(3.90),A-(3.87)
"Tonies,JoshuaVanjaymes",VIS177-ScriptingStrategies(A),SP18,26,13,100.0%,100.0%,7.88,A-(3.92),A-(3.88)
"Jacobs,BryanC",VIS178-Sound-TheoryandProduction(A),SP18,22,8,100.0%,100.0%,12.50,B+(3.57),A-(3.88)
"Tonies,JoshuaVanjaymes",VIS180B-Fic&Allegory/CurrMediaPrac(A),SP18,25,10,100.0%,100.0%,7.10,A-(3.80),A-(3.85)
"Pesch,Katrin",VIS182-AdvancedEditing(A),SP18,20,18,93.3%,92.9%,5.79,B+(3.57),B+(3.50)
"Wardwell,MarianaRazo",VIS183A-StrategiesofSelf(A),SP18,23,6,80.0%,60.0%,5.30,A(4.00),A(4.00)
"Trigilio,Michael",VIS183B-StrategiesofAlterity(A),SP18,11,4,100.0%,100.0%,9.17,B+(3.67),N/A
"Trigilio,Michael",VIS185-SeniorMediaProjects(A),SP18,13,7,85.7%,85.7%,10.50,A-(3.83),N/A
"Park,KyongDong",VIS190-DesignMasterStudio(A),SP18,17,7,83.3%,66.7%,7.17,A(4.00),N/A
"Sowell,TeriLynne",VIS21A-Int/ArtAmericas/Africa/Oceania(A),SP18,107,43,100.0%,100.0%,4.36,B+(3.56),B+(3.45)
"Kester,Grant",VIS22-FormationsofModernArt(A),SP18,186,84,92.2%,100.0%,3.68,B+(3.66),B+(3.61)
"Gregoire,Mathieu",VIS3-Intr/Art-Making:3-DPractices(A),SP18,153,59,85.5%,89.1%,5.64,B+(3.56),B+(3.63)
"GomezMostajo,MariaLoren",VIS60-Intro/DigitalPhotography(A),SP18,130,57,81.8%,81.5%,4.25,B+(3.56),B+(3.70)
"Cross,BrianR",VIS70N-IntroductiontoMedia(A),SP18,117,56,85.5%,85.2%,5.92,B+(3.40),B+(3.68)
"Cruz,EdwinTeddy",VIS101A-DesigningUrbanEcologies(A),WI18,17,12,91.7%,100.0%,7.83,A-(3.75),N/A
"Lajarin-Encina,Aitor",VIS105B-Drawing:PracticesandGenre(A),WI18,20,11,90.9%,90.9%,6.50,A-(3.90),A-(3.92)
"Li,Huai",VIS105D-Aesthetics/ChineseCalligraphy(A),WI18,25,12,100.0%,100.0%,4.33,A-(3.75),A-(3.77)
"Vangenderen,MoniqueLuise",VIS106A-Painting:ImageMaking(A),WI18,26,21,100.0%,100.0%,7.64,A-(3.79),B+(3.60)
"Lajarin-Encina,Aitor",VIS106C-Painting:PortfolioProjects(A),WI18,14,9,100.0%,100.0%,6.28,A-(3.71),N/A
"Rigg,BriannaD",VIS107A-Sculpture:MakingtheObject(A),WI18,22,15,100.0%,100.0%,5.30,A-(3.93),A(4.00)
"Dinco,Dino",VIS108-AdvancedProjectsinArt(A),WI18,14,10,90.0%,100.0%,6.90,A-(3.89),N/A
"Cartwright,Lisa",VIS11-IntroductiontoVisualArts(A),WI18,258,126,66.9%,77.3%,4.03,A-(3.83),A-(3.87)
"Tonies,JoshuaVanjaymes",VIS110A-ContemporaryIssues&Practice(A),WI18,18,12,100.0%,100.0%,8.50,A-(3.75),N/A
"Vangenderen,MoniqueLuise",VIS110M-StudioHonorsI(A),WI18,14,11,100.0%,100.0%,9.10,A-(3.82),N/A
"Welchman,JohnC.",VIS112-ArtHistoricalMethods(A),WI18,11,7,85.7%,85.7%,7.07,B+(3.43),N/A
