Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Cohen,JonathanDavid",PHIL149-PhilosophyofPsychology(A),WI19,31,11,90.9%,100.0%,5.05,B-(2.89),B(3.10)
"Fulkerson,MatthewTodd",PHIL15-Intro/Phil:Knowlege&ItsLimits(A),WI19,114,42,84.6%,92.3%,3.05,B(3.26),B-(2.97)
"Vargas,ManuelRogelio",PHIL155-MexicanPhilosophy(A),WI19,64,23,95.5%,95.5%,4.05,B(3.00),B-(2.80)
"Wonderly,MoniqueL.",PHIL160-EthicalTheory(A),WI19,40,16,100.0%,100.0%,5.38,B+(3.43),B(3.16)
"Brink,DavidO.",PHIL161-TopicsinHistoryofEthics(A),WI19,19,4,100.0%,100.0%,5.00,B(3.00),N/A
"Bazargan-Forward,Saba",PHIL162-ContemporaryMoralIssues(A),WI19,41,11,90.9%,100.0%,3.41,B+(3.36),B+(3.33)
"Brandt,ReuvenA",PHIL163-Bio-MedicalEthics(A),WI19,95,48,86.7%,93.3%,5.21,B(3.13),B(3.27)
"Rickless,SamuelCharles","PHIL165-Freedom,Equality,andtheLaw(B)",WI19,47,20,94.4%,88.9%,5.28,B(3.23),B(3.18)
"Hardimon,MichaelO.",PHIL170-PhilosophyandRace(A),WI19,38,11,63.6%,63.6%,4.32,B(3.13),B(3.14)
"Nelkin,DanaKay",PHIL173-TopicsinBioethics(A),WI19,22,8,75.0%,100.0%,5.00,A-(3.80),B+(3.37)
"Brandt,ReuvenA",PHIL27-EthicsAndSociety(A),WI19,221,62,78.6%,98.2%,4.14,B(3.28),B(3.16)
"Lamey,AndyM.",PHIL28-EthicsAndSocietyII(A),WI19,277,85,55.0%,87.3%,4.80,B(3.14),B(3.14)
"Rutherford,DonaldPaul",PHIL32-Philosphy&RiseofModernSci(A),WI19,63,51,91.8%,95.9%,3.48,B(3.23),C+(2.57)
"Nelkin,DanaKay",PHIL50-Law&Society(A),WI19,38,18,83.3%,77.8%,3.06,B(3.00),B(3.03)
"Sher,Gila",PHIL1-IntroductiontoPhilosophy(A),FA18,65,28,75.0%,75.0%,2.57,B(3.18),B+(3.43)
"Grush,RickScott",PHIL10-IntroductiontoLogic(A),FA18,398,189,88.6%,96.2%,4.32,B+(3.43),B(3.04)
"Watkins,Eric",PHIL106-Kant(A),FA18,11,6,100.0%,100.0%,6.17,B(3.20),N/A
"Anagnostopoulos,G.H.",PHIL110-HistoryofPhilosophy:Ancient(B),FA18,43,16,93.3%,86.7%,3.43,B+(3.67),B+(3.40)
"McKenzie,KerryV.",PHIL12-ScientificReasoning(A),FA18,81,35,91.4%,94.3%,3.24,B+(3.45),B(3.09)
"Rickless,SamuelCharles",PHIL120-SymbolicLogicI(A),FA18,68,24,100.0%,100.0%,5.63,B+(3.48),B+(3.45)
"Lamey,AndyM.",PHIL13-IntrotoPhilosophy:Ethics(A),FA18,177,100,91.8%,95.9%,3.89,B+(3.35),B(3.01)
"Carr,JenniferRose",PHIL132-Epistemology(A),FA18,33,26,96.2%,100.0%,5.88,B+(3.44),B(3.30)
"Fulkerson,MatthewTodd",PHIL137-MoralPsychology(A),FA18,34,16,92.9%,100.0%,3.70,B+(3.30),B+(3.53)
"Nelkin,DanaKay",PHIL138-Responsibility(A),FA18,34,15,100.0%,100.0%,5.70,B(3.27),B(3.29)
"Lamey,AndyM.",PHIL139-GlobalJustice(A),FA18,33,11,100.0%,100.0%,4.28,C+(2.50),C+(2.64)
"McKenzie,KerryV.",PHIL145-PhilosophyofScience(A),FA18,33,31,96.8%,96.8%,5.47,B(3.20),B+(3.39)
"Callender,CraigAdam",PHIL146-PhilosophyofPhysics(A),FA18,29,16,92.9%,85.7%,6.50,B(3.20),C+(2.39)
"Arneson,RichardJ.",PHIL167-ContemporaryPoliticalPhil(A),FA18,30,13,75.0%,83.3%,7.50,C+(2.67),B-(2.83)
"Wonderly,MoniqueL.",PHIL173-TopicsinBioethics(A),FA18,37,15,100.0%,100.0%,4.37,B+(3.60),B(3.27)
"Tolley,Clinton",PHIL181-Existentialism(A),FA18,61,28,96.0%,91.7%,4.98,B+(3.57),B(3.29)
"Vargas,ManuelRogelio",PHIL27-EthicsAndSociety(A),FA18,215,111,80.2%,96.9%,3.75,B(3.02),B-(2.93)
"Arneson,RichardJ.",PHIL28-EthicsAndSocietyII(A),FA18,125,49,53.3%,73.3%,4.64,B(3.00),B-(2.94)
"Anagnostopoulos,G.H.",PHIL31-IntrotoAncientPhilosophy(A),FA18,63,34,87.5%,87.5%,4.14,B(3.29),B-(2.88)
"Tolley,Clinton",PHIL87-FreshmanSeminar(B),FA18,12,5,80.0%,80.0%,1.30,N/A,N/A
"Speitel,SebastianGeorgWern",PHIL1-IntroductiontoPhilosophy(A),S218,28,8,100.0%,100.0%,7.50,B+(3.67),B(3.29)
"Grush,RickScott",PHIL10-IntroductiontoLogic(A),S218,44,18,87.5%,92.9%,5.88,B(3.13),B-(2.92)
"Joyce,KathrynElizabeth",PHIL162-ContemporaryMoralIssues(A),S218,16,5,100.0%,100.0%,4.50,B-(2.80),N/A
"Martin,NoelB",PHIL164-TechnologyandHumanValues(A),S218,32,10,100.0%,100.0%,7.30,B+(3.40),B(3.00)
"Bazargan-Forward,Saba",PHIL28-EthicsAndSocietyII(A),S218,88,16,64.3%,92.9%,6.50,B(3.29),B-(2.97)
"Winning,RichardJason",PHIL10-IntroductiontoLogic(A),S118,35,8,100.0%,75.0%,5.25,B+(3.57),C+(2.48)
"Tracz,RobertBrian",PHIL15-Intro/Phil:Knowlege&ItsLimits(A),S118,20,6,83.3%,100.0%,4.17,B(3.00),B(3.00)
"Vargas,ManuelRogelio",PHIL155-MexicanPhilosophy(A),S118,26,6,100.0%,100.0%,5.50,B(3.00),B-(2.83)
"Knutzen,Jonathan",PHIL163-Bio-MedicalEthics(A),S118,33,8,100.0%,100.0%,4.75,B(3.14),B(3.08)
"Lamey,AndyM.",PHIL164GS-TechnologyandHumanValues(A),S118,24,22,95.5%,100.0%,6.32,B+(3.53),B+(3.36)
"Rickless,SamuelCharles","PHIL165-Freedom,Equality,andtheLaw(A)",S118,33,14,100.0%,100.0%,6.93,B(3.11),B-(2.95)
"Stringer,RyanMatthew",PHIL27-EthicsAndSociety(A),S118,96,68,77.4%,100.0%,7.38,B(3.24),B(3.30)
"Lamey,AndyM.",PHIL28GS-EthicsandSocietyII(A),S118,24,23,100.0%,100.0%,6.93,B+(3.64),B+(3.60)
"Rutherford,DonaldPaul",PHIL1-IntroductiontoPhilosophy(A),SP18,40,14,83.3%,100.0%,2.00,B-(2.89),B(3.13)
"Carr,JenniferRose",PHIL10-IntroductiontoLogic(A),SP18,175,128,81.1%,86.5%,4.04,B(3.28),B-(2.76)
"Johnson,Monte",PHIL102-HellenisticPhilosophy(A),SP18,35,8,75.0%,87.5%,6.00,A-(3.80),B+(3.49)
"Hardimon,MichaelO.",PHIL108-Nineteenth-CenturyPhilosophy(A),SP18,18,8,87.5%,87.5%,3.75,B+(3.33),N/A
"Tolley,Clinton",PHIL112-HistoryofPhil:LateModern(B),SP18,30,12,75.0%,83.3%,7.00,B+(3.67),B+(3.33)
"Rickless,SamuelCharles",PHIL120-SymbolicLogicI(A),SP18,60,29,91.7%,91.7%,4.42,B+(3.38),B(3.12)
"Sher,Gila",PHIL123-PhilosophyOfLogic(A),SP18,15,7,100.0%,100.0%,2.83,A-(3.83),N/A
"Lamey,AndyM.",PHIL13-IntrotoPhilosophy:Ethics(A),SP18,94,44,85.4%,92.5%,3.87,B(3.13),C+(2.68)
"Cohen,JonathanDavid",PHIL136-PhilosophyofMind(A),SP18,32,10,88.9%,77.8%,2.28,B+(3.56),B(3.07)
"Callender,CraigAdam",PHIL148-PhilosophyandtheEnvironment(A),SP18,37,34,100.0%,100.0%,4.21,B+(3.31),B(3.30)
"Brandt,ReuvenA",PHIL15-Intro/Phil:Knowlege&ItsLimits(A),SP18,101,34,75.8%,97.0%,3.41,B+(3.30),B-(2.96)
"Fulkerson,MatthewTodd",PHIL150-PhilosophyofCognitiveSci(A),SP18,37,11,81.8%,90.9%,4.32,B+(3.40),B(3.13)
"Vargas,ManuelRogelio",PHIL155-MexicanPhilosophy(A),SP18,35,18,100.0%,100.0%,5.39,B+(3.33),B(3.18)
"Bazargan-Forward,Saba",PHIL162-ContemporaryMoralIssues(A),SP18,37,9,100.0%,100.0%,4.25,B+(3.33),B(3.10)
"Brandt,ReuvenA",PHIL163-Bio-MedicalEthics(A),SP18,71,23,100.0%,95.7%,4.76,B(3.29),B(3.07)
"Allais,LucyL.",PHIL170-PhilosophyandRace(A),SP18,64,23,90.9%,100.0%,3.72,B+(3.33),B+(3.51)
"Arneson,RichardJ.",PHIL27-EthicsAndSociety(A),SP18,234,69,35.7%,47.2%,5.26,B(3.02),B-(2.90)
"Bazargan-Forward,Saba",PHIL28-EthicsAndSocietyII(A),SP18,283,96,73.9%,93.1%,4.29,B(3.24),B(3.23)
"Hardimon,MichaelO.",PHIL33-PhilosphybetwnReason/Despair(A),SP18,34,9,88.9%,77.8%,4.50,B(3.00),B(3.07)
"Rickless,SamuelCharles",PHIL87-FreshmanSeminar(A),SP18,15,6,100.0%,100.0%,1.17,N/A,N/A
"Grush,RickScott",PHIL1-IntroductiontoPhilosophy(A),WI18,29,10,100.0%,100.0%,5.36,B(3.17),B+(3.42)
"Grush,RickScott",PHIL10-IntroductiontoLogic(A),WI18,303,149,93.5%,97.1%,4.43,B+(3.40),B(3.12)
"Greene,BlytheAnastasia",PHIL101-Aristotle(A),WI18,32,26,88.5%,92.3%,4.65,B+(3.55),B+(3.64)
"Rutherford,DonaldPaul",PHIL111-HistoryofPhil:EarlyModern(A),WI18,26,11,90.0%,100.0%,7.10,B+(3.30),B(3.19)
"Lamey,AndyM.",PHIL115-PhilosophicalMethodsSeminar(A),WI18,14,7,100.0%,100.0%,6.50,B+(3.33),N/A
"DoughertyII,JohnEdward",PHIL12-ScientificReasoning(A),WI18,69,33,75.0%,87.1%,3.69,B+(3.60),B+(3.61)
"Santorio,Paolo",PHIL130-Metaphysics(A),WI18,28,25,100.0%,96.0%,4.82,B+(3.38),B(3.19)
"Brink,DavidO.",PHIL138-Responsibility(A),WI18,33,16,92.9%,100.0%,2.93,B+(3.67),B(3.25)
"Cohen,JonathanDavid",PHIL14-Intro/Phil:NatureofReality(A),WI18,78,36,71.4%,77.1%,3.70,B+(3.37),B-(2.81)
"Fulkerson,MatthewTodd",PHIL149-PhilosophyofPsychology(A),WI18,40,13,83.3%,81.8%,5.17,B+(3.64),B(3.30)
"Cartwright,NancyD.",PHIL152-PhilosophyofSocialSciences(A),WI18,37,19,78.9%,68.4%,5.45,B+(3.61),B+(3.54)
"Bazargan-Forward,Saba",PHIL161-TopicsinHistoryofEthics(A),WI18,23,7,100.0%,100.0%,5.36,B(3.00),B-(2.91)
"Rickless,SamuelCharles","PHIL165-Freedom,Equality,andtheLaw(A)",WI18,51,29,82.1%,96.3%,5.60,B-(2.84),B(3.04)
"Anagnostopoulos,G.H.",PHIL166-Classics/PoliticalPhilosophy(A),WI18,26,11,100.0%,100.0%,4.72,B(3.14),B+(3.40)
"Hardimon,MichaelO.",PHIL170-PhilosophyandRace(A),WI18,37,10,80.0%,90.0%,2.70,B+(3.38),B(3.15)
"Nelkin,DanaKay",PHIL185-PhilosophyofReligion(A),WI18,24,11,80.0%,90.0%,7.05,B+(3.30),B-(2.95)
"Lamey,AndyM.",PHIL27-EthicsAndSociety(A),WI18,203,84,70.9%,98.7%,5.12,B(3.24),B(3.17)
"Doppelt,GeraldD.",PHIL28-EthicsAndSocietyII(A),WI18,174,59,50.8%,45.8%,4.43,B(3.16),B-(2.72)
"Rutherford,DonaldPaul",PHIL32-Philosphy&RiseofModernSci(A),WI18,37,17,87.5%,100.0%,3.00,B+(3.33),B(3.01)
"Nelkin,DanaKay",PHIL50-Law&Society(A),WI18,32,17,93.8%,93.8%,3.88,B+(3.38),B-(2.81)
"Johnson,Monte",PHIL87-FreshmanSeminar(A),WI18,11,4,100.0%,100.0%,0.50,A(4.00),N/A
"Sebens,CharlesT",PHIL1-IntroductiontoPhilosophy(A),FA17,33,13,100.0%,92.3%,5.42,B+(3.43),B(3.05)
"Grush,RickScott",PHIL10-IntroductiontoLogic(A),FA17,398,186,93.6%,97.7%,4.56,B+(3.54),B(3.14)
"Rickless,SamuelCharles",PHIL100-Plato(A),FA17,33,15,86.7%,100.0%,4.77,B(3.00),B-(2.87)
"Watkins,Eric",PHIL106-Kant(A),FA17,8,7,100.0%,100.0%,8.17,A-(3.80),N/A
"Anagnostopoulos,G.H.",PHIL110-HistoryofPhilosophy:Ancient(A),FA17,40,20,83.3%,72.2%,4.82,B+(3.37),B(3.16)
"McKenzie,KerryV.",PHIL12-ScientificReasoning(A),FA17,80,43,90.0%,97.4%,3.18,B(3.21),B(3.08)
"Speitel,SebastianGeorgWern",PHIL120-SymbolicLogicI(A),FA17,40,25,95.8%,95.8%,4.50,B+(3.43),B+(3.63)
"Arneson,RichardJ.",PHIL13-IntrotoPhilosophy:Ethics(A),FA17,108,55,68.5%,71.7%,6.09,B(3.02),B-(2.89)
"Carr,JenniferRose",PHIL132-Epistemology(A),FA17,25,25,96.0%,100.0%,5.86,B+(3.40),B+(3.66)
"Carr,JenniferRose",PHIL134-PhilosophyofLanguage(A),FA17,17,14,85.7%,92.9%,5.93,B+(3.46),N/A
"Fulkerson,MatthewTodd",PHIL137-MoralPsychology(A),FA17,38,14,76.9%,100.0%,3.27,B+(3.67),B+(3.55)
"Sebens,CharlesT",PHIL145-PhilosophyofScience(A),FA17,25,7,66.7%,83.3%,6.83,B-(2.75),B+(3.31)
"Callender,CraigAdam",PHIL146-PhilosophyofPhysics(A),FA17,22,7,85.7%,100.0%,4.79,B-(2.75),B-(2.94)
"Arneson,RichardJ.",PHIL160-EthicalTheory(A),FA17,22,9,77.8%,66.7%,7.17,B+(3.33),B-(2.80)
"Brink,DavidO.",PHIL168-PhilosophyOfLaw(A),FA17,32,14,92.3%,100.0%,5.27,B+(3.42),B+(3.30)
"Nelkin,DanaKay",PHIL173-TopicsinBioethics(A),FA17,28,9,87.5%,87.5%,6.25,B(3.14),B(3.27)
"Vargas,ManuelRogelio",PHIL27-EthicsAndSociety(A),FA17,228,124,57.8%,77.4%,4.74,B(3.09),B-(2.98)
"Lamey,AndyM.",PHIL28-EthicsAndSocietyII(A),FA17,248,90,59.0%,83.1%,4.09,B(3.19),B(3.20)
"Anagnostopoulos,G.H.",PHIL31-IntrotoAncientPhilosophy(A),FA17,58,23,81.8%,86.4%,4.59,B(3.20),B(3.20)
"Lamey,AndyM.",PHIL87-FreshmanSeminar(A),FA17,14,9,100.0%,88.9%,1.83,A(4.00),N/A
"Johnson,Monte",PHIL87-FreshmanSeminar(B),FA17,17,10,100.0%,100.0%,0.70,A(4.00),N/A
"Martin,NoelB",PHIL1-IntroductiontoPhilosophy(A),S217,20,5,100.0%,75.0%,4.90,A-(3.75),N/A
"Grush,RickScott",PHIL10-IntroductiontoLogic(A),S217,64,21,100.0%,100.0%,5.60,B+(3.53),N/A
"Hall,Tanya",PHIL15-Intro/Phil:Knowlege&ItsLimits(A),S217,17,7,85.7%,100.0%,4.79,A(4.00),N/A
"Nelkin,DanaKay",PHIL163-Bio-MedicalEthics(A),S217,42,8,75.0%,100.0%,7.75,B+(3.43),N/A
"Rickless,SamuelCharles","PHIL165-Freedom,Equality,andtheLaw(A)",S217,22,5,80.0%,100.0%,4.90,B(3.00),N/A
"DoughertyII,JohnEdward",PHIL10-IntroductiontoLogic(A),S117,30,9,87.5%,87.5%,8.50,A-(3.71),B-(2.88)
"Messina,James",PHIL13-IntrotoPhilosophy:Ethics(A),S117,21,19,100.0%,100.0%,6.18,B+(3.36),B-(2.99)
"Winning,RichardJason",PHIL162-ContemporaryMoralIssues(A),S117,14,3,66.7%,100.0%,11.83,B+(3.33),N/A
"Weltman,DanielBenjamin",PHIL164-TechnologyandHumanValues(A),S117,37,18,100.0%,100.0%,6.97,B+(3.64),B(3.16)
"Stringer,RyanMatthew",PHIL27-EthicsAndSociety(A),S117,66,57,80.4%,94.6%,6.99,B+(3.33),B+(3.50)
"Grush,RickScott",PHIL10-IntroductiontoLogic(A),SP17,250,86,88.5%,93.6%,4.00,B+(3.45),B-(2.96)
"Johnson,Monte",PHIL102-HellenisticPhilosophy(A),SP17,24,11,100.0%,100.0%,6.50,B(3.29),B(3.16)
"Tolley,Clinton",PHIL108-NineteenthCenturyPhilosophy(A),SP17,28,14,100.0%,100.0%,4.83,A-(3.82),B+(3.46)
"Hardimon,MichaelO.",PHIL112-HistoryofPhil:LateModern(A),SP17,22,11,90.0%,90.0%,6.70,B(3.20),B-(2.98)
"McKenzie,KerryV.",PHIL12-ScientificReasoning(A),SP17,95,54,88.2%,96.1%,3.89,B+(3.37),B(3.11)
"Rickless,SamuelCharles",PHIL120-SymbolicLogicI(A),SP17,46,30,96.7%,96.7%,5.97,B+(3.55),B+(3.62)
"McKenzie,KerryV.",PHIL130-Metaphysics(A),SP17,31,25,76.0%,88.0%,4.02,B(3.25),B(3.23)
"Grush,RickScott",PHIL136-PhilosophyofMind(A),SP17,49,20,94.4%,100.0%,5.17,B+(3.44),B+(3.31)
"Callender,CraigAdam",PHIL148-PhilosophyandtheEnvironment(A),SP17,31,27,76.9%,84.6%,4.88,B+(3.43),B-(2.84)
"Fulkerson,MatthewTodd",PHIL15-Intro/Phil:Knowlege&ItsLimits(A),SP17,78,26,91.3%,95.7%,4.33,B(3.19),B(3.11)
"Bazargan-Forward,Saba",PHIL161-TopicsinHistoryofEthics(A),SP17,19,7,85.7%,100.0%,5.83,A(4.00),N/A
"Lamey,AndyM.",PHIL164-TechnologyandHumanValues(A),SP17,32,11,90.0%,90.0%,3.70,B+(3.44),B-(2.73)
"Arneson,RichardJ.",PHIL169-FeminismandPhilosphy(A),SP17,19,8,71.4%,57.1%,7.93,B(3.29),N/A
"Rutherford,DonaldPaul",PHIL173-TopicsinBioethics(A),SP17,42,15,86.7%,73.3%,5.70,B(3.18),B(3.22)
"Anagnostopoulos,G.H.",PHIL177-PhilosophyandLiterature(A),SP17,12,5,100.0%,100.0%,5.70,A(4.00),N/A
"Sebens,CharlesT","PHIL25-Science,PhilandBigQuestion(A)",SP17,36,17,94.1%,100.0%,3.88,B+(3.38),B(3.25)
"Brandt,ReuvenA",PHIL27-EthicsAndSociety(A),SP17,265,90,75.9%,94.3%,3.54,B+(3.44),B(3.13)
"Lamey,AndyM.",PHIL28-EthicsAndSocietyII(A),SP17,229,82,68.4%,89.9%,4.82,B(3.25),B(3.24)
"Tolley,Clinton",PHIL33-PhilosphybetwnReason/Despair(A),SP17,55,21,73.7%,94.7%,4.50,B(3.20),B+(3.41)
"Nelkin,DanaKay",PHIL90-BasicProblemsinPhilosophy(A),SP17,7,5,100.0%,100.0%,5.70,C+(2.60),N/A
"Carr,JenniferRose",PHIL10-IntroductiontoLogic(A),WI17,185,143,68.8%,59.6%,5.00,B(3.22),B-(2.75)
"Greene,BlytheAnastasia",PHIL101-Aristotle(A),WI17,22,17,94.1%,100.0%,5.56,B+(3.33),B+(3.57)
"Rutherford,DonaldPaul",PHIL111-HistoryofPhil:EarlyModern(A),WI17,24,10,88.9%,100.0%,6.50,B(3.22),B(3.03)
"Sher,Gila",PHIL122-AdvancedTopicsinLogic(A),WI17,32,12,80.0%,90.0%,4.06,A(4.00),B+(3.64)
"Brink,DavidO.",PHIL131-TopicsinMetaphysics(A),WI17,21,9,85.7%,85.7%,3.93,B(3.17),B(3.14)
"Fulkerson,MatthewTodd",PHIL137-MoralPsychology(A),WI17,30,16,81.3%,87.5%,4.75,B+(3.50),B+(3.31)
"Cohen,JonathanDavid",PHIL14-Intro/Phil:NatureofReality(A),WI17,101,34,72.4%,79.3%,2.84,B(3.21),B-(2.96)
"McKenzie,KerryV.",PHIL145-PhilosophyofScience(A),WI17,30,26,88.0%,92.0%,4.34,B(3.00),B(3.10)
"Bechtel,William",PHIL151-PhilosophyofNeuroscience(A),WI17,27,10,88.9%,100.0%,4.50,B(3.29),B+(3.61)
"Hardimon,MichaelO.",PHIL160-EthicalTheory(A),WI17,22,12,90.9%,90.9%,5.95,B(3.18),B-(2.93)
"Brandt,ReuvenA",PHIL163-Bio-MedicalEthics(A),WI17,79,34,93.8%,96.9%,4.50,B+(3.50),B(3.23)
"Rickless,SamuelCharles","PHIL165-Freedom,Equality,andtheLaw(A)",WI17,33,19,94.4%,94.4%,6.06,B(3.23),B(3.28)
"Brink,DavidO.",PHIL168-PhilosophyOfLaw(A),WI17,26,13,91.7%,100.0%,8.68,B+(3.36),B+(3.31)
"Nelkin,DanaKay",PHIL185-PhilosophyofReligion(A),WI17,14,4,100.0%,100.0%,7.00,B(3.25),N/A
"Callender,CraigAdam","PHIL26-Science,Society,andValues(A)",WI17,36,20,89.5%,89.5%,3.13,A-(3.83),B(3.05)
"Lamey,AndyM.",PHIL27-EthicsAndSociety(A),WI17,193,67,66.7%,96.7%,4.99,B(3.16),B(3.04)
"Doppelt,GeraldD.",PHIL28-EthicsAndSocietyII(A),WI17,160,45,59.1%,61.4%,5.69,B(3.10),B(3.03)
"Rutherford,DonaldPaul",PHIL32-Philosphy&RiseofModernSci(A),WI17,46,19,94.7%,100.0%,4.50,B(3.17),B-(2.84)
"Lamey,AndyM.",PHIL90-BasicProblemsinPhilosophy(A),WI17,11,4,75.0%,100.0%,6.00,B(3.25),N/A
"Arneson,RichardJ.",PHIL1-IntroductiontoPhilosophy(A),FA16,56,24,65.2%,69.6%,5.02,B+(3.50),B-(2.73)
"Grush,RickScott",PHIL10-IntroductiontoLogic(A),FA16,300,144,90.3%,95.5%,4.05,B+(3.47),B(3.16)
