Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Inada,Minori",JAPN20B-SecondYrJapaneseII(C),WI19,26,10,100.0%,100.0%,5.70,A(4.00),A-(3.75)
"Ross,KayokoF",JAPN20B-SecondYrJapaneseII(D),WI19,24,10,100.0%,100.0%,3.70,A-(3.89),A-(3.73)
"Iwamoto,Naoki",JAPN20B-SecondYrJapaneseII(E),WI19,27,14,100.0%,100.0%,3.79,A-(3.92),A-(3.77)
"Simpson,JunkoTokuda",JAPN10A-FirstYearJapaneseI(A),FA18,29,17,94.1%,100.0%,6.50,B+(3.67),B+(3.55)
"Inada,Minori",JAPN10A-FirstYearJapaneseI(B),FA18,32,16,100.0%,100.0%,5.38,A-(3.92),B+(3.69)
"Maruyama,Rie",JAPN10A-FirstYearJapaneseI(C),FA18,25,17,100.0%,100.0%,5.79,B+(3.58),B+(3.54)
"Takeda,Izumi",JAPN10A-FirstYearJapaneseI(D),FA18,28,20,95.0%,100.0%,4.70,B+(3.53),A-(3.71)
"Simpson,JunkoTokuda",JAPN10A-FirstYearJapaneseI(E),FA18,31,24,100.0%,100.0%,5.75,A-(3.77),B+(3.55)
"Tipton,Yuko",JAPN10A-FirstYearJapaneseI(F),FA18,31,18,100.0%,100.0%,5.83,A-(3.81),B+(3.50)
"Maruyama,Rie",JAPN10A-FirstYearJapaneseI(G),FA18,27,16,100.0%,100.0%,5.13,B+(3.60),B+(3.54)
"Takeda,Izumi",JAPN10A-FirstYearJapaneseI(H),FA18,30,15,100.0%,100.0%,6.04,A-(3.77),A-(3.71)
"Inada,Minori",JAPN10A-FirstYearJapaneseI(I),FA18,30,16,100.0%,100.0%,4.00,A-(3.93),B+(3.69)
"Tipton,Yuko",JAPN10A-FirstYearJapaneseI(J),FA18,31,15,100.0%,100.0%,5.83,B+(3.60),B+(3.50)
"Inada,Minori",JAPN10A-FirstYearJapaneseI(K),FA18,28,17,94.1%,100.0%,5.75,A-(3.87),B+(3.69)
"Kamioka,Sachiko",JAPN10A-FirstYearJapaneseI(L),FA18,30,17,100.0%,100.0%,5.79,A-(3.75),A-(3.73)
"Ross,KayokoF",JAPN10A-FirstYearJapaneseI(M),FA18,30,16,87.5%,93.8%,4.75,A-(3.81),A-(3.86)
"Kamioka,Sachiko",JAPN10A-FirstYearJapaneseI(N),FA18,29,14,100.0%,100.0%,5.93,A-(3.75),A-(3.73)
"Iwamoto,Naoki",JAPN10A-FirstYearJapaneseI(P),FA18,24,17,100.0%,100.0%,7.68,A-(3.79),A-(3.78)
"Ross,KayokoF",JAPN10A-FirstYearJapaneseI(Q),FA18,29,15,93.3%,100.0%,5.43,A-(3.85),A-(3.86)
"Sato,Kyoko",JAPN130A-ThirdYearJapaneseI(A),FA18,22,14,92.3%,100.0%,2.65,A-(3.91),A-(3.82)
"Sato,Kyoko",JAPN130A-ThirdYearJapaneseI(B),FA18,20,10,100.0%,100.0%,5.39,B+(3.63),A-(3.82)
"Takeda,Izumi",JAPN135A-Japanese/ProfessionalPurposes(A),FA18,18,19,89.5%,100.0%,4.82,A-(3.72),N/A
"McKee,MayumiMochizuki",JAPN140A-FourthYearJapaneseI(A),FA18,15,14,92.9%,100.0%,4.07,B+(3.67),N/A
"Sato,Kyoko",JAPN20A-SecondYrJapaneseI(B),FA18,27,23,95.5%,100.0%,4.85,A-(3.82),B+(3.62)
"Ross,KayokoF",JAPN20A-SecondYrJapaneseI(D),FA18,29,11,100.0%,100.0%,5.05,B+(3.56),B+(3.45)
"Iwamoto,Naoki",JAPN20A-SecondYrJapaneseI(E),FA18,31,13,92.3%,100.0%,6.04,A-(3.91),A-(3.88)
"Maruyama,Rie",JAPN20A-SecondYrJapaneseI(F),FA18,31,20,94.7%,100.0%,5.76,B+(3.40),B+(3.58)
"McKee,MayumiMochizuki",JAPN20A-SecondYrJapaneseI(G),FA18,29,21,100.0%,100.0%,4.98,B+(3.50),B+(3.67)
"McKee,MayumiMochizuki",JAPN20A-SecondYrJapaneseI(H),FA18,27,21,100.0%,100.0%,4.70,A-(3.71),B+(3.67)
"Iwamoto,Naoki",JAPN20A-SecondYrJapaneseI(I),FA18,29,23,95.7%,100.0%,4.24,B+(3.65),A-(3.88)
"Simpson,JunkoTokuda",JAPN10C-FirstYearJapaneseIII(B),SP18,24,12,91.7%,91.7%,4.50,A-(3.89),B+(3.62)
"Inada,Minori",JAPN10C-FirstYearJapaneseIII(C),SP18,24,10,100.0%,100.0%,3.90,B+(3.44),A-(3.85)
"Maruyama,Rie",JAPN10C-FirstYearJapaneseIII(D),SP18,14,7,71.4%,71.4%,3.93,B+(3.50),A-(3.87)
"Simpson,JunkoTokuda",JAPN10C-FirstYearJapaneseIII(E),SP18,26,12,100.0%,91.7%,5.50,B+(3.60),B+(3.62)
"Iwamoto,Naoki",JAPN10C-FirstYearJapaneseIII(F),SP18,26,12,100.0%,100.0%,5.50,A(4.00),A-(3.90)
"Tipton,Yuko",JAPN10C-FirstYearJapaneseIII(G),SP18,24,12,100.0%,100.0%,3.95,A-(3.91),A-(3.77)
"Inada,Minori",JAPN10C-FirstYearJapaneseIII(H),SP18,26,15,100.0%,100.0%,7.07,A-(3.77),A-(3.85)
"Ross,KayokoF",JAPN10C-FirstYearJapaneseIII(I),SP18,26,13,100.0%,100.0%,4.50,A(4.00),B+(3.61)
"Ross,KayokoF",JAPN10C-FirstYearJapaneseIII(J),SP18,28,14,100.0%,91.7%,5.12,A-(3.82),B+(3.61)
"Iwamoto,Naoki",JAPN10C-FirstYearJapaneseIII(K),SP18,28,15,100.0%,100.0%,4.77,A-(3.93),A-(3.90)
"Maruyama,Rie",JAPN10C-FirstYearJapaneseIII(L),SP18,25,17,93.8%,100.0%,4.50,A-(3.73),A-(3.87)
"Ross,KayokoF",JAPN10C-FirstYearJapaneseIII(M),SP18,27,6,100.0%,100.0%,3.30,A(4.00),B+(3.61)
"Takeda,Izumi",JAPN10C-FirstYearJapaneseIII(N),SP18,22,7,83.3%,83.3%,7.50,B+(3.60),B+(3.64)
"Sato,Kyoko",JAPN130C-ThirdYearJapaneseIII(A),SP18,8,8,100.0%,100.0%,5.50,A-(3.88),N/A
"Sato,Kyoko",JAPN130C-ThirdYearJapaneseIII(B),SP18,15,15,93.3%,100.0%,5.17,A-(3.79),N/A
"Takeda,Izumi",JAPN135C-Japanese/ProfPurposesIII(A),SP18,8,9,88.9%,100.0%,4.50,A-(3.89),N/A
"McKee,MayumiMochizuki",JAPN140C-FourthYearJapaneseIII(A),SP18,8,6,100.0%,100.0%,3.50,A-(3.75),N/A
"Simpson,JunkoTokuda",JAPN150C-AdvancedJapaneseIII(A),SP18,8,6,100.0%,100.0%,3.50,A(4.00),N/A
"Sato,Kyoko",JAPN20C-SecondYrJapaneseIII(A),SP18,19,13,100.0%,100.0%,3.73,A-(3.83),N/A
"McKee,MayumiMochizuki",JAPN20C-SecondYrJapaneseIII(B),SP18,20,13,92.3%,100.0%,3.58,A-(3.75),B+(3.37)
"Maruyama,Rie",JAPN20C-SecondYrJapaneseIII(C),SP18,20,14,92.9%,92.9%,4.79,A-(3.71),B+(3.59)
"Inada,Minori",JAPN20C-SecondYrJapaneseIII(D),SP18,21,10,90.0%,100.0%,4.90,A(4.00),B+(3.64)
"Iwamoto,Naoki",JAPN10B-FirstYearJapaneseII(A),WI18,19,15,100.0%,100.0%,5.97,B+(3.64),A-(3.77)
"Iwamoto,Naoki",JAPN10B-FirstYearJapaneseII(B),WI18,27,20,100.0%,100.0%,5.10,A-(3.88),A-(3.77)
"Ross,KayokoF",JAPN10B-FirstYearJapaneseII(C),WI18,26,13,100.0%,100.0%,6.81,B+(3.67),B+(3.58)
"Inada,Minori",JAPN10B-FirstYearJapaneseII(D),WI18,25,15,92.9%,92.9%,6.36,A-(3.75),B+(3.57)
"Takeda,Izumi",JAPN10B-FirstYearJapaneseII(E),WI18,29,19,100.0%,100.0%,5.13,A-(3.88),B+(3.66)
"Tipton,Yuko",JAPN10B-FirstYearJapaneseII(F),WI18,30,13,100.0%,100.0%,5.58,A-(3.77),A-(3.93)
"Simpson,JunkoTokuda",JAPN10B-FirstYearJapaneseII(G),WI18,29,15,100.0%,100.0%,6.07,A-(3.77),B+(3.63)
"Takeda,Izumi",JAPN10B-FirstYearJapaneseII(H),WI18,27,15,100.0%,93.3%,5.17,B+(3.67),B+(3.66)
"Tipton,Yuko",JAPN10B-FirstYearJapaneseII(I),WI18,28,18,100.0%,100.0%,4.83,A-(3.89),A-(3.93)
"Iwamoto,Naoki",JAPN10B-FirstYearJapaneseII(J),WI18,27,16,100.0%,100.0%,6.13,B+(3.67),A-(3.77)
"Maruyama,Rie",JAPN10B-FirstYearJapaneseII(K),WI18,25,13,100.0%,100.0%,4.19,A-(3.83),B+(3.39)
"Ross,KayokoF",JAPN10B-FirstYearJapaneseII(L),WI18,18,8,100.0%,100.0%,4.50,A-(3.88),B+(3.58)
"Kamioka,Sachiko",JAPN10B-FirstYearJapaneseII(M),WI18,28,14,100.0%,92.9%,4.79,A-(3.92),A-(3.71)
"Kamioka,Sachiko",JAPN10B-FirstYearJapaneseII(N),WI18,28,18,94.4%,100.0%,5.94,A-(3.94),A-(3.71)
"Sato,Kyoko",JAPN130B-ThirdYearJapaneseII(A),WI18,18,18,94.4%,88.9%,4.61,A-(3.76),N/A
"Sato,Kyoko",JAPN130B-ThirdYearJapaneseII(B),WI18,14,13,100.0%,100.0%,4.65,B+(3.62),N/A
"Takeda,Izumi",JAPN135B-Japanese/ProfPurposesII(A),WI18,8,7,85.7%,100.0%,5.07,A-(3.86),N/A
"McKee,MayumiMochizuki",JAPN140B-FourthYearJapaneseII(A),WI18,5,3,100.0%,100.0%,4.50,B+(3.67),N/A
"Simpson,JunkoTokuda",JAPN150B-AdvancedJapaneseII(A),WI18,9,5,100.0%,100.0%,4.90,A(4.00),N/A
"Turner,ChristenaL.",JAPN190-SelTopcs/ContmpJapnStudies(A),WI18,14,7,83.3%,100.0%,5.17,A-(3.83),N/A
"Inada,Minori",JAPN20B-SecondYrJapaneseII(A),WI18,26,17,100.0%,100.0%,4.62,A-(3.79),B+(3.67)
"McKee,MayumiMochizuki",JAPN20B-SecondYrJapaneseII(B),WI18,26,10,100.0%,100.0%,3.61,A-(3.88),B+(3.64)
"McKee,MayumiMochizuki",JAPN20B-SecondYrJapaneseII(C),WI18,25,14,100.0%,100.0%,3.50,B+(3.69),B+(3.64)
"Maruyama,Rie",JAPN20B-SecondYrJapaneseII(E),WI18,22,15,100.0%,100.0%,3.17,B+(3.67),A-(3.81)
"Simpson,JunkoTokuda",JAPN10A-FirstYearJapaneseI(C),FA17,34,27,100.0%,100.0%,7.22,A-(3.88),A-(3.81)
"Inada,Minori",JAPN10A-FirstYearJapaneseI(D),FA17,34,18,94.4%,100.0%,5.94,B+(3.65),B+(3.65)
"Ross,KayokoF",JAPN10A-FirstYearJapaneseI(E),FA17,35,17,100.0%,100.0%,7.21,B+(3.62),A-(3.80)
"Simpson,JunkoTokuda",JAPN10A-FirstYearJapaneseI(F),FA17,33,19,94.4%,94.1%,6.18,A-(3.76),A-(3.81)
"Tipton,Yuko",JAPN10A-FirstYearJapaneseI(G),FA17,34,21,100.0%,100.0%,5.93,A-(3.75),A-(3.87)
"Maruyama,Rie",JAPN10A-FirstYearJapaneseI(H),FA17,32,20,100.0%,89.5%,6.40,A-(3.78),A-(3.75)
"Tipton,Yuko",JAPN10A-FirstYearJapaneseI(I),FA17,33,15,92.9%,92.9%,5.50,B+(3.69),A-(3.87)
"Ross,KayokoF",JAPN10A-FirstYearJapaneseI(J),FA17,33,19,100.0%,100.0%,5.50,A-(3.87),A-(3.80)
"Ross,KayokoF",JAPN10A-FirstYearJapaneseI(K),FA17,34,14,100.0%,100.0%,5.50,B+(3.60),A-(3.80)
"Iwamoto,Naoki",JAPN10A-FirstYearJapaneseI(L),FA17,35,18,100.0%,100.0%,4.83,A-(3.94),A-(3.75)
"Kamioka,Sachiko",JAPN10A-FirstYearJapaneseI(M),FA17,35,17,94.1%,94.1%,5.21,A(4.00),B+(3.68)
"Iwamoto,Naoki",JAPN10A-FirstYearJapaneseI(N),FA17,34,17,100.0%,100.0%,5.21,A-(3.79),A-(3.75)
"Kamioka,Sachiko",JAPN10A-FirstYearJapaneseI(O),FA17,32,17,100.0%,100.0%,5.56,B+(3.67),B+(3.68)
"Iwamoto,Naoki",JAPN10A-FirstYearJapaneseI(P),FA17,34,19,100.0%,100.0%,6.39,A-(3.79),A-(3.75)
"Sato,Kyoko",JAPN130A-ThirdYearJapaneseI(A),FA17,18,12,100.0%,100.0%,4.00,A-(3.75),A-(3.86)
"Sato,Kyoko",JAPN130A-ThirdYearJapaneseI(B),FA17,20,11,100.0%,100.0%,2.10,A-(3.89),A-(3.86)
"Simpson,JunkoTokuda",JAPN135A-Japanese/ProfessionalPurposes(A),FA17,9,5,40.0%,100.0%,10.10,B(3.00),N/A
"McKee,MayumiMochizuki",JAPN140A-FourthYearJapaneseI(A),FA17,10,6,83.3%,100.0%,3.30,A(4.00),N/A
"Inada,Minori",JAPN20A-SecondYrJapaneseI(A),FA17,25,14,100.0%,100.0%,4.81,B+(3.58),A-(3.76)
"McKee,MayumiMochizuki",JAPN20A-SecondYrJapaneseI(B),FA17,24,10,90.0%,90.0%,3.10,B+(3.67),B+(3.67)
"McKee,MayumiMochizuki",JAPN20A-SecondYrJapaneseI(C),FA17,25,13,100.0%,100.0%,4.50,B+(3.64),B+(3.67)
"Inada,Minori",JAPN20A-SecondYrJapaneseI(D),FA17,23,12,100.0%,100.0%,4.32,A-(3.78),A-(3.76)
"Sato,Kyoko",JAPN20A-SecondYrJapaneseI(E),FA17,24,11,100.0%,100.0%,2.86,A-(3.90),B+(3.52)
"Maruyama,Rie",JAPN20A-SecondYrJapaneseI(F),FA17,24,14,100.0%,100.0%,3.58,A-(3.70),B+(3.45)
"Maruyama,Rie",JAPN20A-SecondYrJapaneseI(G),FA17,23,13,100.0%,100.0%,4.04,B+(3.63),B+(3.45)
"Takeda,Izumi",JAPN10C-FirstYearJapaneseIII(A),SP17,34,19,100.0%,100.0%,6.72,B(3.29),B+(3.54)
"Simpson,JunkoTokuda",JAPN10C-FirstYearJapaneseIII(B),SP17,33,16,92.9%,71.4%,2.83,A-(3.85),B+(3.36)
"Simpson,JunkoTokuda",JAPN10C-FirstYearJapaneseIII(C),SP17,34,11,100.0%,90.0%,3.39,B+(3.50),B+(3.36)
"Tipton,Yuko",JAPN10C-FirstYearJapaneseIII(D),SP17,35,26,95.7%,95.7%,4.67,A-(3.90),A-(3.87)
"Tipton,Yuko",JAPN10C-FirstYearJapaneseIII(E),SP17,35,21,100.0%,100.0%,3.26,A-(3.82),A-(3.87)
"Inada,Minori",JAPN10C-FirstYearJapaneseIII(F),SP17,35,12,91.7%,91.7%,4.33,A-(3.75),A-(3.73)
"Simpson,JunkoTokuda",JAPN10C-FirstYearJapaneseIII(G),SP17,29,14,100.0%,92.9%,4.79,B+(3.36),B+(3.36)
"Ross,KayokoF",JAPN10C-FirstYearJapaneseIII(H),SP17,35,11,100.0%,100.0%,3.75,A-(3.88),B+(3.65)
"Ross,KayokoF",JAPN10C-FirstYearJapaneseIII(I),SP17,35,16,93.8%,87.5%,5.88,A-(3.85),B+(3.65)
"Sato,Kyoko",JAPN130C-ThirdYearJapaneseIII(B),SP17,9,5,80.0%,80.0%,2.50,B+(3.60),N/A
"Takeda,Izumi",JAPN135C-Japanese/ProfPurposesIII(A),SP17,9,9,100.0%,100.0%,6.06,B+(3.50),N/A
"Turner,ChristenaL.",JAPN190-SelTopcs/ContmpJapnStudies(A),SP17,19,6,100.0%,100.0%,4.83,B+(3.33),N/A
"Sato,Kyoko",JAPN20C-SecondYrJapaneseIII(A),SP17,14,7,100.0%,100.0%,1.93,A-(3.83),N/A
"McKee,MayumiMochizuki",JAPN20C-SecondYrJapaneseIII(B),SP17,20,10,100.0%,100.0%,2.70,A-(3.80),A-(3.81)
"Inada,Minori",JAPN20C-SecondYrJapaneseIII(C),SP17,19,11,100.0%,100.0%,3.95,A-(3.78),N/A
"Takeda,Izumi",JAPN10B-FirstYearJapaneseII(A),WI17,35,25,91.7%,95.8%,5.17,B+(3.67),B+(3.56)
"Takeda,Izumi",JAPN10B-FirstYearJapaneseII(B),WI17,34,14,100.0%,100.0%,7.50,B+(3.50),B+(3.56)
"Inada,Minori",JAPN10B-FirstYearJapaneseII(C),WI17,40,21,100.0%,100.0%,3.94,A-(3.74),B+(3.55)
"Tipton,Yuko",JAPN10B-FirstYearJapaneseII(D),WI17,37,21,100.0%,100.0%,5.70,A-(3.85),A-(3.85)
"Simpson,JunkoTokuda",JAPN10B-FirstYearJapaneseII(E),WI17,37,22,90.5%,95.2%,5.13,A-(3.74),B+(3.53)
"Tipton,Yuko",JAPN10B-FirstYearJapaneseII(F),WI17,35,16,100.0%,100.0%,4.50,A-(3.79),A-(3.85)
"Inada,Minori",JAPN10B-FirstYearJapaneseII(G),WI17,37,15,100.0%,100.0%,5.43,B+(3.64),B+(3.55)
"Ross,KayokoF",JAPN10B-FirstYearJapaneseII(I),WI17,34,14,100.0%,100.0%,6.65,B+(3.58),B+(3.62)
"Ross,KayokoF",JAPN10B-FirstYearJapaneseII(J),WI17,34,12,88.9%,100.0%,5.25,B+(3.63),B+(3.62)
"Sato,Kyoko",JAPN130B-ThirdYearJapaneseII(B),WI17,10,5,100.0%,100.0%,3.30,A-(3.80),N/A
"Takeda,Izumi",JAPN135B-Japanese/ProfPurposesII(A),WI17,13,12,91.7%,100.0%,7.00,B+(3.67),N/A
"Simpson,JunkoTokuda",JAPN150B-AdvancedJapaneseII(A),WI17,7,3,100.0%,100.0%,2.50,A(4.00),N/A
"McKee,MayumiMochizuki",JAPN20B-SecondYrJapaneseII(A),WI17,26,12,100.0%,100.0%,3.17,A-(3.83),B+(3.56)
"McKee,MayumiMochizuki",JAPN20B-SecondYrJapaneseII(B),WI17,26,12,100.0%,100.0%,3.50,A-(3.82),B+(3.56)
"Inada,Minori",JAPN20B-SecondYrJapaneseII(C),WI17,29,16,100.0%,100.0%,3.07,A-(3.87),A-(3.72)
"Takeda,Izumi",JAPN10A-FirstYearJapaneseI(A),FA16,38,23,100.0%,100.0%,5.64,A-(3.72),B+(3.64)
"Inada,Minori",JAPN10A-FirstYearJapaneseI(B),FA16,39,20,100.0%,84.2%,7.91,B+(3.61),A-(3.95)
"Takeda,Izumi",JAPN10A-FirstYearJapaneseI(C),FA16,37,19,100.0%,100.0%,5.97,A-(3.75),B+(3.64)
"Simpson,JunkoTokuda",JAPN10A-FirstYearJapaneseI(D),FA16,38,22,100.0%,100.0%,5.20,B+(3.57),A-(3.75)
"Tipton,Yuko",JAPN10A-FirstYearJapaneseI(E),FA16,38,20,100.0%,100.0%,5.55,A-(3.82),A-(3.73)
"Simpson,JunkoTokuda",JAPN10A-FirstYearJapaneseI(F),FA16,42,23,95.0%,100.0%,5.87,A-(3.74),A-(3.75)
"Tipton,Yuko",JAPN10A-FirstYearJapaneseI(G),FA16,39,19,100.0%,100.0%,4.85,B+(3.69),A-(3.73)
"Inada,Minori",JAPN10A-FirstYearJapaneseI(H),FA16,41,24,100.0%,95.7%,5.28,A-(3.91),A-(3.95)
"Ross,KayokoF",JAPN10A-FirstYearJapaneseI(I),FA16,41,19,100.0%,94.7%,4.97,B+(3.62),A-(3.81)
"Ross,KayokoF",JAPN10A-FirstYearJapaneseI(J),FA16,38,11,90.0%,100.0%,7.50,A-(3.78),A-(3.81)
"Tipton,Yuko",JAPN10A-FirstYearJapaneseI(K),FA16,36,24,100.0%,100.0%,4.41,B+(3.68),A-(3.73)
"Sato,Kyoko",JAPN130A-ThirdYearJapaneseI(A),FA16,21,11,100.0%,100.0%,4.68,A(4.00),B+(3.57)
"Sato,Kyoko",JAPN130A-ThirdYearJapaneseI(B),FA16,20,12,83.3%,91.7%,3.67,B+(3.60),B+(3.57)
"Takeda,Izumi",JAPN135A-Japanese/ProfessionalPurposes(A),FA16,17,6,100.0%,100.0%,5.50,B+(3.67),N/A
"McKee,MayumiMochizuki",JAPN140A-FourthYearJapaneseI(A),FA16,13,8,85.7%,85.7%,4.21,B(3.17),N/A
"Simpson,JunkoTokuda",JAPN150A-AdvancedJapaneseI(A),FA16,8,3,100.0%,100.0%,3.17,A(4.00),N/A
"McKee,MayumiMochizuki",JAPN20A-SecondYrJapaneseI(A),FA16,29,14,100.0%,100.0%,4.50,A(4.00),B+(3.60)
"McKee,MayumiMochizuki",JAPN20A-SecondYrJapaneseI(B),FA16,31,15,93.3%,93.3%,3.21,A-(3.77),B+(3.60)
"Inada,Minori",JAPN20A-SecondYrJapaneseI(C),FA16,31,16,100.0%,93.3%,3.57,A(4.00),A-(3.82)
"Sato,Kyoko",JAPN20A-SecondYrJapaneseI(D),FA16,31,9,100.0%,100.0%,4.72,A-(3.88),B+(3.66)
"Ross,KayokoF",JAPN20A-SecondYrJapaneseI(E),FA16,29,21,90.0%,95.0%,4.40,A-(3.87),B+(3.46)
"Simpson,JunkoTokuda",JAPN10C-FirstYearJapaneseIII(A),SP16,37,21,100.0%,83.3%,4.83,A-(3.88),A-(3.77)
