Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Geiss,ElisaG",PSYC101-DevelopmentalPsychology(A),WI19,331,138,98.5%,97.7%,4.44,B+(3.39),B(3.06)
"Moranton,NireliaMelbina-",PSYC102-SensoryNeuroscience(A),WI19,102,50,87.2%,87.2%,6.08,B+(3.44),B-(2.77)
"Belding,Jennifer",PSYC104-SocialPsychology(A),WI19,263,142,93.4%,91.9%,5.83,B(3.23),B-(2.85)
"Brady,TimothyFrancis",PSYC105-CognitivePsychology(A),WI19,279,139,98.5%,98.5%,4.57,B+(3.52),B(3.15)
"Dobkins,KarenR.",PSYC106-BehavioralNeuroscience(A),WI19,296,131,92.2%,89.8%,4.97,B-(2.99),B-(2.76)
"Heyman,GailD.",PSYC110-JuniorHonorsResearchSeminar(A),WI19,40,25,95.8%,91.7%,2.66,A-(3.80),A-(3.89)
"Geller,EmmaHarlan",PSYC111A-ResearchMethodsI(A),WI19,43,35,91.2%,97.1%,8.39,B+(3.60),B+(3.57)
"Pashler,HaroldE",PSYC115A-Lab/CognitivePsychologyI(A),WI19,16,9,85.7%,85.7%,3.64,A-(3.71),N/A
"Lang,Ariel",PSYC116B-Lab/ClinicalPsychResearchII(A),WI19,16,10,90.0%,90.0%,4.30,A-(3.80),N/A
"Winward,JenniferLaven",PSYC116B-Lab/ClinicalPsychResearchII(B),WI19,21,8,75.0%,87.5%,5.50,B+(3.50),A-(3.72)
"Rose,FredE.",PSYC125-ClinicalNeuropsychology(A),WI19,146,62,91.5%,96.6%,4.40,B+(3.38),B(3.08)
"Accomando,AlyssaWheeler",PSYC138-SoundAndMusicPerception(A),WI19,70,59,90.9%,92.7%,4.11,B+(3.42),B+(3.33)
"Root,NicholasBernard",PSYC142-PsychologyofConsciousness(A),WI19,81,44,93.2%,100.0%,4.27,B+(3.31),B-(2.73)
"Wixted,JohnT",PSYC144-MemoryandAmnesia(A),WI19,190,109,92.5%,98.1%,5.15,B+(3.45),B-(2.76)
"Glaser,Dale",PSYC151-TestsandMeasurement(A),WI19,28,9,77.8%,88.9%,3.83,B(3.13),B-(2.88)
"Harris,ChristineRenee",PSYC153-PsychologyofEmotion(A),WI19,294,165,93.8%,95.7%,4.92,B(3.23),B-(2.72)
"Lacefield,KatharineI",PSYC154-BehaviorModification(A),WI19,279,227,96.0%,97.8%,4.32,B+(3.57),B+(3.52)
"StJohn,MarkF.",PSYC161-EngineeringPsychology(A),WI19,135,45,65.9%,63.6%,4.64,B(3.19),B-(2.87)
"Gorman,MichaelR.",PSYC172-PsychologyofHumanSexuality(A),WI19,154,75,87.7%,76.4%,5.35,B(3.07),B-(2.95)
"Brady,TimothyFrancis",PSYC174-VisualCognition(B),WI19,168,102,93.7%,96.8%,4.44,B+(3.40),B(3.05)
"Hanes,Esther",PSYC180-Adolescence(A),WI19,274,116,97.3%,97.3%,3.61,B+(3.68),B+(3.61)
"Fletcher,LauraMichelle",PSYC182-IllusionsandtheBrain(B),WI19,93,72,87.5%,88.9%,3.04,B+(3.61),B(3.26)
"Brady,AdenaSchachner",PSYC187-Development/SocialCognition(A),WI19,29,13,92.3%,100.0%,3.12,A-(3.77),B(3.19)
"Gentner,Tim","PSYC189-Brain,Behavior,andEvolution(A)",WI19,28,14,85.7%,92.9%,6.07,B+(3.57),B-(2.84)
"Dobkins,KarenR.",PSYC193-TopicsinPsychology(A),WI19,16,9,100.0%,100.0%,3.25,A-(3.88),N/A
"Willis,JarrydThomas",PSYC193-TopicsinPsychology(B),WI19,14,6,80.0%,100.0%,3.30,A-(3.80),N/A
"Geiss,ElisaG",PSYC193-TopicsinPsychology(C),WI19,41,16,81.3%,68.8%,2.75,B+(3.69),B+(3.52)
"Serences,JohnThomas",PSYC193-TopicsinPsychology(D),WI19,35,15,86.7%,100.0%,4.37,B+(3.36),B(3.12)
"Frederick,DavidA",PSYC193L-PsychologyLaboratoryTopics(A),WI19,34,31,100.0%,100.0%,5.47,B+(3.68),A-(3.74)
"Frederick,DavidA",PSYC193L-PsychologyLaboratoryTopics(B),WI19,31,28,100.0%,100.0%,6.93,B+(3.57),A-(3.74)
"Heyman,GailD.",PSYC194B-HonorsThesisII(A),WI19,26,6,100.0%,100.0%,7.70,A(4.00),A(4.00)
"Stoermer,ViolaSophie",PSYC2-GenPsych:BiologicalFoundatns(A),WI19,304,150,91.0%,89.7%,3.25,B+(3.51),B(3.04)
"Winward,JenniferLaven",PSYC4-GeneralPsychology:Behavioral(A),WI19,375,159,92.0%,95.3%,4.01,B+(3.39),B-(2.75)
"Lowe,AngelaBeth",PSYC60-IntroductiontoStatistics(A),WI19,216,162,93.1%,96.9%,4.81,B(3.28),B-(2.77)
"Steiner,EricTomas",PSYC60-IntroductiontoStatistics(B),WI19,187,152,87.3%,94.7%,4.10,B(3.24),B-(2.77)
"Geller,EmmaHarlan",PSYC70-ResearchMethodsinPsychology(A),WI19,176,139,89.9%,97.1%,4.82,B+(3.33),B(3.13)
"Hanes,Esther",PSYC1-Psychology(A),FA18,406,208,99.0%,99.0%,3.14,A-(3.73),B+(3.36)
"Rose,FredE.",PSYC100-ClinicalPsychology(A),FA18,303,162,96.9%,96.9%,6.36,B(3.28),B-(2.78)
"Heyman,GailD.",PSYC101-DevelopmentalPsychology(A),FA18,271,205,90.2%,87.8%,5.47,B+(3.31),B-(2.94)
"Serences,JohnThomas",PSYC102-SensoryNeuroscience(A),FA18,284,148,97.9%,99.3%,5.78,B+(3.50),B+(3.41)
"Frederick,DavidA",PSYC104-SocialPsychology(A),FA18,246,166,96.3%,95.4%,4.54,B+(3.45),B(3.25)
"Geller,EmmaHarlan",PSYC105-CognitivePsychology(A),FA18,202,164,99.4%,99.4%,5.27,B+(3.37),B-(2.94)
"Winkielman,Piotr",PSYC114-Lab/PsychophysiologicalPersp(B),FA18,36,15,85.7%,85.7%,4.07,B+(3.50),A-(3.80)
"Lang,Ariel",PSYC116A-Lab/ClinicalPsychResearchI(A),FA18,19,18,94.4%,94.4%,3.61,A-(3.71),N/A
"Winward,JenniferLaven",PSYC116A-Lab/ClinicalPsychResearchI(B),FA18,20,12,100.0%,100.0%,4.50,B+(3.58),A-(3.88)
"Lacefield,KatharineI",PSYC124-ClinicalAssessment/Treatment(A),FA18,140,77,96.1%,98.7%,4.26,A-(3.75),A-(3.71)
"Golden,SusanS.",PSYC133-CircadianRhythms-BioClocks(A),FA18,53,45,84.4%,88.9%,6.77,B(3.12),B-(2.74)
"Gorman,MichaelR.",PSYC133-CircadianRhythms-BioClocks(A),FA18,55,45,84.4%,88.9%,6.77,B(3.12),B-(2.74)
"Kaye,WalterH.",PSYC134-EatingDisorders(A),FA18,139,58,98.2%,91.1%,3.64,A-(3.76),B+(3.37)
"Breit,KristenRian",PSYC141-EvolutionandHumanNature(A),FA18,62,31,96.4%,100.0%,6.29,A-(3.78),A-(3.79)
"Momma,Shota",PSYC145-PsychologyofLanguage(A),FA18,75,42,95.2%,100.0%,3.13,A-(3.70),A-(3.81)
"Willis,JarrydThomas",PSYC155-SocialPsychologyandMedicine(A),FA18,184,117,96.4%,95.5%,4.28,A-(3.74),B+(3.68)
"Geiss,ElisaG",PSYC156-CognitiveDevelopment/Infancy(A),FA18,77,44,81.4%,76.7%,5.34,B(3.29),B+(3.33)
"Wixted,JohnT",PSYC162-PsychologyandtheLaw(A),FA18,162,133,95.5%,96.9%,4.32,B(3.23),B-(2.88)
"Erdener,Eda",PSYC164-Criminology(A),FA18,91,59,69.0%,46.6%,3.05,B+(3.65),A-(3.85)
"Fletcher,LauraMichelle",PSYC166-HistoryofPsychology(A),FA18,33,24,95.7%,100.0%,2.85,B+(3.70),B+(3.40)
"Lacefield,KatharineI",PSYC168-PsychologicalDisorders/Child(A),FA18,288,178,91.5%,89.3%,4.88,B+(3.52),B+(3.46)
"Glaser,Dale",PSYC178-IndustrialOrganizationalPsyc(A),FA18,74,37,71.4%,88.9%,3.72,B(3.08),B-(2.79)
"George,Olivier","PSYC179-Drugs,Addiction&MentalDisordr(A)",FA18,225,196,95.9%,96.4%,4.64,B+(3.40),B+(3.31)
"Anagnostaras,Stephan",PSYC181-DrugsAndBehavior(A),FA18,268,236,87.6%,93.1%,4.63,B+(3.34),B(3.19)
"George,Olivier",PSYC188-ImpulseControlDisorders(A),FA18,116,97,94.7%,96.8%,4.22,B+(3.48),B(3.27)
"Frederick,DavidA",PSYC193L-PsychologyLaboratoryTopics(A),FA18,28,27,96.3%,100.0%,6.88,B+(3.41),A-(3.84)
"Heyman,GailD.",PSYC194A-HonorsThesisI(A),FA18,26,11,90.9%,100.0%,8.10,A-(3.82),A(4.00)
"Schurgin,MarkW",PSYC3-GenPsych:CognitiveFoundatns(A),FA18,303,222,96.8%,98.1%,3.32,B+(3.66),B+(3.33)
"Willis,JarrydThomas",PSYC6-GeneralPsychology:Social(A),FA18,334,207,96.0%,96.5%,3.68,B+(3.47),B(3.15)
"Lowe,AngelaBeth",PSYC60-IntroductiontoStatistics(A),FA18,243,209,87.5%,96.1%,5.34,B(3.13),B(3.00)
"Rickard,TimothyC.",PSYC60-IntroductiontoStatistics(B),FA18,240,187,80.1%,81.7%,4.24,B(3.28),B-(2.87)
"Geller,EmmaHarlan",PSYC70-ResearchMethodsinPsychology(A),FA18,156,130,94.5%,98.4%,4.56,B+(3.35),B-(2.93)
"Miller,CoryT.","PSYC81-Lab:Brain,Behavior,&Evolution(A)",FA18,21,17,82.4%,88.2%,3.68,B+(3.41),A-(3.78)
"Breit,KristenRian",PSYC102-SensoryNeuroscience(A),S218,29,12,100.0%,100.0%,6.17,B+(3.67),B+(3.36)
"Lowe,AngelaBeth",PSYC105-CognitivePsychology(A),S218,60,54,100.0%,100.0%,5.80,B(3.23),B-(2.83)
"Winkielman,Piotr",PSYC114-Lab/PsychophysiologicalPersp(A),S218,33,4,100.0%,100.0%,3.00,B+(3.50),B+(3.39)
"Christenfeld,Nicholas",PSYC130-DelayofGratification(A),S218,24,8,62.5%,71.4%,5.25,B(3.13),B(3.27)
"Arnold,AndrewJoseph",PSYC137-SocialCognition(A),S218,43,36,91.7%,91.7%,4.28,B(3.03),B-(2.78)
"Willis,JarrydThomas",PSYC155-SocialPsychologyandMedicine(A),S218,100,50,93.8%,91.5%,5.50,A-(3.79),A-(3.71)
"Christenfeld,Nicholas",PSYC157-Happiness(A),S218,29,7,71.4%,83.3%,5.93,B(3.29),B+(3.32)
"Fletcher,LauraMichelle",PSYC166-HistoryofPsychology(A),S218,27,21,95.2%,100.0%,5.55,B+(3.67),B+(3.56)
"Lacefield,KatharineI",PSYC168-PsychologicalDisorders/Child(A),S218,55,31,90.3%,100.0%,5.79,B(3.29),B-(2.96)
"Anagnostaras,Stephan",PSYC181-DrugsAndBehavior(A),S218,62,51,90.0%,90.0%,4.86,B(3.28),B-(2.94)
"George,Olivier",PSYC188-ImpulseControlDisorders(A),S218,60,47,97.9%,95.7%,4.72,B+(3.35),B(3.23)
"Rickard,TimothyC.",PSYC191-PsychologyofSleep(A),S218,15,7,100.0%,100.0%,4.00,C+(2.60),N/A
"Albright,ThomasD",PSYC2-GenPsych:BiologicalFoundatns(A),S218,77,18,88.2%,100.0%,6.62,B+(3.53),B-(2.77)
"Rickard,TimothyC.",PSYC60-IntroductiontoStatistics(A),S218,41,11,90.9%,72.7%,4.70,B+(3.40),B-(2.81)
"Geller,EmmaHarlan",PSYC70-ResearchMethodsinPsychology(A),S218,20,17,100.0%,100.0%,6.26,B+(3.63),B+(3.60)
"Sousa,MargarettePamela-Burd",PSYC1-Psychology(A),S118,59,31,93.5%,96.8%,5.83,B+(3.64),B-(2.84)
"Heyman,GailD.",PSYC101-DevelopmentalPsychology(A),S118,38,25,95.8%,95.8%,8.50,B+(3.57),B+(3.34)
"Aramovich,NicholasP",PSYC104-SocialPsychology(A),S118,45,35,97.1%,97.1%,4.96,B+(3.40),B(3.01)
"Gorman,MichaelR.",PSYC106-BehavioralNeuroscience(A),S118,61,11,90.0%,90.0%,6.70,B+(3.30),B-(2.96)
"Winkielman,Piotr",PSYC114-Lab/PsychophysiologicalPersp(A),S118,29,10,100.0%,100.0%,4.50,B+(3.40),A-(3.81)
"Moranton,NireliaMelbina-",PSYC122-MechanismsofAnimalBehavior(A),S118,33,21,90.5%,80.0%,5.26,B+(3.62),B+(3.30)
"Lacefield,KatharineI",PSYC124-ClinicalAssessment/Treatment(A),S118,41,30,100.0%,100.0%,4.37,A-(3.79),B+(3.69)
"Morgan,AdamMilton",PSYC136-CognitiveDevelopment(A),S118,6,4,100.0%,100.0%,5.00,B(3.25),N/A
"BroccardBell,HeatherChr",PSYC141-EvolutionandHumanNature(A),S118,12,10,100.0%,100.0%,5.39,B(3.25),N/A
"Root,NicholasBernard",PSYC142-PsychologyofConsciousness(A),S118,12,8,100.0%,100.0%,4.50,B+(3.50),N/A
"Wixted,JohnT",PSYC144-MemoryandAmnesia(A),S118,30,20,90.0%,100.0%,5.30,B(3.05),B-(2.92)
"Erdener,Eda",PSYC164-Criminology(A),S118,8,5,100.0%,80.0%,3.70,B(3.00),N/A
"Ramachandran,VilayanurS",PSYC169-BrainDamage&MentalFunction(A),S118,26,3,100.0%,100.0%,4.50,B+(3.67),C+(2.68)
"Gorman,MichaelR.",PSYC172-PsychologyofHumanSexuality(A),S118,25,8,62.5%,75.0%,8.00,B-(2.75),B(3.03)
"Glaser,Dale",PSYC178-IndustrialOrganizationalPsyc(A),S118,13,8,85.7%,100.0%,4.21,A-(3.71),N/A
"George,Olivier","PSYC179-Drugs,Addiction&MentalDisordr(A)",S118,52,46,82.6%,93.5%,5.07,B(3.16),B(3.21)
"Hanes,Esther",PSYC180-Adolescence(A),S118,58,25,100.0%,100.0%,4.15,A-(3.74),B+(3.62)
"Anagnostaras,Stephan",PSYC181GS-DrugsandBehavior(A),S118,28,26,100.0%,100.0%,4.19,B+(3.62),B+(3.57)
"Fletcher,LauraMichelle",PSYC182-IllusionsandtheBrain(A),S118,37,30,96.7%,100.0%,4.30,A-(3.79),B+(3.61)
"Anagnostaras,Stephan",PSYC193GS-SpecialTopicsinPsychology(A),S118,28,26,100.0%,100.0%,3.35,B+(3.65),A(4.00)
"Kennelly,ArthurEdwin",PSYC4-GeneralPsychology:Behavioral(A),S118,44,14,100.0%,100.0%,6.21,B+(3.38),B+(3.48)
"Willis,JarrydThomas",PSYC6-GeneralPsychology:Social(A),S118,51,20,89.5%,94.4%,4.71,B+(3.41),B(3.26)
"Lowe,AngelaBeth",PSYC60-IntroductiontoStatistics(A),S118,52,43,90.7%,95.2%,7.21,B(3.29),B-(2.85)
"Geller,EmmaHarlan",PSYC70-ResearchMethodsinPsychology(A),S118,19,15,93.3%,100.0%,5.03,B+(3.50),N/A
"Hanes,Esther",PSYC1-Psychology(A),SP18,292,165,99.4%,100.0%,3.14,A-(3.72),B+(3.39)
"Rose,FredE.",PSYC100-ClinicalPsychology(A),SP18,258,128,94.9%,94.1%,5.61,B(3.22),B-(2.91)
"Brady,AdenaSchachner",PSYC101-DevelopmentalPsychology(A),SP18,200,88,96.5%,97.7%,4.52,B+(3.33),B(3.07)
"Moranton,NireliaMelbina-",PSYC102-SensoryNeuroscience(A),SP18,94,74,89.0%,90.4%,5.02,B+(3.38),B(3.20)
"Christenfeld,Nicholas",PSYC104-SocialPsychology(A),SP18,202,89,87.5%,82.6%,4.36,B+(3.47),B-(2.92)
"Gremel,ChristinaM",PSYC106-BehavioralNeuroscience(A),SP18,256,204,87.0%,87.0%,4.90,B(3.19),B(3.05)
"Geller,EmmaHarlan",PSYC111B-ResearchMethodsII(A),SP18,31,27,96.3%,100.0%,7.42,B+(3.69),A-(3.86)
"Winkielman,Piotr",PSYC114-Lab/PsychophysiologicalPersp(A),SP18,29,8,71.4%,85.7%,3.07,B+(3.43),B+(3.46)
"Winward,JenniferLaven",PSYC116-Lab/ClinicalPsycResearch(A),SP18,9,4,100.0%,100.0%,5.00,A(4.00),N/A
"Lang,Ariel",PSYC116-Lab/ClinicalPsycResearch(B),SP18,12,3,100.0%,100.0%,5.83,A(4.00),N/A
"Bajic,DanielAndrew",PSYC117-EducResearch/OutreachLab(A),SP18,23,18,100.0%,100.0%,3.50,A(4.00),A(4.00)
"Aron,Adam",PSYC123-CognitiveControl/FrontalLobe(A),SP18,9,8,100.0%,100.0%,7.25,A-(3.88),N/A
"Ramachandran,VilayanurS",PSYC129-TheLogicofPerception(A),SP18,62,29,75.0%,64.3%,3.43,B+(3.36),B-(2.99)
"Kaye,WalterH.",PSYC134-EatingDisorders(A),SP18,204,75,97.1%,88.2%,4.04,B+(3.46),B(3.29)
"Sousa,MargarettePamela-Burd",PSYC137-SocialCognition(A),SP18,124,47,84.8%,82.6%,4.72,B(3.18),B-(2.99)
"Accomando,AlyssaWheeler",PSYC138-SoundAndMusicPerception(A),SP18,52,35,84.8%,97.0%,3.97,B(3.25),B(3.04)
