Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Russell,LynnM.",ESYS102-TheSolidandFluidEarth(A),WI15,104,44,87.5%,77.5%,4.00,B+(3.36),B(3.08)
"Allen,Eric",ESYS101-EnvironmentalBiology(A),FA14,139,55,92.0%,92.0%,3.56,B+(3.41),B+(3.38)
"Teranes,Jane",ESYS90-UndergraduateSeminar(A),FA14,15,13,91.7%,100.0%,0.67,B+(3.60),N/A
"Eckles,MeganAlma",ESYS190B-EnvirSys/SeniorSeminar(A),S114,19,4,100.0%,100.0%,11.50,A(4.00),N/A
"Teranes,Jane",ESYS103-EnvrnmntlChall:Science&Sol(A),SP14,78,31,90.3%,90.3%,4.57,B+(3.57),B+(3.48)
"Eckles,MeganAlma",ESYS190B-EnvirSys/SeniorSeminar(A),SP14,41,23,91.3%,95.7%,6.14,A-(3.95),A(4.00)
"Carilli,JessicaElizabeth",ESYS190B-EnvirSys/SeniorSeminar(B),SP14,30,12,100.0%,100.0%,7.05,A-(3.82),A-(3.82)
"Haymet,Anthony",ESYS10-IntrotoEnvironmentalSystems(A),WI14,23,9,87.5%,100.0%,4.50,B(3.00),B+(3.41)
"Russell,LynnM.",ESYS102-TheSolidandFluidEarth(A),WI14,120,51,100.0%,70.8%,4.37,B+(3.53),B(3.03)
"Allen,Eric",ESYS101-EnvironmentalBiology(A),FA13,133,51,92.0%,100.0%,4.66,B(3.29),B(3.23)
"Hamdoun,Amr",ESYS101-EnvironmentalBiology(A),FA13,133,36,88.6%,94.3%,4.32,B(3.26),B(3.23)
"Chapple,Steve",ESYS190B-EnvirSys/SeniorSeminar(A),S113,23,5,100.0%,100.0%,4.50,A(4.00),A-(3.96)
"Bahadori,MohammadYousef",ESYS103-EnvrnmntlChall:Science&Sol(A),SP13,131,47,51.1%,29.8%,4.12,B+(3.35),B-(3.00)
"Teranes,Jane",ESYS190B-EnvirSys/SeniorSeminar(A),SP13,35,15,100.0%,100.0%,6.37,A(4.00),A-(3.89)
"Eckles,MeganAlma",ESYS190B-EnvirSys/SeniorSeminar(B),SP13,48,26,96.2%,100.0%,4.88,A-(3.92),A-(3.95)
"Teranes,Jane",ESYS90-UndergraduateSeminar(A),SP13,15,6,100.0%,100.0%,2.17,A(4.00),N/A
"Eckles,MeganAlma",ESYS10-IntrotoEnvironmentalSystems(A),WI13,47,30,100.0%,100.0%,3.21,B+(3.37),B(3.10)
"Key,KerryWilliam",ESYS102-TheSolidandFluidEarth(A),WI13,204,91,93.3%,92.1%,4.72,B+(3.51),B-(2.84)
"Russell,LynnM.",ESYS102-TheSolidandFluidEarth(A),WI13,204,91,92.2%,75.6%,4.74,B+(3.52),B-(2.84)
"Allen,Eric",ESYS101-EnvironmentalBiology(A),FA12,218,113,91.9%,95.5%,4.59,B(3.28),B(3.13)
"Hamdoun,Amr",ESYS101-EnvironmentalBiology(A),FA12,218,108,92.4%,94.3%,4.60,B+(3.32),B(3.13)
"Chapple,Steve",ESYS190B-EnvirSys/SeniorSeminar(A),S112,21,6,66.7%,66.7%,7.30,A-(3.83),A-(3.78)
"Leonard-Pingel,JillS",ESYS10-IntrotoEnvironmentalSystems(A),SP12,21,7,100.0%,100.0%,3.93,B+(3.50),B(3.24)
"Werner,BradleyT.",ESYS103-EnvrnmntlChall:Science&Sol(A),SP12,98,52,82.7%,86.5%,5.58,A-(3.77),A-(3.75)
"Werner,BradleyT.",ESYS103-EnvrnmntlChall:Science&Sol(A),SP12,110,49,93.9%,81.6%,5.23,A-(3.88),A-(3.75)
"Teranes,Jane",ESYS190B-EnvirSys/SeniorSeminar(A),SP12,50,26,96.0%,100.0%,5.54,A-(3.85),A-(3.96)
"Leonard-Pingel,JillS",ESYS90-UndergraduateSeminar(A),SP12,22,10,90.0%,100.0%,0.50,N/A,N/A
"Teranes,Jane",ESYS102-TheSolidandFluidEarth(A),WI12,212,114,85.8%,53.6%,5.84,B-(2.89),B-(2.74)
"Allen,Eric",ESYS101-EnvironmentalBiology(A),FA11,196,100,92.0%,98.0%,5.11,B+(3.36),B-(2.86)
"Burton,RonaldS.",ESYS101-EnvironmentalBiology(A),FA11,196,101,92.0%,96.0%,5.00,B+(3.36),B-(2.86)
"Chapple,Steve",ESYS190B-EnvirSys/SeniorSeminar(A),S111,11,7,100.0%,71.4%,5.36,A-(3.86),N/A
"Gille,SarahT",ESYS103-EnvrnmntlChall:Science&Sol(A),SP11,186,125,89.4%,88.6%,5.02,N/A,B(3.04)
"Teranes,Jane",ESYS190B-EnvirSys/SeniorSeminar(A),SP11,38,20,95.0%,100.0%,5.30,A-(3.90),A-(3.86)
"Teranes,Jane",ESYS10-IntrotoEnvironmentalSystems(A),WI11,51,22,90.9%,95.5%,3.68,B+(3.47),B-(2.96)
"Charles,ChristopherD.",ESYS102-TheSolidandFluidEarth(A),WI11,129,61,73.8%,52.5%,4.90,B(3.23),B-(2.93)
"Severinghaus,JeffreyP.",ESYS102-TheSolidandFluidEarth(A),WI11,129,62,74.2%,64.5%,4.80,B(3.23),B-(2.93)
"Allen,Eric",ESYS101-EnvironmentalBiology(A),FA10,140,80,88.5%,93.7%,4.94,B(3.16),B-(2.81)
"Burton,RonaldS.",ESYS101-EnvironmentalBiology(A),FA10,140,80,88.5%,93.7%,4.94,B(3.16),B-(2.81)
"Teranes,Jane",ESYS90-UndergraduateSeminar(A),FA10,42,27,92.6%,100.0%,0.57,A(4.00),N/A
"McClenachan,Loren",ESYS190B-EnvirSys/SeniorSeminar(A),SU10,11,6,83.3%,100.0%,7.17,A-(3.83),N/A
"Gille,SarahT",ESYS103-EnvrnmntlChall:Science&Sol(A),SP10,206,95,86.2%,72.8%,4.54,N/A,B+(3.32)
"Teranes,Jane",ESYS190B-EnvirSys/SeniorSeminar(A),SP10,43,16,100.0%,100.0%,4.38,A-(3.80),A-(3.93)
"Blackman,DonnaK.",ESYS102-TheSolid&FluidEarth(A),WI10,109,40,65.0%,72.5%,4.35,B(3.18),B(3.05)
"Hendershott,MyrlC.",ESYS102-TheSolid&FluidEarth(A),WI10,109,39,71.1%,30.8%,3.80,B(3.18),B(3.05)
"Teranes,Jane",ESYS102-TheSolid&FluidEarth(A),WI10,109,38,68.6%,97.2%,4.32,B(3.18),B(3.05)
"Teranes,Jane",ESYS10-IntrotoEnvironmentalSystems(A),FA09,53,30,93.3%,96.7%,4.02,B+(3.46),B(3.10)
"Allen,Eric",ESYS101-EnvironmentalBiology(A),FA09,112,83,81.3%,97.3%,4.45,B(3.07),B-(2.79)
"Burton,RonaldS.",ESYS101-EnvironmentalBiology(A),FA09,112,83,81.3%,97.3%,4.45,B(3.07),B-(2.79)
"Teranes,Jane",ESYS90-UndergraduateSeminar(A),FA09,40,32,96.9%,100.0%,0.56,A(4.00),N/A
"Gille,SarahT",ESYS103-EnvrnmntlChall:Science&Sol(A),SP09,116,58,90.7%,87.3%,4.21,N/A,B+(3.32)
"Hilton,DavidRaymond",ESYS150-EnvironmentalPerils(A),SP09,20,14,85.7%,76.9%,2.21,B+(3.50),B+(3.35)
"Sclater,JohnG.",ESYS150-EnvironmentalPerils(A),SP09,20,14,85.7%,76.9%,2.21,B+(3.50),B+(3.35)
"Teranes,Jane",ESYS190B-EnvirSys/SeniorSeminar(A),SP09,38,33,100.0%,100.0%,5.77,A-(3.97),A-(3.93)
"Blackman,DonnaK.",ESYS102-TheSolid&FluidEarth(A),WI09,67,51,72.9%,70.2%,4.46,B(3.22),B(3.15)
"Hendershott,MyrlC.",ESYS102-TheSolid&FluidEarth(A),WI09,67,51,72.9%,70.2%,4.46,B(3.22),B(3.15)
"Teranes,Jane",ESYS102-TheSolid&FluidEarth(A),WI09,67,51,72.9%,70.2%,4.46,B(3.22),B(3.15)
"McDonald,Kim",ESYS120-Science&EnvironmentalWritng(A),WI09,21,18,100.0%,100.0%,2.94,A-(3.82),B(3.24)
"Teranes,Jane",ESYS10-IntrotoEnvironmentalSystems(A),FA08,43,21,95.2%,100.0%,3.55,B+(3.33),B(3.08)
"Burton,RonaldS.",ESYS101-EnvironmentalBiology(A),FA08,78,49,66.0%,77.3%,3.72,B(3.15),B-(2.86)
"Palenik,Brian",ESYS101-EnvironmentalBiology(A),FA08,78,50,72.7%,41.7%,2.50,B(3.15),B-(2.86)
"Teranes,Jane",ESYS90-UndergraduateSeminar(A),FA08,25,22,100.0%,100.0%,0.50,A(4.00),N/A
"Gille,SarahT",ESYS103-TheHumanEarth(A),SP08,70,46,76.7%,81.4%,3.17,N/A,B(3.12)
"Taylor,StephenV.",ESYS103-TheHumanEarth(B),SP08,104,31,96.8%,90.3%,4.05,N/A,B(3.20)
"Sclater,JohnG.",ESYS150-EnvironmentalPerils(A),SP08,22,16,93.3%,93.3%,2.13,A-(3.87),B+(3.41)
"Teranes,Jane",ESYS190B-EnvirSys/SeniorSeminar(A),SP08,33,27,100.0%,95.8%,6.33,A-(3.91),A-(3.94)
"Charles,ChristopherD.",ESYS10-IntrotoEnvironmentalSystems(A),WI08,45,26,68.0%,76.0%,2.27,B(3.20),B(3.14)
"Blackman,DonnaK.",ESYS102-TheSolid&FluidEarth(A),WI08,64,39,78.4%,75.7%,3.69,B+(3.35),B+(3.34)
"Hendershott,MyrlC.",ESYS102-TheSolid&FluidEarth(A),WI08,64,39,78.4%,75.7%,3.69,B+(3.35),B+(3.34)
"Teranes,Jane",ESYS102-TheSolid&FluidEarth(A),WI08,64,39,78.4%,75.7%,3.69,B+(3.35),B+(3.34)
"Burton,RonaldS.",ESYS101-EnvironmentalBiology(A),FA07,62,49,89.6%,89.4%,3.40,B(3.25),B-(2.85)
"Palenik,Brian",ESYS101-EnvironmentalBiology(A),FA07,62,49,89.6%,89.4%,3.40,B(3.25),B-(2.85)
"Teranes,Jane",ESYS90-UndergraduateSeminar(A),FA07,31,24,100.0%,100.0%,0.50,A(4.00),N/A
