Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Rubio,JuanDavid",MUS13-WorldsofMusic(A),FA18,127,105,80.4%,88.1%,3.35,A-(3.72),B+(3.68)
"Ohnishi,Takae",MUS130-ChamberMusicPerformance(A),FA18,20,11,100.0%,100.0%,4.50,A-(3.91),A(4.00)
"Kenyatta,Kamau",MUS137A-JazzTheoryandImprovisation(A),FA18,31,10,100.0%,100.0%,1.70,A-(3.90),A-(3.92)
"Nussman,JonathanBanks",MUS15-PopularMusic(A),FA18,190,99,86.6%,93.8%,3.22,B+(3.65),B+(3.55)
"Hochman,JoshuaDavid",MUS15-PopularMusic(B),FA18,175,95,59.1%,74.7%,3.23,B(3.13),B(3.07)
"Burr,AnthonyI",MUS17-Hip-Hop(A),FA18,368,164,89.1%,92.3%,2.94,A-(3.73),B+(3.36)
"Puckette,MillerS.",MUS170-MusicalAcoustics(A),FA18,84,32,54.8%,58.6%,5.03,B+(3.57),B(3.16)
"Hsu,JenniferShanchen",MUS173-ElectronicMusicProd&Comp(A),FA18,24,8,100.0%,100.0%,4.25,A-(3.88),A-(3.81)
"Burr,AnthonyI",MUS174A-Audio&MIDIStudioTechniquesI(A),FA18,29,6,100.0%,100.0%,4.17,A-(3.80),A-(3.76)
"Erbe,Tom",MUS177-MusicProgramming(A),FA18,9,5,100.0%,100.0%,3.70,B(3.25),N/A
"Clarino,ChristopherRichard",MUS1A-FundamentalsofMusicA(A),FA18,125,62,70.2%,67.9%,3.98,B+(3.47),B(3.08)
"Miller,CarolineLouise",MUS1A-FundamentalsofMusicA(B),FA18,130,72,84.3%,66.7%,2.62,A-(3.83),A-(3.74)
"Carlson,ErikNorman",MUS2A-BasicMusicianship(A),FA18,14,5,100.0%,100.0%,2.90,A-(3.80),A(4.00)
"Carlson,ErikNorman",MUS2A-BasicMusicianship(B),FA18,20,14,100.0%,100.0%,2.64,A-(3.93),A(4.00)
"Ohnishi,Takae",MUS2AK-BasicKeyboard(A),FA18,14,5,100.0%,100.0%,2.50,A(4.00),N/A
"Ohnishi,Takae",MUS2AK-BasicKeyboard(B),FA18,11,5,100.0%,100.0%,2.90,A-(3.80),N/A
"Ohnishi,Takae",MUS2AK-BasicKeyboard(C),FA18,7,4,100.0%,100.0%,1.00,A(4.00),N/A
"Liang,Lei",MUS33A-IntroductiontoCompositionI(A),FA18,21,9,77.8%,88.9%,6.50,A-(3.89),A-(3.91)
"Digney,FionaRuth",MUS4-IntroductiontoWesternMusic(A),FA18,276,138,72.9%,69.7%,2.71,B+(3.69),B+(3.32)
"Borgo,DavidGarcia",MUS43-DepartmentSeminar(A),FA18,100,35,91.2%,97.1%,0.56,A(4.00),N/A
"Diels,NatachaD.",MUS6-ElectronicMusic(A),FA18,134,80,86.7%,89.3%,2.61,B+(3.56),B+(3.64)
"Kenyatta,Kamau",MUS8-AmericanMusic:JazzCultures(A),FA18,131,71,100.0%,98.5%,1.94,A-(3.75),B(3.29)
"Dresser,MarkStuart",MUS87-FreshmanSeminar(A),FA18,8,3,100.0%,100.0%,1.83,N/A,N/A
"Larson,PhilipClarion",MUS95C-ConcertChoir(A),FA18,35,16,92.9%,92.9%,1.07,A-(3.92),A(4.00)
"Larson,PhilipClarion",MUS95C-ConcertChoir(B),FA18,36,8,100.0%,100.0%,0.75,A(4.00),A(4.00)
"Schick,Steven",MUS95D-SymphonicChorus(A),FA18,17,8,100.0%,100.0%,0.75,A(4.00),N/A
"Kline,MatthewJohn",MUS95E-ChamberOrchestra(A),FA18,26,13,92.3%,100.0%,3.27,A(4.00),A-(3.97)
"Anderson,Kenneth",MUS95G-GospelChoir(A),FA18,267,115,99.0%,99.0%,1.24,A(4.00),N/A
"Anderson,Kenneth",MUS95G-GospelChoir(B),FA18,131,45,100.0%,100.0%,1.71,A(4.00),N/A
"Kenyatta,Kamau",MUS95JC-JazzChamberEnsembles(A),FA18,16,7,100.0%,100.0%,2.17,A(4.00),N/A
"Larson,PhilipClarion",MUS95K-ChamberSingers(A),FA18,24,10,100.0%,100.0%,2.72,A-(3.88),A(4.00)
"Beauton,JamesAlan",MUS95L-WindEnsemble(A),FA18,39,25,100.0%,100.0%,2.42,A-(3.95),A(4.00)
"Seshadri,Kartik",MUS95W-WorldMusicEnsembles(A),FA18,61,13,90.9%,90.9%,1.41,A(4.00),A-(3.75)
"Seshadri,Kartik",MUS95W-WorldMusicEnsembles(B),FA18,33,5,100.0%,100.0%,3.30,A(4.00),A-(3.75)
"CurbeloGonzalez,Elisabet",MUS11-FolkMusic(A),S218,22,9,100.0%,100.0%,5.17,B+(3.67),B+(3.64)
"Zhang,KefeiKevin",MUS13-WorldsofMusic(A),S218,25,21,81.0%,95.2%,4.50,B+(3.65),B+(3.58)
"AokiNavarro,Fernanda",MUS14-ContemporaryMusic(A),S218,18,5,80.0%,100.0%,3.30,A(4.00),N/A
"Miller,CarolineLouise",MUS15-PopularMusic(A),S218,22,10,100.0%,88.9%,3.39,A-(3.86),A-(3.71)
"Nussman,JonathanBanks",MUS15-PopularMusic(B),S218,26,11,100.0%,100.0%,5.41,A-(3.73),A-(3.80)
"AbbasiHafshejani,Anahita",MUS5-SoundinTime(A),S218,30,16,93.8%,100.0%,4.13,A-(3.93),A-(3.92)
"Rubio,JuanDavid",MUS11-FolkMusic(A),S118,22,14,100.0%,100.0%,5.21,B+(3.42),B(3.26)
"Hochman,JoshuaDavid",MUS116-PopularMusicStudiesSeminar(A),S118,17,6,83.3%,83.3%,3.50,A-(3.83),N/A
"Garcia-Munoz,Issac",MUS15-PopularMusic(A),S118,23,6,100.0%,100.0%,1.70,A(4.00),B+(3.32)
"Charney,JoshuaJamsheed",MUS15-PopularMusic(B),S118,21,14,100.0%,100.0%,2.96,A(4.00),A-(3.78)
"Chodos,AsherTobin",MUS15-PopularMusic(C),S118,27,8,57.1%,57.1%,4.50,B+(3.60),A-(3.92)
"Borgo,DavidGarcia",MUS150-Jazz&Music/AfricanDiaspora(A),S118,27,17,94.1%,94.1%,6.74,B+(3.47),A-(3.85)
"Lytle,CecilWilliam",MUS150GS-JazzinParis(A),S118,27,6,100.0%,100.0%,3.83,B+(3.60),N/A
"Lytle,CecilWilliam",MUS8GS-AmericanMusic:JazzCultures(A),S118,27,9,88.9%,100.0%,4.28,A-(3.86),N/A
"Burr,AnthonyI",MUS101C-MusicTheoryandPracticeIII(A),SP18,28,15,93.3%,100.0%,4.50,B+(3.54),B+(3.44)
"Liang,Lei",MUS103C-SeminarinCompositionIII(A),SP18,5,5,100.0%,100.0%,8.10,A(4.00),N/A
"TerrazasPerez,WilfridoD",MUS106-TopicsinMusicalAnalysis(A),SP18,7,5,100.0%,100.0%,2.50,A(4.00),N/A
"Dresser,MarkStuart",MUS107-CriticalStudiesSeminar(B),SP18,5,4,75.0%,75.0%,2.00,A(4.00),N/A
"TerrazasPerez,WilfridoD",MUS11-FolkMusic(A),SP18,127,48,100.0%,97.9%,2.59,A-(3.85),A-(3.99)
"Yadegari,ShahrokhD",MUS111-Topics/WorldMusicTraditions(A),SP18,63,49,95.9%,95.9%,2.58,A-(3.74),A-(3.88)
"Chodos,AsherTobin",MUS120C-HistMusinWestrnCultureIII(A),SP18,20,15,86.7%,86.7%,4.37,B+(3.60),B+(3.47)
"Davis,AnthonyCurtis",MUS127-DiscoverJazz(A),SP18,98,32,46.9%,62.5%,3.13,B+(3.46),B(3.11)
"Ohnishi,Takae",MUS130-ChamberMusicPerformance(A),SP18,24,7,100.0%,100.0%,2.50,A(4.00),A(4.00)
"Kenyatta,Kamau",MUS137C-JazzTheoryandImprovisation(A),SP18,12,6,100.0%,100.0%,1.70,A(4.00),N/A
"Puckette,MillerS.",MUS14-ContemporaryMusic(A),SP18,31,7,85.7%,85.7%,1.93,B+(3.60),B+(3.45)
"Borgo,DavidGarcia",MUS143-DepartmentSeminar(A),SP18,25,8,75.0%,100.0%,0.50,N/A,N/A
"Cimini,AmyMarie",MUS15-PopularMusic(A),SP18,195,70,59.7%,59.7%,3.71,B+(3.48),B+(3.43)
"Burr,AnthonyI",MUS17-Hip-Hop(A),SP18,368,109,90.4%,94.2%,2.46,B+(3.52),B(3.01)
"Haywood,KevinMatthew",MUS172-ComputerMusicII(A),SP18,28,15,86.7%,100.0%,6.23,B+(3.31),B+(3.40)
"Zyskowski,ColinA",MUS173-ElectronicMusicProd&Comp(A),SP18,29,7,85.7%,85.7%,5.64,A-(3.83),B+(3.66)
"Erbe,Tom",MUS174C-Audio&MIDIStudioTechniquesIII(A),SP18,18,8,100.0%,100.0%,4.00,B+(3.63),N/A
"Smyth,TamaraR.",MUS175-MusicalPsychoacoustics(A),SP18,23,11,80.0%,80.0%,4.10,B(3.25),B+(3.49)
"Moellenberg,ToddMichael",MUS1C-FundamentalsofMusicC(A),SP18,48,21,81.0%,100.0%,3.64,B+(3.60),B+(3.48)
"Borgo,DavidGarcia",MUS20-ExploringtheMusicalMind(A),SP18,21,17,82.4%,88.2%,2.15,A-(3.73),B+(3.55)
"Carlson,ErikNorman",MUS2C-BasicMusicianship(A),SP18,18,11,90.0%,100.0%,2.14,A-(3.91),A-(3.76)
"Carlson,ErikNorman",MUS2C-BasicMusicianship(B),SP18,23,9,88.9%,100.0%,3.39,A-(3.75),A-(3.76)
"Ohnishi,Takae",MUS2CK-BasicKeyboard(A),SP18,12,4,100.0%,100.0%,5.83,B+(3.67),N/A
"Kenyatta,Kamau",MUS2JK-JazzKeyboard(A),SP18,9,4,100.0%,100.0%,0.50,A(4.00),N/A
"AokiNavarro,Fernanda",MUS33C-IntrodctiontoCompositionIII(A),SP18,8,6,33.3%,33.3%,5.17,B(3.17),N/A
"Nussman,JonathanBanks",MUS4-IntroductiontoWesternMusic(A),SP18,267,119,92.6%,97.1%,3.38,B+(3.66),B+(3.36)
"Borgo,DavidGarcia",MUS43-DepartmentSeminar(A),SP18,57,23,70.0%,85.0%,0.60,A(4.00),N/A
"Miller,CarolineLouise",MUS6-ElectronicMusic(A),SP18,125,37,60.6%,71.9%,2.44,B+(3.43),B+(3.58)
"Guy,Nancy",MUS87-FreshmanSeminar(A),SP18,10,5,100.0%,100.0%,0.50,A(4.00),N/A
"Schick,Steven",MUS9-Symphony(A),SP18,125,53,93.9%,93.9%,1.82,A-(3.88),B+(3.60)
"Larson,PhilipClarion",MUS95C-ConcertChoir(A),SP18,27,6,100.0%,100.0%,1.50,A-(3.80),A(4.00)
"Larson,PhilipClarion",MUS95C-ConcertChoir(B),SP18,27,8,100.0%,100.0%,1.17,A(4.00),A(4.00)
"Schick,Steven",MUS95D-SymphonicChorus(A),SP18,12,7,85.7%,85.7%,1.93,A(4.00),N/A
"Kline,MatthewJohn",MUS95E-ChamberOrchestra(A),SP18,36,16,100.0%,92.9%,2.90,A(4.00),A(4.00)
"Anderson,Kenneth",MUS95G-GospelChoir(A),SP18,358,135,99.2%,99.2%,0.87,A-(3.93),N/A
"Anderson,Kenneth",MUS95G-GospelChoir(B),SP18,177,41,100.0%,100.0%,1.05,A(4.00),N/A
"Kenyatta,Kamau",MUS95JC-JazzChamberEnsembles(A),SP18,24,6,100.0%,100.0%,3.17,A(4.00),A(4.00)
"Larson,PhilipClarion",MUS95K-ChamberSingers(A),SP18,20,11,100.0%,100.0%,1.77,A(4.00),A(4.00)
"Beauton,JamesAlan",MUS95L-WindEnsemble(A),SP18,38,19,100.0%,100.0%,2.50,A(4.00),A(4.00)
"Seshadri,Kartik",MUS95W-WorldMusicEnsembles(A),SP18,59,14,91.7%,83.3%,2.50,A(4.00),B+(3.55)
"Seshadri,Kartik",MUS95W-WorldMusicEnsembles(B),SP18,35,5,100.0%,100.0%,2.90,A(4.00),B+(3.55)
"Karis,Aleck",MUS101B-MusicTheoryandPracticeII(A),WI18,29,11,72.7%,60.0%,6.50,B(3.18),B+(3.42)
"Steiger,Rand",MUS103B-SeminarinCompositionII(A),WI18,5,3,100.0%,100.0%,4.50,B+(3.67),N/A
"Rubio,JuanDavid",MUS11-FolkMusic(A),WI18,66,48,81.3%,95.7%,3.27,B+(3.61),B+(3.44)
"Stevens,Jane",MUS113-Topic/Classic&Romantc&Modern(A),WI18,12,5,80.0%,60.0%,3.70,B+(3.67),N/A
"Digney,FionaRuth",MUS114-MusicofThe20thCentury(A),WI18,62,24,58.3%,66.7%,5.33,B+(3.46),B(3.14)
"Guy,Nancy",MUS12-Opera(A),WI18,124,58,81.8%,83.3%,3.15,A-(3.74),B+(3.69)
"Cimini,AmyMarie",MUS120B-HistMusinWestrnCultureII(A),WI18,21,8,75.0%,87.5%,5.75,B+(3.50),B+(3.49)
"Nordeson,KjellGunnar",MUS127-DiscoverJazz(A),WI18,109,47,95.6%,93.3%,2.10,A-(3.82),B+(3.52)
"Ohnishi,Takae",MUS130-ChamberMusicPerformance(A),WI18,28,10,100.0%,100.0%,1.50,A(4.00),A(4.00)
"Kenyatta,Kamau",MUS137B-JazzTheoryandImprovisation(A),WI18,19,9,100.0%,100.0%,2.50,A(4.00),N/A
"Borgo,DavidGarcia",MUS143-DepartmentSeminar(A),WI18,27,7,75.0%,100.0%,0.50,A(4.00),N/A
"Charney,JoshuaJamsheed",MUS15-PopularMusic(A),WI18,267,137,92.4%,95.4%,2.47,A-(3.79),B+(3.67)
"Hochman,JoshuaDavid",MUS17-Hip-Hop(A),WI18,367,150,86.9%,86.7%,2.91,B+(3.47),B(3.30)
"Puckette,MillerS.",MUS171-ComputerMusicI(A),WI18,110,38,65.7%,72.7%,6.50,B(3.23),B(3.19)
"Dubnov,Shlomo",MUS173-ElectronicMusicProd&Comp(A),WI18,29,12,100.0%,91.7%,5.00,A-(3.91),B+(3.49)
"Erbe,Tom",MUS174B-Audio&MIDIStudioTechniquesII(A),WI18,24,8,100.0%,100.0%,4.25,A-(3.88),A-(3.79)
"Moellenberg,ToddMichael",MUS1B-FundamentalsofMusicB(A),WI18,100,43,92.7%,95.1%,2.85,A-(3.84),B+(3.34)
"Carlson,ErikNorman",MUS2B-BasicMusicianship(A),WI18,21,12,91.7%,100.0%,2.33,A-(3.92),A-(3.89)
"Carlson,ErikNorman",MUS2B-BasicMusicianship(B),WI18,30,13,75.0%,100.0%,1.83,A(4.00),A-(3.89)
"Ohnishi,Takae",MUS2BK-BasicKeyboard(A),WI18,10,3,100.0%,100.0%,1.83,A(4.00),N/A
"Nestor,RyanDouglas",MUS4-IntroductiontoWesternMusic(A),WI18,191,90,91.9%,97.7%,2.46,B+(3.57),B+(3.45)
"Borgo,DavidGarcia",MUS43-DepartmentSeminar(A),WI18,60,27,87.0%,91.3%,0.59,A(4.00),N/A
"Thorpe,Suzanne",MUS5-SoundinTime(A),WI18,133,70,58.0%,76.1%,2.05,B+(3.65),B+(3.42)
"Borgo,DavidGarcia",MUS87-FreshmanSeminar(A),WI18,21,9,100.0%,100.0%,0.94,A(4.00),N/A
"Larson,PhilipClarion",MUS95C-ConcertChoir(A),WI18,29,9,100.0%,100.0%,3.17,A(4.00),A(4.00)
"Larson,PhilipClarion",MUS95C-ConcertChoir(B),WI18,29,7,100.0%,100.0%,0.79,A(4.00),A(4.00)
"Schick,Steven",MUS95D-SymphonicChorus(A),WI18,13,9,100.0%,100.0%,1.83,A(4.00),N/A
"Kline,MatthewJohn",MUS95E-ChamberOrchestra(A),WI18,33,19,100.0%,100.0%,1.66,A(4.00),A(4.00)
"Anderson,Kenneth",MUS95G-GospelChoir(A),WI18,274,115,97.1%,99.0%,1.50,A-(3.92),N/A
"Anderson,Kenneth",MUS95G-GospelChoir(B),WI18,183,80,98.7%,100.0%,1.38,A(4.00),N/A
"Kenyatta,Kamau",MUS95JC-JazzChamberEnsembles(A),WI18,17,8,100.0%,100.0%,3.64,A(4.00),N/A
"Larson,PhilipClarion",MUS95K-ChamberSingers(A),WI18,18,7,100.0%,100.0%,1.64,A-(3.86),N/A
"Beauton,JamesAlan",MUS95L-WindEnsemble(A),WI18,28,14,100.0%,100.0%,2.19,A(4.00),A(4.00)
