Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Sun,Yixiao",ECON120C-EconometricsC(B),SP19,117,57,85.7%,94.6%,5.85,B(3.20),B-(2.89)
"Sun,Yixiao",ECON120CH-HonorsEconometricsC(A),SP19,19,5,100.0%,100.0%,2.50,A(4.00),N/A
"Tayman,Jeff",ECON125-DemographicAnalys&Forecasting(A),SP19,86,20,70.6%,82.4%,5.09,B(3.06),C+(2.55)
"Gelber,AlexanderMichael",ECON134-TheU.S.SocialSafetyNet(A),SP19,39,12,91.7%,91.7%,4.17,B+(3.36),B(3.12)
"Bharadwaj,Prashant",ECON138-EconomicsofDiscrimination(A),SP19,324,255,75.4%,79.8%,4.90,B(3.26),B(3.09)
"Clemens,Jeffrey",ECON140-EconomicsofHealthProducers(A),SP19,62,16,92.9%,100.0%,3.93,B+(3.50),B-(2.76)
"Trevino,Isabel",ECON142-BehavioralEconomics(A),SP19,55,26,87.5%,91.7%,2.41,B+(3.45),B-(2.91)
"Andreoni,James",ECON143-ExperimentalEconomics(A),SP19,35,17,100.0%,100.0%,2.79,A-(3.71),B+(3.50)
"Cohen,DarrelSteven",ECON146-EconomicStabilization(A),SP19,146,62,78.4%,90.0%,6.11,B(3.18),B-(2.86)
"Meckel,KatherineHunter",ECON151-PublicEconomics:ExpenditureI(A),SP19,150,57,82.4%,82.0%,5.13,B+(3.47),B-(2.98)
"Rauch,JamesE",ECON165-MiddleEastEconomics(A),SP19,145,71,91.5%,94.4%,4.61,B(3.19),B(3.10)
"Newhouse,HerbertS",ECON171-DecisionsUnderUncertainty(A),SP19,150,44,86.8%,81.6%,7.03,B(3.28),B-(2.73)
"Newhouse,HerbertS",ECON172B-OperationsResearchB(A),SP19,93,26,87.5%,79.2%,5.50,B+(3.38),B-(2.86)
"Ramey,Garey",ECON173B-CorporateFinance(A),SP19,122,32,96.3%,88.9%,5.12,B+(3.33),B(3.12)
"Bharadwaj,Prashant",ECON191B-SeniorEssaySeminarB(A),SP19,9,4,100.0%,100.0%,7.50,B+(3.50),N/A
"Mao,Shuning",ECON3-PrinciplesofMacroeconomics(A),SP19,192,66,83.9%,65.6%,4.18,B+(3.43),B-(2.86)
"Levkoff,StevenB.",ECON4-FinancialAccounting(A),SP19,176,112,85.2%,95.3%,4.00,B+(3.30),B-(2.88)
"Vanvuren,MitchellScott",ECON5-DataAnalytics/SocialSciences(A),SP19,10,3,100.0%,100.0%,6.50,B+(3.67),N/A
"Sells,CameronJames",ECON5-DataAnalytics/SocialSciences(B),SP19,8,3,100.0%,100.0%,4.50,B+(3.67),N/A
"Goodman,ZacharyAaron",ECON5-DataAnalytics/SocialSciences(E),SP19,9,4,100.0%,100.0%,5.17,B+(3.67),N/A
"Newhouse,HerbertS",ECON1-PrinciplesofMicroeconomics(A),WI19,137,63,86.7%,83.1%,4.00,B(3.22),B-(2.80)
"Nieto-Barthaburu,Augusto",ECON1-PrinciplesofMicroeconomics(B),WI19,133,66,90.6%,90.5%,3.09,B+(3.49),C+(2.69)
"Tocoian,Oana",ECON100A-MicroeconomicsA(A),WI19,118,76,63.0%,67.1%,7.50,B+(3.30),B-(2.76)
"Sinitsyn,Maxim",ECON100A-MicroeconomicsA(B),WI19,96,61,73.3%,74.6%,6.83,B-(2.93),C+(2.41)
"Sinitsyn,Maxim",ECON100A-MicroeconomicsA(C),WI19,110,78,80.8%,85.3%,6.97,B(3.01),C+(2.41)
"Galperti,Simone",ECON100B-MicroeconomicsB(A),WI19,158,79,81.7%,74.3%,6.70,B+(3.39),B-(2.86)
"Galperti,Simone",ECON100B-MicroeconomicsB(B),WI19,114,51,97.9%,89.4%,6.79,B+(3.32),B-(2.86)
"Machina,MarkJoseph",ECON100BH-HonorsMicroeconomicsB(B),WI19,11,6,100.0%,100.0%,2.10,A(4.00),N/A
"Boomhower,JudsonP",ECON100C-MicroeconomicsC(A),WI19,42,19,100.0%,100.0%,5.97,B+(3.44),B-(2.81)
"Boomhower,JudsonP",ECON100C-MicroeconomicsC(B),WI19,46,13,90.0%,100.0%,6.10,B+(3.40),B-(2.81)
"Sinitsyn,Maxim",ECON100C-MicroeconomicsC(C),WI19,83,44,100.0%,92.9%,5.09,B+(3.55),B-(2.78)
"Rauch,JamesE",ECON101-InternationalTrade(A),WI19,77,35,91.2%,97.0%,4.32,B(3.27),C+(2.65)
"Watson,JoelChristopher",ECON109T-AdvancedTopicsinGameTheory(A),WI19,12,4,100.0%,100.0%,5.17,A(4.00),N/A
"Porzio,Tommaso",ECON110A-MacroeconomicsA(A),WI19,143,70,89.7%,94.0%,7.53,B+(3.49),B(3.12)
"Porzio,Tommaso",ECON110A-MacroeconomicsA(B),WI19,107,42,84.6%,84.6%,6.76,B+(3.63),B(3.12)
"Porzio,Tommaso",ECON110AH-HonorsMacroeconomicsA(A),WI19,8,3,100.0%,100.0%,1.50,A(4.00),N/A
"Hamilton,JamesD.",ECON110B-MacroeconomicsB(A),WI19,157,57,89.1%,89.1%,5.00,B(3.29),B-(2.86)
"Hamilton,JamesD.",ECON110BH-HonorsMacroeconomicsB(A),WI19,11,5,100.0%,100.0%,2.00,A(4.00),N/A
"Cohen,DarrelSteven",ECON111-MonetaryEconomics(A),WI19,144,55,92.5%,96.2%,5.48,B+(3.37),B-(2.90)
"Candido,MariaTeresa",ECON120A-EconometricsA(A),WI19,164,60,90.9%,92.5%,5.64,B+(3.45),B-(2.91)
"Candido,MariaTeresa",ECON120A-EconometricsA(B),WI19,201,93,88.9%,90.0%,6.46,B+(3.49),B-(2.91)
"Berman,Eli",ECON120B-EconometricsB(B),WI19,55,25,80.0%,87.5%,5.30,B-(2.96),B-(2.80)
"Berman,Eli",ECON120B-EconometricsB(C),WI19,212,88,81.9%,78.3%,5.92,B+(3.40),B-(2.80)
"Berman,Eli",ECON120BH-HonorsEconometricsB(A),WI19,17,14,100.0%,100.0%,3.50,A(4.00),N/A
"Wuthrich,Kaspar",ECON120C-EconometricsC(A),WI19,102,36,90.9%,97.0%,6.32,B+(3.39),B-(2.91)
"Wuthrich,Kaspar",ECON120C-EconometricsC(B),WI19,142,42,86.8%,97.4%,7.20,B+(3.44),B-(2.91)
"Nieto-Barthaburu,Augusto",ECON131-EconomicsoftheEnvironment(A),WI19,101,51,98.0%,95.9%,3.58,B+(3.45),B-(2.74)
"Carson,RichardT",ECON132-EnergyEconomics(A),WI19,82,23,77.3%,77.3%,5.20,B+(3.45),B(3.27)
"Squires,DaleE",ECON145-EconomicsofOceanResources(A),WI19,221,61,91.2%,87.7%,5.31,B+(3.63),B-(2.97)
"Fadlon,Yizhak",ECON152-PublicEconomics:ExpenditureII(A),WI19,47,19,78.9%,89.5%,6.18,B+(3.42),B+(3.30)
"Fadlon,Yizhak",ECON152-PublicEconomics:ExpenditureII(B),WI19,50,21,94.7%,100.0%,5.30,B+(3.40),B+(3.30)
"Muralidharan,Karthik",ECON164-TheIndianEconomy(A),WI19,96,33,96.8%,100.0%,5.97,B+(3.32),B-(2.94)
"Lee,Munseob",ECON169-EconomicsofKorea(A),WI19,28,10,88.9%,100.0%,5.61,B+(3.50),B(3.21)
"Levkoff,StevenB.",ECON171-DecisionsUnderUncertainty(A),WI19,111,65,98.4%,96.8%,5.10,B+(3.31),B-(2.78)
"Newhouse,HerbertS",ECON172A-OperationsResearchA(A),WI19,97,35,88.2%,81.8%,6.21,B+(3.50),B-(2.85)
"Newhouse,HerbertS",ECON172B-OperationsResearchB(A),WI19,122,38,82.4%,84.8%,5.95,B+(3.45),B-(2.83)
"O,MunPyung",ECON173A-FinancialMarkets(A),WI19,136,76,94.6%,87.8%,5.96,B+(3.53),B-(2.97)
"Ramey,Garey",ECON173B-CorporateFinance(A),WI19,122,48,93.0%,80.5%,5.95,B+(3.48),B(3.04)
"O,MunPyung",ECON178-Economic&BusinessForecasting(A),WI19,95,60,78.3%,88.3%,6.50,B(3.22),B-(3.00)
"O,MunPyung",ECON178-Economic&BusinessForecasting(B),WI19,58,43,93.0%,90.7%,7.10,B(3.21),B-(3.00)
"Nieto-Barthaburu,Augusto",ECON2-MarketImperfections&Policy(A),WI19,135,68,92.3%,90.8%,3.67,B+(3.41),B-(2.78)
"Ramey,ValerieA",ECON3-PrinciplesofMacroeconomics(A),WI19,208,98,85.6%,89.8%,5.41,B(3.15),B-(2.78)
"Ramey,ValerieA",ECON3-PrinciplesofMacroeconomics(B),WI19,167,65,87.3%,88.7%,4.82,B+(3.43),B-(2.78)
"Levkoff,StevenB.",ECON4-FinancialAccounting(A),WI19,258,188,88.6%,91.8%,4.22,B+(3.33),B-(2.93)
"Oklobdzija,Stan",ECON5-DataAnalytics/SocialSciences(A),WI19,27,8,85.7%,85.7%,5.64,A-(3.71),B+(3.49)
"Tocoian,Oana",ECON1-PrinciplesofMicroeconomics(A),FA18,280,146,90.6%,84.1%,4.56,B+(3.35),B-(2.74)
"Tocoian,Oana",ECON1-PrinciplesofMicroeconomics(B),FA18,215,129,77.9%,73.6%,5.14,B(3.17),B-(2.74)
"Nieto-Barthaburu,Augusto",ECON1-PrinciplesofMicroeconomics(C),FA18,285,135,90.3%,82.9%,3.40,B+(3.66),B-(2.89)
"Famulari,Melissa",ECON100A-MicroeconomicsA(A),FA18,239,177,88.5%,89.6%,8.55,B(3.21),B-(2.88)
"Famulari,Melissa",ECON100A-MicroeconomicsA(B),FA18,187,121,82.8%,92.1%,8.55,B(3.19),B-(2.88)
"Machina,MarkJoseph",ECON100AH-HonorsMicroeconomicsA(B),FA18,13,7,100.0%,100.0%,1.17,A(4.00),N/A
"Levkoff,StevenB.",ECON100B-MicroeconomicsB(A),FA18,131,80,83.5%,83.5%,6.45,B+(3.36),C+(2.62)
"Sinitsyn,Maxim",ECON100C-MicroeconomicsC(A),FA18,141,33,79.3%,85.7%,5.05,B(3.10),B-(2.71)
"Sinitsyn,Maxim",ECON100C-MicroeconomicsC(B),FA18,88,15,92.9%,78.6%,5.17,B(3.08),B-(2.71)
"Andreoni,James",ECON100CH-HonorsMicroeconomicsC(A),FA18,8,3,100.0%,100.0%,1.17,A(4.00),N/A
"Bloom,PatrickRoll",ECON101-InternationalTrade(A),FA18,64,11,62.5%,62.5%,7.75,B+(3.38),B-(2.77)
"Muendler,Marc",ECON101-InternationalTrade(A),FA18,56,11,62.5%,62.5%,7.75,B+(3.38),B-(2.77)
"Bloom,PatrickRoll",ECON102-Globalization(A),FA18,269,86,60.0%,56.3%,6.79,B(3.22),B(3.01)
"Muendler,Marc",ECON102-Globalization(A),FA18,243,86,60.0%,72.6%,6.79,B(3.22),B(3.01)
"Watson,JoelChristopher",ECON109-GameTheory(A),FA18,115,41,86.5%,94.4%,6.55,B+(3.31),B(3.01)
"Candido,MariaTeresa",ECON110A-MacroeconomicsA(A),FA18,187,66,90.7%,92.6%,6.73,B+(3.57),B-(2.91)
"Candido,MariaTeresa",ECON110B-MacroeconomicsB(A),FA18,164,46,95.2%,92.9%,5.55,B+(3.35),B-(2.91)
"Rondina,Giacomo",ECON112-MacroeconomicDataAnalysis(A),FA18,19,12,100.0%,100.0%,6.86,B(3.27),N/A
"Lagakos,DavidP.",ECON117-EconomicGrowth(A),FA18,118,28,92.3%,100.0%,5.39,B+(3.58),B(3.17)
"Foster,CarrollBaldwin",ECON120A-EconometricsA(A),FA18,169,72,73.8%,59.4%,4.93,B+(3.35),B-(2.72)
"Candido,MariaTeresa",ECON120A-EconometricsA(B),FA18,191,86,95.7%,97.0%,5.57,B+(3.55),B-(2.92)
"Nieto-Barthaburu,Augusto",ECON120B-EconometricsB(A),FA18,116,28,66.7%,75.0%,5.08,B+(3.33),B-(2.81)
"O,MunPyung",ECON120C-EconometricsC(A),FA18,178,96,86.2%,80.6%,5.68,B+(3.41),B-(2.91)
"Beare,Brendan",ECON122-EconometricTheory(A),FA18,17,7,100.0%,100.0%,7.93,B+(3.57),N/A
"Tang,YuanEmily",ECON130-PublicPolicy(A),FA18,65,22,95.2%,100.0%,3.17,B+(3.56),B(3.03)
"Jacobsen,Mark",ECON131-EconomicsoftheEnvironment(A),FA18,298,177,88.3%,89.9%,5.24,B+(3.39),B(3.04)
"Clemens,Jeffrey",ECON140-EconomicsofHealthProducers(A),FA18,22,9,88.9%,100.0%,4.50,A-(3.71),B+(3.33)
"Betts,Julian",ECON147-EconomicsofEducation(A),FA18,101,52,90.4%,96.1%,5.23,B+(3.43),B-(2.75)
"Newhouse,HerbertS",ECON171-DecisionsUnderUncertainty(A),FA18,180,57,72.2%,75.9%,5.91,B(3.28),B-(2.79)
"Newhouse,HerbertS",ECON172A-OperationsResearchA(A),FA18,180,57,90.4%,84.6%,5.54,B+(3.38),B-(2.84)
"O,MunPyung",ECON173A-FinancialMarkets(A),FA18,208,108,87.9%,80.4%,6.07,B(3.28),B-(2.88)
"Ramey,Garey",ECON173B-CorporateFinance(A),FA18,16,5,80.0%,80.0%,4.10,A-(3.80),N/A
"Sinitsyn,Maxim",ECON176-Marketing(A),FA18,104,25,79.2%,83.3%,6.50,B(3.09),B-(2.75)
"Levkoff,StevenB.",ECON2-MarketImperfections&Policy(A),FA18,182,97,90.5%,92.6%,4.69,B+(3.36),B-(2.91)
"Yu,Chu",ECON3-PrinciplesofMacroeconomics(A),FA18,114,79,98.7%,94.6%,4.00,B+(3.69),B(3.04)
"Levkoff,StevenB.",ECON4-FinancialAccounting(A),FA18,173,115,88.6%,93.9%,4.62,B+(3.31),B-(2.86)
"Nieto-Barthaburu,Augusto",ECON1-PrinciplesofMicroeconomics(A),S218,69,35,91.2%,91.2%,5.91,A-(3.94),B-(2.84)
"Newhouse,HerbertS",ECON100A-MicroeconomicsA(A),S218,70,17,100.0%,87.5%,5.50,B+(3.67),C+(2.68)
"Levkoff,StevenB.",ECON100C-MicroeconomicsC(A),S218,70,48,91.7%,89.6%,7.73,B(3.08),B-(2.80)
"Newhouse,HerbertS",ECON109-GameTheory(A),S218,56,19,100.0%,94.4%,6.82,B+(3.44),B-(2.75)
"Rondina,Giacomo",ECON110A-MacroeconomicsA(A),S218,40,31,100.0%,100.0%,6.69,B+(3.50),C+(2.54)
"Levkoff,StevenB.",ECON110B-MacroeconomicsB(A),S218,40,23,100.0%,100.0%,7.86,B+(3.50),B-(2.80)
"Rondina,Giacomo",ECON112-MacroeconomicDataAnalysis(A),S218,11,9,66.7%,88.9%,9.17,B+(3.38),N/A
"O,MunPyung",ECON120B-EconometricsB(A),S218,39,24,87.0%,78.3%,6.76,B+(3.48),B-(2.92)
"Wuthrich,Kaspar",ECON120C-EconometricsC(A),S218,63,24,90.9%,95.2%,6.86,B+(3.33),B-(2.91)
"Blumkin,Tomer",ECON130-PublicPolicy(A),S218,24,10,90.0%,90.0%,6.50,B+(3.40),B-(2.83)
"Ray,KevinDaniel",ECON144-EconomicsofConservation(A),S218,75,22,90.5%,100.0%,5.26,B+(3.43),B(3.04)
"Squires,DaleE",ECON144-EconomicsofConservation(A),S218,83,22,90.5%,100.0%,5.26,B+(3.43),B(3.04)
"Blumkin,Tomer",ECON152-PublicEconomics:ExpenditureII(A),S218,23,10,75.0%,100.0%,6.06,B(3.00),B-(2.99)
"Santamaria,MartinI",ECON3-PrinciplesofMacroeconomics(A),S218,45,25,100.0%,73.9%,7.67,A-(3.76),N/A
"Yu,Chu",ECON3-PrinciplesofMacroeconomics(A),S218,43,25,100.0%,95.7%,7.67,A-(3.76),B-(2.82)
"Anderson,JohnCharles",ECON4-FinancialAccounting(A),S218,5,4,100.0%,100.0%,4.50,A-(3.75),N/A
"Hovander,ElisaWynneKirsten",ECON1-PrinciplesofMicroeconomics(A),S118,53,11,63.6%,63.6%,4.68,B(3.00),C+(2.53)
"Famulari,Melissa",ECON100A-MicroeconomicsA(A),S118,61,29,85.7%,96.3%,8.36,B(3.07),C+(2.67)
"Sinitsyn,Maxim",ECON100B-MicroeconomicsB(A),S118,45,5,100.0%,100.0%,5.30,B+(3.60),C+(2.59)
"Sinitsyn,Maxim",ECON100C-MicroeconomicsC(A),S118,69,15,100.0%,100.0%,7.70,B+(3.60),B-(2.71)
"Noel,Michael",ECON105-IndustrlOrgniztn&FirmStratgy(A),S118,35,22,90.9%,90.9%,8.41,B(3.19),B-(2.85)
"Noel,Michael",ECON107-EconomicReglatn&AntitrstPlcy(A),S118,13,9,100.0%,100.0%,7.00,B(3.14),N/A
"Newhouse,HerbertS",ECON109-GameTheory(A),S118,86,16,85.7%,92.9%,5.93,B+(3.64),B-(2.74)
"Levkoff,StevenB.",ECON110A-MacroeconomicsA(A),S118,64,22,84.2%,94.4%,7.24,B(3.28),B-(2.78)
"Hilmer,Christiana",ECON120A-EconometricsA(A),S118,51,35,94.1%,100.0%,6.21,B+(3.45),B-(2.86)
"O,MunPyung",ECON120B-EconometricsB(A),S118,35,10,100.0%,100.0%,9.30,B+(3.50),B-(2.90)
"O,MunPyung",ECON120C-EconometricsC(A),S118,56,17,82.4%,82.4%,8.38,B+(3.47),B-(2.94)
"Hilmer,Michael",ECON130-PublicPolicy(A),S118,19,9,100.0%,100.0%,3.83,B+(3.44),N/A
"Nieto-Barthaburu,Augusto",ECON131-EconomicsoftheEnvironment(A),S118,93,29,92.6%,88.5%,6.13,B+(3.37),B-(2.75)
"Hilmer,Christiana",ECON132-EnergyEconomics(A),S118,32,22,95.5%,95.2%,6.05,B+(3.43),B-(2.83)
"Hilmer,Michael",ECON139-LaborEconomics(A),S118,15,10,100.0%,100.0%,5.17,B+(3.44),N/A
"Famulari,Melissa",ECON140-EconomicsofHealthProducers(A),S118,10,8,100.0%,100.0%,7.00,B+(3.63),N/A
"Fairchild,StephanieKate",ECON159-EconomicHist/UnitedStatesII(A),S118,11,3,66.7%,66.7%,6.50,B+(3.50),N/A
"Levkoff,StevenB.",ECON2-MarketImperfections&Policy(A),S118,55,23,100.0%,100.0%,6.07,B+(3.53),B-(2.93)
"Hovander,ElisaWynneKirsten",ECON3-PrinciplesofMacroeconomics(A),S118,37,6,100.0%,100.0%,4.50,B+(3.67),B-(2.73)
"Lu,Runjing",ECON4-FinancialAccounting(A),S118,40,31,93.5%,93.5%,4.83,B+(3.43),B(3.02)
"Mateer,GeorgeDirk",ECON1-PrinciplesofMicroeconomics(A),SP18,197,77,92.1%,96.1%,4.16,B+(3.38),B(3.03)
"Sinitsyn,Maxim",ECON100A-MicroeconomicsA(A),SP18,128,46,75.0%,78.6%,6.09,B(3.08),C(2.24)
"Sinitsyn,Maxim",ECON100A-MicroeconomicsA(B),SP18,124,39,71.0%,67.7%,7.85,B+(3.39),C(2.24)
"Santamaria,MartinI",ECON100B-MicroeconomicsB(A),SP18,190,51,100.0%,97.9%,5.24,B+(3.62),B(3.03)
"Santamaria,MartinI",ECON100B-MicroeconomicsB(B),SP18,194,61,98.1%,98.1%,5.69,B+(3.48),B(3.03)
"Santamaria,MartinI",ECON100C-MicroeconomicsC(A),SP18,164,49,95.7%,97.8%,5.22,B+(3.52),B(3.04)
"Levkoff,StevenB.",ECON100C-MicroeconomicsC(B),SP18,190,100,92.8%,89.5%,6.73,B(3.28),B-(2.96)
"Boomhower,JudsonP",ECON100C-MicroeconomicsC(C),SP18,69,21,90.0%,85.0%,6.50,B+(3.37),B-(2.88)
"Andreoni,James",ECON100CH-HonorsMicroeconomicsC(A),SP18,9,4,100.0%,66.7%,2.50,A(4.00),N/A
"Muendler,Marc",ECON103-InternationalMonetaryRelatns(A),SP18,148,59,77.2%,78.6%,6.57,B+(3.42),B-(2.88)
"Bowen,T.Renee",ECON106-Int'lEconomicAgreements(A),SP18,11,7,85.7%,100.0%,7.36,B(3.29),N/A
"Candido,MariaTeresa",ECON110A-MacroeconomicsA(A),SP18,97,21,90.0%,95.0%,6.70,B(3.17),B-(2.90)
"Rondina,Giacomo",ECON110A-MacroeconomicsA(B),SP18,64,39,94.9%,97.4%,5.22,B(3.26),B-(2.85)
"Rondina,Giacomo",ECON110A-MacroeconomicsA(C),SP18,63,46,93.2%,93.0%,5.39,B+(3.37),B-(2.85)
"Wieland,JohannesFriedrich",ECON110B-MacroeconomicsB(A),SP18,87,30,86.7%,93.3%,5.43,B+(3.47),B(3.02)
"Wieland,JohannesFriedrich",ECON110B-MacroeconomicsB(B),SP18,140,67,96.9%,98.4%,4.81,B+(3.61),B(3.02)
"Rondina,Giacomo",ECON112-MacroeconomicDataAnalysis(A),SP18,17,14,100.0%,100.0%,6.07,B+(3.43),N/A
"Foster,CarrollBaldwin",ECON120A-EconometricsA(A),SP18,137,37,88.2%,72.7%,6.15,B+(3.44),C+(2.65)
"Candido,MariaTeresa",ECON120B-EconometricsB(A),SP18,135,38,83.3%,88.9%,7.11,B+(3.32),B-(2.90)
"Candido,MariaTeresa",ECON120B-EconometricsB(B),SP18,138,39,94.6%,100.0%,7.06,B+(3.65),B-(2.90)
"O,MunPyung",ECON120B-EconometricsB(C),SP18,69,27,85.2%,92.6%,6.94,B+(3.41),B-(2.78)
"Wuthrich,Kaspar",ECON120C-EconometricsC(A),SP18,157,53,84.9%,88.7%,5.73,B+(3.33),B-(2.91)
"Wuthrich,Kaspar",ECON120C-EconometricsC(B),SP18,171,54,92.0%,98.0%,5.70,B+(3.31),B-(2.91)
"Tayman,Jeff",ECON125-DemographicAnalys&Forecasting(A),SP18,50,16,62.5%,86.7%,6.13,B(3.19),C+(2.44)
"Antonovics,KateL.",ECON138-EconomicsofDiscrimination(A),SP18,147,121,84.3%,92.5%,4.90,B+(3.33),B+(3.48)
"Bharadwaj,Prashant",ECON138-EconomicsofDiscrimination(A),SP18,147,121,84.3%,80.0%,4.90,B+(3.33),B+(3.48)
"Antonovics,KateL.",ECON139-LaborEconomics(A),SP18,190,56,94.1%,98.0%,5.17,B+(3.50),B(3.03)
"Squires,DaleE",ECON145-EconomicsofOceanResources(A),SP18,258,69,91.0%,95.4%,5.04,B+(3.55),B(3.01)
"Naughton,BarryJ",ECON167-EconomicsofChina(A),SP18,166,53,82.0%,84.0%,5.28,B+(3.38),B-(2.93)
"Newhouse,HerbertS",ECON171-DecisionsUnderUncertainty(A),SP18,252,70,83.3%,92.2%,6.32,B(3.28),B-(2.83)
"Newhouse,HerbertS",ECON172B-OperationsResearchB(A),SP18,159,48,78.7%,91.5%,6.07,B+(3.41),B-(2.90)
"Ramey,Garey",ECON173B-CorporateFinance(A),SP18,107,33,87.1%,83.9%,6.75,B+(3.41),B(3.10)
