Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Ojeda,VictoriaD.",LATI122C-FldRsrchMth/Migr:DataAnaly(B),SP16,8,4,100.0%,100.0%,5.17,A(4.00),N/A
"Smith,PeterH",LATI50-IntroductiontoLatinAmerica(A),WI16,56,25,91.7%,91.7%,4.33,B+(3.48),B+(3.52)
"Muse-Orlinoff,LeahR",LATI122A-FldRsrchMth/MigrtnStdy:Sem(A),FA15,10,5,66.7%,66.7%,4.50,B+(3.67),N/A
"Zamosc,Leon",LATI50-IntroductiontoLatinAmerica(A),S115,16,4,100.0%,100.0%,5.00,B(3.00),N/A
"Cornelius,WayneA",LATI122C-FldRsrchMth/Migr:DataAnaly(A),SP15,12,3,33.3%,33.3%,3.83,A(4.00),N/A
"Soper,RachelS",LATI180-SpecialTopic/LatAmerStudies(A),SP15,8,3,66.7%,66.7%,3.83,B+(3.67),N/A
"Cornelius,WayneA",LATI122B-FldRsrchMth/Migrtn:Practicum(A),WI15,13,3,100.0%,50.0%,5.50,A(4.00),N/A
"Smith,PeterH",LATI50-IntroductiontoLatinAmerica(A),WI15,60,19,88.9%,94.4%,3.17,A-(3.91),B+(3.50)
"Cornelius,WayneA",LATI122A-FldRsrchMth/MigrtnStdy:Sem(A),FA14,13,5,100.0%,100.0%,3.70,A-(3.80),N/A
"Gell-Redman,Micah",LATI122A-FldRsrchMth/MigrtnStdy:Sem(A),FA14,13,5,100.0%,100.0%,3.70,A-(3.80),N/A
"Zamosc,Leon",LATI50-IntroductiontoLatinAmerica(A),S114,20,6,60.0%,100.0%,4.10,B(3.25),B+(3.39)
"Cornelius,WayneA",LATI122C-FldRsrchMth/Migr:DataAnaly(A),SP14,17,4,100.0%,100.0%,10.00,A(4.00),N/A
"Cornelius,WayneA",LATI122B-FldRsrchMth/Migrtn:Practicum(A),WI14,19,6,66.7%,66.7%,13.17,A(4.00),N/A
"Smith,PeterH",LATI50-IntroductiontoLatinAmerica(A),WI14,56,26,80.0%,80.0%,3.54,A-(3.71),B+(3.68)
"Cornelius,WayneA",LATI122A-FldRsrchMth/MigrtnStdy:Sem(A),FA13,22,9,100.0%,100.0%,6.17,B+(3.60),A-(3.99)
"Cornelius,WayneA",LATI122C-FldRsrchMth/Migr:DataAnaly(A),SP13,13,4,100.0%,100.0%,7.50,A(4.00),N/A
"Smith,PeterH",LATI50-IntroductiontoLatinAmerica(A),SP13,55,16,80.0%,86.7%,3.79,B+(3.42),B(3.27)
"Cornelius,WayneA",LATI122B-FldRsrchMth/Migrtn:Practicum(A),WI13,14,7,100.0%,100.0%,6.50,A(4.00),N/A
"Cornelius,WayneA",LATI122A-FldRsrchMth/MigrtnStdy:Sem(A),FA12,14,5,100.0%,100.0%,8.10,A-(3.80),N/A
"Zamosc,Leon",LATI50-IntroductiontoLatinAmerica(A),S212,19,4,100.0%,100.0%,3.00,B(3.00),N/A
"ZunigaDeNuncio,MariaLuisa",LATI122C-FldRsrchMth/Migr:DataAnaly(A),SP12,10,6,100.0%,100.0%,7.50,A(4.00),N/A
"Montesinos,JorgeRoberto",LATI180-SpecialTopic/LatAmerStudies(A),SP12,8,6,100.0%,100.0%,5.83,A(4.00),N/A
"Zamosc,Leon",LATI190-SeniorSeminar(A),WI12,11,6,100.0%,100.0%,5.50,B+(3.33),N/A
"Smith,PeterH",LATI50-IntroductiontoLatinAmerica(A),WI12,49,21,95.0%,85.0%,5.00,B+(3.46),B(3.00)
,LATI122A-FldRsrchMth/MigrtnStdy:Sem(B),FA11,11,4,100.0%,100.0%,8.00,A(4.00),N/A
"Molina,NataliaMargarita",LATI87-FreshmanSeminar(A),FA11,19,13,100.0%,100.0%,0.65,B+(3.67),N/A
"Zamosc,Leon",LATI50-IntroductiontoLatinAmerica(A),S111,16,10,100.0%,90.0%,4.50,A-(3.71),N/A
"Zamosc,Leon",LATI190-SeniorSeminar(A),WI11,9,4,100.0%,100.0%,9.00,A-(3.75),N/A
"Smith,PeterH",LATI50-IntroductiontoLatinAmerica(A),WI11,82,48,70.8%,66.7%,4.92,B+(3.39),B(3.16)
"Zamosc,Leon",LATI50-IntroductiontoLatinAmerica(A),SU10,12,4,75.0%,100.0%,6.00,B+(3.33),N/A
"Zamosc,Leon",LATI50-IntroductiontoLatinAmerica(A),WI10,89,35,71.4%,62.9%,4.04,B+(3.54),B+(3.40)
"Zamosc,Leon",LATI50XL-ForeignLanguageDiscussion(A),WI10,13,4,75.0%,100.0%,0.50,N/A,N/A
"Silva,DeniseFerreiraDa",LATI50-IntroductiontoLatinAmerica(A),SU09,19,6,100.0%,100.0%,5.17,C+(2.50),N/A
"Zamosc,Leon",LATI50-IntroductiontoLatinAmerica(A),WI09,89,46,76.1%,53.3%,4.07,B+(3.39),B+(3.46)
"Zamosc,Leon",LATI50-IntroductiontoLatinAmerica(A),WI08,155,101,77.3%,63.9%,3.26,B+(3.45),B(3.17)
"Zamosc,Leon",LATI50XL-ForeignLanguageDiscussion(A),WI08,16,13,92.3%,92.3%,1.88,B+(3.50),N/A
"Zamosc,Leon",LATI50-IntroductiontoLatinAmerica(A),SU07,20,20,90.0%,95.0%,3.30,B+(3.42),N/A
