Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Herbst,Matthew",ERC87-FreshmanSeminar(B),SP15,5,3,66.7%,66.7%,1.17,A(4.00),N/A
"Madsen,RichardP.",ERC89-PracticuminMathTutoring(A),SP15,9,4,75.0%,75.0%,3.50,N/A,N/A
"Parra,Max",ERC192A-GlobalServicePrepSeminar(A),WI15,13,6,100.0%,100.0%,2.10,A-(3.80),N/A
"Madsen,RichardP.",ERC20-FrshmnHonorsSem:IntntlTheme(A),WI15,17,10,85.7%,85.7%,0.50,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),WI15,15,11,100.0%,100.0%,2.14,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(B),WI15,10,8,100.0%,100.0%,1.50,N/A,N/A
"Madsen,RichardP.",ERC89-PracticuminMathTutoring(A),WI15,9,4,100.0%,100.0%,3.00,N/A,N/A
"Madsen,RichardP.",ERC1-FirstYearExperience(A),FA14,77,51,91.7%,89.6%,1.92,A-(3.78),N/A
"Madsen,RichardP.",ERC188-TransferSem:ResrchUniversity(A),FA14,10,4,75.0%,100.0%,1.00,N/A,N/A
"Madsen,RichardP.",ERC20-FrshmnHonorsSem:IntntlTheme(A),FA14,17,10,90.0%,90.0%,1.30,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),FA14,13,10,88.9%,100.0%,4.50,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(C),FA14,15,10,100.0%,100.0%,1.39,A(4.00),N/A
"Madsen,RichardP.",ERC20-FrshmnHonorsSem:IntntlTheme(A),SP14,27,15,85.7%,78.6%,0.65,N/A,N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),SP14,13,10,100.0%,100.0%,2.50,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(B),SP14,16,13,100.0%,100.0%,3.27,N/A,N/A
"Madsen,RichardP.",ERC89-PracticuminMathTutoring(A),SP14,12,6,80.0%,80.0%,1.30,A(4.00),N/A
"Escudero,AndrewMario",ERC192A-GlobalServicePrepSeminar(A),WI14,13,9,77.8%,55.6%,1.83,A-(3.80),B+(3.50)
"Herbst,Matthew",ERC192A-GlobalServicePrepSeminar(B),WI14,14,10,100.0%,100.0%,4.50,A(4.00),N/A
"Porter,Lisa",ERC192A-GlobalServicePrepSeminar(B),WI14,14,11,100.0%,100.0%,4.14,A-(3.90),N/A
"Madsen,RichardP.",ERC20-FrshmnHonorsSem:IntntlTheme(A),WI14,35,27,100.0%,84.6%,0.50,N/A,N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(B),WI14,10,8,100.0%,100.0%,3.75,N/A,N/A
"Madsen,RichardP.",ERC188-TransferSem:ResrchUniversity(A),FA13,13,8,71.4%,85.7%,0.50,A(4.00),N/A
"Madsen,RichardP.",ERC20-FrshmnHonorsSem:IntntlTheme(A),FA13,24,17,80.0%,80.0%,0.77,A(4.00),N/A
"Madsen,RichardP.",ERC20-FrshmnHonorsSem:IntntlTheme(B),FA13,25,20,77.8%,72.2%,0.88,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),FA13,16,10,100.0%,100.0%,1.70,A-(3.75),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(B),FA13,16,15,100.0%,100.0%,2.37,A(4.00),N/A
"Herbst,Matthew",ERC192B-GlobalServicePrepSeminar(A),SP13,7,6,100.0%,100.0%,4.83,A(4.00),N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntntlTheme(A),SP13,19,7,100.0%,100.0%,0.50,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),SP13,6,3,100.0%,100.0%,1.17,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(B),SP13,10,9,100.0%,100.0%,1.83,N/A,N/A
"Herbst,Matthew",ERC192A-GlobalServicePrepSeminar(A),WI13,15,14,100.0%,100.0%,4.79,B+(3.67),N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntntlTheme(A),WI13,24,12,100.0%,100.0%,0.68,N/A,N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),WI13,16,12,83.3%,83.3%,1.67,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(B),WI13,8,6,100.0%,100.0%,1.50,A(4.00),N/A
"Houston,AlanCraig",ERC188-TransferSem:ResrchUniversity(A),FA12,15,7,100.0%,100.0%,1.50,A(4.00),N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntntlTheme(A),FA12,24,18,82.4%,88.2%,1.44,A(4.00),N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntntlTheme(B),FA12,13,8,100.0%,100.0%,1.64,N/A,N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),FA12,19,14,92.9%,100.0%,3.79,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(B),FA12,15,12,100.0%,100.0%,1.61,N/A,N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntntlTheme(A),SP12,19,15,100.0%,100.0%,0.50,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),SP12,14,11,100.0%,100.0%,1.23,A(4.00),N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntntlTheme(A),WI12,22,11,100.0%,100.0%,2.32,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),WI12,15,12,100.0%,100.0%,1.83,N/A,N/A
"Craig,AnnL.",ERC192-ERCSeniorSeminar(A),FA11,12,4,75.0%,100.0%,2.00,N/A,N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntntlTheme(A),FA11,29,16,93.3%,100.0%,0.93,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),FA11,19,9,88.9%,88.9%,1.39,N/A,N/A
"Craig,AnnL.",ERC87-FreshmanSeminar(B),FA11,5,3,66.7%,100.0%,1.83,N/A,N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntntlTheme(A),SP11,30,12,100.0%,100.0%,0.67,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),SP11,12,5,100.0%,100.0%,0.90,N/A,N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntrnlTheme(A),WI11,19,7,100.0%,100.0%,0.79,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),WI11,14,10,90.0%,100.0%,0.90,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(C),WI11,15,11,100.0%,100.0%,0.86,B+(3.50),N/A
"Houston,AlanCraig",ERC10-FreshmanHonorsSeminar(A),FA10,18,10,100.0%,100.0%,0.70,A(4.00),N/A
"Craig,AnnL.",ERC192-ERCSeniorSeminar(A),FA10,12,9,100.0%,100.0%,2.50,B(3.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),FA10,12,9,100.0%,100.0%,2.06,N/A,N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntrnlTheme(A),SP10,27,10,100.0%,100.0%,0.90,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),SP10,12,4,100.0%,100.0%,1.50,N/A,N/A
"Houston,AlanCraig",ERC20-FrshmnHonorsSem:IntrnlTheme(A),WI10,31,12,100.0%,100.0%,1.00,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),WI10,14,6,100.0%,100.0%,0.83,A(4.00),N/A
"Herbst,Matthew",ERC87-FreshmanSeminar(A),FA09,17,17,94.1%,100.0%,1.79,B+(3.50),N/A
"Herbst,Matthew",ERC192-ERCSeniorSeminar(A),SP09,18,18,100.0%,100.0%,1.39,A(4.00),N/A
"Herbst,Matthew",ERC192-ERCSeniorSeminar(B),WI09,17,15,100.0%,100.0%,1.30,A(4.00),N/A
"Herbst,Matthew",ERC192-ERCSeniorSeminar(A),FA08,3,3,100.0%,100.0%,1.83,N/A,N/A
"Herbst,Matthew",ERC103GS-ParisisWorthaMass500-1700(A),SU08,28,28,96.3%,100.0%,6.06,B+(3.41),N/A
"Herbst,Matthew",ERC192-ERCSeniorSeminar(A),SP08,8,6,100.0%,100.0%,0.83,N/A,N/A
"Craig,AnnL.",ERC20-FrshmnHonorsSem:IntrnlTheme(A),SP08,16,13,91.7%,100.0%,0.50,A(4.00),N/A
"Herbst,Matthew",ERC192-ERCSeniorSeminar(A),WI08,14,13,92.3%,100.0%,N/A,N/A,N/A
"Craig,AnnL.",ERC20-FrshmnHonorsSem:IntrnlTheme(A),WI08,24,22,95.5%,95.5%,0.59,N/A,N/A
