Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Shuster,Alana",JUDA1-BeginningHebrew(A),FA13,22,10,88.9%,88.9%,5.83,A-(3.88),A-(3.74)
"Lampert-Weissig,Lisa",JUDA87-WhatisJudaicStudies?(A),FA13,12,7,85.7%,85.7%,0.50,N/A,N/A
"Goodblatt,David",JUDA103-AdvancedHebrewTexts(A),SP13,6,3,100.0%,100.0%,7.83,B+(3.67),N/A
"Shuster,Alana",JUDA3-IntermediateHebrewContinued(A),SP13,10,5,100.0%,100.0%,3.30,A-(3.80),N/A
"Propp,WilliamHenry",JUDA100A-IntrototheOldTestament(A),WI13,10,3,100.0%,100.0%,7.17,B(3.00),N/A
"Cherry,MichaelShai",JUDA110-IntroductiontoJudaism(A),WI13,8,6,100.0%,100.0%,4.90,A-(3.80),N/A
"Shuster,Alana",JUDA2-IntermediateHebrew(A),WI13,14,5,100.0%,80.0%,5.30,B(3.20),N/A
"Shuster,Alana",JUDA1-BeginningHebrew(A),FA12,21,10,100.0%,100.0%,5.61,A(4.00),B+(3.62)
"Sherman,Miriam",JUDA101-IntroductiontoHebrewTexts(A),FA12,9,7,71.4%,71.4%,3.93,A-(3.71),N/A
"Propp,WilliamHenry",JUDA103-AdvancedHebrewTexts(B),SP12,5,5,60.0%,60.0%,2.90,C(2.20),N/A
"Shuster,Alana",JUDA3-IntermediateHebrewContinued(A),SP12,20,11,100.0%,100.0%,4.68,A-(3.82),B+(3.69)
"Sherman,Miriam",JUDA102-IntermediateHebrewTexts(A),WI12,9,5,100.0%,100.0%,4.10,A(4.00),N/A
"Shuster,Alana",JUDA2-IntermediateHebrew(A),WI12,22,15,100.0%,100.0%,3.43,A(4.00),A-(3.75)
"Shuster,Alana",JUDA1-BeginningHebrew(A),FA11,25,13,100.0%,100.0%,3.27,A-(3.77),A-(3.74)
"Propp,WilliamHenry",JUDA100-IntroductiontoHebrewBible(A),FA11,15,12,66.7%,75.0%,7.17,B-(2.82),N/A
"Sherman,Miriam",JUDA101-IntroductiontoHebrewTexts(A),FA11,17,7,100.0%,100.0%,4.79,A-(3.83),N/A
"Shuster,Alana",JUDA3-IntermediateHebrewContinued(A),SP11,30,6,100.0%,100.0%,5.50,B+(3.67),B+(3.58)
"Sherman,Miriam",JUDA102-IntermediateHebrewTexts(A),WI11,9,4,100.0%,100.0%,2.00,A(4.00),N/A
"Shuster,Alana",JUDA2-IntermediateHebrew(A),WI11,32,11,100.0%,100.0%,2.68,A-(3.80),B+(3.46)
"Shuster,Alana",JUDA1-BeginningHebrew(A),FA10,37,18,100.0%,100.0%,3.94,A-(3.94),B+(3.39)
"Ehrlich,Carl",JUDA100-IntroductiontoHebrewBible(A),FA10,29,13,92.3%,100.0%,5.27,B(3.25),B(3.07)
"Sherman,Miriam",JUDA101-IntroductiontoHebrewTexts(A),FA10,11,6,83.3%,100.0%,4.17,A(4.00),N/A
"Shuster,Alana",JUDA3-IntermediateHebrewContinued(A),SP10,30,13,100.0%,100.0%,3.73,A-(3.92),B+(3.68)
"Shuster,Alana",JUDA2-IntermediateHebrew(A),WI10,30,10,90.0%,90.0%,3.10,A-(3.90),A-(3.74)
"Shuster,Alana",JUDA1-BeginningHebrew(A),FA09,37,32,100.0%,100.0%,3.13,A-(3.96),B+(3.69)
"Shuster,Alana",JUDA3-IntermediateHebrewContinued(A),SP09,19,16,100.0%,93.8%,2.25,B+(3.64),N/A
"Shuster,Alana",JUDA2-IntermediateHebrew(A),WI09,22,17,100.0%,94.1%,4.74,A-(3.82),B+(3.66)
"Shuster,Alana",JUDA1-BeginningHebrew(A),FA08,29,27,100.0%,100.0%,3.24,A-(3.72),A-(3.80)
"Shuster,Alana",JUDA3-IntermediateHebrewContinued(A),SP08,27,20,100.0%,100.0%,3.20,A-(3.80),B+(3.59)
"Shuster,Alana",JUDA2-IntermediateHebrew(A),WI08,33,27,100.0%,100.0%,2.81,A-(3.91),B+(3.69)
"Shuster,Alana",JUDA1-BeginningHebrew(A),FA07,46,34,100.0%,100.0%,3.38,A-(3.84),B+(3.54)
"Propp,WilliamHenry",JUDA101-IntroductiontoHebrewTexts(A),FA07,20,17,88.2%,94.1%,2.03,B+(3.62),A-(3.85)
