Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Stevens,LauraJeanne",MATH95-IntroductiontoTeachingMath(A),SP19,25,14,100.0%,100.0%,1.12,A(4.00),A-(3.96)
"Popescu,CristianD.",MATH100B-AbstractAlgebraII(A),WI19,58,21,81.3%,80.0%,9.63,B(3.25),B-(2.72)
"Eggers,JohnDietrich",MATH102-AppliedLinearAlgebra(A),WI19,82,34,90.9%,84.4%,9.35,B(3.19),C+(2.49)
"Tamam,Nattalie",MATH102-AppliedLinearAlgebra(B),WI19,52,19,78.9%,68.4%,7.94,B(3.17),C(2.27)
"Wenzl,HansG",MATH103A-ModernAlgebraI(A),WI19,54,19,88.9%,100.0%,6.18,B(3.16),C+(2.41)
"Mohammadi,Amir",MATH103A-ModernAlgebraI(B),WI19,40,12,100.0%,100.0%,6.50,B+(3.67),C+(2.56)
"Anzaldo,LeesaB",MATH103A-ModernAlgebraI(C),WI19,120,50,83.0%,97.8%,8.17,B(3.02),B-(2.89)
"Green,NathanE",MATH103B-ModernAlgebraII(A),WI19,106,35,73.5%,87.5%,7.35,B(3.00),B(3.04)
"SalehiGolsefidy,Alireza",MATH103B-ModernAlgebraII(B),WI19,123,36,64.7%,76.5%,7.19,B-(2.71),B-(2.85)
"Sorensen,ClausM",MATH104B-NumberTheoryII(A),WI19,14,11,100.0%,100.0%,6.32,A-(3.82),N/A
"Dressler,Mareike",MATH109-MathematicalReasoning(A),WI19,25,9,88.9%,66.7%,5.39,B(3.00),C-(1.88)
"Xiao,Ming",MATH109-MathematicalReasoning(B),WI19,75,39,100.0%,100.0%,6.94,A-(3.72),B(3.17)
"Savvas,Michail",MATH109-MathematicalReasoning(C),WI19,63,32,89.7%,96.4%,8.23,B+(3.43),B-(2.87)
"Pelayo,Alvaro",MATH109-MathematicalReasoning(D),WI19,77,41,89.5%,94.7%,7.24,B(3.13),B-(2.75)
"Varma,IlaK",MATH109-MathematicalReasoning(E),WI19,35,13,81.8%,72.7%,5.23,B(3.18),C+(2.49)
"Ben-Ezra,DavidEl-Chai",MATH10A-CalculusI(A),WI19,361,183,83.0%,86.9%,6.68,B-(2.91),B-(2.90)
"Dewey,EdwardHarold",MATH10A-CalculusI(B),WI19,235,124,55.6%,41.0%,7.16,C+(2.69),B-(2.72)
"Bowers,AdamR.",MATH10B-CalculusII(A),WI19,372,182,73.4%,82.4%,6.62,C+(2.62),C+(2.38)
"Um,KoWoon",MATH10B-CalculusII(B),WI19,192,104,78.1%,83.0%,5.61,B(3.04),B-(2.86)
"Savvas,Michail",MATH10B-CalculusII(C),WI19,315,174,81.0%,94.4%,5.13,B(3.02),C+(2.68)
"Kitsela,Roman",MATH10C-CalculusIII(A),WI19,138,110,81.1%,80.2%,5.21,B(3.16),B-(2.73)
"Tucker,HenryJackson",MATH10C-CalculusIII(B),WI19,241,105,86.7%,81.3%,5.51,B+(3.61),B(3.02)
"Bowers,AdamR.",MATH11-Calculus-BasedProb&Stats(A),WI19,294,136,72.9%,86.0%,6.81,B(3.07),B-(2.96)
"Kane,DanielMertz",MATH11-Calculus-BasedProb&Stats(B),WI19,200,107,64.4%,59.0%,7.13,B(3.11),B-(2.75)
"Meyer,DavidA.",MATH111B-MathematicalModelingII(A),WI19,9,5,100.0%,100.0%,3.50,A(4.00),N/A
"Curry,SeanN",MATH120A-ElementsofComplexAnalysis(A),WI19,79,33,93.5%,96.8%,6.95,B+(3.43),B(3.28)
"Stevens,LauraJeanne",MATH121A-FoundofTeachg/LearngMathI(A),WI19,25,15,100.0%,100.0%,5.17,B+(3.43),B+(3.48)
"Chow,Bennett",MATH130A-OrdinaryDifferntlEquationI(A),WI19,59,22,100.0%,95.5%,7.77,B+(3.52),B(3.25)
"Bejenaru,Ioan",MATH140B-Foundations/RealAnalysisII(A),WI19,45,20,93.8%,93.3%,9.63,B(3.00),C(2.23)
"Zlatos,Andrej",MATH140B-Foundations/RealAnalysisII(B),WI19,13,5,100.0%,100.0%,12.10,B+(3.50),N/A
"Curry,SeanN",MATH142A-IntroductiontoAnalysisI(A),WI19,138,43,97.7%,100.0%,8.13,A-(3.74),B+(3.41)
"Ioana,Adrian",MATH142A-IntroductiontoAnalysisI(B),WI19,110,33,87.1%,93.5%,8.89,B(3.06),C+(2.58)
"Sterbenz,Jacob",MATH142B-IntroductiontoAnalysisII(A),WI19,44,30,69.0%,78.6%,10.07,B-(2.97),C+(2.60)
"Buskin,Nikolay",MATH142B-IntroductiontoAnalysisII(B),WI19,116,30,78.6%,71.4%,8.72,B(3.11),C+(2.54)
"Rabin,JeffreyMark",MATH150B-CalculusonManifolds(A),WI19,6,4,100.0%,100.0%,8.00,A(4.00),N/A
"Huynh,ThangL",MATH152-ApplicableMathandComputing(A),WI19,111,65,76.2%,79.0%,5.37,B+(3.40),B+(3.41)
"Sam,StevenV",MATH154-DiscreteMath&GraphTheory(A),WI19,83,71,93.0%,91.5%,6.64,B(3.10),C+(2.44)
"Buss,SamuelR",MATH155A-GeometricComputerGraphics(A),WI19,55,16,81.3%,75.0%,8.88,B(3.13),B+(3.36)
"Knop,Aleksandr",MATH15A-Intro/DiscreteMathematics(A),WI19,72,38,80.0%,74.3%,4.73,B+(3.69),B(3.12)
"Cheng,Li-Tien",MATH170A-IntroNumericalAnalys/Linear(A),WI19,115,40,56.4%,64.1%,8.85,C+(2.48),C(2.15)
"Licht,MartinW",MATH170A-IntroNumericalAnalys/Linear(B),WI19,107,83,85.5%,70.4%,5.75,B+(3.50),B(3.17)
"Behzadan,Ali",MATH170B-Intro/NumericalAnaly/Approxim(A),WI19,144,68,98.4%,98.4%,7.53,B+(3.51),B(3.24)
"Licht,MartinW",MATH170B-Intro/NumericalAnaly/Approxim(C),WI19,106,96,81.1%,60.6%,6.33,B(3.21),B+(3.54)
"Wong,ElizabethLaiSum",MATH171A-IntroNumOptimiz/LinearProg(A),WI19,180,52,86.0%,88.0%,6.30,B+(3.49),B(3.09)
"Bank,RandolphE",MATH175-NumericalMethodsforPDE(A),WI19,7,4,66.7%,66.7%,8.50,B(3.00),N/A
"Stevens,LauraJeanne",MATH18-LinearAlgebra(A),WI19,204,152,95.3%,99.3%,6.13,B+(3.51),C+(2.66)
"Stevens,LauraJeanne",MATH18-LinearAlgebra(B),WI19,279,187,94.7%,98.4%,6.52,B+(3.39),C+(2.66)
"Huynh,ThangL",MATH18-LinearAlgebra(C),WI19,193,124,87.7%,81.8%,6.02,B+(3.31),C+(2.66)
"Harel,Guershon",MATH18-LinearAlgebra(D),WI19,171,78,86.1%,69.4%,6.89,B(3.18),D+(1.65)
"Strahl,PerryRobert",MATH18-LinearAlgebra(E),WI19,196,144,80.0%,63.3%,5.56,B(3.26),B-(2.94)
"Aghajani,Mohammadreza",MATH180A-IntroductiontoProbability(A),WI19,251,114,94.3%,93.3%,6.29,B+(3.42),B-(2.87)
"Fitzsimmons,PatrickJ",MATH180B-Intro/StochasticProcessesI(A),WI19,71,15,80.0%,60.0%,9.70,B+(3.33),C+(2.65)
"Zheng,Tianyi",MATH180B-Intro/StochasticProcessesI(B),WI19,129,35,84.8%,71.9%,9.11,B+(3.38),B-(2.95)
"Quarfoot,DavidJames",MATH181A-Intro/MathStatisticsI(A),WI19,132,52,87.5%,89.4%,11.54,B(3.26),B-(2.74)
"Krief,Jerome",MATH181A-Intro/MathStatisticsI(B),WI19,92,31,60.7%,35.7%,5.88,B+(3.39),B(3.23)
"Politis,Dimitris",MATH181E-MathematStatistic-TimeSeries(B),WI19,56,20,83.3%,77.8%,9.39,A-(3.79),A-(3.93)
"Krief,Jerome",MATH183-StatisticalMethods(A),WI19,182,64,54.1%,36.1%,4.96,B+(3.43),B+(3.53)
"Verstraete,JacquesAllan",MATH184A-Combinatorics(A),WI19,120,43,91.9%,94.6%,7.42,B+(3.43),B(3.07)
"Tesler,Glenn",MATH184A-Combinatorics(B),WI19,46,13,100.0%,84.6%,7.27,B+(3.67),C+(2.46)
"Zhou,Wenxin",MATH185-IntrotoComputationalStats(A),WI19,95,35,75.0%,71.9%,8.44,B+(3.32),B+(3.45)
"Tesler,Glenn",MATH186-ProbabltyStats/Bioinformatics(A),WI19,68,23,81.8%,81.8%,5.23,A-(3.76),B(3.01)
"Bach,QuangTran",MATH187A-IntroductiontoCryptography(A),WI19,355,99,100.0%,97.8%,6.16,A-(3.90),A-(3.73)
"Bradic,Jelena",MATH189-DataAnalysisandInference(A),WI19,146,41,76.9%,73.7%,8.66,A-(3.76),B(3.29)
"Roberts,JustinDeritter",MATH190-IntroductiontoTopology(A),WI19,28,14,100.0%,100.0%,6.50,A-(3.90),B+(3.63)
"Aghajani,Mohammadreza",MATH194-TheMathematicsofFinance(A),WI19,149,55,86.3%,88.2%,7.40,B+(3.65),B(3.09)
"Harel,Guershon",MATH2-IntrotoCollegeMathematics(A),WI19,12,7,80.0%,100.0%,3.70,B(3.20),N/A
"Green,NathanE",MATH20A-Calculus/Science&Engineering(A),WI19,148,90,96.4%,98.8%,5.69,B(3.24),C+(2.67)
"Wang,Lujia",MATH20A-Calculus/Science&Engineering(B),WI19,120,59,74.5%,53.1%,6.24,B-(2.75),C+(2.68)
"Eggers,JohnDietrich",MATH20B-Calculus/Science&Engineering(A),WI19,198,100,75.5%,80.2%,6.79,C+(2.61),C(2.19)
"Kitsela,Roman",MATH20B-Calculus/Science&Engineering(B),WI19,197,98,77.6%,72.9%,6.50,B(3.09),C+(2.47)
"Buskin,Nikolay",MATH20B-Calculus/Science&Engineering(C),WI19,221,111,57.0%,50.0%,7.41,C+(2.67),C+(2.37)
"Anzaldo,LeesaB",MATH20B-Calculus/Science&Engineering(D),WI19,240,125,83.5%,97.4%,6.39,B-(2.94),C+(2.44)
"Swanson,JoshuaP",MATH20C-Calculus&AnalytGeom/Sci&Engnr(A),WI19,194,106,79.4%,80.4%,6.36,B(3.09),B-(2.88)
"Mohammadi,Amir",MATH20C-Calculus&AnalytGeom/Sci&Engnr(B),WI19,199,103,94.0%,92.9%,5.73,B+(3.34),B(3.27)
"Um,KoWoon",MATH20C-Calculus&AnalytGeom/Sci&Engnr(C),WI19,216,110,88.5%,91.3%,6.19,B(3.12),B(3.16)
"Wang,Lujia",MATH20C-Calculus&AnalytGeom/Sci&Engnr(D),WI19,185,100,74.7%,33.0%,6.73,B(3.09),B-(2.78)
"Strahl,PerryRobert",MATH20C-Calculus&AnalytGeom/Sci&Engnr(E),WI19,236,183,78.3%,71.6%,5.83,B(3.16),B-(2.76)
"Hammock,FrancesH",MATH20D-Intro/DifferentialEquations(A),WI19,199,109,93.9%,94.8%,6.08,B+(3.60),B-(2.82)
"Hammock,FrancesH",MATH20D-Intro/DifferentialEquations(B),WI19,209,102,92.9%,92.7%,6.42,B+(3.36),B-(2.82)
"Kossovskiy,Ilya",MATH20D-Intro/DifferentialEquations(D),WI19,186,92,87.6%,56.8%,5.02,B+(3.50),B(3.10)
"Behzadan,Ali",MATH20D-Intro/DifferentialEquations(E),WI19,148,93,95.4%,96.6%,6.16,A-(3.79),B(3.22)
"Kossovskiy,Ilya",MATH20E-VectorCalculus(A),WI19,178,69,65.7%,55.2%,5.32,B+(3.46),B-(2.86)
"Wenzl,HansG",MATH20E-VectorCalculus(B),WI19,193,73,73.9%,72.5%,7.10,B+(3.42),B-(2.80)
"Ferrara,JosephWilliam",MATH20E-VectorCalculus(C),WI19,180,75,77.9%,71.2%,6.62,B(3.22),B-(2.77)
"Chow,Bennett",MATH31BH-HonorsMultivariableCalculus(A),WI19,39,22,100.0%,78.9%,4.50,A-(3.94),B+(3.51)
"McAdam,TaylorJane",MATH3C-Precalculus(A),WI19,172,89,28.9%,20.7%,5.42,C+(2.49),C+(2.67)
"Ganzberger,GeoffreyMichael",MATH4C-Pre-calculusforSci&Engn(A),WI19,50,36,78.4%,86.1%,5.17,B-(2.94),B-(2.76)
"Bunch,JamesR.",MATH87-FreshmanSeminar(A),WI19,10,9,100.0%,100.0%,0.50,N/A,N/A
"Harel,Guershon",MATH95-IntroductiontoTeachingMath(A),WI19,18,6,75.0%,25.0%,7.70,B-(2.80),N/A
"Popescu,CristianD.",MATH100A-AbstractAlgebraI(A),FA18,72,36,93.5%,96.8%,9.05,B+(3.42),B-(2.97)
"Varma,IlaK",MATH100A-AbstractAlgebraI(B),FA18,24,6,100.0%,80.0%,6.90,B-(2.75),C+(2.32)
"Green,NathanE",MATH102-AppliedLinearAlgebra(A),FA18,184,74,92.6%,95.5%,6.13,B+(3.38),B(3.05)
"Au,BensonC",MATH102-AppliedLinearAlgebra(B),FA18,56,26,60.9%,68.2%,9.20,B-(2.96),B-(2.76)
"Pelayo,Alvaro",MATH103A-ModernAlgebraI(A),FA18,51,29,93.1%,100.0%,7.50,B(3.00),B-(2.71)
"Zelmanov,EfimI",MATH103A-ModernAlgebraI(B),FA18,97,28,80.8%,80.8%,5.96,B(3.08),C+(2.61)
"Mohammadi,Amir",MATH103A-ModernAlgebraI(C),FA18,100,34,63.0%,59.3%,7.96,B(3.12),C(2.15)
"Sorensen,ClausM",MATH104A-NumberTheoryI(A),FA18,68,51,94.0%,88.0%,7.15,B(3.20),B+(3.36)
"Swanson,JoshuaP",MATH109-MathematicalReasoning(A),FA18,84,45,81.0%,80.5%,8.23,B(3.10),B-(2.90)
"Knop,Aleksandr",MATH109-MathematicalReasoning(B),FA18,100,81,68.8%,68.4%,6.65,B-(2.89),B(3.00)
