Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Callender,CraigAdam",ENVR130-EnvironmentalIssues:SocSci(A),SP09,58,40,82.5%,77.5%,2.96,B+(3.64),B(3.02)
"Wastal,CarrieKing",ENVR87-FreshmanSeminar(A),SP09,12,11,100.0%,100.0%,1.77,N/A,N/A
"Linden,PaulF.",ENVR87-FreshmanSeminar(A),WI09,13,12,91.7%,90.9%,2.50,A(4.00),N/A
"Shaffer,LisaRobock",ENVR87-FreshmanSeminar(A),WI09,13,12,91.7%,90.9%,2.50,A(4.00),N/A
"Chau,PaoC.",ENVR30-EnvironmentalIssues:NatSci(A),FA08,107,26,96.0%,92.0%,2.42,A-(3.79),B+(3.56)
"Huff,TonyaMichelle",ENVR102-SelectedTopics/EnvironmntlSt(A),SP08,20,16,100.0%,100.0%,3.00,B+(3.67),B+(3.37)
"Ochoa,EdwardHenry",ENVR110-EnvironmentalLaw(A),SP08,42,34,100.0%,90.9%,5.53,B+(3.53),B+(3.54)
"Callender,CraigAdam",ENVR102-SelectedTopics/EnvironmntlSt(A),WI08,45,32,77.4%,84.4%,3.47,B-(2.96),B-(2.72)
"Oreskes,Naomi",ENVR102-SelectedTopics/EnvironmntlSt(A),WI08,45,32,77.4%,84.4%,3.47,B-(2.96),B-(2.72)
"Clemencon,Raymond",ENVR130-EnvironmentalIssues:SocSci(A),WI08,63,35,91.2%,91.2%,3.56,A-(3.71),B(3.26)
"Chau,PaoC.",ENVR30-EnvironmentalIssues:NatSci(A),FA07,102,39,94.4%,94.3%,2.65,A-(3.84),B+(3.58)
