Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Braun,Oliver",CSE21-Math/Algorithm&SystemsAnalys(A),S219,37,32,81.3%,87.5%,6.56,B(3.00),B-(2.72)
"Bach,QuangTran",CSE21-Math/Algorithm&SystemsAnalys(B),S219,35,13,92.3%,83.3%,7.73,B+(3.54),B-(2.88)
"Cao,Yingjun",CSE30-ComputerOrganiz&SystmsProgrm(A),S219,30,16,86.7%,93.3%,18.63,B(3.21),C+(2.38)
"Miranda,GregoryJoseph",CSE5A-IntroductiontoProgrammingI(A),S219,37,28,96.3%,100.0%,6.50,A-(3.93),A-(3.72)
"Miranda,GregoryJoseph",CSE11-Intr/ComputerSci&Obj-Ori:Java(A),S119,31,8,100.0%,87.5%,17.75,B+(3.67),B+(3.31)
"August,RobertHenry",CSE11-Intr/ComputerSci&Obj-Ori:Java(B),S119,27,6,66.7%,83.3%,7.17,B+(3.50),B(3.03)
"Pister,KaiserStefan",CSE130-ProgrmngLang:Princpl&Paradigm(A),S119,27,5,100.0%,100.0%,10.10,B(3.20),B(3.22)
"Powell,ThomasAllan",CSE134B-WebClientLanguages(A),S119,42,9,66.7%,83.3%,13.36,B+(3.50),B+(3.36)
"Eldon,John",CSE140-Component&DesgnTech/DigtlSys(A),S119,61,17,88.2%,76.5%,7.32,B+(3.35),B(3.01)
"Eldon,John",CSE140L-DigitalSystemsLaboratory(A),S119,75,20,88.9%,88.9%,9.17,A-(3.78),B+(3.53)
"Tseng,Hung-Wei",CSE141-Intro/ComputerArchitecture(A),S119,27,6,83.3%,83.3%,8.50,B+(3.50),B+(3.70)
"Tseng,Hung-Wei",CSE141L-Project/ComputerArchitecture(A),S119,28,5,80.0%,60.0%,11.30,B+(3.60),B+(3.43)
"Geumlek,JosephDonald",CSE151-IntrotoA.I.StatsApproach(A),S119,39,6,100.0%,100.0%,6.83,B+(3.50),B+(3.41)
"Kumar,Rakesh",CSE190-Topics/ComputerSci&Engineer(A),S119,23,10,88.9%,88.9%,5.17,A-(3.89),B+(3.46)
"Bach,QuangTran",CSE20-Intro/DiscreteMathematics(A),S119,30,9,100.0%,100.0%,7.39,B+(3.44),B-(2.79)
"Bach,QuangTran",CSE21-Math/Algorithm&SystemsAnalys(A),S119,40,15,92.3%,84.6%,6.33,B+(3.31),C+(2.66)
"Miranda,GregoryJoseph",CSE5A-IntroductiontoProgrammingI(A),S119,32,6,100.0%,100.0%,9.70,A(4.00),B+(3.32)
"Gupta,Anjum",CSE7-Intro/ProgrammingwithMATLAB(A),S119,29,15,100.0%,93.3%,6.23,B+(3.43),B(3.05)
"Cao,Yingjun",CSE100-AdvancedDataStructures(A),SP19,191,121,86.3%,77.8%,14.88,B-(2.96),B(3.05)
"Cao,Yingjun",CSE100-AdvancedDataStructures(B),SP19,190,120,83.3%,81.6%,15.80,B(3.20),B(3.05)
"Impagliazzo,Russell",CSE101-Design&AnalysisofAlgorithm(A),SP19,151,59,85.7%,66.1%,8.43,B(3.06),B-(2.95)
"Jones,MilesE",CSE101-Design&AnalysisofAlgorithm(B),SP19,150,34,74.2%,87.1%,8.89,B-(2.84),B-(2.77)
"Jones,MilesE",CSE101-Design&AnalysisofAlgorithm(C),SP19,150,54,84.3%,82.4%,9.46,B-(2.82),B-(2.77)
"Lovett,Shachar",CSE105-TheoryofComputation(A),SP19,382,270,94.1%,95.5%,7.48,B+(3.46),B+(3.30)
"Micciancio,Daniele",CSE107-IntrotoModernCryptography(A),SP19,84,24,69.6%,81.8%,9.28,B(3.00),B(3.20)
"August,RobertHenry",CSE11-Intr/ComputerSci&Obj-Ori:Java(A),SP19,180,68,92.3%,87.7%,5.98,B+(3.58),B(3.26)
"Gillespie,GaryN",CSE110-SoftwareEngineering(A),SP19,295,101,51.0%,47.4%,7.80,B+(3.46),B+(3.39)
"Powell,ThomasAllan",CSE112-AdvancedSoftwareEngineering(A),SP19,151,35,96.9%,96.9%,7.83,B+(3.61),B+(3.59)
"Gillespie,GaryN",CSE12-BasicDataStruct&OODesign(A),SP19,133,62,92.9%,69.1%,13.31,B(3.25),B(3.05)
"Zaitsev,AnnaL",CSE12-BasicDataStruct&OODesign(B),SP19,184,145,94.3%,74.5%,12.08,B+(3.38),B-(3.00)
"Zaitsev,AnnaL",CSE12-BasicDataStruct&OODesign(C),SP19,175,139,89.8%,74.5%,11.40,B+(3.38),B-(3.00)
"Voelker,GeoffreyM.",CSE120-Princ/ComputerOperatingSystm(A),SP19,200,57,92.3%,98.0%,9.77,B+(3.57),B-(2.98)
"Shalev,AaronD",CSE123-ComputerNetworks(A),SP19,158,37,80.0%,74.3%,9.87,C+(2.67),C+(2.52)
"Voelker,GeoffreyM.",CSE125-SoftwareSysDesign&Implemnt(A),SP19,30,10,100.0%,100.0%,14.50,A(4.00),A(4.00)
"Savage,Stefan",CSE127-IntrotoComputerSecurity(A),SP19,220,53,95.9%,98.0%,8.26,B+(3.38),B-(2.96)
"Jhala,Ranjit",CSE130-ProgrmngLang:Princpl&Paradigm(A),SP19,197,46,93.2%,90.9%,8.82,B+(3.42),B(3.27)
"Bakst,AlexanderGoldberg",CSE131-CompilerConstruction(A),SP19,47,15,92.9%,85.7%,8.36,B+(3.40),B+(3.37)
"Cheng,ChungKuan",CSE140-Component&DesgnTech/DigtlSys(A),SP19,185,54,70.2%,68.1%,7.90,B+(3.55),B(3.24)
"Cheng,ChungKuan",CSE140-Component&DesgnTech/DigtlSys(B),SP19,180,54,69.6%,67.4%,8.15,B(3.11),B(3.24)
"Chin,BryanW.",CSE140L-DigitalSystemsLaboratory(A),SP19,201,62,42.4%,68.4%,15.12,B(3.28),B+(3.51)
"Chin,BryanW.",CSE140L-DigitalSystemsLaboratory(B),SP19,76,30,31.0%,48.3%,15.21,B(3.18),B+(3.51)
"Tsaur,Lih-Feng",CSE140L-DigitalSystemsLaboratory(C),SP19,74,24,21.7%,45.5%,14.50,C+(2.68),B(3.10)
"Tullsen,DeanMichael",CSE141-Intro/ComputerArchitecture(A),SP19,100,53,81.1%,84.9%,7.54,B(3.16),B(3.01)
"Eldon,John",CSE141L-Project/ComputerArchitecture(A),SP19,161,32,75.0%,87.5%,8.50,B+(3.53),B+(3.44)
"Gupta,RajeshK.",CSE143-MicroelectronicSystemDesign(A),SP19,14,6,100.0%,100.0%,7.17,C+(2.40),N/A
"Chaudhuri,Kamalika",CSE151-IntrotoA.I.StatsApproach(A),SP19,201,50,91.7%,91.7%,7.69,B+(3.51),B+(3.69)
"Kriegman,DavidJ",CSE152-IntrotoComputerVision(A),SP19,94,17,91.7%,83.3%,9.83,B+(3.36),B(3.02)
"Nakashole,Ndapandula",CSE156-StatisticalNLP(A),SP19,175,29,85.2%,85.7%,9.19,B+(3.63),B(3.27)
"AltintasDeCallaf,Ilkay",CSE15L-SoftwareTools&TechniquesLab(A),SP19,154,84,86.5%,85.1%,4.45,B+(3.44),B(3.11)
"Ochoa,BenjaminLawrence",CSE15L-SoftwareTools&TechniquesLab(B),SP19,136,72,86.6%,97.0%,3.72,B+(3.54),B(3.27)
"Ochoa,BenjaminLawrence",CSE15L-SoftwareTools&TechniquesLab(C),SP19,151,72,84.3%,98.6%,3.89,B+(3.65),B(3.27)
"Ochoa,BenjaminLawrence",CSE166-ImageProcessing(A),SP19,46,12,100.0%,100.0%,7.67,B+(3.42),B-(2.70)
"Riek,LaurelD",CSE176A-HealthcareRobotics(A),SP19,25,6,100.0%,100.0%,4.10,B+(3.50),B+(3.70)
"Swanson,StevenJames",CSE176E-RoboticSysDesign&Implemnt(A),SP19,19,8,100.0%,100.0%,16.21,A-(3.86),N/A
"Bafna,Vineet",CSE182-BiologicalDatabases(A),SP19,34,14,76.9%,91.7%,10.50,B(3.00),B(3.06)
"Gymrek,MelissaAnn",CSE185-AdvancedBioinformaticsLab(A),SP19,98,81,93.8%,97.5%,8.75,B+(3.51),B+(3.36)
"Schulze,JurgenP.",CSE190-Topics/ComputerSci&Engineer(B),SP19,40,8,100.0%,100.0%,9.64,A-(3.86),A-(3.77)
"Kumar,ArunKumar",CSE190-Topics/ComputerSci&Engineer(D),SP19,40,33,96.9%,100.0%,8.94,B+(3.62),B+(3.66)
"Kumar,Rakesh",CSE190-Topics/ComputerSci&Engineer(E),SP19,48,47,95.7%,97.9%,5.95,B+(3.67),B+(3.50)
"Impagliazzo,Russell",CSE191-Semnr/ComputerSci&Engineer(A),SP19,11,3,100.0%,100.0%,3.83,N/A,N/A
"Lerner,IanAmihay",CSE191-Semnr/ComputerSci&Engineer(B),SP19,17,3,100.0%,100.0%,7.17,A(4.00),N/A
"Halicioglu,DanielT",CSE191-Semnr/ComputerSci&Engineer(C),SP19,37,9,88.9%,88.9%,0.72,A(4.00),A(4.00)
"MinnesKemp,MorMia",CSE20-Intro/DiscreteMathematics(A),SP19,161,117,87.9%,94.8%,7.82,B(3.23),B-(2.82)
"Politz,JosephGibbs",CSE20-Intro/DiscreteMathematics(B),SP19,163,125,87.8%,97.5%,7.91,B+(3.35),B-(2.87)
"Jones,MilesE",CSE21-Math/Algorithm&SystemsAnalys(A),SP19,146,57,86.8%,90.6%,7.14,B+(3.43),B(3.17)
"Bach,QuangTran",CSE21-Math/Algorithm&SystemsAnalys(B),SP19,164,64,94.9%,98.3%,8.09,B+(3.52),B-(2.92)
"Alvarado,ChristineJ.",CSE3-Fluency/InformationTechnology(A),SP19,123,85,86.9%,98.8%,6.02,B+(3.51),B+(3.47)
"Zaitsev,AnnaL",CSE3-Fluency/InformationTechnology(B),SP19,126,84,65.4%,72.8%,4.65,B+(3.43),B(3.10)
"Ord,Richard",CSE30-ComputerOrganiz&SystmsProgrm(A),SP19,289,112,86.5%,96.1%,14.13,B(3.17),B-(2.90)
"Ord,Richard",CSE30-ComputerOrganiz&SystmsProgrm(B),SP19,204,85,86.4%,92.5%,13.88,B(3.16),B-(2.90)
"Cottrell,GarrisonW",CSE87-FreshmanSeminar(A),SP19,16,9,100.0%,100.0%,0.72,A(4.00),N/A
"Howden,WilliamE.",CSE87-FreshmanSeminar(B),SP19,17,10,100.0%,100.0%,0.50,N/A,N/A
"Porter,LeonardEmerson",CSE8A-Intro/ComputerSci:Java(I)(A),SP19,146,90,88.4%,96.5%,7.69,B(3.14),B-(2.93)
"Porter,LeonardEmerson",CSE8A-Intro/ComputerSci:Java(I)(B),SP19,146,104,87.1%,97.0%,6.58,B(3.29),B-(2.93)
"Snoeren,AlexC.",CSE8B-Intro/ComputerSci.Java(II)(A),SP19,123,62,78.3%,94.9%,13.78,B-(2.91),C+(2.43)
"Cao,Yingjun",CSE8B-Intro/ComputerSci.Java(II)(B),SP19,132,73,86.8%,95.6%,14.15,B(3.29),B(3.11)
"Alvarado,ChristineJ.",CSE95-TutorApprentice(A),SP19,81,60,82.5%,91.2%,2.04,A(4.00),N/A
"Alvarado,ChristineJ.",CSE100-AdvancedDataStructures(A),WI19,274,260,97.3%,99.6%,11.41,B(3.28),B(3.05)
"Alvarado,ChristineJ.",CSE100-AdvancedDataStructures(B),WI19,146,134,97.7%,99.2%,10.52,B+(3.35),B(3.05)
"Jones,MilesE",CSE101-Design&AnalysisofAlgorithm(A),WI19,173,73,92.6%,94.1%,8.47,B(3.23),B-(2.97)
"Jones,MilesE",CSE101-Design&AnalysisofAlgorithm(B),WI19,176,60,96.6%,89.7%,8.91,B+(3.42),B-(2.97)
"MinnesKemp,MorMia",CSE105-TheoryofComputation(A),WI19,171,109,92.3%,98.0%,8.81,B+(3.33),B-(2.89)
"MinnesKemp,MorMia",CSE105-TheoryofComputation(B),WI19,177,116,92.1%,96.5%,7.32,B+(3.39),B-(2.89)
"Zaitsev,AnnaL",CSE11-Intr/ComputerSci&Obj-Ori:Java(A),WI19,150,121,90.1%,84.3%,11.10,B+(3.45),B+(3.36)
"Zaitsev,AnnaL",CSE11-Intr/ComputerSci&Obj-Ori:Java(B),WI19,154,139,90.6%,94.2%,10.73,B+(3.55),B+(3.36)
"Griswold,WilliamG.",CSE110-SoftwareEngineering(A),WI19,188,142,83.6%,90.0%,11.42,B+(3.55),B(3.28)
"Politz,JosephGibbs",CSE12-BasicDataStruct&OODesign(A),WI19,175,86,96.4%,95.2%,9.97,B+(3.35),B(3.18)
"Politz,JosephGibbs",CSE12-BasicDataStruct&OODesign(B),WI19,181,109,96.2%,99.0%,8.65,B+(3.51),B(3.18)
"Gillespie,GaryN",CSE12-BasicDataStruct&OODesign(C),WI19,159,130,93.0%,88.9%,12.47,B+(3.52),B(3.18)
"Pasquale,Joseph",CSE120-Princ/ComputerOperatingSystm(A),WI19,183,56,96.1%,98.0%,9.64,B+(3.33),B-(2.96)
"Pasquale,Joseph",CSE120-Princ/ComputerOperatingSystm(B),WI19,170,57,100.0%,100.0%,8.79,B+(3.61),B-(2.96)
"Porter,GeorgeM",CSE124-NetworkedServices(A),WI19,134,26,87.0%,91.3%,7.63,B+(3.39),B+(3.37)
"Stefan,Deian",CSE127-IntrotoComputerSecurity(A),WI19,132,34,83.9%,80.6%,6.90,B(3.28),B+(3.50)
"Polikarpova,Nadezhda",CSE130-ProgrmngLang:Princpl&Paradigm(A),WI19,136,43,66.7%,76.9%,9.95,B(3.25),B(3.28)
"Vianu,VictorDan",CSE132A-DatabaseSystemPrinciples(A),WI19,162,44,79.1%,74.4%,6.27,B(3.14),B(3.13)
"Deutsch,AlinBernard",CSE132B-DatabaseSystemApplications(A),WI19,34,8,62.5%,62.5%,4.75,B+(3.57),A-(3.78)
"Powell,ThomasAllan",CSE135-OnlineDatabaseAnalyticsAppl(A),WI19,112,34,82.8%,79.3%,9.50,B(3.30),B+(3.38)
"Orailoglu,Alex",CSE140-Component&DesgnTech/DigtlSys(A),WI19,25,5,20.0%,20.0%,7.70,B-(2.80),C+(2.68)
"Rosing,TajanaSimunic",CSE140-Component&DesgnTech/DigtlSys(B),WI19,92,86,82.6%,94.2%,8.38,B-(2.88),C+(2.59)
"Orailoglu,Alex",CSE140L-DigitalSystemsLaboratory(A),WI19,35,16,46.2%,15.4%,17.21,B(3.21),B-(2.79)
"Orailoglu,Alex",CSE140L-DigitalSystemsLaboratory(B),WI19,19,7,28.6%,28.6%,16.21,C-(1.71),B-(2.79)
"Porter,LeonardEmerson",CSE141-Intro/ComputerArchitecture(A),WI19,143,110,83.6%,93.6%,7.57,B(3.25),B(3.01)
"Esmaeilzadeh,Hadi",CSE141-Intro/ComputerArchitecture(B),WI19,70,67,72.3%,73.0%,6.71,B+(3.31),B+(3.57)
"Eldon,John",CSE141L-Project/ComputerArchitecture(A),WI19,91,29,66.7%,74.1%,6.57,B+(3.33),B+(3.38)
"Eldon,John",CSE141L-Project/ComputerArchitecture(B),WI19,101,31,82.1%,89.3%,8.16,B+(3.46),B+(3.38)
"Tullsen,DeanMichael",CSE148-AdvProcessorArchDesignProj(A),WI19,6,3,100.0%,100.0%,8.50,B+(3.33),N/A
"Gao,Sicun",CSE150-IntArtifIntell:Search&Reason(A),WI19,301,90,98.8%,97.6%,7.88,A-(3.79),A-(3.79)
"Dasgupta,Sanjoy",CSE151-IntrotoA.I.StatsApproach(A),WI19,174,53,94.0%,94.0%,6.09,B+(3.63),B+(3.63)
"Berg-Kirkpatrick,TaylorD",CSE151-IntrotoA.I.StatsApproach(B),WI19,41,13,75.0%,50.0%,9.00,B+(3.55),B+(3.34)
"Chandraker,ManmohanKrishna",CSE152-IntrotoComputerVision(A),WI19,53,30,86.7%,70.0%,9.33,B+(3.52),B+(3.45)
"Ochoa,BenjaminLawrence",CSE15L-SoftwareTools&TechniquesLab(A),WI19,188,89,82.5%,96.2%,3.24,B+(3.67),B(3.29)
"Ochoa,BenjaminLawrence",CSE15L-SoftwareTools&TechniquesLab(B),WI19,187,84,85.9%,89.6%,3.99,B+(3.62),B(3.29)
"AltintasDeCallaf,Ilkay",CSE15L-SoftwareTools&TechniquesLab(C),WI19,137,69,79.0%,80.3%,4.09,B+(3.68),B+(3.33)
"Schulze,JurgenP.",CSE165-3DUserInteraction(A),WI19,43,14,100.0%,100.0%,8.65,A-(3.77),A-(3.87)
"Ramamoorthi,Ravi",CSE167-ComputerGraphics(A),WI19,137,67,96.9%,100.0%,10.26,B+(3.51),B(3.29)
"Rotenberg,StevenPaul",CSE169-ComputerAnimation(A),WI19,28,8,100.0%,100.0%,8.50,A-(3.88),B+(3.52)
"Klemmer,ScottR",CSE170-InteractionDesign(A),WI19,22,10,40.0%,30.0%,10.70,B+(3.30),B+(3.51)
"Safonova,Iana",CSE180-BiologyMeetsComputing(A),WI19,26,12,58.3%,25.0%,8.17,B+(3.63),B+(3.31)
"Pevzner,PavelArkadjevich",CSE181-MolecularSequenceAnalysis(A),WI19,12,6,83.3%,66.7%,13.17,B+(3.33),N/A
"Shalev,AaronD",CSE190-Topics/ComputerSci&Engineer(A),WI19,12,6,100.0%,100.0%,9.30,A-(3.75),N/A
"Bach,QuangTran",CSE20-Intro/DiscreteMathematics(A),WI19,250,110,88.6%,94.2%,7.20,B(3.22),B(3.23)
"Kahng,AndrewByun",CSE21-Math/Algorithm&SystemsAnalys(A),WI19,142,51,95.8%,93.6%,7.38,B+(3.43),B(3.08)
"Jones,MilesE",CSE21-Math/Algorithm&SystemsAnalys(B),WI19,155,45,88.1%,95.2%,6.35,B(3.29),B(3.10)
"Ord,Richard",CSE30-ComputerOrganiz&SystmsProgrm(A),WI19,123,40,77.8%,91.7%,15.76,B(3.15),C+(2.57)
"Ord,Richard",CSE30-ComputerOrganiz&SystmsProgrm(B),WI19,128,36,88.2%,91.2%,14.44,B(3.16),C+(2.57)
"Cottrell,GarrisonW",CSE87-FreshmanSeminar(A),WI19,14,7,85.7%,85.7%,0.50,A(4.00),N/A
"Gillespie,GaryN",CSE8A-Intro/ComputerSci:Java(I)(A),WI19,176,130,92.8%,86.1%,8.88,B+(3.61),B+(3.34)
"Gillespie,GaryN",CSE8A-Intro/ComputerSci:Java(I)(B),WI19,177,132,85.7%,81.5%,9.02,B+(3.54),B+(3.34)
"Cao,Yingjun",CSE8B-Intro/ComputerSci.Java(II)(A),WI19,370,311,89.4%,89.3%,14.88,B(3.14),B-(2.76)
"Cao,Yingjun",CSE95-TutorApprentice(A),WI19,49,34,94.1%,100.0%,2.26,A(4.00),N/A
"Porter,LeonardEmerson",CSE100-AdvancedDataStructures(A),FA18,298,263,93.1%,96.2%,11.04,B+(3.40),B(3.10)
"Sahoo,Debashis",CSE100-AdvancedDataStructures(B),FA18,129,112,88.4%,74.1%,11.29,B(3.27),B(3.01)
"Kane,DanielMertz",CSE101-Design&AnalysisofAlgorithm(A),FA18,148,67,93.8%,95.2%,12.31,B(3.11),B(3.16)
"Ochoa,BenjaminLawrence",CSE101-Design&AnalysisofAlgorithm(B),FA18,186,50,87.0%,78.3%,7.99,B(3.23),C+(2.59)
"Freund,Yoav",CSE103-PracticalIntro/Prob&Stats(A),FA18,144,59,45.5%,49.1%,6.84,B(3.26),B+(3.42)
"Jones,MilesE",CSE105-TheoryofComputation(A),FA18,86,29,96.4%,96.2%,7.61,B+(3.33),B-(2.89)
"Jones,MilesE",CSE105-TheoryofComputation(B),FA18,140,49,79.5%,88.6%,8.14,B+(3.38),B-(2.89)
"Bellare,Mihir",CSE107-IntrotoModernCryptography(A),FA18,61,24,91.3%,78.3%,7.75,B-(2.83),B(3.12)
"Ord,Richard",CSE11-Intr/ComputerSci&Obj-Ori:Java(A),FA18,325,192,91.8%,92.0%,12.02,B+(3.53),B+(3.47)
"Ord,Richard",CSE11-Intr/ComputerSci&Obj-Ori:Java(B),FA18,155,85,96.3%,96.3%,11.01,A-(3.80),B+(3.47)
"Gillespie,GaryN",CSE110-SoftwareEngineering(A),FA18,247,83,65.0%,57.7%,10.01,B+(3.53),B+(3.31)
"Weibel,Nadir",CSE118-UbiquitousComputing(A),FA18,15,7,85.7%,85.7%,7.07,B(3.29),N/A
"Allos,HaythamIssa",CSE12-BasicDataStruct&OODesign(A),FA18,153,128,88.2%,87.4%,11.07,B+(3.47),B(3.06)
"Zaitsev,AnnaL",CSE12-BasicDataStruct&OODesign(B),FA18,145,123,85.4%,73.0%,10.48,B+(3.35),B(3.02)
"Zhou,Yuan-Yuan",CSE120-Princ/ComputerOperatingSystm(A),FA18,118,58,92.9%,87.5%,9.83,B+(3.43),B-(2.77)
"Zhou,Yuan-Yuan",CSE120-Princ/ComputerOperatingSystm(B),FA18,95,41,84.2%,89.5%,9.92,B(3.26),B-(2.77)
"Snoeren,AlexC.",CSE123-ComputerNetworks(B),FA18,108,39,97.4%,94.6%,9.61,B(3.14),B-(2.86)
"Savage,Stefan",CSE127-IntrotoComputerSecurity(A),FA18,168,53,91.7%,91.7%,9.15,B(3.24),B(3.07)
"Lerner,Sorin",CSE130-ProgrmngLang:Princpl&Paradigm(B),FA18,174,155,95.5%,99.4%,7.81,B+(3.59),B+(3.43)
"Jhala,Ranjit",CSE131-CompilerConstruction(A),FA18,70,23,95.5%,100.0%,8.86,B+(3.65),B+(3.48)
"Vianu,VictorDan",CSE132A-DatabaseSystemPrinciples(A),FA18,148,43,89.5%,81.6%,6.34,B(3.19),B-(2.77)
"Powell,ThomasAllan",CSE134B-WebClientLanguages(A),FA18,130,35,76.5%,70.6%,9.15,B(3.26),B-(2.89)
"Chin,BryanW.",CSE140-Component&DesgnTech/DigtlSys(A),FA18,134,123,78.9%,86.2%,7.10,B(3.19),B(3.12)
"Eldon,John",CSE140L-DigitalSystemsLaboratory(A),FA18,154,61,74.1%,71.9%,7.35,A-(3.80),A-(3.78)
"Swanson,StevenJames",CSE141-Intro/ComputerArchitecture(A),FA18,103,34,79.4%,76.5%,7.97,B(3.18),B(3.23)
"Eldon,John",CSE141L-Project/ComputerArchitecture(A),FA18,101,24,66.7%,91.7%,9.20,B+(3.35),B(3.28)
"Alvarado,ChristineJ.",CSE150-IntArtifIntell:Search&Reason(A),FA18,131,81,93.8%,97.5%,11.50,B+(3.40),B-(2.91)
"Su,Hao",CSE152-IntrotoComputerVision(A),FA18,56,35,81.3%,81.3%,10.86,B+(3.38),B(3.26)
"McAuley,JulianJohn",CSE158-RecommenderSys&WebMining(A),FA18,357,117,85.0%,82.3%,9.47,B+(3.36),B+(3.46)
"Gillespie,GaryN",CSE15L-SoftwareTools&TechniquesLab(A),FA18,168,79,70.4%,61.4%,5.23,B(3.26),B(3.18)
"Gillespie,GaryN",CSE15L-SoftwareTools&TechniquesLab(B),FA18,146,95,72.4%,64.0%,5.24,B(3.29),B(3.18)
"Gillespie,GaryN",CSE15L-SoftwareTools&TechniquesLab(C),FA18,87,44,65.9%,53.8%,4.50,B(3.24),B(3.18)
"Schulze,JurgenP.",CSE167-ComputerGraphics(A),FA18,96,26,92.3%,92.3%,13.58,A-(3.73),B(3.17)
"Guo,PhilipJ",CSE170-InteractionDesign(A),FA18,138,64,96.7%,100.0%,7.80,A-(3.84),A-(3.85)
"Paturi,Ramamohan",CSE190-Topics/ComputerSci&Engineer(A),FA18,19,12,100.0%,83.3%,11.33,A-(3.82),N/A
"Bandeira,NunoFilipeCabrita",CSE190-Topics/ComputerSci&Engineer(B),FA18,15,8,87.5%,100.0%,6.00,B(3.25),N/A
"Cottrell,GarrisonW",CSE190-Topics/ComputerSci&Engineer(C),FA18,79,24,70.8%,72.7%,17.33,B+(3.38),B+(3.34)
"Kumar,Rakesh",CSE190-Topics/ComputerSci&Engineer(D),FA18,21,19,100.0%,100.0%,5.39,B+(3.61),B(3.23)
"Halicioglu,DanielT",CSE191-Semnr/ComputerSci&Engineer(A),FA18,25,5,100.0%,100.0%,1.30,A(4.00),A(4.00)
"Alvarado,ChristineJ.",CSE193-IntroductiontoCSResearch(A),FA18,49,22,85.0%,100.0%,8.50,A-(3.90),A-(3.74)
"Jones,MilesE",CSE20-Intro/DiscreteMathematics(A),FA18,165,71,79.4%,87.7%,7.41,B(3.28),C+(2.61)
"Cosman,BenjaminLeverett",CSE20-Intro/DiscreteMathematics(B),FA18,74,35,83.9%,87.1%,7.92,B(3.29),C(2.29)
"Bach,QuangTran",CSE21-Math/Algorithm&SystemsAnalys(A),FA18,373,183,86.3%,93.1%,8.80,B(3.05),B(3.03)
"Zaitsev,AnnaL",CSE3-Fluency/InformationTechnology(B),FA18,97,81,85.2%,92.6%,3.84,B+(3.44),B+(3.53)
"Cao,Yingjun",CSE30-ComputerOrganiz&SystmsProgrm(A),FA18,156,103,81.0%,84.8%,14.12,B(3.08),C+(2.65)
"Cao,Yingjun",CSE30-ComputerOrganiz&SystmsProgrm(B),FA18,156,107,79.2%,87.7%,15.01,B-(2.74),C+(2.65)
"Swanson,StevenJames",CSE42-Bldg&ProgrammingElctDevice(A),FA18,19,14,92.9%,100.0%,1.64,A(4.00),N/A
"Swanson,StevenJames",CSE42-Bldg&ProgrammingElctDevice(B),FA18,30,20,77.8%,81.3%,1.94,A-(3.80),N/A
"Miranda,GregoryJoseph",CSE5A-IntroductiontoProgrammingI(A),FA18,56,20,78.9%,89.5%,8.50,B+(3.41),B+(3.42)
"Cottrell,GarrisonW",CSE87-FreshmanSeminar(A),FA18,26,15,85.7%,78.6%,0.63,A(4.00),N/A
"MinnesKemp,MorMia",CSE8A-Intro/ComputerSci:Java(I)(A),FA18,156,128,96.0%,100.0%,8.81,B+(3.59),B+(3.56)
"Politz,JosephGibbs",CSE8A-Intro/ComputerSci:Java(I)(B),FA18,167,125,97.5%,98.3%,8.61,B+(3.55),B+(3.50)
