Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Tregar,KristenLauren",TDHT101-Topics:Lit&TheatreHistory(A),S119,20,17,100.0%,100.0%,5.09,A-(3.82),A-(3.89)
"Arcidiacono,Kristin",TDMV1-BeginningBallet(A),S119,36,9,100.0%,100.0%,1.25,A(4.00),A-(3.91)
"Arcidiacono,Kristin",TDMV11-TheatricalTap(A),S119,28,5,100.0%,100.0%,2.00,A(4.00),A-(3.95)
"Caligagan,MariaT.",TDMV142-LatinDanceoftheWorld(A),S119,38,10,100.0%,100.0%,3.00,A(4.00),A-(3.97)
"Caligagan,Tony",TDMV142-LatinDanceoftheWorld(B),S119,44,13,100.0%,100.0%,3.00,A-(3.92),A-(3.84)
"Caligagan,Tony",TDMV146-IntermediateLatinDance(A),S119,15,4,100.0%,100.0%,5.50,A(4.00),N/A
"Sammartano,Tonnie",TDMV2-BeginningContemporaryDance(A),S119,31,13,100.0%,100.0%,0.67,A(4.00),A-(3.99)
"Rincon,Alicia",TDMV3-BeginningJazz(A),S119,25,4,100.0%,100.0%,0.50,A(4.00),A(4.00)
"Rincon,Alicia",TDMV3-BeginningJazz(B),S119,40,9,100.0%,100.0%,2.72,A-(3.89),A(4.00)
"Salovey,Todd",TDAC1-IntroductiontoActing(A),SP19,20,4,100.0%,100.0%,1.50,A(4.00),A-(3.94)
"Salovey,Todd",TDAC1-IntroductiontoActing(B),SP19,20,11,100.0%,88.9%,2.50,A(4.00),A-(3.94)
"Salovey,Todd",TDAC1-IntroductiontoActing(C),SP19,20,15,100.0%,100.0%,2.17,A-(3.83),A-(3.94)
"Salovey,Todd",TDAC1-IntroductiontoActing(D),SP19,20,7,100.0%,100.0%,2.83,B+(3.67),A-(3.94)
"Salovey,Todd",TDAC1-IntroductiontoActing(E),SP19,20,7,100.0%,100.0%,2.50,A(4.00),A-(3.94)
"Salovey,Todd",TDAC1-IntroductiontoActing(F),SP19,20,15,100.0%,100.0%,1.83,A-(3.93),A-(3.94)
"Chang,JenniferM.",TDAC101-ActingI(A),SP19,20,6,100.0%,100.0%,5.70,B+(3.60),B+(3.46)
"Harting,CarlaKelso",TDAC101-ActingI(B),SP19,22,19,100.0%,94.7%,3.13,A-(3.95),A-(3.97)
"Walsh,KimC.",TDAC102-ActingII(A),SP19,20,14,100.0%,100.0%,3.58,A-(3.85),A-(3.97)
"Rubinstein,Kim",TDAC103B-ActingIntensiveII(A),SP19,23,4,100.0%,100.0%,8.00,A(4.00),A(4.00)
"Chang,JenniferM.",TDAC106-ChekhovActing(B),SP19,16,4,100.0%,100.0%,4.50,B+(3.67),N/A
"Robichaux,NatalieGriffith",TDAC108-AdvancedTopics(A),SP19,12,3,100.0%,100.0%,4.50,A(4.00),N/A
"Vickerman,LindaJoanne",TDAC109-SingingforActors(A),SP19,15,4,100.0%,100.0%,9.00,A(4.00),N/A
"Robichaux,RichardMichael",TDAC110-ActingfortheCamera(A),SP19,22,6,100.0%,100.0%,5.83,A-(3.83),A-(3.88)
"Chang,JenniferM.",TDAC112-SeniorSeminarinActing(B),SP19,25,4,100.0%,100.0%,5.50,A-(3.75),B+(3.60)
"Clancy,Liam",TDDM101-DanceMaking2(A),SP19,15,7,100.0%,100.0%,0.50,A(4.00),N/A
"Smith,AlisonD",TDDM5-SiteSpecificDance&Perform(A),SP19,31,11,100.0%,100.0%,0.90,A-(3.90),A-(3.93)
"Powell,Lora",TDDR101-StageManagement(A),SP19,38,19,100.0%,100.0%,3.34,A-(3.82),A-(3.83)
"Salovey,Todd",TDGE100-CreatingtheRoleofLeader(A),SP19,50,19,100.0%,100.0%,2.92,A(4.00),A-(3.86)
"Rubinstein,Kim",TDGE11-GreatPerformancesonFilm(A),SP19,191,63,96.6%,74.1%,2.63,A-(3.72),B+(3.64)
"Power,JadeYukana",TDGE11-GreatPerformancesonFilm(B),SP19,200,84,89.2%,86.4%,2.38,B+(3.68),B+(3.33)
"Fulton,Julia",TDGE124-CultFilms:WeirdlyDramatic(A),SP19,214,76,98.6%,98.6%,1.57,A-(3.83),B+(3.41)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(A),SP19,20,9,77.8%,77.8%,6.28,A-(3.86),A-(3.93)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(B),SP19,19,3,100.0%,100.0%,3.83,A(4.00),A-(3.93)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(C),SP19,20,4,100.0%,66.7%,5.00,A-(3.75),A-(3.93)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(D),SP19,20,9,100.0%,100.0%,2.79,B+(3.60),A-(3.93)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(E),SP19,17,9,100.0%,100.0%,3.50,A-(3.80),A-(3.93)
"Guirguis,MarkC",TDGE87-FreshmanSeminar(B),SP19,9,6,100.0%,100.0%,1.83,A(4.00),N/A
"Wilson,TerryA.",TDHD21-DancePioneers/20th-21stCent(A),SP19,14,7,100.0%,100.0%,3.07,A-(3.83),N/A
"Burelle,JulieSaraVeronique",TDHT10-IntroductiontoPlayAnalysis(A),SP19,14,6,80.0%,50.0%,2.10,A-(3.80),N/A
"Burelle,JulieSaraVeronique",TDHT10-IntroductiontoPlayAnalysis(B),SP19,14,6,100.0%,100.0%,2.83,A(4.00),N/A
"Power,JadeYukana",TDHT101-Topics:Lit&TheatreHistory(A),SP19,25,9,87.5%,100.0%,4.50,B+(3.63),B+(3.58)
"Carmody,James",TDHT101-Topics:Lit&TheatreHistory(B),SP19,25,5,100.0%,100.0%,6.90,A(4.00),A-(3.73)
"Carmody,James",TDHT119-ProductionDramaturgy(A),SP19,15,4,100.0%,100.0%,6.00,A-(3.75),N/A
"Burelle,JulieSaraVeronique",TDHT23-Twentieth-CenturyTheatre(A),SP19,60,21,84.2%,94.1%,3.76,B+(3.33),B(3.30)
"Caligagan,MariaT.",TDMV1-BeginningBallet(A),SP19,36,12,100.0%,100.0%,2.50,A(4.00),A-(3.88)
"Smith,AlisonD",TDMV110-IntermediateBallet(A),SP19,19,15,100.0%,100.0%,1.83,A-(3.71),N/A
"Weinberg,Sadie",TDMV111-AdvancedBallet(A),SP19,5,4,100.0%,100.0%,1.83,A(4.00),N/A
"Snaith,Yolande",TDMV120-IntermediateContempDance(A),SP19,23,9,87.5%,87.5%,1.00,A(4.00),A(4.00)
"Wilson,TerryA.",TDMV120-IntermediateContempDance(B),SP19,33,19,100.0%,93.8%,2.50,A-(3.87),A-(3.90)
"Geiger,Eric",TDMV122-AdvancedContemporaryDance(A),SP19,17,3,100.0%,100.0%,0.50,B+(3.50),N/A
"Rincon,Alicia",TDMV130-IntermediateJazz(A),SP19,35,12,100.0%,100.0%,2.68,A(4.00),A(4.00)
"Caligagan,MariaT.",TDMV133-AdvancedJazzDance(A),SP19,14,5,100.0%,100.0%,2.50,A(4.00),N/A
"Caligagan,Tony",TDMV141-AdvDancesoftheWorld(A),SP19,25,8,100.0%,100.0%,4.75,A(4.00),A-(3.89)
"Caligagan,Tony",TDMV142-LatinDanceoftheWorld(A),SP19,66,24,100.0%,100.0%,3.68,A(4.00),A-(3.97)
"Foster-King,Sandra",TDMV143-WestAfricanDance(A),SP19,50,12,81.8%,81.8%,2.32,A(4.00),A(4.00)
"Jun,GraceShinHae",TDMV148-IntermediateHipHop(A),SP19,46,22,100.0%,100.0%,1.93,A-(3.70),A-(3.83)
"Jun,GraceShinHae",TDMV149-AdvancedHip-Hop(A),SP19,12,4,100.0%,100.0%,3.00,A(4.00),N/A
"Sammartano,Tonnie",TDMV2-BeginningContemporaryDance(A),SP19,35,14,90.9%,100.0%,1.05,A-(3.73),A-(3.71)
"Geiger,Eric",TDMV2-BeginningContemporaryDance(B),SP19,35,27,95.8%,100.0%,1.50,A-(3.95),A-(3.89)
"Snaith,Yolande",TDMV2-BeginningContemporaryDance(C),SP19,31,7,85.7%,85.7%,1.36,A-(3.86),A-(3.99)
"Clancy,Liam",TDMV2-BeginningContemporaryDance(D),SP19,34,30,96.6%,96.6%,0.78,A-(3.86),A-(3.97)
"Snaith,Yolande",TDMV20-MovementLab(A),SP19,30,8,100.0%,100.0%,1.50,A(4.00),A-(3.88)
"Arcidiacono,Kristin",TDMV3-BeginningJazz(A),SP19,31,8,100.0%,100.0%,4.50,A-(3.83),A-(3.75)
"Guirguis,MarkC",TDPR6-TheatrePracticum(A),SP19,23,13,81.8%,100.0%,4.32,B+(3.64),B+(3.59)
"Padilla,LilianaCamille",TDPW1-IntroductiontoPlaywriting(A),SP19,14,6,100.0%,100.0%,3.50,A(4.00),N/A
"Padilla,LilianaCamille",TDPW1-IntroductiontoPlaywriting(B),SP19,14,3,100.0%,100.0%,2.50,A(4.00),N/A
"Padilla,LilianaCamille",TDPW1-IntroductiontoPlaywriting(D),SP19,14,8,100.0%,100.0%,3.93,B+(3.43),N/A
"Padilla,LilianaCamille",TDPW1-IntroductiontoPlaywriting(E),SP19,13,8,100.0%,100.0%,5.07,A(4.00),N/A
"Padilla,LilianaCamille",TDPW1-IntroductiontoPlaywriting(F),SP19,14,5,100.0%,100.0%,2.50,A-(3.80),N/A
"Iizuka,NaomiHisako",TDPW102-AdvancedPlaywriting(A),SP19,18,7,100.0%,100.0%,4.83,A-(3.83),N/A
"Smith,AlisonD",TDTR20-DanceOnFilm(A),SP19,23,10,100.0%,100.0%,2.72,A-(3.86),A-(3.88)
"Walsh,KimC.",TDAC1-IntroductiontoActing(A),WI19,20,8,100.0%,75.0%,3.07,A-(3.86),A-(3.98)
"Walsh,KimC.",TDAC1-IntroductiontoActing(B),WI19,21,17,100.0%,100.0%,2.07,A(4.00),A-(3.98)
"Walsh,KimC.",TDAC1-IntroductiontoActing(C),WI19,20,7,100.0%,83.3%,3.17,A(4.00),A-(3.98)
"Walsh,KimC.",TDAC1-IntroductiontoActing(D),WI19,20,17,100.0%,100.0%,2.38,A-(3.93),A-(3.98)
"Walsh,KimC.",TDAC1-IntroductiontoActing(E),WI19,21,16,100.0%,100.0%,2.37,A(4.00),A-(3.98)
"Walsh,KimC.",TDAC1-IntroductiontoActing(F),WI19,20,11,100.0%,100.0%,2.00,A(4.00),A-(3.98)
"Walsh,KimC.",TDAC1-IntroductiontoActing(G),WI19,19,15,100.0%,100.0%,4.10,A-(3.93),A-(3.98)
"Walsh,KimC.",TDAC1-IntroductiontoActing(H),WI19,18,12,90.0%,80.0%,2.70,A-(3.70),A-(3.98)
"Walsh,KimC.",TDAC1-IntroductiontoActing(I),WI19,19,14,100.0%,100.0%,2.75,A-(3.75),A-(3.98)
"Walsh,KimC.",TDAC1-IntroductiontoActing(J),WI19,18,14,100.0%,100.0%,2.17,A-(3.86),A-(3.98)
"Walsh,KimC.",TDAC1-IntroductiontoActing(K),WI19,19,6,100.0%,100.0%,4.00,A(4.00),A-(3.98)
"Salovey,Todd",TDAC101-ActingI(A),WI19,21,13,100.0%,90.9%,4.50,A-(3.85),A-(3.84)
"Walsh,KimC.",TDAC101-ActingI(B),WI19,19,9,100.0%,100.0%,2.75,A-(3.88),N/A
"Harting,CarlaKelso",TDAC102-ActingII(A),WI19,14,3,100.0%,100.0%,4.50,A(4.00),N/A
"Robichaux,NatalieGriffith",TDAC102-ActingII(B),WI19,16,7,100.0%,100.0%,4.50,A-(3.86),N/A
"Rubinstein,Kim",TDAC103A-ActingIntensiveI(A),WI19,26,10,100.0%,100.0%,6.72,A-(3.89),A-(3.90)
"Barricelli,MarcAlexander",TDAC104-ClassicalText(A),WI19,16,3,100.0%,100.0%,1.83,A(4.00),N/A
"Barnes,EvaE",TDAC108-AdvancedTopics(A),WI19,24,7,100.0%,100.0%,5.07,A(4.00),A-(3.91)
"Tregar,KristenLauren",TDAC122-Ensemble:UndergradProduction(B),WI19,16,6,100.0%,100.0%,8.10,A(4.00),N/A
"Guirguis,MarkC",TDDE1-Intro/DesignfortheTheatre(A),WI19,78,43,82.9%,97.4%,5.52,B+(3.62),B+(3.44)
"Guirguis,MarkC",TDDE101-TheatreProcess-ScenicDesign(A),WI19,17,3,100.0%,100.0%,5.17,A(4.00),N/A
"Burrett,Alan",TDDE121-TheatreProcess-Lighting(A),WI19,14,6,100.0%,100.0%,3.70,A(4.00),N/A
"Guirguis,MarkC",TDDE130-AssistantDesigner(A),WI19,4,3,100.0%,100.0%,9.17,A(4.00),N/A
"Cole,MelanieChen",TDDE141-TheatreProcess-SoundDesign(A),WI19,19,9,100.0%,100.0%,4.72,A(4.00),N/A
"Petrovich,VictoriaA.",TDDE151-DigitalVideoDesign(A),WI19,19,13,84.6%,100.0%,5.58,A-(3.83),N/A
"Porter,Lisa",TDDR101-StageManagement(A),WI19,38,21,100.0%,100.0%,2.83,A-(3.83),A-(3.83)
"Tompa,Gabor",TDDR108-TextAnalysis/Actors&Directors(A),WI19,20,10,77.8%,66.7%,1.83,A-(3.78),B+(3.66)
"Carmody,James",TDDR111-Directing-ActingProcess(A),WI19,16,3,100.0%,66.7%,3.17,B(3.00),N/A
"Salovey,Todd",TDGE1-IntroductiontoTheatre(A),WI19,119,66,100.0%,100.0%,2.41,A-(3.74),A-(3.86)
"Havis,Allan",TDGE10-TheatreandFilm(B),WI19,192,73,84.8%,91.0%,1.51,B+(3.60),B(3.14)
"White,BryanCurtiss",TDGE11-GreatPerformancesonFilm(A),WI19,186,77,98.5%,98.5%,2.90,A-(3.72),B+(3.49)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(A),WI19,17,10,100.0%,87.5%,2.06,A-(3.71),B+(3.63)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(B),WI19,11,5,100.0%,80.0%,3.70,B+(3.60),B+(3.63)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(C),WI19,19,14,75.0%,83.3%,2.96,A-(3.82),B+(3.63)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(D),WI19,18,6,100.0%,100.0%,5.70,A(4.00),B+(3.63)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(E),WI19,15,13,90.0%,100.0%,4.70,B+(3.67),B+(3.63)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(F),WI19,20,9,100.0%,100.0%,3.64,B+(3.57),B+(3.63)
"Robichaux,NatalieGriffith",TDGE25-PublicSpeaking(G),WI19,18,7,85.7%,66.7%,4.50,B+(3.50),B+(3.63)
"Smith,AlisonD",TDHD176-DanceHistory:SpecialTopics(A),WI19,19,6,80.0%,100.0%,3.83,B+(3.67),N/A
"Clancy,Liam",TDHD20-LookingatDance(A),WI19,12,9,100.0%,100.0%,2.94,A-(3.89),N/A
"Burelle,JulieSaraVeronique",TDHT10-IntroductiontoPlayAnalysis(C),WI19,14,8,100.0%,100.0%,4.79,B+(3.57),N/A
"Burelle,JulieSaraVeronique",TDHT10-IntroductiontoPlayAnalysis(D),WI19,12,4,100.0%,100.0%,3.00,A(4.00),N/A
"Carmody,James",TDHT101-Topics:Lit&TheatreHistory(A),WI19,34,5,80.0%,80.0%,1.30,B+(3.40),A-(3.86)
"Power,JadeYukana",TDHT101-Topics:Lit&TheatreHistory(B),WI19,20,9,100.0%,100.0%,4.25,B+(3.38),A-(3.76)
"Smarr,JanetL.",TDHT22-Theatre1500-1900(A),WI19,62,25,77.3%,81.8%,4.50,B+(3.35),B(3.04)
"Glabe,HeatherG.",TDMV1-BeginningBallet(A),WI19,35,13,100.0%,91.7%,0.67,A(4.00),A-(3.79)
"Arcidiacono,Kristin",TDMV11-TheatricalTap(A),WI19,38,14,100.0%,100.0%,1.42,A-(3.77),A-(3.92)
"Caligagan,MariaT.",TDMV110-IntermediateBallet(A),WI19,21,7,100.0%,100.0%,1.36,A(4.00),A-(3.92)
"Weinberg,Sadie",TDMV111-AdvancedBallet(A),WI19,9,6,100.0%,100.0%,0.50,A(4.00),N/A
"Snaith,Yolande",TDMV120-IntermediateContempDance(A),WI19,18,6,100.0%,100.0%,2.10,A-(3.80),N/A
"Smith,AlisonD",TDMV120-IntermediateContempDance(B),WI19,27,20,100.0%,100.0%,1.55,A-(3.84),A-(3.91)
"Sammartano,Tonnie",TDMV122-AdvancedContemporaryDance(A),WI19,15,6,100.0%,100.0%,3.17,A(4.00),N/A
"Rincon,Alicia",TDMV130-IntermediateJazz(A),WI19,22,9,87.5%,87.5%,1.50,A-(3.88),A-(3.97)
"Jun,GraceShinHae",TDMV138-BeginningHipHop(A),WI19,33,12,91.7%,100.0%,2.67,A-(3.90),A-(3.87)
"Caligagan,Tony",TDMV142-LatinDanceoftheWorld(A),WI19,54,19,100.0%,88.2%,3.83,A(4.00),A-(3.99)
"Foster-King,Sandra",TDMV143-WestAfricanDance(A),WI19,41,7,100.0%,100.0%,3.36,A(4.00),A-(3.97)
"Caligagan,Tony",TDMV146-IntermediateLatinDance(A),WI19,32,11,100.0%,100.0%,3.95,B+(3.56),A-(3.83)
"Jun,GraceShinHae",TDMV148-IntermediateHipHop(A),WI19,19,3,100.0%,100.0%,0.50,A(4.00),N/A
"Geiger,Eric",TDMV2-BeginningContemporaryDance(A),WI19,24,22,100.0%,100.0%,1.10,A-(3.94),A-(3.73)
"Snaith,Yolande",TDMV2-BeginningContemporaryDance(B),WI19,24,13,84.6%,92.3%,1.12,A-(3.92),A-(3.96)
"Clancy,Liam",TDMV2-BeginningContemporaryDance(C),WI19,34,10,100.0%,100.0%,1.61,A(4.00),A-(3.95)
"Rincon,Alicia",TDMV3-BeginningJazz(A),WI19,27,13,100.0%,100.0%,1.00,A-(3.92),A-(3.95)
"Geiger,Eric",TDPF161-Studies/Perform-WinterProduct(A),WI19,14,4,100.0%,100.0%,2.50,A(4.00),N/A
"Geiger,Eric",TDPF163-DanceRepertory(A),WI19,13,4,100.0%,100.0%,2.00,A(4.00),N/A
"Guirguis,MarkC",TDPR6-TheatrePracticum(A),WI19,43,15,92.9%,100.0%,6.07,A-(3.79),A-(3.73)
"Havis,Allan",TDPW101-IntermediatePlaywriting(A),WI19,14,10,87.5%,100.0%,4.25,A-(3.75),N/A
"Havis,Allan",TDPW101-IntermediatePlaywriting(B),WI19,15,3,100.0%,100.0%,3.50,B+(3.50),N/A
"Havis,Allan",TDPW101-IntermediatePlaywriting(C),WI19,13,3,100.0%,100.0%,8.50,A(4.00),N/A
"Havis,Allan",TDPW101-IntermediatePlaywriting(D),WI19,14,3,100.0%,100.0%,8.50,A(4.00),N/A
"Wilson,TerryA.",TDTR10-IntroductiontoDance(A),WI19,47,21,100.0%,100.0%,2.60,A-(3.90),A-(3.87)
"Smith,AlisonD",TDTR104-DanceTheory&Pedagogy(A),WI19,12,6,100.0%,100.0%,2.50,A(4.00),N/A
"Walsh,KimC.",TDAC1-IntroductiontoActing(A),FA18,20,12,100.0%,77.8%,2.90,A-(3.78),B+(3.42)
"Walsh,KimC.",TDAC1-IntroductiontoActing(B),FA18,18,13,100.0%,100.0%,4.17,B+(3.62),B+(3.42)
"Walsh,KimC.",TDAC1-IntroductiontoActing(C),FA18,20,13,100.0%,100.0%,1.95,A-(3.91),B+(3.42)
"Walsh,KimC.",TDAC1-IntroductiontoActing(D),FA18,20,15,100.0%,100.0%,2.63,A(4.00),B+(3.42)
"Walsh,KimC.",TDAC1-IntroductiontoActing(E),FA18,20,6,83.3%,83.3%,3.50,A-(3.83),B+(3.42)
"Walsh,KimC.",TDAC1-IntroductiontoActing(F),FA18,20,14,100.0%,100.0%,2.68,A-(3.92),B+(3.42)
"Walsh,KimC.",TDAC1-IntroductiontoActing(G),FA18,19,10,100.0%,100.0%,1.10,A(4.00),B+(3.42)
"Walsh,KimC.",TDAC1-IntroductiontoActing(H),FA18,20,15,100.0%,100.0%,1.97,A-(3.80),B+(3.42)
"Walsh,KimC.",TDAC1-IntroductiontoActing(I),FA18,20,20,100.0%,100.0%,2.30,A(4.00),B+(3.42)
"Walsh,KimC.",TDAC1-IntroductiontoActing(J),FA18,20,20,100.0%,100.0%,2.20,A-(3.95),B+(3.42)
"Walsh,KimC.",TDAC1-IntroductiontoActing(K),FA18,20,14,100.0%,100.0%,2.50,A(4.00),B+(3.42)
"Harting,CarlaKelso",TDAC101-ActingI(A),FA18,20,16,93.3%,100.0%,2.50,A-(3.87),A-(3.81)
"Robichaux,NatalieGriffith",TDAC101-ActingI(B),FA18,19,9,100.0%,88.9%,3.39,A(4.00),N/A
"Castro,RobertJess",TDAC102-ActingII(A),FA18,19,5,100.0%,100.0%,9.30,A-(3.80),N/A
"Barricelli,MarcAlexander",TDAC108-AdvancedTopics(A),FA18,15,3,100.0%,100.0%,3.83,B+(3.67),N/A
"Robichaux,NatalieGriffith",TDAC115-MovementforActors(A),FA18,17,10,66.7%,77.8%,2.50,A-(3.70),N/A
"Guirguis,MarkC",TDDE1-Intro/DesignfortheTheatre(A),FA18,88,42,71.8%,100.0%,5.53,B+(3.59),B+(3.53)
"Dolan,JudithA.",TDDE112-AdvancedCostumeDesign(A),FA18,10,5,100.0%,100.0%,5.00,A(4.00),N/A
"Guirguis,MarkC",TDDE131-SpecTopicsinTheatreDesign(A),FA18,7,3,100.0%,100.0%,4.50,A(4.00),N/A
"Smith,AlisonD",TDDM1-IntroductiontoDanceMaking(A),FA18,27,14,100.0%,100.0%,3.00,A(4.00),A-(3.94)
"Porter,Lisa",TDDR101-StageManagement(A),FA18,30,16,86.7%,100.0%,3.88,B(3.29),A-(3.86)
"Castro,RobertJess",TDDR111-Directing-ActingProcess(A),FA18,15,6,100.0%,100.0%,8.50,B+(3.67),N/A
"Salovey,Todd",TDGE1-IntroductiontoTheatre(A),FA18,119,48,97.8%,97.7%,2.63,A-(3.79),B+(3.69)
"Teshome,Tezeru",TDGE11-GreatPerformancesonFilm(A),FA18,184,86,85.5%,79.0%,2.50,A-(3.75),A-(3.74)
"Harting,CarlaKelso",TDGE25-PublicSpeaking(A),FA18,12,8,83.3%,66.7%,2.50,A-(3.80),N/A
"Harting,CarlaKelso",TDGE25-PublicSpeaking(B),FA18,18,9,85.7%,85.7%,4.21,B+(3.57),N/A
"Harting,CarlaKelso",TDGE25-PublicSpeaking(C),FA18,16,6,100.0%,100.0%,3.83,A-(3.80),N/A
"Harting,CarlaKelso",TDGE25-PublicSpeaking(D),FA18,15,6,100.0%,100.0%,2.50,B+(3.50),N/A
"Harting,CarlaKelso",TDGE25-PublicSpeaking(E),FA18,19,13,91.7%,100.0%,4.17,A-(3.73),N/A
"Harting,CarlaKelso",TDGE25-PublicSpeaking(F),FA18,16,11,100.0%,90.9%,3.95,A-(3.73),N/A
"Harting,CarlaKelso",TDGE25-PublicSpeaking(G),FA18,18,12,100.0%,100.0%,2.67,A(4.00),N/A
"Salovey,Todd",TDGE5-AGlimpseintoActing(A),FA18,39,15,100.0%,92.9%,2.19,A-(3.77),A-(3.75)
"Meyer,Ursula",TDGE87-FreshmanSeminar(B),FA18,10,6,83.3%,100.0%,0.83,N/A,N/A
"Rincon,PatriciaA.",TDGE87-FreshmanSeminar(C),FA18,15,6,100.0%,100.0%,0.83,A(4.00),N/A
"Rincon,PatriciaA.",TDGE89-DanceMovementExploration(A),FA18,34,18,100.0%,100.0%,0.74,A(4.00),A-(3.95)
"Burelle,JulieSaraVeronique",TDHT10-IntroductiontoPlayAnalysis(A),FA18,16,5,60.0%,100.0%,3.30,B(3.00),N/A
"Tregar,KristenLauren",TDHT101-Topics:Lit&TheatreHistory(A),FA18,24,13,100.0%,100.0%,8.81,B+(3.54),A-(3.83)
"Woods,WindDell",TDHT109-AfricanAmericanTheatre(A),FA18,51,18,88.2%,82.4%,4.50,B+(3.50),B+(3.66)
"White,BryanCurtiss",TDHT21-AncientandMedievalTheatre(A),FA18,61,31,83.9%,100.0%,3.34,A-(3.74),B+(3.59)
