Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Davis,ZeinabuI.",COMM102M-MMPP:Studio/TV(A),WI19,20,8,100.0%,100.0%,6.00,A(4.00),A-(3.82)
"Irani,LillyC",COMM106I-CI:InternetIndustry(A),WI19,117,44,92.5%,90.0%,3.69,B+(3.60),B+(3.49)
"Tanaka,StefanA.",COMM109I-MC:HistoryofInformation(A),WI19,33,7,71.4%,66.7%,5.36,B(3.00),B-(2.75)
"Hallin,DanielC",COMM109N-MC:AmericanNewsMedia(A),WI19,37,13,90.0%,90.0%,4.67,B(3.18),B-(3.00)
"Iatarola,BrianaMarie",COMM110M-LLC:Comm&Community(A),WI19,38,19,94.7%,100.0%,5.66,B+(3.68),A-(3.72)
"Guarrasi,Ivana",COMM110P-LLC:Lang&HumanCommunication(A),WI19,42,18,93.3%,93.3%,5.00,A-(3.94),B+(3.61)
"Zilberg,Elana","COMM111B-CCP:Borders,Space&Politics(A)",WI19,22,9,66.7%,66.7%,6.94,B+(3.56),B+(3.53)
"Cortes,DiegoM",COMM113T-IntmTopicsinCommunication(A),WI19,42,37,100.0%,100.0%,3.96,A-(3.89),B+(3.62)
"Whitworth-Smith,AndrewC",COMM113T-IntmTopicsinCommunication(B),WI19,23,23,100.0%,100.0%,4.68,B+(3.64),B+(3.32)
"Booker,AngelaN","COMM114D-CSI:NewMedia,Youth&Democracy(A)",WI19,82,33,83.9%,96.7%,4.82,B(3.29),B+(3.39)
"Sims,ChristopherO",COMM114I-CSI:MediaTech&SocialMvments(A),WI19,38,13,100.0%,100.0%,5.58,B+(3.38),B(3.26)
"Ridlen,TimothyMichael",COMM120M-AMP:MediaStereotypes(A),WI19,36,28,96.3%,96.3%,4.86,B+(3.35),B(3.08)
"Sims,ChristopherO",COMM124A-CriticalDesign/AdvStudio(A),WI19,49,14,100.0%,100.0%,5.50,B+(3.58),B+(3.53)
"DominguezRubio,Fernando","COMM132-AdvTopics-Comm,Poli&Socty(A)",WI19,14,11,100.0%,100.0%,5.95,B(3.27),N/A
"Dewey,MatthewD",COMM133-TelevisionandCitizenship(A),WI19,15,4,100.0%,100.0%,3.00,B+(3.50),N/A
"Booker,AngelaN",COMM146-AdvTopics-CulturalProduction(A),WI19,49,20,94.7%,100.0%,4.29,A-(3.74),A-(3.73)
"Fields,Gary",COMM158-Rep/Israeli/PalConflict(A),WI19,22,6,80.0%,100.0%,5.30,B(3.20),B+(3.30)
"Kidman,ShawnaF",COMM162-AdvStudiesinCulIndustries(A),WI19,17,14,100.0%,100.0%,3.50,B+(3.69),N/A
"DominguezRubio,Fernando",COMM164-InvisibleGeogPower&Inequal(A),WI19,22,11,100.0%,100.0%,6.50,B(3.18),B(3.21)
"Gates,Kelly","COMM166-Surveillance,Media&RiskSoc(A)",WI19,39,16,100.0%,92.9%,3.83,B+(3.60),B+(3.43)
"Alac,Morana",COMM174-Comm&SocialMachines(A),WI19,37,24,95.8%,95.8%,4.17,A-(3.87),B+(3.52)
"Zilberg,Elana",COMM183-GlobalEcon&ConsumerCulture(A),WI19,19,8,87.5%,75.0%,7.25,B(3.25),N/A
"Hickman,Louise",COMM190-JuniorSeminarinComm(A),WI19,21,4,100.0%,100.0%,3.50,A-(3.75),B+(3.40)
"Jack,CarolineSarah",COMM190-JuniorSeminarinComm(B),WI19,22,7,71.4%,66.7%,5.64,A-(3.71),B+(3.59)
"Kidman,ShawnaF",COMM190-JuniorSeminarinComm(C),WI19,23,4,100.0%,100.0%,5.00,A-(3.75),B(3.03)
"Alac,Morana",COMM190-JuniorSeminarinComm(D),WI19,22,7,100.0%,100.0%,4.90,B(3.20),B+(3.70)
"Serlin,David",COMM190-JuniorSeminarinComm(E),WI19,9,4,100.0%,75.0%,4.00,B+(3.50),N/A
"Muria,Magali",COMM196A-HonorsSeminar/Communication(A),WI19,12,7,83.3%,83.3%,12.83,B+(3.50),N/A
"Boateng,Boatema",COMM10-IntroductiontoCommunication(A),FA18,214,99,85.6%,89.8%,4.43,B+(3.35),B(3.13)
"Boateng,Boatema",COMM10-IntroductiontoCommunication(B),FA18,157,71,83.6%,87.9%,5.10,B+(3.31),B(3.13)
"Booker,AngelaN","COMM100A-Comm,thePerson&EverydayLife(A)",FA18,316,148,89.1%,92.6%,5.09,B+(3.36),B(3.14)
"Martinico,DanielJ",COMM101-IntroAudio-VisMediaPractice(A),FA18,75,47,100.0%,97.8%,5.76,A-(3.80),B+(3.40)
"Martinico,DanielJ",COMM101D-MPL:Non-LinearDigitalEditing(A),FA18,20,10,100.0%,100.0%,6.10,A-(3.80),B+(3.65)
"Davis,ZeinabuI.",COMM101K-MPL:DocumentarySketchbook(A),FA18,15,4,100.0%,100.0%,6.50,A(4.00),N/A
"Campion,CamilleE",COMM102C-MMPP:Media&DesignPracticum(A),FA18,18,4,100.0%,100.0%,2.50,B+(3.67),N/A
"Davis,ZeinabuI.",COMM103D-DocumentaryHistory&Theory(A),FA18,38,9,100.0%,100.0%,3.17,A-(3.78),B+(3.46)
"Muria,Magali",COMM103E-HistoryofElectronicMedia(A),FA18,18,12,66.7%,66.7%,3.83,B+(3.64),N/A
"Kovacs,AndrasBalint",COMM103F-HowtoReadaFilm(A),FA18,64,27,52.0%,52.0%,4.18,B(3.28),B+(3.40)
"Hallin,DanielC",COMM104G-CMS:LatinAmerica&Caribbean(A),FA18,16,4,100.0%,100.0%,3.50,B(3.25),N/A
"Ridlen,TimothyMichael",COMM105P-CommTech:PhotographicTechno(A),FA18,38,29,71.4%,74.1%,5.33,B+(3.48),B(3.14)
"Whitworth-Smith,AndrewC",COMM111A-Comm&CulProduction:Intro(A),FA18,29,26,100.0%,100.0%,4.27,B+(3.62),B+(3.56)
"Kidman,ShawnaF",COMM111G-CCP:PopularCulture(A),FA18,78,24,100.0%,95.5%,6.14,B+(3.68),B(3.17)
"Iatarola,BrianaMarie",COMM111T-CCP:CulturalPoliticsofSport(A),FA18,31,16,100.0%,100.0%,4.90,A-(3.86),B+(3.47)
"Dubee,AlexWilliam",COMM113T-IntmTopicsinCommunication(A),FA18,43,22,100.0%,100.0%,5.55,A-(3.76),A-(3.72)
"Pezzoli,Keith",COMM114T-CSI:ScienceCommunication(A),FA18,27,11,88.9%,100.0%,4.72,B+(3.67),B+(3.44)
"Simmons,CandiceG",COMM120W-AMP:WritingforDigitalMedia(B),FA18,24,6,83.3%,83.3%,1.83,A(4.00),A-(3.96)
"Hickman,Louise",COMM127-TheProblemofVoice(A),FA18,15,7,100.0%,100.0%,5.50,B+(3.67),N/A
"Fields,Gary","COMM131-Comm,Dissent,SocialMvments(A)",FA18,38,7,71.4%,83.3%,6.21,B+(3.43),B+(3.39)
"Cortes,DiegoM",COMM140-CinemainLatinAmerica(A),FA18,43,38,97.4%,97.3%,5.13,A-(3.79),A-(3.77)
"Anderson,PatrickW.","COMM145-History,Memory&PopularCultr(A)",FA18,84,32,96.4%,100.0%,5.00,A-(3.81),B(3.20)
"Kovacs,AndrasBalint",COMM146-AdvTopics-CulturalProduction(A),FA18,22,10,80.0%,70.0%,5.10,B+(3.40),A-(3.83)
"Simmons,CandiceG",COMM151-TheInfoAge:Fact&Fiction(A),FA18,20,5,100.0%,100.0%,4.00,A(4.00),A-(3.79)
"Guarrasi,Ivana",COMM172-AdvTopics-MediationInteract(A),FA18,6,4,100.0%,100.0%,3.00,A(4.00),N/A
"Alac,Morana",COMM173-InteractionwithTechnology(A),FA18,41,19,78.9%,100.0%,4.28,B+(3.68),B+(3.42)
"Hartouni,ValerieA",COMM190-JuniorSeminarinComm(A),FA18,20,6,80.0%,100.0%,4.90,A-(3.80),B(3.11)
"Sims,ChristopherO",COMM190-JuniorSeminarinComm(B),FA18,23,13,75.0%,83.3%,6.17,B+(3.58),B+(3.43)
"Hallin,DanielC",COMM190-JuniorSeminarinComm(C),FA18,15,5,100.0%,100.0%,3.30,B+(3.60),N/A
"Booker,AngelaN",COMM190-JuniorSeminarinComm(D),FA18,25,7,100.0%,100.0%,6.50,A-(3.86),B+(3.56)
"Dubee,AlexWilliam",COMM10-IntroductiontoCommunication(A),S218,84,26,88.0%,96.0%,5.27,B+(3.50),B(3.07)
"Bush,BarbaraAnn","COMM100B-Comm,Culture&Representation(A)",S218,35,25,83.3%,79.2%,9.94,B(3.28),B+(3.61)
"Collins,CarolineImani",COMM103F-HowtoReadaFilm(A),S218,26,19,100.0%,100.0%,4.17,A-(3.83),A-(3.73)
"Havis,Allan",COMM113T-IntmTopicsinCommunication(A),S218,20,10,100.0%,100.0%,4.50,B+(3.40),B+(3.34)
"Muria,Magali",COMM120M-AMP:MediaStereotypes(A),S218,15,7,100.0%,100.0%,6.79,B+(3.43),N/A
"Gluzman,EllenYelena",COMM174-Comm&SocialMachines(A),S218,8,8,100.0%,100.0%,8.00,B+(3.63),N/A
"Hickman,Louise",COMM190-JuniorSeminarinComm(A),S218,17,11,100.0%,100.0%,4.86,A-(3.73),N/A
"Guarrasi,Ivana","COMM100A-Comm,thePerson&EverydayLife(A)",S118,38,16,93.8%,93.8%,7.25,A-(3.75),B+(3.63)
"Dewey,MatthewD","COMM100C-Comm,Institutions&Power(A)",S118,17,5,60.0%,100.0%,6.90,B(3.00),N/A
"Walton,JonathanDouglas",COMM105G-CT:ComputerGameStudies(A),S118,32,10,100.0%,100.0%,5.10,A-(3.80),B+(3.68)
"McKenna,Denise",COMM107-VisualCulture(A),S118,33,10,70.0%,77.8%,5.90,B+(3.40),B+(3.50)
"Whitworth-Smith,AndrewC",COMM109D-MC:Advertising&Society(A),S118,38,34,100.0%,100.0%,4.79,B+(3.45),B+(3.31)
"Cortes,DiegoM",COMM140-CinemainLatinAmerica(A),S118,25,5,75.0%,75.0%,3.50,A-(3.75),A-(3.79)
"Anderson,PatrickW.",COMM190-JuniorSeminarinComm(A),S118,27,7,100.0%,100.0%,7.36,A(4.00),A-(3.71)
"Anderson,PatrickW.",COMM10-IntroductiontoCommunication(A),SP18,207,96,89.9%,93.2%,3.65,B+(3.49),B-(2.86)
"Gates,Kelly","COMM100C-Comm,Institutions&Power(A)",SP18,271,110,51.5%,53.1%,3.95,B+(3.37),B+(3.36)
"Martinico,DanielJ",COMM101D-MPL:Non-LinearDigitalEditing(A),SP18,19,8,100.0%,100.0%,5.25,A-(3.88),N/A
"Halm,GavinPatrick",COMM101M-MPL:Communicating&Computers(A),SP18,38,15,93.3%,100.0%,3.70,A-(3.93),A-(3.88)
"Ahn,PatriciaJeehyun",COMM101T-MediaProdLab:TopicsinProd(A),SP18,25,13,100.0%,100.0%,5.58,A-(3.85),B+(3.61)
"Campion,CamilleE",COMM102C-MMPP:Media&DesignPracticum(A),SP18,17,8,100.0%,83.3%,7.07,A-(3.86),N/A
"SimonSalazar,HarryLove",COMM102D-MMPP:PracticuminChildDev(A),SP18,24,3,66.7%,33.3%,4.50,A(4.00),B+(3.69)
"Davis,ZeinabuI.",COMM103D-DocumentaryHistory&Theory(A),SP18,63,22,100.0%,100.0%,4.98,B+(3.62),B+(3.37)
"Muria,Magali",COMM103E-HistoryofElectronicMedia(A),SP18,30,6,100.0%,100.0%,8.90,A-(3.80),B+(3.56)
"Tanaka,StefanA.",COMM106C-CI:HistorythruComics-Japan(A),SP18,36,12,70.0%,70.0%,5.90,B(3.00),B(3.22)
"Whitworth-Smith,AndrewC",COMM106V-CI:TVIndustry(A),SP18,44,39,97.4%,100.0%,4.50,B+(3.54),B+(3.42)
"Hallin,DanielC",COMM109N-MC:AmericanNewsMedia(A),SP18,68,20,88.9%,88.9%,4.50,B(3.22),B-(2.98)
"Vasquez,OlgaA.",COMM110M-LLC:Comm&Community(A),SP18,44,13,92.3%,92.3%,4.50,A(4.00),A-(3.82)
"Cortes,DiegoM",COMM111G-CCP:PopularCulture(A),SP18,50,39,94.7%,94.7%,3.68,B+(3.69),A-(3.72)
"Tanaka,StefanA.",COMM113T-IntmTopicsinCommunication(A),SP18,21,8,28.6%,28.6%,6.21,B-(2.86),B-(2.98)
"Iatarola,BrianaMarie","COMM114D-CSI:NewMedia,Youth&Democracy(A)",SP18,20,8,100.0%,87.5%,8.50,B+(3.63),B+(3.47)
"Lee,NancyStark",COMM126-ChildrenandMedia(A),SP18,36,17,87.5%,81.3%,6.25,B+(3.47),B(3.14)
"Guarrasi,Ivana",COMM127-TheProblemofVoice(A),SP18,29,11,100.0%,100.0%,4.70,B+(3.60),B+(3.67)
"Whitworth-Smith,AndrewC","COMM132-AdvTopics-Comm,Poli&Socty(A)",SP18,20,18,100.0%,100.0%,4.50,B+(3.56),B+(3.48)
"Kidman,ShawnaF",COMM134-MediaAudiences(A),SP18,44,23,100.0%,100.0%,3.50,A-(3.76),B+(3.33)
"Davis,ZeinabuI.",COMM137-BlackWomenFilmmakers(A),SP18,46,17,85.7%,100.0%,3.50,A-(3.93),B+(3.47)
"Fields,Gary",COMM158-Rep/Israeli/PalConflict(A),SP18,24,6,100.0%,100.0%,5.50,B+(3.50),B+(3.37)
"Burg,SuzanneM.M.",COMM160-PoliEconomy-InternatlComm(A),SP18,8,5,60.0%,60.0%,3.70,B+(3.60),N/A
"Guarrasi,Ivana",COMM170-Biography&LifeStories(A),SP18,22,12,90.9%,100.0%,4.68,A-(3.70),B+(3.69)
"Vasquez,OlgaA.",COMM172-AdvTopics-MediationInteract(A),SP18,19,8,71.4%,71.4%,2.75,B+(3.63),N/A
"Alac,Morana",COMM173-InteractionwithTechnology(A),SP18,42,18,94.4%,100.0%,3.83,B+(3.47),B+(3.36)
"Horwitz,RobertB",COMM176-CommunicationandReligion(A),SP18,25,8,87.5%,85.7%,7.25,B(3.25),B-(2.77)
"Zilberg,Elana",COMM183-GlobalEcon&ConsumerCulture(A),SP18,17,7,50.0%,50.0%,5.17,B+(3.40),N/A
"Gluzman,EllenYelena",COMM190-JuniorSeminarinComm(A),SP18,18,14,100.0%,100.0%,5.36,B+(3.46),N/A
"Alac,Morana",COMM190-JuniorSeminarinComm(B),SP18,23,15,100.0%,100.0%,7.36,A-(3.71),B+(3.65)
"Zilberg,Elana",COMM190-JuniorSeminarinComm(C),SP18,20,8,62.5%,57.1%,5.25,B(3.00),B(3.16)
"DominguezRubio,Fernando",COMM190-JuniorSeminarinComm(D),SP18,22,19,89.5%,94.1%,5.03,B+(3.47),B(3.15)
"Boateng,Boatema",COMM10-IntroductiontoCommunication(A),WI18,196,115,65.7%,58.7%,5.11,B(3.23),B(3.15)
"Serlin,David","COMM100B-Comm,Culture&Representation(A)",WI18,291,166,65.8%,59.2%,4.22,B+(3.36),B(3.20)
"Martinico,DanielJ",COMM101-IntroAudio-VisMediaPractice(A),WI18,107,68,96.5%,98.2%,5.81,A-(3.84),B+(3.52)
"Campion,CamilleE",COMM102C-MMPP:Media&DesignPracticum(A),WI18,20,7,100.0%,100.0%,5.36,A-(3.86),B+(3.60)
"SimonSalazar,HarryLove",COMM102D-MMPP:PracticuminChildDev(A),WI18,18,13,100.0%,100.0%,4.50,A-(3.77),N/A
"Ahn,PatriciaJeehyun",COMM102M-MMPP:Studio/TV(A),WI18,21,11,100.0%,100.0%,3.95,A-(3.91),A-(3.94)
"Hallin,DanielC",COMM104G-CMS:LatinAmerica&Caribbean(A),WI18,16,8,100.0%,100.0%,4.75,B(3.25),N/A
"Whitworth-Smith,AndrewC",COMM106F-CI:TheFilmIndustry(A),WI18,107,83,92.6%,93.8%,3.93,B+(3.42),B(3.09)
"Irani,LillyC",COMM106I-CI:InternetIndustry(B),WI18,75,40,94.9%,97.4%,3.76,B(3.26),B+(3.51)
"Guarrasi,Ivana","COMM110T-LLC:Language,Thought&Media(A)",WI18,67,38,100.0%,100.0%,4.01,B+(3.68),B+(3.38)
"Anderson,PatrickW.",COMM111P-CCP:Perform&CulturalStudies(A),WI18,72,30,93.1%,96.4%,3.60,A-(3.90),A-(3.72)
"Cortes,DiegoM",COMM111T-CCP:CulturalPoliticsofSport(A),WI18,47,34,100.0%,96.9%,4.63,A-(3.84),B+(3.58)
"Tanaka,StefanA.",COMM113T-IntmTopicsinCommunication(A),WI18,25,16,50.0%,53.3%,3.50,B(3.00),B(3.23)
"Horwitz,RobertB","COMM114F-CSI:Law,Comm&FreedmofExprsn(A)",WI18,23,10,100.0%,100.0%,4.50,B+(3.40),B-(2.94)
"Sims,ChristopherO",COMM114I-CSI:MediaTech&SocialMvments(A),WI18,44,27,100.0%,100.0%,4.73,B+(3.48),B+(3.32)
"Pezzoli,Keith",COMM114T-CSI:ScienceCommunication(A),WI18,33,13,69.2%,69.2%,3.12,A-(3.77),A-(3.84)
"Randolph,EdwardGordon",COMM120N-AMP:NewsMediaWorkshop(A),WI18,14,4,75.0%,75.0%,5.50,B+(3.33),N/A
"Sims,ChristopherO",COMM124B-CriticalDesign/TopicStudio(A),WI18,21,10,100.0%,100.0%,4.28,A(4.00),B+(3.47)
"Fields,Gary","COMM131-Comm,Dissent,SocialMvments(A)",WI18,39,16,100.0%,100.0%,5.88,B+(3.63),B+(3.48)
"Whitworth-Smith,AndrewC",COMM140-CinemainLatinAmerica(A),WI18,30,26,92.3%,100.0%,3.73,B+(3.38),B(3.28)
"Anderson,PatrickW.","COMM145-History,Memory&PopularCultr(A)",WI18,69,32,90.6%,90.3%,3.27,A-(3.91),A-(3.76)
"Kidman,ShawnaF",COMM162-AdvStudiesinCulIndustries(A),WI18,17,14,92.9%,100.0%,2.07,B+(3.64),N/A
"Gates,Kelly","COMM166-Surveillance,Media&RiskSoc(A)",WI18,48,19,100.0%,100.0%,3.72,B+(3.39),B(3.23)
"Vasquez,OlgaA.",COMM168-BilingualCommunication(A),WI18,17,10,50.0%,50.0%,7.10,A-(3.90),N/A
"CordobaAzcarate,Matilde",COMM180-AdvCommunicationTheory(A),WI18,16,11,90.9%,90.0%,5.23,B+(3.60),N/A
"CordobaAzcarate,Matilde",COMM181-NeoliberalCities(A),WI18,25,16,93.8%,93.8%,3.63,B+(3.63),A-(3.70)
"Serlin,David",COMM190-JuniorSeminarinComm(A),WI18,21,11,90.9%,90.0%,4.32,B(3.09),A-(3.72)
"Vasquez,OlgaA.",COMM190-JuniorSeminarinComm(B),WI18,25,6,60.0%,60.0%,6.90,A(4.00),A-(3.95)
"Conner,ThomasHartnell",COMM190-JuniorSeminarinComm(C),WI18,22,12,100.0%,100.0%,5.41,B+(3.45),B+(3.68)
"Hartouni,ValerieA",COMM190-JuniorSeminarinComm(D),WI18,23,10,100.0%,88.9%,2.72,B(3.25),B(3.08)
"DominguezRubio,Fernando",COMM10-IntroductiontoCommunication(A),FA17,432,238,82.3%,81.9%,4.93,B+(3.41),B-(2.97)
"Booker,AngelaN",COMM100A-SituatedPractices(A),FA17,231,130,66.9%,94.3%,5.69,B+(3.34),B+(3.35)
"Irani,LillyC",COMM100A-SituatedPractices(A),FA17,231,130,66.9%,83.5%,5.69,B+(3.34),B+(3.35)
"Davis,ZeinabuI.",COMM101-IntroAudio-VisMediaPractice(A),FA17,64,29,88.5%,100.0%,7.86,A-(3.81),B+(3.39)
"Martinico,DanielJ",COMM101K-MPL:DocumentarySketchbook(A),FA17,17,5,100.0%,100.0%,6.00,A(4.00),N/A
"Martinico,DanielJ",COMM101N-MPL:SoundPrductn&Manipulatn(A),FA17,20,9,100.0%,100.0%,5.83,A-(3.89),B+(3.67)
"Campion,CamilleE",COMM102C-MMPP:Media&DesignPracticum(A),FA17,19,4,100.0%,100.0%,5.50,A-(3.75),N/A
"SimonSalazar,HarryLove",COMM102D-MMPP:PracticuminChildDev(A),FA17,11,7,100.0%,100.0%,5.93,B+(3.57),N/A
"Collins,CarolineImani",COMM103F-HowtoReadaFilm(A),FA17,96,62,98.4%,98.3%,3.71,A-(3.73),B+(3.45)
"Rea,StephenCampbell",COMM105G-CT:ComputerGameStudies(A),FA17,61,21,100.0%,100.0%,4.10,A-(3.86),A-(3.72)
"CordobaAzcarate,Matilde",COMM106G-CI:Tourism-GlobalIndustry(A),FA17,44,12,100.0%,90.9%,4.83,B+(3.50),B+(3.40)
"Goldfarb,Brian",COMM108D-POB:Disability(A),FA17,26,8,100.0%,100.0%,4.21,A(4.00),A(4.00)
"Halm,GavinPatrick",COMM109D-MC:Advertising&Society(A),FA17,61,28,81.5%,81.5%,4.13,A-(3.81),B+(3.53)
"Muria,Magali",COMM109P-MC:PropagandaandPersuasion(A),FA17,27,9,55.6%,77.8%,3.39,B+(3.44),B+(3.34)
"Cortes,DiegoM",COMM111A-Comm&CulProduction:Intro(A),FA17,40,19,94.1%,94.1%,4.61,A-(3.72),A-(3.74)
"Ahn,PatriciaJeehyun",COMM113T-IntmTopicsinCommunication(A),FA17,63,34,100.0%,100.0%,4.24,A-(3.97),A-(3.84)
"Kleske,Andrew",COMM120N-AMP:NewsMediaWorkshop(A),FA17,31,12,91.7%,83.3%,3.67,A-(3.92),A-(3.75)
"Pesch,Katrin",COMM120W-AMP:WritingforDigitalMedia(A),FA17,22,12,75.0%,66.7%,4.83,B+(3.36),B+(3.41)
