Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Lasheras,JuanC.",MAE104-Aerodynamics(A),SP19,11,5,100.0%,100.0%,5.30,A(4.00),N/A
"Bandaru,Prabhakar",MAE105-IntroToMathematicalPhysics(A),SP19,145,65,83.3%,96.6%,7.29,B-(2.97),B(3.16)
"Pham,HieuTan",MAE107-ComputationalMethods/Engineer(B),SP19,139,48,93.5%,93.5%,6.98,B(3.29),B(3.27)
"Becker,JanetMaria",MAE108-Prob&Stats/Method/MechEng(A),SP19,222,102,54.6%,50.5%,6.94,B(3.14),B(3.25)
"Saha,Abhishek",MAE110-ThermodynamicSystems(A),SP19,12,10,100.0%,100.0%,7.61,B+(3.38),N/A
"Anderegg,Francois",MAE117A-ElementaryPlasmaPhysics(A),SP19,9,5,100.0%,100.0%,5.70,B(3.20),N/A
"Coimbra,CarlosF.",MAE119-IntroRenewEnerg/Solar&Wind(A),SP19,49,39,97.4%,94.7%,6.24,B+(3.36),B+(3.33)
"Arefiev,Alexey",MAE120-IntroductiontoNuclearEnergy(A),SP19,37,35,91.4%,97.1%,5.87,B(3.12),B+(3.32)
"Teranes,Jane",MAE124-EnvrnmntlChall:Science&Sol(A),SP19,48,23,100.0%,100.0%,3.90,B+(3.57),B+(3.35)
"Pawlak,GenoRonald",MAE126B-EnvironmentalEngineeringDes.(B),SP19,41,13,84.6%,84.6%,9.83,A-(3.75),B+(3.57)
"Lubarda,Marko",MAE130A-MechanicsI:Statics(A),SP19,68,23,100.0%,100.0%,4.88,B+(3.62),B(3.10)
"Ghazinejad,Maziar",MAE130B-MechanicsII:Dynamics(A),SP19,206,177,96.6%,98.9%,7.62,B(3.29),B(3.13)
"Friend,JamesRobert",MAE130B-MechanicsII:Dynamics(B),SP19,63,57,87.7%,98.2%,9.69,B-(2.91),B(3.14)
"Nemat-Nasser,Siavouche",MAE131A-SolidMechanicsI(A),SP19,216,90,92.9%,76.2%,6.55,B(3.25),C+(2.49)
"AbiGhanem,Maroun",MAE131A-SolidMechanicsI(B),SP19,110,90,94.4%,85.4%,6.57,B(3.19),B(3.26)
"Frazier,Michael",MAE131B-SolidMechanicsII(A),SP19,15,10,50.0%,50.0%,7.39,B(3.10),N/A
"deOliveira,Mauricio",MAE143B-LinearControl(B),SP19,260,126,59.3%,76.9%,8.31,B-(2.92),B(3.09)
"deOliveira,Mauricio",MAE148-IntrotoAutonomousVehicles(B),SP19,18,12,100.0%,100.0%,8.50,A-(3.83),N/A
"Silberman,Jack",MAE148-IntrotoAutonomousVehicles(B),SP19,18,12,100.0%,91.7%,8.50,A-(3.83),N/A
"Tolley,MichaelThomas",MAE150-Computer-AidedAnalysis&Design(B),SP19,66,25,91.3%,87.0%,10.07,B+(3.48),B-(2.92)
"Anderson,MarkRonald",MAE155B-AerospaceEngineeringDesgnII(C),SP19,64,19,94.4%,100.0%,7.03,B+(3.58),A-(3.74)
"Hwang,JohnT",MAE155B-AerospaceEngineeringDesgnII(D),SP19,29,28,100.0%,100.0%,11.07,A-(3.71),A-(3.75)
"Delson,NathanJoseph",MAE156B-Fund.Prin/MechanicalDesgnII(A),SP19,28,11,100.0%,100.0%,15.50,A-(3.78),A-(3.81)
"Gillett,DavidS",MAE156B-Fund.Prin/MechanicalDesgnII(C),SP19,33,21,95.2%,100.0%,14.12,B+(3.57),B+(3.60)
"Ghazinejad,Maziar",MAE156B-Fund.Prin/MechanicalDesgnII(D),SP19,20,16,93.8%,86.7%,12.38,B(3.27),A-(3.71)
"Evdokimenko,Ekaterina",MAE160-MechanicalBehavior/Materials(A),SP19,41,26,92.0%,100.0%,5.94,B+(3.64),B+(3.60)
"Boechler,nicholasSebastia",MAE170-ExperimentalTechniques(A),SP19,138,98,54.6%,87.6%,9.36,B(3.07),B+(3.37)
"Garay,Javier",MAE170-ExperimentalTechniques(A),SP19,135,103,50.0%,75.2%,11.19,B(3.06),B+(3.37)
"Anderson,MarkRonald",MAE184-FlightSimulationTechniques(A),SP19,46,20,100.0%,93.8%,7.25,A-(3.93),A-(3.82)
"Coimbra,CarlosF.",MAE198-DirectedGroupStudy(A),SP19,12,3,100.0%,100.0%,0.50,N/A,N/A
"Coimbra,CarlosF.",MAE198-DirectedGroupStudy(B),SP19,12,3,100.0%,100.0%,1.50,N/A,N/A
"Delson,NathanJoseph",MAE198-DirectedGroupStudy(C),SP19,7,3,100.0%,100.0%,10.50,A(4.00),N/A
"Delson,NathanJoseph",MAE3-Intro/EngineeringGraphcs&Desn(B),SP19,151,120,81.5%,93.3%,13.68,B+(3.42),B+(3.36)
"Morimoto,Tania",MAE3-Intro/EngineeringGraphcs&Desn(B),SP19,151,120,81.5%,91.5%,13.68,B+(3.42),B+(3.36)
"Gibson,CarlH.",MAE5-QuantitativeComputerSkills(A),SP19,96,40,77.8%,77.8%,4.78,B+(3.60),A-(3.82)
"Lubarda,Marko",MAE8-MATLABProgramforEngrAnalys(A),SP19,194,99,90.5%,96.8%,5.13,B+(3.51),B+(3.30)
"Coimbra,CarlosF.",MAE93-DesignCompet/DesignRaceCar(A),SP19,15,7,100.0%,100.0%,6.50,N/A,N/A
"Nomura,KeikoK.",MAE101A-IntroductoryFluidMechanics(A),WI19,145,57,98.1%,85.2%,7.24,B(3.11),B(3.18)
"DelAlamo,JuanCarlos",MAE101A-IntroductoryFluidMechanics(B),WI19,40,17,81.3%,68.8%,8.62,B-(2.76),B-(3.00)
"LlewellynSmith,StefanG.",MAE101B-AdvancedFluidMechanics(A),WI19,15,11,90.9%,90.9%,7.41,B(3.27),N/A
"Miller,DavidR.",MAE101B-AdvancedFluidMechanics(B),WI19,50,17,94.1%,88.2%,10.26,B+(3.69),B+(3.44)
"Becker,JanetMaria",MAE105-IntroToMathematicalPhysics(A),WI19,109,45,66.7%,86.4%,8.72,B(3.05),B(3.17)
"Rangamani,Padmini",MAE11-Thermodynamics(A),WI19,189,170,97.6%,95.8%,7.62,B(3.29),B-(2.97)
"Sanchez,AntonioLuis",MAE113-FundamentalsofPropulsion(A),WI19,101,14,78.6%,64.3%,8.50,B(3.15),B-(2.97)
"Krasheninnikov,Sergei",MAE118-IntrotoEnergy&Environment(A),WI19,71,22,81.0%,76.2%,4.31,B+(3.48),B-(2.73)
"Kleissl,Jan",MAE123-Intro/TransprtinPorousMedia(A),WI19,65,22,90.0%,100.0%,6.12,B+(3.38),B(3.25)
"Kleissl,Jan",MAE125-BuildingEnergyEfficiency(A),WI19,37,14,85.7%,100.0%,5.88,B+(3.31),B+(3.68)
"Kleissl,Jan",MAE126A-EnvironmentalEnginringLab(A),WI19,52,15,100.0%,100.0%,8.93,A-(3.71),B+(3.47)
"Nemat-Nasser,Siavouche",MAE130A-MechanicsI:Statics(A),WI19,274,91,95.1%,80.0%,5.07,B+(3.33),B-(2.98)
"Eliasson,Veronica",MAE130B-MechanicsII:Dynamics(A),WI19,46,46,91.3%,93.5%,12.63,B(3.00),C+(2.45)
"Amaddeo,CarmenN.",MAE130B-MechanicsII:Dynamics(B),WI19,69,30,88.9%,92.6%,6.36,B(3.11),B(3.00)
"Nesterenko,VitaliF",MAE130C-MechanicsIII:Vibrations(A),WI19,112,42,74.4%,81.6%,6.97,B(3.00),B(3.25)
"Bahadori,MohammadYousef",MAE131A-SolidMechanicsI(A),WI19,34,12,91.7%,100.0%,6.00,B(3.17),B(3.04)
"Ghazinejad,Maziar",MAE131B-SolidMechanicsII(A),WI19,49,39,100.0%,100.0%,5.06,B(3.28),B(3.22)
"Cortes,Jorge",MAE140-LinearCircuits(A),WI19,103,39,94.4%,94.4%,7.07,B(3.17),B-(2.88)
"Anderson,MarkRonald",MAE142-Dynmcs&Control/AerospaceVehic(A),WI19,102,17,88.2%,100.0%,6.50,B-(2.88),B+(3.36)
"Bitmead,RobertR.",MAE143A-SignalsandSystems(A),WI19,256,95,45.5%,20.9%,9.32,B-(2.87),B(3.04)
"Martinez,Sonia",MAE145-RoboticPlanning&Estimation(A),WI19,38,8,75.0%,87.5%,7.75,B+(3.50),B+(3.44)
"Gravish,NicholasG",MAE150-Computer-AidedAnalysis&Design(A),WI19,30,15,93.3%,100.0%,8.77,B(3.23),C+(2.66)
"Delson,NathanJoseph",MAE154-Prod.Desgn.&Entrepreneur.(A),WI19,35,25,100.0%,95.8%,9.14,A-(3.92),B+(3.63)
"Anderson,MarkRonald",MAE155A-AerospaceEngineeringDesignI(B),WI19,91,18,100.0%,100.0%,5.79,B+(3.44),A-(3.78)
"Gravish,NicholasG",MAE156A-Fund.Prin./MechanicalDesgnI(A),WI19,55,18,87.5%,100.0%,9.38,B(3.13),B(3.14)
"Tustaniwskyj,JerryI",MAE156A-Fund.Prin./MechanicalDesgnI(B),WI19,45,8,50.0%,28.6%,10.75,B(3.25),B(3.27)
"Tustaniwskyj,JerryI",MAE156B-Fund.Prin/MechanicalDesgnII(B),WI19,36,12,81.8%,72.7%,17.77,B+(3.64),B+(3.68)
"Evdokimenko,Ekaterina",MAE160-MechanicalBehavior/Materials(B),WI19,116,53,98.1%,96.2%,5.04,B+(3.57),B+(3.63)
"Seshadri,Kalyanasundaram",MAE171A-MechanicalEngineeringLabI(A),WI19,142,31,58.6%,65.5%,9.67,B+(3.55),B+(3.45)
"deCallafon,RaymondA",MAE175A-AerospaceEngineeringLab(A),WI19,104,18,61.1%,61.1%,9.39,B(3.11),A-(3.71)
"Bahadori,MohammadYousef",MAE181-SpaceMissionAnalysis/Design(A),WI19,41,15,100.0%,100.0%,7.70,B+(3.43),B(3.22)
"Ghazinejad,Maziar",MAE198-DirectedGroupStudy(A),WI19,11,8,100.0%,100.0%,4.25,B+(3.33),N/A
"Garay,Javier",MAE20-ElementsofMaterialsScience(A),WI19,73,25,78.3%,73.9%,6.00,B(3.08),B-(2.93)
"Gibson,CarlH.",MAE5-QuantitativeComputerSkills(A),WI19,73,36,73.5%,73.5%,4.32,B+(3.68),A-(3.75)
"Delson,NathanJoseph",MAE7-SpatialVisualization(A),WI19,15,7,80.0%,100.0%,0.90,A(4.00),N/A
"Delson,NathanJoseph",MAE7-SpatialVisualization(B),WI19,14,11,100.0%,100.0%,2.32,A(4.00),N/A
"Delson,NathanJoseph",MAE7-SpatialVisualization(C),WI19,9,6,100.0%,100.0%,1.17,A(4.00),N/A
"Delson,NathanJoseph",MAE7-SpatialVisualization(D),WI19,9,7,100.0%,100.0%,0.50,A(4.00),N/A
"Pham,HieuTan",MAE8-MATLABProgramforEngrAnalys(A),WI19,159,52,80.4%,88.0%,7.62,B+(3.33),B(3.22)
"Sarkar,Sutanu",MAE101A-IntroductoryFluidMechanics(A),FA18,88,31,83.3%,58.6%,7.47,B(3.00),B(3.04)
"Chen,Renkun",MAE101C-HeatTransfer(A),FA18,213,71,93.9%,93.8%,6.07,B+(3.44),B+(3.32)
"Wang,Qingyang",MAE101C-HeatTransfer(B),FA18,13,9,100.0%,100.0%,6.28,B+(3.44),N/A
"Lasheras,JuanC.",MAE104-Aerodynamics(A),FA18,117,34,93.9%,93.9%,7.17,B(3.24),B-(2.78)
"Saintillan,David",MAE105-IntroToMathematicalPhysics(A),FA18,215,65,88.3%,93.2%,8.33,B-(2.88),B-(2.88)
"McEneaney,WilliamMichael",MAE107-ComputationalMethods/Engineer(A),FA18,210,59,92.9%,91.1%,6.06,B+(3.62),B+(3.33)
"Nomura,KeikoK.",MAE11-Thermodynamics(A),FA18,156,45,88.9%,86.7%,9.97,B+(3.38),B-(2.87)
"Pawlak,GenoRonald",MAE122-Flow&Transport/Environment(A),FA18,68,25,64.0%,72.0%,8.83,B(3.26),B(3.02)
"Loh,ChinHsiung",MAE130A-MechanicsI:Statics(A),FA18,54,23,72.7%,9.1%,5.23,C+(2.59),B(3.24)
"Amaddeo,CarmenN.",MAE130A-MechanicsI:Statics(B),FA18,63,33,100.0%,93.8%,6.75,B(3.28),B(3.15)
"Zhu,Qiang",MAE130C-MechanicsIII:Vibrations(A),FA18,114,24,95.7%,95.7%,6.50,B+(3.39),B(3.12)
"Loh,ChinHsiung",MAE130C-MechanicsIII:Vibrations(C),FA18,4,3,100.0%,0.0%,9.83,C+(2.33),N/A
"Bahadori,MohammadYousef",MAE131A-SolidMechanicsI(A),FA18,74,26,92.3%,88.5%,7.88,B(3.12),B-(2.85)
"deOliveira,Mauricio",MAE140-LinearCircuits(A),FA18,120,78,66.2%,71.4%,7.02,B-(2.85),B(3.16)
"Bewley,ThomasR",MAE144-EmbeddedControl&Robotics(A),FA18,69,26,64.0%,44.0%,10.50,B-(2.78),B+(3.43)
"deOliveira,Mauricio",MAE148-IntrotoAutonomousVehicles(A),FA18,14,6,100.0%,100.0%,9.17,A(4.00),N/A
"Silberman,Jack",MAE148-IntrotoAutonomousVehicles(A),FA18,14,6,100.0%,100.0%,9.17,A(4.00),N/A
"Talke,FrankE",MAE150-Computer-AidedAnalysis&Design(A),FA18,125,48,75.0%,70.2%,10.21,B(3.26),B-(2.71)
"Friend,JamesRobert",MAE150-Computer-AidedAnalysis&Design(B),FA18,48,46,89.1%,100.0%,7.98,B+(3.52),B-(2.97)
"Delson,NathanJoseph",MAE156A-Fund.Prin./MechanicalDesgnI(A),FA18,39,23,91.3%,82.6%,11.28,B+(3.57),B+(3.48)
"Xu,Sheng",MAE166-Nanomaterials(A),FA18,33,26,84.0%,84.0%,3.96,B(3.27),B+(3.65)
"Lal,Ratnesh",MAE170-ExperimentalTechniques(A),FA18,207,166,48.5%,57.0%,10.93,B(3.21),B(3.11)
"Bahadori,MohammadYousef",MAE180A-SpacecraftGuidanceI(A),FA18,119,31,96.7%,93.3%,5.63,B(3.24),C+(2.67)
"Anderson,MarkRonald",MAE2-IntrotoAerospaceEngineering(A),FA18,132,44,97.7%,100.0%,2.92,A-(3.79),B+(3.35)
"McKittrick,JoannaM",MAE20-ElementsofMaterialsScience(A),FA18,134,53,83.7%,79.6%,5.17,B+(3.59),B(3.19)
"Cai,Shengqiang",MAE21-AerospaceMaterialsScience(A),FA18,58,20,100.0%,94.7%,3.10,A-(3.85),A-(3.75)
"Lucas,AndrewJ.",MAE3-Intro/EngineeringGraphcs&Desn(A),FA18,89,80,80.0%,98.8%,13.83,B+(3.58),B+(3.50)
"Tolley,MichaelThomas",MAE3-Intro/EngineeringGraphcs&Desn(A),FA18,86,78,82.9%,96.0%,15.05,B+(3.57),B+(3.43)
"Gibson,CarlH.",MAE5-QuantitativeComputerSkills(A),FA18,72,27,84.6%,84.0%,4.81,A-(3.84),A-(3.95)
"Pham,HieuTan",MAE8-MATLABProgramforEngrAnalys(A),FA18,208,88,90.1%,96.3%,7.62,B+(3.44),B(3.24)
"Coimbra,CarlosF.",MAE93-DesignCompet/DesignRaceCar(A),FA18,19,16,100.0%,100.0%,6.25,A(4.00),N/A
"Bahadori,MohammadYousef",MAE101B-AdvancedFluidMechanics(A),S218,49,16,93.3%,92.9%,8.90,B(3.00),C+(2.65)
"Bahadori,MohammadYousef",MAE101C-HeatTransfer(A),S218,20,5,100.0%,100.0%,8.90,B(3.00),B-(2.94)
"AbiGhanem,Maroun",MAE130C-MechanicsIII:Vibrations(A),S218,22,21,100.0%,100.0%,8.02,B+(3.43),B(3.25)
"Lubarda,Marko",MAE131A-SolidMechanicsI(A),S218,31,14,100.0%,92.9%,8.35,B+(3.62),B(3.15)
"Silberman,Jack",MAE148-IntrotoAutonomousVehicles(A),S218,13,9,100.0%,100.0%,11.83,A-(3.78),N/A
"Lubarda,Marko",MAE8-MATLABProgramforEngrAnalys(A),S218,32,24,95.8%,95.8%,6.17,B+(3.54),B+(3.32)
"Bahadori,MohammadYousef",MAE101A-IntroductoryFluidMechanics(A),S118,41,8,57.1%,85.7%,11.64,B-(2.86),B-(2.82)
"Bandaru,Prabhakar",MAE105-IntroToMathematicalPhysics(A),S118,36,10,80.0%,90.0%,10.70,B+(3.50),B(3.21)
"Ezunkpe,YawoSemanu",MAE107-ComputationalMethods/Engineer(A),S118,46,19,78.9%,84.2%,9.13,B(3.21),B(3.26)
"Bahadori,MohammadYousef",MAE11-Thermodynamics(A),S118,37,12,75.0%,75.0%,11.83,B-(2.75),B-(2.77)
"Lubarda,Marko",MAE130A-MechanicsI:Statics(A),S118,30,12,100.0%,100.0%,5.95,B+(3.45),B(3.03)
"Eliasson,Veronica",MAE130B-MechanicsII:Dynamics(A),S118,55,49,93.9%,100.0%,12.21,B(3.10),B-(2.82)
"Evdokimenko,Ekaterina",MAE20-ElementsofMaterialsScience(B),S118,13,11,100.0%,100.0%,7.05,A(4.00),N/A
"Lubarda,Marko",MAE8-MATLABProgramforEngrAnalys(A),S118,32,12,100.0%,100.0%,7.59,A-(3.70),B+(3.43)
"Nomura,KeikoK.",MAE101B-AdvancedFluidMechanics(A),SP18,215,81,91.4%,85.7%,7.96,B+(3.33),N/A
"Li,Mengying",MAE101C-HeatTransfer(A),SP18,42,37,97.3%,97.3%,7.83,B+(3.43),B+(3.32)
"CarreiraPedro,HugoT",MAE101D-IntermediateHeatTransfer(A),SP18,9,4,100.0%,100.0%,4.00,B(3.25),N/A
"Becker,JanetMaria",MAE105-IntroToMathematicalPhysics(A),SP18,88,25,78.9%,84.2%,8.08,B(3.26),B-(3.00)
"Pham,HieuTan",MAE107-ComputationalMethods/Engineer(A),SP18,101,26,100.0%,100.0%,6.58,B+(3.48),B(3.25)
"Becker,JanetMaria",MAE108-Prob&Stats/Method/MechEng(A),SP18,180,60,75.5%,69.8%,5.82,B+(3.42),B(3.28)
"Bahadori,MohammadYousef",MAE110-ThermodynamicSystems(A),SP18,15,8,85.7%,71.4%,8.21,B(3.00),N/A
"Anderegg,Francois",MAE117A-ElementaryPlasmaPhysics(A),SP18,6,5,60.0%,100.0%,3.30,B+(3.60),N/A
"Arefiev,Alexey",MAE120-IntroductiontoNuclearEnergy(A),SP18,55,53,77.4%,90.6%,5.33,B(3.16),B(3.11)
"Teranes,Jane",MAE124-EnvrnmntlChall:Science&Sol(A),SP18,81,28,100.0%,100.0%,4.19,B+(3.35),B(3.25)
"Pawlak,GenoRonald",MAE126B-EnvironmentalEngineeringDes.(A),SP18,46,7,83.3%,83.3%,8.21,B+(3.57),A-(3.70)
"Lubarda,Marko",MAE130A-MechanicsI:Statics(A),SP18,52,13,100.0%,100.0%,5.23,B+(3.30),B(3.25)
"Friend,JamesRobert",MAE130B-MechanicsII:Dynamics(A),SP18,174,55,71.2%,73.1%,9.14,B(3.06),B(3.00)
"Nemat-Nasser,Siavouche",MAE131A-SolidMechanicsI(A),SP18,228,61,98.2%,91.1%,6.35,B+(3.61),B-(2.78)
"deOliveira,Mauricio",MAE143B-LinearControl(A),SP18,253,201,57.5%,61.5%,7.09,B(3.18),B(3.14)
"Silberman,Jack",MAE148-IntrotoAutonomousVehicles(A),SP18,14,6,100.0%,100.0%,5.70,A-(3.75),N/A
"Tolley,MichaelThomas",MAE150-Computer-AidedAnalysis&Design(A),SP18,47,25,100.0%,100.0%,8.68,B+(3.65),B(3.05)
"Anderson,MarkRonald",MAE155B-AerospaceEngineeringDesgnII(A),SP18,59,18,100.0%,100.0%,7.13,B+(3.63),B+(3.66)
"Harrington,StevenMerrill",MAE155B-AerospaceEngineeringDesgnII(B),SP18,13,5,100.0%,100.0%,4.90,B+(3.40),N/A
"Tustaniwskyj,JerryI",MAE156B-Fund.Prin/MechanicalDesgnII(A),SP18,34,19,78.9%,89.5%,16.39,B+(3.67),B+(3.60)
"Delson,NathanJoseph",MAE156B-Fund.Prin/MechanicalDesgnII(B),SP18,32,15,100.0%,92.3%,14.64,B+(3.50),A-(3.74)
"Gillett,DavidS",MAE156B-Fund.Prin/MechanicalDesgnII(C),SP18,30,19,89.5%,100.0%,15.34,B+(3.58),B+(3.51)
"Evdokimenko,Ekaterina",MAE160-MechanicalBehavior/Materials(A),SP18,16,10,80.0%,90.0%,5.39,B+(3.67),N/A
"Beg,FarhatN.",MAE170-ExperimentalTechniques(A),SP18,161,124,59.8%,79.2%,10.52,B(3.24),B(3.23)
"Boechler,nicholasSebastia",MAE170-ExperimentalTechniques(B),SP18,133,108,70.1%,95.2%,9.98,B+(3.34),B(3.21)
"Bahadori,MohammadYousef",MAE180A-SpacecraftGuidanceI(A),SP18,93,36,100.0%,97.0%,6.08,B(3.19),B-(2.98)
"Cai,Shengqiang",MAE21-AerospaceMaterialsScience(A),SP18,139,32,84.4%,64.5%,4.00,A-(3.72),B+(3.66)
"Delson,NathanJoseph",MAE3-Intro/EngineeringGraphcs&Desn(A),SP18,89,82,86.6%,88.9%,11.65,B+(3.48),B+(3.40)
"Garay,Javier",MAE3-Intro/EngineeringGraphcs&Desn(A),SP18,92,77,85.3%,88.0%,14.26,B+(3.36),B+(3.35)
"Gibson,CarlH.",MAE5-QuantitativeComputerSkills(A),SP18,68,25,72.7%,72.7%,4.31,A-(3.81),A(4.00)
"Lubarda,Marko",MAE8-MATLABProgramforEngrAnalys(A),SP18,180,71,87.0%,97.1%,5.21,B+(3.65),B+(3.37)
"Kleissl,Jan",MAE87-FreshmanSeminar(A),SP18,20,5,80.0%,100.0%,0.90,N/A,N/A
"Anderson,MarkRonald",MAE92A-DesignCompetitn/FlyAircraft(A),SP18,9,4,100.0%,100.0%,1.83,A(4.00),N/A
"Coimbra,CarlosF.",MAE93-DesignCompet/DesignRaceCar(A),SP18,22,15,100.0%,100.0%,7.30,A(4.00),N/A
"Nomura,KeikoK.",MAE101A-IntroductoryFluidMechanics(A),WI18,221,103,95.1%,84.3%,7.47,B(3.09),B(3.16)
"Miller,DavidR.",MAE101B-AdvancedFluidMechanics(A),WI18,59,29,92.0%,80.0%,10.50,B+(3.38),B(3.04)
"Rangamani,Padmini",MAE11-Thermodynamics(A),WI18,119,100,93.0%,94.9%,8.08,B(3.18),B-(2.90)
"Sanchez,AntonioLuis",MAE113-FundamentalsofPropulsion(A),WI18,90,31,96.6%,89.3%,8.57,B+(3.34),B(3.06)
"Krasheninnikov,Sergei",MAE118-IntrotoEnergy&Environment(A),WI18,87,29,67.9%,53.6%,3.57,B(3.12),B-(2.74)
"Tynan,GeorgeRobert",MAE119-IntroRenewEnerg/Solar&Wind(A),WI18,112,51,86.0%,82.0%,5.46,B(3.29),B(3.22)
"Kleissl,Jan",MAE123-Intro/TransprtinPorousMedia(A),WI18,49,14,100.0%,100.0%,5.73,B(3.15),B(3.16)
"Kleissl,Jan",MAE126A-EnvironmentalEnginringLab(A),WI18,48,11,100.0%,100.0%,5.41,B+(3.36),B(3.30)
"Nemat-Nasser,Siavouche",MAE130A-MechanicsI:Statics(A),WI18,241,91,92.8%,82.7%,5.27,B+(3.61),B(3.02)
"Eliasson,Veronica",MAE130B-MechanicsII:Dynamics(D),WI18,35,27,92.3%,92.3%,10.42,B(3.00),B-(2.79)
"Eliasson,Veronica",MAE130B-MechanicsII:Dynamics(E),WI18,32,21,90.0%,85.0%,9.36,B(3.00),B-(2.79)
"Nesterenko,VitaliF",MAE130C-MechanicsIII:Vibrations(A),WI18,134,51,75.0%,62.5%,6.76,B-(2.82),B(3.20)
"Boechler,nicholasSebastia",MAE131B-SolidMechanicsII(A),WI18,49,45,95.6%,95.6%,6.94,B(3.23),B(3.19)
"Cortes,Jorge",MAE140-LinearCircuits(B),WI18,154,73,88.2%,95.6%,7.62,B+(3.48),B-(2.99)
"Anderson,MarkRonald",MAE142-Dynmcs&Control/AerospaceVehic(A),WI18,88,21,100.0%,100.0%,5.07,A-(3.71),B+(3.47)
"deCallafon,RaymondA",MAE143A-SignalsandSystems(B),WI18,275,116,44.9%,44.9%,6.60,B-(2.85),B+(3.35)
"Martinez,Sonia",MAE145-RoboticPlanning&Estimation(A),WI18,49,20,94.4%,94.4%,6.50,B(3.25),B+(3.31)
"Gravish,NicholasG",MAE150-Computer-AidedAnalysis&Design(A),WI18,38,24,100.0%,100.0%,7.75,B+(3.38),B(3.12)
"Anderson,MarkRonald",MAE155A-AerospaceEngineeringDesignI(A),WI18,74,16,93.8%,100.0%,4.50,A-(3.88),A-(3.79)
"Delson,NathanJoseph",MAE156A-Fund.Prin./MechanicalDesgnI(A),WI18,62,27,38.5%,40.0%,13.12,B(3.23),B(3.27)
"Tustaniwskyj,JerryI",MAE156A-Fund.Prin./MechanicalDesgnI(B),WI18,36,14,46.2%,23.1%,11.58,B(3.15),B+(3.34)
"Tustaniwskyj,JerryI",MAE156B-Fund.Prin/MechanicalDesgnII(A),WI18,27,5,100.0%,100.0%,16.00,B+(3.50),B+(3.66)
"Graeve,OliviaA",MAE160-MechanicalBehavior/Materials(A),WI18,93,31,71.4%,64.3%,4.78,B+(3.64),B(3.17)
"Lal,Ratnesh",MAE171A-MechanicalEngineeringLabI(A),WI18,122,34,50.0%,40.6%,7.40,B+(3.50),B+(3.46)
"Seshadri,Kalyanasundaram",MAE171A-MechanicalEngineeringLabI(A),WI18,122,34,50.0%,56.3%,7.40,B+(3.50),B+(3.46)
