Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Caldwell,MichaelAlan","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S118,47,12,75.0%,91.7%,8.00,B-(2.92),B-(2.87)
"Parrish,MichaelE.","HUM4GS-Enlightmnt,Romnt,Rev/1660-1848(A)",S118,25,11,100.0%,100.0%,10.70,B+(3.30),B+(3.32)
"Cassedy,StevenDennis",HUM5-ModernCulture(1848-Present)(A),S118,50,13,63.6%,70.0%,5.95,B-(2.82),N/A
"Henderson,DavidKenneth",HUM5-ModernCulture(1848-Present)(A),S118,50,13,63.6%,75.0%,5.95,B-(2.82),B(3.08)
"Caciola,NancyA","HUM2-Rome,Christianity&MiddleAges(A)",SP18,268,165,63.3%,94.8%,5.99,B(3.11),B(3.10)
"Smarr,JanetL.","HUM2-Rome,Christianity&MiddleAges(B)",SP18,123,55,52.0%,70.8%,6.14,B(3.02),B-(2.91)
"Lyon,AntonyJ.","HUM2-Rome,Christianity&MiddleAges(C)",SP18,299,236,72.4%,94.4%,7.00,B-(2.98),B(3.03)
"Watts,EdwardJ.","HUM2-Rome,Christianity&MiddleAges(D)",SP18,155,105,64.9%,95.7%,6.83,B(3.03),B(3.09)
"Chodorow,StanleyA.","HUM2-Rome,Christianity&MiddleAges(E)",SP18,95,50,56.8%,79.1%,6.10,B(3.04),B(3.05)
"O'Brien,WilliamArctander",HUM5-ModernCulture(1848-Present)(B),SP18,232,115,79.8%,88.8%,4.69,B(3.11),B(3.11)
"Cassedy,StevenDennis",HUM5-ModernCulture(1848-Present)(C),SP18,230,106,59.2%,81.3%,4.70,B-(2.96),B(3.07)
"Chodorow,StanleyA.",HUM1-Foundatns/WestCiv:Israel&Grce(A),WI18,126,101,71.4%,79.6%,6.56,B(3.03),B(3.04)
"Cox,StephenD.",HUM1-Foundatns/WestCiv:Israel&Grce(B),WI18,301,255,80.2%,93.6%,7.09,B(3.15),B(3.13)
"Johnson,Monte",HUM1-Foundatns/WestCiv:Israel&Grce(C),WI18,188,116,48.6%,69.6%,7.55,B-(2.80),B-(2.88)
"Lyon,AntonyJ.",HUM1-Foundatns/WestCiv:Israel&Grce(D),WI18,318,285,74.1%,97.8%,6.89,B-(2.90),B-(2.97)
"Zroka,AmyLiane","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",WI18,166,118,70.0%,87.9%,5.16,B(3.02),B-(2.93)
"Watkins,Eric","HUM4-Enlightmnt,Romnt,Rev/1660-1848(B)",WI18,224,112,67.0%,93.7%,5.65,B(3.02),B(3.10)
"Lyon,AntonyJ.","HUM3-Renaissance,Reform&EarlyEurop(A)",FA17,338,270,70.2%,98.1%,5.65,B-(2.94),B-(2.84)
"Zroka,AmyLiane","HUM3-Renaissance,Reform&EarlyEurop(B)",FA17,233,183,51.7%,62.1%,4.81,B-(2.99),B-(2.88)
"Solomon,AmandaLeeAlbaniel","HUM3-Renaissance,Reform&EarlyEurop(A)",S217,35,35,74.3%,100.0%,6.96,B(3.00),B-(2.89)
"Caldwell,MichaelAlan","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S217,39,13,91.7%,91.7%,8.00,B(3.08),N/A
"Henderson,DavidKenneth",HUM5-ModernCulture(1848-Present)(A),S217,33,25,88.0%,92.0%,6.98,B-(2.91),N/A
"Patterson,PatrickH.","HUM3-Renaissance,Reform&EarlyEurop(A)",S117,38,35,88.6%,100.0%,9.21,B(3.06),B(3.10)
"Jed,StephanieH","HUM3GS-Renaissance,Reform&EarlyEurop(A)",S117,27,11,100.0%,100.0%,5.90,A(4.00),A(4.00)
"Caldwell,MichaelAlan","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S117,43,33,95.8%,100.0%,6.18,B(3.26),B+(3.40)
"Parrish,MichaelE.","HUM4GS-Enlightmnt,Romnt,Rev/1660-1848(A)",S117,25,3,100.0%,66.7%,9.83,B+(3.67),B+(3.42)
"Zroka,AmyLiane",HUM5-ModernCulture(1848-Present)(A),S117,42,16,81.8%,90.0%,6.68,B-(2.83),B-(2.95)
"Caciola,NancyA","HUM2-Rome,Christianity&MiddleAges(A)",SP17,246,141,64.2%,91.9%,6.13,B-(2.99),B(3.02)
"Smarr,JanetL.","HUM2-Rome,Christianity&MiddleAges(B)",SP17,110,77,58.0%,68.1%,5.03,B(3.03),B-(2.91)
"Lerer,Seth","HUM2-Rome,Christianity&MiddleAges(C)",SP17,291,142,75.4%,97.7%,5.96,B(3.09),B-(2.96)
"Watts,EdwardJ.","HUM2-Rome,Christianity&MiddleAges(D)",SP17,153,96,77.5%,97.8%,6.34,B(3.20),B(3.21)
"Chodorow,StanleyA.","HUM2-Rome,Christianity&MiddleAges(E)",SP17,120,64,58.0%,74.0%,6.66,B-(2.88),B-(2.76)
"O'Brien,WilliamArctander",HUM5-ModernCulture(1848-Present)(B),SP17,145,74,76.6%,92.2%,4.75,B-(2.90),B-(2.97)
"Lyon,AntonyJ.",HUM5-ModernCulture(1848-Present)(C),SP17,207,173,78.1%,97.6%,6.19,B(3.06),B-(2.97)
"Chodorow,StanleyA.",HUM1-Foundatns/WestCiv:Israel&Grce(A),WI17,149,82,67.1%,70.0%,6.82,B-(2.70),C+(2.56)
"Lee,JohnHoon",HUM1-Foundatns/WestCiv:Israel&Grce(B),WI17,284,246,65.8%,94.2%,7.72,B-(2.95),B(3.13)
"Lyon,AntonyJ.",HUM1-Foundatns/WestCiv:Israel&Grce(C),WI17,189,169,75.3%,94.3%,6.37,B(3.03),B(3.09)
"Cox,StephenD.",HUM1-Foundatns/WestCiv:Israel&Grce(D),WI17,300,266,60.6%,92.7%,6.88,B(3.03),B(3.05)
"Kontje,ToddCurtis","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",WI17,222,142,76.2%,82.0%,5.17,B(3.08),B(3.08)
"Watkins,Eric","HUM4-Enlightmnt,Romnt,Rev/1660-1848(B)",WI17,128,103,66.7%,78.8%,5.25,B-(2.91),B-(2.84)
"Lyon,AntonyJ.","HUM3-Renaissance,Reform&EarlyEurop(A)",FA16,277,220,78.9%,95.9%,5.52,B(3.04),B-(2.94)
"Lee,JohnHoon","HUM3-Renaissance,Reform&EarlyEurop(B)",FA16,268,198,70.2%,94.9%,5.71,B(3.10),B(3.04)
"Caldwell,MichaelAlan","HUM3-Renaissance,Reform&EarlyEurop(A)",S216,34,12,90.9%,100.0%,8.14,B(3.18),B(3.24)
"Lyon,AntonyJ.","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S216,37,31,87.1%,100.0%,7.43,B(3.13),B-(2.71)
"Lee,JohnHoon",HUM5-ModernCulture(1848-Present)(A),S216,41,34,84.8%,93.9%,7.23,B(3.21),B(3.24)
"Lee,JohnHoon","HUM3-Renaissance,Reform&EarlyEurop(A)",S116,39,28,75.0%,100.0%,8.14,B-(2.89),B(3.09)
"Jed,StephanieH","HUM3GS-Renaissance,Reform&EarlyEurop(A)",S116,28,16,100.0%,100.0%,8.37,A(4.00),A-(3.95)
"Caldwell,MichaelAlan","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S116,34,7,100.0%,100.0%,6.21,B-(2.86),B(3.24)
"Parrish,MichaelE.","HUM4GS-Enlightmnt,Romnt,Rev/1660-1848(A)",S116,17,7,100.0%,66.7%,7.70,B+(3.50),N/A
"Cassedy,StevenDennis",HUM5-ModernCulture(1848-Present)(A),S116,42,14,100.0%,92.3%,6.50,B(3.17),B(3.10)
"Caciola,NancyA","HUM2-Rome,Christianity&MiddleAges(A)",SP16,278,119,67.0%,90.2%,6.32,B(3.07),B-(2.99)
"Smarr,JanetL.","HUM2-Rome,Christianity&MiddleAges(B)",SP16,131,59,52.6%,68.4%,6.64,B-(2.89),B-(2.72)
"Lerer,Seth","HUM2-Rome,Christianity&MiddleAges(C)",SP16,345,168,67.9%,96.9%,6.07,B(3.01),B-(2.88)
"Watts,EdwardJ.","HUM2-Rome,Christianity&MiddleAges(D)",SP16,187,75,72.6%,98.6%,5.85,B(3.08),B-(2.99)
"Lee,JohnHoon",HUM5-ModernCulture(1848-Present)(A),SP16,259,206,77.9%,93.6%,5.24,B(3.05),B(3.07)
"O'Brien,WilliamArctander",HUM5-ModernCulture(1848-Present)(B),SP16,229,117,89.5%,96.5%,5.57,B(3.17),B(3.09)
"Chodorow,StanleyA.",HUM1-Foundatns/WestCiv:Israel&Grce(A),WI16,177,92,68.6%,73.6%,6.27,B-(2.74),C+(2.59)
"Lee,JohnHoon",HUM1-Foundatns/WestCiv:Israel&Grce(B),WI16,285,261,75.4%,96.5%,6.59,B-(2.91),B-(2.96)
"Edwards,Anthony",HUM1-Foundatns/WestCiv:Israel&Grce(C),WI16,181,98,71.9%,91.7%,7.03,B(3.02),B(3.17)
"Cox,StephenD.",HUM1-Foundatns/WestCiv:Israel&Grce(D),WI16,302,255,73.9%,94.4%,6.84,B(3.06),B-(2.95)
"Kontje,ToddCurtis","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",WI16,153,62,73.3%,86.7%,6.07,B(3.13),B(3.07)
"Lyon,AntonyJ.","HUM4-Enlightmnt,Romnt,Rev/1660-1848(B)",WI16,223,168,80.4%,95.2%,5.26,B(3.05),B(3.04)
"Lyon,AntonyJ.","HUM3-Renaissance,Reform&EarlyEurop(A)",FA15,258,214,76.5%,96.7%,5.81,B(3.00),B-(2.87)
"Lee,JohnHoon","HUM3-Renaissance,Reform&EarlyEurop(B)",FA15,265,205,75.1%,96.6%,6.05,B(3.07),B(3.03)
"Lee,JohnHoon","HUM3-Renaissance,Reform&EarlyEurop(A)",S215,38,28,89.3%,100.0%,7.27,B(3.21),B+(3.38)
"Caldwell,MichaelAlan","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S215,33,15,86.7%,100.0%,7.97,B(3.29),B(3.02)
"Lyon,AntonyJ.",HUM5-ModernCulture(1848-Present)(A),S215,35,32,100.0%,100.0%,8.37,B(3.09),B(3.27)
"Solomon,AmandaLeeAlbaniel","HUM3-Renaissance,Reform&EarlyEurop(A)",S115,20,18,66.7%,94.4%,7.72,B-(2.94),B-(2.84)
"Jed,StephanieH","HUM3GS-Renaissance,Reform&EarlyEurop(A)",S115,22,12,100.0%,100.0%,6.33,A-(3.92),A-(3.99)
"Caldwell,MichaelAlan","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S115,24,8,100.0%,100.0%,11.25,C+(2.63),C+(2.66)
"Parrish,MichaelE.","HUM4GS-Enlightmnt,Romnt,Rev/1660-1848(A)",S115,20,10,100.0%,100.0%,6.50,B+(3.63),B+(3.61)
"Lee,JohnHoon",HUM5-ModernCulture(1848-Present)(A),S115,37,30,83.3%,100.0%,7.50,B(3.03),C+(2.67)
"Caciola,NancyA","HUM2-Rome,Christianity&MiddleAges(A)",SP15,286,127,78.4%,97.4%,6.11,B(3.12),B(3.06)
"Smarr,JanetL.","HUM2-Rome,Christianity&MiddleAges(B)",SP15,121,57,68.5%,79.6%,6.85,B-(2.94),B-(2.75)
"Lyon,AntonyJ.","HUM2-Rome,Christianity&MiddleAges(C)",SP15,251,200,71.4%,95.0%,6.47,B(3.10),B-(2.99)
"Watts,EdwardJ.","HUM2-Rome,Christianity&MiddleAges(D)",SP15,170,66,67.7%,92.3%,5.97,B(3.09),B-(2.94)
"Lee,JohnHoon",HUM5-ModernCulture(1848-Present)(A),SP15,258,196,81.6%,95.9%,5.20,B(3.14),B(3.14)
"O'Brien,WilliamArctander",HUM5-ModernCulture(1848-Present)(B),SP15,193,83,90.0%,91.3%,5.31,B(3.05),B-(2.84)
"Chodorow,StanleyA.",HUM1-Foundatns/WestCiv:Israel&Grce(A),WI15,180,77,54.8%,68.5%,6.24,B-(2.74),C+(2.62)
"Lee,JohnHoon",HUM1-Foundatns/WestCiv:Israel&Grce(B),WI15,281,239,77.2%,97.9%,6.76,B(3.14),B(3.26)
"Edwards,Anthony",HUM1-Foundatns/WestCiv:Israel&Grce(C),WI15,134,117,61.2%,81.0%,6.50,B-(2.92),B-(2.90)
"Cox,StephenD.",HUM1-Foundatns/WestCiv:Israel&Grce(D),WI15,253,204,78.9%,97.1%,7.39,B(3.17),B(3.04)
"Kontje,ToddCurtis","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",WI15,88,38,81.8%,97.0%,5.31,B(3.22),B(3.01)
"Lyon,AntonyJ.","HUM4-Enlightmnt,Romnt,Rev/1660-1848(B)",WI15,152,126,84.9%,98.4%,5.21,B(3.08),B(3.05)
"Watkins,Eric","HUM4-Enlightmnt,Romnt,Rev/1660-1848(C)",WI15,90,61,73.8%,88.5%,5.86,B-(2.93),C(2.20)
"Lyon,AntonyJ.","HUM3-Renaissance,Reform&EarlyEurop(A)",FA14,266,213,76.1%,97.0%,5.62,B(3.01),B-(2.92)
"Lee,JohnHoon","HUM3-Renaissance,Reform&EarlyEurop(B)",FA14,234,186,81.3%,94.5%,5.42,B(3.12),B(3.08)
"Solomon,AmandaLeeAlbaniel","HUM3-Renaissance,Reform&EarlyEurop(A)",S214,26,26,72.0%,96.0%,9.30,B(3.12),B(3.01)
"Zroka,RyanEdward","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S214,33,22,81.0%,95.2%,8.00,B(3.20),B(3.02)
"Caldwell,MichaelAlan",HUM5-ModernCulture(1848-Present)(B),S214,21,4,100.0%,100.0%,10.50,B(3.00),B(3.02)
"Caldwell,MichaelAlan","HUM3-Renaissance,Reform&EarlyEurop(A)",S114,22,4,100.0%,100.0%,6.50,B(3.25),B(3.09)
"Chodorow,StanleyA.","HUM3GS-Renaissance,Reform&EarlyEurop(A)",S114,26,3,100.0%,100.0%,11.17,C+(2.67),B-(2.94)
"Cassedy,StevenDennis",HUM5-ModernCulture(1848-Present)(A),S114,46,9,87.5%,100.0%,9.00,B+(3.38),B(3.23)
"Caciola,NancyA","HUM2-Rome,Christianity&MiddleAges(A)",SP14,263,113,76.6%,93.5%,6.66,B(3.06),B(3.02)
"Smarr,JanetL.","HUM2-Rome,Christianity&MiddleAges(B)",SP14,134,44,65.1%,62.8%,5.57,B(3.02),B-(2.81)
"Lerer,Seth","HUM2-Rome,Christianity&MiddleAges(C)",SP14,303,121,83.1%,98.3%,6.55,B(3.17),B(3.05)
"Watts,EdwardJ.","HUM2-Rome,Christianity&MiddleAges(D)",SP14,183,75,75.4%,94.2%,6.14,B(3.24),B(3.08)
"Lyon,AntonyJ.",HUM5-ModernCulture(1848-Present)(A),SP14,198,156,76.9%,97.4%,5.70,B(3.06),B-(2.91)
"Lee,JohnHoon",HUM5-ModernCulture(1848-Present)(B),SP14,167,140,81.4%,93.6%,5.41,B(3.19),B(3.21)
"O'Brien,WilliamArctander",HUM5-ModernCulture(1848-Present)(C),SP14,113,38,82.9%,97.1%,5.26,B(3.06),B-(2.90)
"Chodorow,StanleyA.",HUM1-Foundatns/WestCiv:Israel&Grce(A),WI14,191,81,70.9%,78.5%,6.47,B(3.03),B-(2.85)
"Lee,JohnHoon",HUM1-Foundatns/WestCiv:Israel&Grce(B),WI14,250,219,81.3%,97.7%,6.93,B(3.01),B(3.05)
"Edwards,Anthony",HUM1-Foundatns/WestCiv:Israel&Grce(C),WI14,195,162,68.3%,85.1%,7.28,B-(2.93),B-(2.77)
"Cox,StephenD.",HUM1-Foundatns/WestCiv:Israel&Grce(D),WI14,280,246,74.4%,93.0%,6.73,B(3.23),B(3.16)
"Kontje,ToddCurtis","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",WI14,122,52,71.4%,89.8%,5.71,B(3.25),B(3.17)
"Lyon,AntonyJ.","HUM4-Enlightmnt,Romnt,Rev/1660-1848(B)",WI14,218,172,83.6%,97.7%,5.85,B(3.00),B-(2.84)
"Lyon,AntonyJ.","HUM3-Renaissance,Reform&EarlyEurop(A)",FA13,209,172,74.7%,97.1%,5.27,B(3.09),B-(2.81)
"Marino,JohnA.","HUM3-Renaissance,Reform&EarlyEurop(B)",FA13,83,36,45.7%,65.7%,6.56,B-(2.83),C+(2.46)
"Lee,JohnHoon","HUM3-Renaissance,Reform&EarlyEurop(C)",FA13,183,153,81.6%,98.0%,5.32,B(3.15),B(3.12)
"Caldwell,MichaelAlan","HUM3-Renaissance,Reform&EarlyEurop(A)",S213,32,10,90.0%,100.0%,9.30,B(3.00),B-(2.70)
"Zroka,RyanEdward","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S213,33,5,80.0%,100.0%,5.70,B(3.00),B(3.05)
"Lyon,AntonyJ.",HUM5-ModernCulture(1848-Present)(A),S213,43,35,77.1%,97.1%,8.39,B(3.06),B(3.09)
"Solomon,AmandaLeeAlbaniel","HUM3-Renaissance,Reform&EarlyEurop(A)",S113,34,12,81.8%,100.0%,7.23,B(3.09),B(3.08)
"Marino,JohnA.","HUM3GS-Renaissance,Reform&EarlyEurop(A)",S113,27,4,100.0%,100.0%,5.17,B(3.00),B(3.09)
"Lundell,MichaelJ","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S113,26,25,88.0%,96.0%,7.38,B(3.20),B+(3.31)
"Cassedy,StevenDennis",HUM5-ModernCulture(1848-Present)(A),S113,50,9,55.6%,100.0%,5.39,B-(2.89),B(3.17)
"Caciola,NancyA","HUM2-Rome,Christianity&MiddleAges(A)",SP13,284,95,63.4%,93.5%,6.04,B(3.21),B(3.17)
"Lyon,AntonyJ.","HUM2-Rome,Christianity&MiddleAges(B)",SP13,282,229,73.7%,96.9%,6.59,B-(2.98),B-(2.90)
"Chodorow,StanleyA.","HUM2-Rome,Christianity&MiddleAges(C)",SP13,251,79,61.5%,88.6%,6.99,B-(2.94),B-(2.84)
"Lee,JohnHoon",HUM5-ModernCulture(1848-Present)(A),SP13,161,60,70.0%,85.0%,5.80,B(3.14),B(3.12)
"O'Brien,WilliamArctander",HUM5-ModernCulture(1848-Present)(B),SP13,219,90,88.9%,85.6%,5.19,B(3.09),B-(2.94)
"Chodorow,StanleyA.",HUM1-Foundatns/WestCiv:Israel&Grce(A),WI13,187,80,75.6%,87.2%,7.23,B-(2.75),C+(2.40)
"Lee,JohnHoon",HUM1-Foundatns/WestCiv:Israel&Grce(B),WI13,192,82,63.0%,95.1%,7.68,B-(2.85),B-(2.77)
"Edwards,Anthony",HUM1-Foundatns/WestCiv:Israel&Grce(C),WI13,207,165,65.9%,84.1%,6.78,B-(2.90),B-(2.86)
"Cox,StephenD.",HUM1-Foundatns/WestCiv:Israel&Grce(D),WI13,249,200,72.4%,96.5%,7.52,B(3.10),B(3.02)
"Kontje,ToddCurtis","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",WI13,111,58,84.2%,89.5%,6.06,B(3.22),B(3.19)
"Watkins,Eric","HUM4-Enlightmnt,Romnt,Rev/1660-1848(B)",WI13,114,58,75.4%,89.5%,4.93,B-(2.98),B-(2.92)
"Lyon,AntonyJ.","HUM4-Enlightmnt,Romnt,Rev/1660-1848(C)",WI13,117,96,82.1%,98.9%,5.76,B(3.12),B(3.09)
"Smarr,JanetL.","HUM3-Renaissance,Reform&EarlyEurop(A)",FA12,71,32,73.3%,83.3%,6.09,B(3.10),B-(2.84)
"Lyon,AntonyJ.","HUM3-Renaissance,Reform&EarlyEurop(B)",FA12,173,139,75.2%,99.2%,5.70,B-(2.98),B(3.01)
"Lee,JohnHoon","HUM3-Renaissance,Reform&EarlyEurop(C)",FA12,172,88,73.8%,93.8%,5.06,B(3.10),B(3.21)
"Caldwell,MichaelA.","HUM3-Renaissance,Reform&EarlyEurop(A)",S212,30,10,80.0%,100.0%,7.10,B-(2.70),C+(2.68)
"Lundell,MichaelJ","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S212,22,6,100.0%,100.0%,8.50,B+(3.33),B+(3.31)
"Lyon,AntonyJ.",HUM5-ModernCulture(1848-Present)(A),S212,37,30,90.0%,100.0%,8.63,B-(2.70),B-(2.91)
"Solomon,AmandaLeeAlbaniel","HUM3-Renaissance,Reform&EarlyEurop(A)",S112,36,16,93.8%,100.0%,11.75,B-(2.94),B-(2.93)
"Marino,JohnA.","HUM3GS-Renaissance,Reform&EarlyEurop(A)",S112,24,16,93.8%,100.0%,8.88,B(3.20),B(3.18)
"Gomez,AdamJoseph","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",S112,33,30,86.7%,96.7%,8.10,B(3.10),B(3.06)
"Cassedy,StevenDennis",HUM5-ModernCulture(1848-Present)(A),S112,51,13,46.2%,92.3%,5.58,B-(2.85),B-(2.80)
"Lerer,Seth","HUM2-Rome,Christianity&MiddleAges(A)",SP12,222,122,72.1%,98.3%,6.70,B(3.16),B(3.06)
"Chodorow,StanleyA.","HUM2-Rome,Christianity&MiddleAges(B)",SP12,157,70,68.6%,77.1%,7.72,B(3.03),C+(2.59)
"Smarr,JanetL.","HUM2-Rome,Christianity&MiddleAges(C)",SP12,45,12,58.3%,58.3%,11.33,C+(2.67),C+(2.38)
"Caciola,NancyA","HUM2-Rome,Christianity&MiddleAges(D)",SP12,174,82,68.3%,96.3%,6.40,B-(2.85),B-(2.97)
"Lee,JohnHoon",HUM5-ModernCulture(1848-Present)(A),SP12,169,77,75.0%,89.5%,5.97,B(3.12),B(3.01)
"Lyon,AntonyJ.",HUM5-ModernCulture(1848-Present)(B),SP12,58,45,86.7%,100.0%,5.92,B(3.00),B-(2.78)
"O'Brien,WilliamArctander",HUM5-ModernCulture(1848-Present)(C),SP12,150,64,92.1%,98.4%,5.89,B-(2.95),C+(2.61)
"Chodorow,StanleyA.",HUM1-Foundatns/WestCiv:Israel&Grce(A),WI12,136,74,66.2%,87.8%,7.39,B-(2.95),B-(2.72)
"Lee,JohnHoon",HUM1-Foundatns/WestCiv:Israel&Grce(A),WI12,136,15,93.3%,100.0%,8.50,B-(2.95),B-(2.89)
"Edwards,Anthony",HUM1-Foundatns/WestCiv:Israel&Grce(B),WI12,214,143,67.8%,93.0%,8.47,B-(2.86),C+(2.57)
"Cox,StephenD.",HUM1-Foundatns/WestCiv:Israel&Grce(C),WI12,244,190,76.8%,94.2%,7.78,B(3.06),B(3.03)
"Kontje,ToddCurtis","HUM4-Enlightmnt,Romnt,Rev/1660-1848(A)",WI12,190,89,77.3%,97.7%,5.89,B-(2.93),B-(2.78)
"Watkins,Eric","HUM4-Enlightmnt,Romnt,Rev/1660-1848(B)",WI12,154,59,67.2%,86.2%,6.40,B-(2.78),C+(2.50)
