Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Jordan,DavidK.",ANSC136-TraditionalChineseSociety(A),WI19,40,13,81.8%,81.8%,3.41,B+(3.45),B(3.13)
"Jenkins,JanisA.",ANSC143-MentalHealth/GlobalHlthPrty(A),WI19,27,11,72.7%,81.8%,3.77,B(3.18),B(3.25)
"Saravia,PaulaF",ANSC144-ImmigrantandRefugeeHealth(A),WI19,36,32,100.0%,90.6%,4.63,A-(3.74),A-(3.71)
"Varma,Saiba",ANSC148-GlobalHealth&CultrlDiversity(A),WI19,35,34,73.5%,69.7%,5.85,C+(2.67),C+(2.52)
"OlivasHernandez,OlgaLid",ANSC151-US-MexicoBorderEthnographies(A),WI19,17,8,100.0%,100.0%,3.75,A-(3.88),N/A
"Rothschild,AmyC",ANSC155-HumanitarianAid(A),WI19,20,10,100.0%,100.0%,3.39,A-(3.88),B+(3.51)
"Brenner,SuzanneA",ANSC159-AnthropologyofMarriage(A),WI19,18,11,100.0%,100.0%,6.50,B+(3.60),N/A
"Parish,StevenMartin",ANSC183-VisualizingtheHuman(A),WI19,15,6,83.3%,83.3%,1.50,A-(3.83),N/A
"Pedersen,David",ANSC192-CapitalismandImperialism(A),WI19,11,4,75.0%,75.0%,2.50,C+(2.67),N/A
"Pedersen,David",ANSC193-CapitalismandNature(A),WI19,15,9,83.3%,100.0%,3.83,B(3.00),N/A
"Bialecki,JonAnthony",ANTH1-IntroductiontoCulture(A),WI19,63,28,88.9%,92.6%,2.94,B+(3.54),B+(3.41)
"Wilder,LinneaLorene",ANTH102-HumansAreCulturalAnimals(A),WI19,137,60,96.5%,93.0%,2.91,B+(3.62),B+(3.67)
"Semendeferi,Ekaterini",ANTH196B-HonorsStudiesinAnthropology(A),WI19,10,3,100.0%,100.0%,9.83,A(4.00),N/A
"Rothschild,AmyC",ANTH21-RaceandRacisms(A),WI19,145,47,97.8%,97.8%,2.94,A-(3.79),B+(3.42)
"Berman,MichaelDavid",ANTH21-RaceandRacisms(B),WI19,147,89,92.9%,94.0%,2.48,A-(3.70),B+(3.58)
"Stewart,AlexanderB",ANTH23-DebatingMulticulturalism(A),WI19,235,176,84.5%,95.4%,3.03,B+(3.54),B(3.19)
"Kang,ByungChu",ANTH87-FreshmanSeminar(B),WI19,16,8,100.0%,87.5%,0.50,A(4.00),N/A
"Jordan,DavidK.",ANTH87-FreshmanSeminar(C),WI19,11,7,100.0%,100.0%,2.21,A(4.00),N/A
"Jordan,DavidK.",ANTH87-FreshmanSeminar(D),WI19,10,7,100.0%,100.0%,1.07,A(4.00),N/A
"Ben-Yosef,Erez",ANAR113-NaturalResourcesinIsrael(A),FA18,19,11,100.0%,100.0%,4.14,B+(3.64),N/A
"D'AlpoimGuedes,JadeA",ANAR146-FeedingtheWorld(A),FA18,39,17,100.0%,100.0%,5.91,A-(3.75),B+(3.54)
"Marchetto,MariaCarolina",ANBI100-SpecialTopic/BiologicalAnth(A),FA18,25,23,100.0%,100.0%,4.24,A-(3.91),A-(3.83)
"Non,AmyL",ANBI134-HumanEvolutionaryGenetics(A),FA18,30,16,62.5%,93.3%,5.50,B(3.13),B(3.09)
"Non,AmyL",ANBI135-GeneticAnthroLabTechniques(A),FA18,11,7,57.1%,85.7%,4.50,B(3.14),N/A
"Lew,CarolineHorton",ANBI159-Biological&CultPersptv/Intell(A),FA18,45,25,83.3%,83.3%,3.25,A-(3.75),B+(3.44)
"Goodman,YehudaChaim",ANSC100-SpecTop/Socio-CulturalAnthro(A),FA18,12,4,75.0%,75.0%,3.50,B(3.25),N/A
"Jenkins,JanisA.",ANSC100-SpecTop/Socio-CulturalAnthro(C),FA18,11,5,100.0%,100.0%,5.00,A(4.00),N/A
"Saravia,PaulaF",ANSC105-GlobalHealthandInequality(A),FA18,20,17,94.1%,88.2%,6.03,A-(3.88),A-(3.96)
"OlivasHernandez,OlgaLid",ANSC106-GH:IndigMedinLatinAmerica(A),FA18,39,14,92.9%,92.9%,3.07,A-(3.86),A-(3.81)
"Hauck,Jan",ANSC118-LanguageandCulture(A),FA18,21,13,92.3%,100.0%,6.35,B+(3.69),A-(3.80)
"Kang,ByungChu",ANSC146-GlobalHealthPersp/HIV(A),FA18,40,22,90.9%,86.4%,4.23,A-(3.73),A-(3.74)
"Saravia,PaulaF",ANSC148-GlobalHealth&CultrlDiversity(A),FA18,88,74,54.8%,52.1%,4.53,B+(3.40),B+(3.52)
"Pedersen,David",ANSC175-AnthropologyofCapitalism(A),FA18,33,12,58.3%,50.0%,3.83,B+(3.50),B+(3.68)
"Goldstein,PaulS",ANTH101-Foundations/SocialComplexity(A),FA18,137,73,81.2%,79.1%,4.00,B+(3.33),B+(3.35)
"Semendeferi,Ekaterini",ANTH196A-HonorsStudiesinAnthropology(A),FA18,13,4,100.0%,100.0%,7.00,A(4.00),N/A
"Rothschild,AmyC",ANTH21-RaceandRacisms(A),FA18,212,96,94.7%,97.8%,3.01,B+(3.58),B+(3.54)
"Kang,ByungChu",ANTH21-RaceandRacisms(B),FA18,314,214,94.2%,93.7%,3.36,A-(3.82),A-(3.73)
"Stewart,AlexanderB",ANTH23-DebatingMulticulturalism(A),FA18,407,351,87.9%,95.6%,3.53,B+(3.58),B+(3.42)
"Rivera-Collazo,IsabelC",ANTH3-GlobalArchaeology(A),FA18,66,47,95.7%,100.0%,3.14,B+(3.49),B(3.17)
"Semendeferi,Ekaterini",ANTH87-FreshmanSeminar(A),FA18,17,13,100.0%,100.0%,0.50,A(4.00),N/A
"Kang,ByungChu",ANSC105GS-GlobalHealthandInequality(A),S218,21,13,100.0%,100.0%,4.50,A(4.00),A-(3.71)
"Kang,ByungChu","ANSC125GS-Gender,Sexuality,&Society(A)",S218,21,13,100.0%,100.0%,4.35,A-(3.92),B+(3.60)
"Saravia,PaulaF",ANSC144-ImmigrantandRefugeeHealth(A),S218,23,21,100.0%,100.0%,4.79,A-(3.76),B+(3.63)
"Parish,StevenMartin",ANSC166-FilmandCultureinAsia(A),S218,110,37,94.3%,94.3%,4.16,A-(3.94),A-(3.98)
"Liss,BradyJames",ANTH101-Foundations/SocialComplexity(A),S218,21,13,100.0%,100.0%,3.83,B(3.17),B-(2.83)
"Goldstein,PaulS","ANAR117-ArchaeologyField&Lab,SoCal(A)",S118,17,7,100.0%,100.0%,4.10,A-(3.86),N/A
"Berman,MichaelDavid",ANSC122-LanguageinSociety(A),S118,38,15,93.3%,93.3%,4.90,B+(3.50),B+(3.42)
"Wilder,LinneaLorene",ANTH102-HumansAreCulturalAnimals(A),S118,38,13,100.0%,83.3%,2.81,B+(3.50),A-(3.72)
"HrvojMihic,Branka",ANTH2-HumanOrigins(A),S118,21,7,85.7%,100.0%,4.17,A-(3.75),B+(3.58)
"Kurian,AmritaAchamma",ANTH21-RaceandRacisms(A),S118,28,14,78.6%,100.0%,8.21,B+(3.33),B(3.07)
"Kennemore,AmyMichelle",ANTH23-DebatingMulticulturalism(A),S118,25,21,95.2%,100.0%,5.83,B+(3.50),A-(3.76)
"Braswell,GeoffreyE.",ANAR100-SpecTopics/AnthArchaeology(A),SP18,17,7,100.0%,100.0%,8.17,A(4.00),N/A
"Levy,ThomasE",ANAR143-BiblicalArch-FactorFiction(A),SP18,31,15,73.3%,86.7%,4.90,B+(3.40),B+(3.59)
"Goldstein,PaulS",ANAR156-ArchaeologyofSouthAmerica(A),SP18,49,14,57.1%,71.4%,3.07,B+(3.33),B(3.16)
"Goldstein,PaulS",ANAR180-ArchaeologyWorkshop(A),SP18,9,5,100.0%,100.0%,4.10,A-(3.80),N/A
"Strum,ShirleyC.",ANBI132-Conservation&HumanPredicament(A),SP18,15,3,100.0%,100.0%,4.50,B+(3.67),N/A
"Gagneux,Pascal",ANBI139-EvolutionofHumanDisease(A),SP18,40,20,100.0%,100.0%,3.28,A-(3.83),B-(2.83)
"Lew,CarolineHorton",ANBI140-EvolutionofHumanBrain(A),SP18,27,14,85.7%,92.9%,4.19,B+(3.62),B+(3.51)
"Minsky-Rowland,JocelynD",ANBI143-TheHumanSkeleton(A),SP18,21,11,100.0%,100.0%,7.05,B+(3.50),B-(2.95)
"Pedersen,David",ANSC100-SpecTop/Socio-CulturalAnthro(B),SP18,14,7,85.7%,85.7%,3.64,A(4.00),N/A
"Saravia,PaulaF",ANSC106-GH:IndigMedinLatinAmerica(A),SP18,43,39,97.4%,94.9%,4.29,A-(3.78),B+(3.62)
"Haviland,JohnB.",ANSC122-LanguageinSociety(A),SP18,31,16,46.7%,53.3%,5.83,B-(2.92),B(3.00)
"Rothschild,AmyC",ANSC140-HumanRightsII:ContempIssue(A),SP18,24,9,88.9%,77.8%,3.17,A(4.00),A-(3.79)
"OlivasHernandez,OlgaLid",ANSC150-CultureandMentalHealth(A),SP18,12,5,100.0%,100.0%,4.50,A-(3.80),N/A
"OlivasHernandez,OlgaLid",ANSC150-CultureandMentalHealth(B),SP18,12,7,100.0%,100.0%,4.50,A(4.00),N/A
"Garth,HannaFitzmaurice",ANSC185-#BlackLivesMatter(A),SP18,46,24,100.0%,100.0%,5.42,A-(3.74),B+(3.51)
"Hankins,JosephD.",ANSC186-GenderandIncarceration(A),SP18,31,15,100.0%,100.0%,5.12,A(4.00),A-(3.72)
"Brenner,SuzanneA",ANTH103-SocioculturalAnthropology(A),SP18,139,55,81.5%,83.3%,4.46,B+(3.62),B+(3.63)
"Semendeferi,Ekaterini",ANTH192-SeniorSeminarinAnthropology(A),SP18,12,8,85.7%,85.7%,1.75,A(4.00),N/A
"Semendeferi,Ekaterini",ANTH196C-HonorsStudiesinAnthropology(A),SP18,6,5,80.0%,100.0%,10.50,A(4.00),N/A
"Bennallack,KathleenCelia",ANTH21-RaceandRacisms(A),SP18,188,61,81.0%,71.9%,2.64,A-(3.80),B+(3.60)
"Stewart,AlexanderB",ANTH23-DebatingMulticulturalism(A),SP18,169,133,86.7%,93.8%,3.02,B+(3.63),B+(3.46)
"Levy,ThomasE",ANTH3-GlobalArchaeology(A),SP18,56,25,90.9%,90.9%,2.75,B+(3.65),A-(3.72)
"Non,AmyL",ANTH43-Intro/Bio&CultureofRace(A),SP18,50,34,84.8%,93.9%,3.50,B+(3.57),B(3.19)
"Algaze,Guillermo",ANAR138-TheEmergenceofCivilization(A),WI18,14,8,100.0%,100.0%,3.64,B+(3.57),N/A
"Braswell,GeoffreyE.",ANAR154-TheAztecs&TheirAncestors(A),WI18,38,30,96.6%,100.0%,2.57,B+(3.52),B(3.02)
"Fortier,Jana",ANAR184-EmpiresinArchaeoPerspective(A),WI18,12,5,100.0%,100.0%,5.70,B(3.20),N/A
"Semendeferi,Ekaterini",ANBI112-Methods/HumanCompNeuroscience(A),WI18,7,4,100.0%,100.0%,5.50,A(4.00),N/A
"Gagneux,Pascal",ANBI116-HmnSexualityinEvolutnPers(A),WI18,44,26,100.0%,100.0%,4.34,B(3.17),B-(2.88)
"Schoeninger,MargaretJ",ANBI120-EthicalDilemmasinBioAnthro(A),WI18,15,6,100.0%,83.3%,4.50,A(4.00),N/A
"Lafleur,MarniM",ANBI133-Evolution/Ecology:GreatApe(A),WI18,26,15,100.0%,100.0%,3.30,B+(3.64),B(3.29)
"Kang,ByungChu",ANSC117-Transgenderisms(A),WI18,10,7,85.7%,100.0%,2.79,B+(3.57),N/A
"Haviland,JohnB.",ANSC118-LanguageandCulture(A),WI18,17,10,66.7%,77.8%,6.50,B(3.22),N/A
"Brenner,SuzanneA","ANSC125-Gender,Sexuality,&Society(A)",WI18,60,30,96.4%,96.4%,4.64,A-(3.74),B+(3.54)
"Haviland,JohnB.","ANSC131-Language,Law,SocialJustice(A)",WI18,13,9,66.7%,66.7%,5.39,B+(3.33),N/A
"Jordan,DavidK.",ANSC137-ChinesePopularReligion(A),WI18,41,15,66.7%,83.3%,5.73,B+(3.46),B(3.20)
"Postero,NancyGrey",ANSC142-AnthropologyofLatinAmerica(A),WI18,33,13,91.7%,100.0%,4.81,A-(3.77),B+(3.59)
"Kang,ByungChu",ANSC148-GlobalHealth/CultrlDiversity(A),WI18,69,58,94.8%,96.6%,4.22,A-(3.88),A-(3.88)
"Brenner,SuzanneA",ANSC154-GenderandReligion(A),WI18,15,9,100.0%,100.0%,6.75,A-(3.88),N/A
"Pedersen,David","ANSC178-Brain,Mind,Culture&History(A)",WI18,26,11,63.6%,80.0%,2.14,B+(3.55),A(4.00)
"Hankins,JosephD.",ANSC180-Capitalism&Gender(A),WI18,17,8,100.0%,100.0%,6.00,B(3.29),N/A
"Bialecki,JonAnthony",ANTH1-IntroductiontoCulture(A),WI18,52,26,87.0%,91.3%,3.37,B+(3.57),B+(3.43)
"Lafleur,MarniM",ANTH102-HumansAreCulturalAnimals(A),WI18,140,68,82.1%,89.4%,3.34,A-(3.82),B+(3.59)
"OlivasHernandez,OlgaLid",ANTH21-RaceandRacisms(A),WI18,113,46,77.8%,84.1%,2.77,A-(3.79),A-(3.74)
"Duzel,Esin",ANTH21-RaceandRacisms(B),WI18,200,163,79.1%,89.6%,3.10,B+(3.61),B+(3.53)
"Stewart,AlexanderB",ANTH23-DebatingMulticulturalism(A),WI18,210,187,88.0%,91.8%,3.38,B+(3.60),A-(3.72)
"Semendeferi,Ekaterini",ANTH87-FreshmanSeminar(A),WI18,12,10,100.0%,100.0%,0.50,A(4.00),N/A
"Jordan,DavidK.",ANTH87-FreshmanSeminar(B),WI18,14,10,88.9%,88.9%,1.30,N/A,N/A
"Jordan,DavidK.",ANTH87-FreshmanSeminar(C),WI18,13,9,100.0%,100.0%,1.17,N/A,N/A
"D'AlpoimGuedes,JadeA",ANAR100-SpecTopics/AnthArchaeology(A),FA17,20,8,100.0%,100.0%,4.75,A-(3.75),A-(3.73)
"Rivera-Collazo,IsabelC",ANAR164-MaritimeArchaeology(A),FA17,18,6,100.0%,100.0%,4.17,B(3.00),N/A
"Non,AmyL",ANBI135-GeneticAnthroLabTechniques(B),FA17,27,17,93.8%,93.8%,4.38,B(3.29),B+(3.68)
"Schoeninger,MargaretJ",ANBI141-TheEvolutionofHumanDiet(A),FA17,50,22,95.2%,90.5%,4.31,B(3.29),B+(3.42)
"Minsky-Rowland,JocelynD",ANBI145-Bioarchaeology(A),FA17,21,17,94.1%,93.3%,5.91,B+(3.41),B+(3.50)
"Lafleur,MarniM",ANBI148-Ecology/EvolPrimateBehavior(A),FA17,17,8,100.0%,100.0%,6.50,A-(3.75),N/A
"OlivasHernandez,OlgaLid",ANSC105-GlobalHealth&Inequality(B),FA17,25,7,100.0%,100.0%,3.50,A(4.00),A-(3.83)
"Saravia,PaulaF",ANSC121-PsychologicalAnthropology(A),FA17,42,20,60.0%,57.9%,3.97,B(3.05),B+(3.39)
"Bialecki,JonAnthony",ANSC124-CulturalAnthropology(A),FA17,28,18,50.0%,70.6%,4.17,B+(3.38),B(3.18)
"Csordas,ThomasJ.",ANSC129-MeaningandHealing(A),FA17,18,12,100.0%,100.0%,5.33,A-(3.92),N/A
"Saravia,PaulaF",ANSC148-GlobalHealth/CultrlDiversity(A),FA17,81,41,77.5%,74.4%,3.60,A-(3.90),A-(3.77)
"Varma,Saiba",ANSC155-HumanitarianAid(A),FA17,18,16,100.0%,100.0%,6.25,A-(3.94),N/A
"Pedersen,David",ANSC177-Anthrohistory:Past/Future(A),FA17,10,3,100.0%,100.0%,1.83,B(3.00),N/A
"Goldstein,PaulS",ANTH101-Foundations/SocialComplexity(A),FA17,135,64,78.3%,78.3%,3.52,B+(3.40),B+(3.49)
"Semendeferi,Ekaterini",ANTH196A-HonorsStudiesinAnthropology(A),FA17,18,3,100.0%,100.0%,11.17,A(4.00),N/A
"Lafleur,MarniM",ANTH2-HumanOrigins(A),FA17,179,96,92.2%,96.7%,3.01,B+(3.41),B-(2.91)
"Kang,ByungChu",ANTH21-RaceandRacisms(A),FA17,280,212,97.1%,99.5%,2.63,A-(3.95),A-(3.81)
"Stewart,AlexanderB",ANTH23-DebatingMulticulturalism(A),FA17,312,270,83.5%,94.0%,3.69,B+(3.41),B+(3.60)
"Duzel,Esin",ANTH23-DebatingMulticulturalism(B),FA17,191,173,84.4%,92.4%,3.45,A-(3.74),B+(3.68)
"Kang,ByungChu",ANTH87-FreshmanSeminar(A),FA17,16,10,100.0%,100.0%,0.94,A(4.00),N/A
"Semendeferi,Ekaterini",ANTH87-FreshmanSeminar(B),FA17,18,14,92.3%,92.3%,0.50,A(4.00),N/A
"Braswell,GeoffreyE.",ANAR135S-AncientMediterraneanCiv(A),S217,19,6,100.0%,100.0%,2.10,A-(3.80),N/A
"Most,Corinna",ANBI173-HowMonkeysSeetheWorld(A),S217,27,21,100.0%,100.0%,5.83,B+(3.44),N/A
"Kurian,AmritaAchamma",ANSC165-ContemporarySouthAsia(A),S217,6,5,60.0%,80.0%,10.50,B+(3.60),N/A
"Parish,StevenMartin",ANSC166-FilmandCultureinAsia(A),S217,111,32,93.3%,90.0%,3.85,A-(3.79),N/A
"Parish,StevenMartin",ANTH21-RaceandRacisms(A),S217,30,4,100.0%,100.0%,2.50,B(3.00),B+(3.50)
"Kennemore,AmyMichelle",ANTH23-DebatingMulticulturalism(A),S217,41,11,72.7%,90.9%,8.32,A-(3.88),N/A
"Butt,WaqasH",ANSC121-PsychologicalAnthropology(A),S117,20,10,80.0%,88.9%,6.30,B+(3.40),B-(2.93)
"RibotBencomo,Aida",ANSC122-LanguageinSociety(A),S117,27,8,75.0%,75.0%,7.25,B+(3.50),B(3.26)
"Wilder,LinneaLorene",ANTH2-HumanOrigins(A),S117,17,7,100.0%,100.0%,6.21,A-(3.75),N/A
"Rothschild,AmyC",ANTH21-RaceandRacisms(A),S117,36,17,93.8%,100.0%,5.38,B+(3.64),B+(3.37)
"Fortier,Jana",ANAR124-TheArchaeologyofAsia(A),SP17,15,10,80.0%,80.0%,4.10,B(3.20),N/A
"Levy,ThomasE","ANAR143-Archeology,Anthr&theBible(A)",SP17,15,7,50.0%,50.0%,5.30,A(4.00),N/A
"Yasur-Landau,Assaf",ANAR165-Archaeology&BiblicalSeas(A),SP17,13,6,100.0%,100.0%,4.83,B+(3.50),N/A
"Goldstein,PaulS",ANAR180-ArchaeologyWorkshop(A),SP17,11,5,66.7%,100.0%,10.50,A(4.00),N/A
"Gagneux,Pascal",ANBI100-SpecialTopic/BiologicalAnth(A),SP17,20,6,100.0%,100.0%,2.50,B+(3.50),B+(3.58)
"Non,AmyL",ANBI134-HumanEvolutionaryGenetics(A),SP17,17,11,90.9%,100.0%,6.50,B+(3.40),N/A
"Beasley,MelanieMarie",ANBI143-TheHumanSkeleton(A),SP17,20,20,95.0%,100.0%,6.00,B(3.25),B(3.16)
"Beasley,MelanieMarie",ANBI145-Bioarchaeology(A),SP17,35,34,85.3%,97.1%,3.71,B(3.25),B+(3.46)
"Bialecki,JonAnthony",ANSC100-SpecTop/Socio-CulturalAnthro(A),SP17,8,4,50.0%,75.0%,2.50,B+(3.50),N/A
"Bialecki,JonAnthony",ANSC124-CulturalAnthropology(A),SP17,21,7,28.6%,57.1%,5.93,B(3.00),B+(3.62)
"Postero,NancyGrey",ANSC140-HumanRightsII:ContempIssue(A),SP17,29,10,100.0%,100.0%,6.06,B+(3.56),B+(3.36)
"Kang,ByungChu",ANSC146-GlobalHealthPersp/HIV(A),SP17,26,9,75.0%,75.0%,3.50,A-(3.86),A(4.00)
"Parish,StevenMartin",ANSC147-GlobalHealth/Environment(A),SP17,63,23,90.9%,86.4%,1.93,A-(3.90),A-(3.91)
"OlivasHernandez,OlgaLid",ANSC151-US-MexicoBorderEthnographies(A),SP17,17,7,100.0%,100.0%,4.79,A-(3.83),N/A
"Itzhak,Nofit",ANSC164-IntrotoMedicalAnthropology(A),SP17,19,7,85.7%,71.4%,6.79,B-(2.71),N/A
"Hartblay,CassandraS",ANSC173-EthnographyinPractice(A),SP17,7,5,100.0%,100.0%,7.30,B+(3.33),N/A
"Pedersen,David",ANSC175-AnthropologyofCapitalism(A),SP17,23,8,100.0%,85.7%,4.50,A-(3.83),A-(3.93)
