Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Edland,StevenD.",FPMU102-BiostatisticsinPublicHealth(A),SP16,58,27,81.5%,59.3%,5.17,A-(3.77),B+(3.57)
"Edland,StevenD.",FPMU102-BiostatisticsinPublicHealth(B),SP16,59,39,83.8%,70.3%,6.33,B+(3.64),B+(3.57)
"Nodora,Jesse",FPMU120-HealthPoliciesHealthyLfesty(A),SP16,67,59,77.6%,96.6%,5.20,B+(3.44),B+(3.42)
"Rabin,AdriennBorsika",FPMU120-HealthPoliciesHealthyLfesty(A),SP16,67,61,78.3%,86.7%,5.21,B+(3.44),B+(3.42)
"Shi,Yuyan",FPMU120-HealthPoliciesHealthyLfesty(B),SP16,62,60,96.6%,96.6%,4.29,A-(3.73),A-(3.86)
"McMenamin,SaraB",FPMU120-HealthPoliciesHealthyLfesty(C),SP16,59,53,90.6%,98.1%,4.54,B+(3.48),B+(3.47)
"Ryan,MargaretAngelaKapp",FPMU130-Environment&OccuptionHealth(A),SP16,78,71,95.8%,97.2%,4.93,B+(3.46),B+(3.51)
"Navarro,Ana",FPMU180C-AdvancedPracticumIII(B),SP16,15,15,85.7%,85.7%,5.73,A-(3.85),N/A
"Aldelaimy,Wael",FPMU101-Epidemiology(A),WI16,75,66,89.2%,76.9%,5.59,B(3.13),B-(2.86)
"Vaida,Florin",FPMU102-BiostatisticsinPublicHealth(A),WI16,52,30,60.7%,60.7%,5.29,B+(3.36),B(3.21)
"Vaida,Florin",FPMU102-BiostatisticsinPublicHealth(B),WI16,52,27,88.9%,85.2%,7.12,B(3.19),B(3.21)
"Hartman,SheriR",FPMU110-HealthBehavior&ChronicDis(A),WI16,42,41,92.7%,92.7%,4.45,B+(3.33),B-(2.89)
"Hartman,SheriR",FPMU110-HealthBehavior&ChronicDis(B),WI16,59,56,87.5%,83.9%,4.58,B+(3.35),B-(2.89)
"Marquez,Becky",FPMU110-HealthBehavior&ChronicDis(C),WI16,53,47,91.5%,89.4%,4.07,B+(3.54),B(3.00)
"Hong,Suzi",FPMU110-HealthBehavior&ChronicDis(D),WI16,62,56,81.8%,83.6%,5.03,B(3.04),B(3.24)
"Navarro,Ana",FPMU180B-AdvancedPracticumII(A),WI16,16,5,100.0%,100.0%,9.17,A(4.00),N/A
"Trinidad,DennisRyan",FPMU40-IntroductiontoPublicHealth(A),WI16,129,117,98.3%,95.7%,4.24,B+(3.56),B+(3.36)
"Marcus,BessH",FPMU87-FreshmanSeminar(A),WI16,10,6,83.3%,100.0%,1.17,N/A,N/A
"Suarez,JoseR",FPMU101-Epidemiology(A),FA15,37,33,100.0%,96.9%,5.75,B+(3.44),B-(2.92)
"Ryan,MargaretAngelaKapp",FPMU130-Environment&OccuptionHealth(A),FA15,73,71,95.7%,100.0%,4.99,B+(3.44),B+(3.57)
"Navarro,Ana",FPMU180A-AdvancedPracticumI(A),FA15,17,6,100.0%,83.3%,4.10,A(4.00),N/A
"Anderson,CherylAnnMarie",FPMU40-IntroductiontoPublicHealth(A),FA15,124,102,91.1%,88.1%,4.94,B(3.26),C+(2.63)
"Aldelaimy,Wael",FPMU101A-Epidemiology&BiostatisticsA(A),SP15,64,49,78.7%,70.2%,6.37,B-(2.89),C+(2.51)
"Suarez,JoseR",FPMU101A-Epidemiology&BiostatisticsA(A),SP15,64,49,78.7%,89.4%,6.37,B-(2.89),C+(2.51)
"Vaida,Florin",FPMU101B-Epidemiology&BiostatisticsB(A),SP15,67,42,73.2%,61.0%,7.47,B(3.07),B(3.07)
"Liu,Lin",FPMU101B-Epidemiology&BiostatisticsB(B),SP15,74,51,80.0%,56.0%,6.76,B(3.28),B(3.07)
"Vaida,Florin",FPMU101B-Epidemiology&BiostatisticsB(B),SP15,74,51,80.0%,86.0%,6.76,B(3.28),B(3.07)
"McMenamin,SaraB",FPMU120-HealthPoliciesHealthyLfesty(A),SP15,125,116,91.3%,98.3%,4.66,B+(3.46),B+(3.36)
"Shi,Yuyan",FPMU120-HealthPoliciesHealthyLfesty(A),SP15,125,116,93.0%,88.7%,4.68,B+(3.46),B+(3.36)
"Ryan,MargaretAngelaKapp",FPMU130-Environment&OccuptionHealth(A),SP15,81,74,98.6%,100.0%,4.91,B+(3.46),B+(3.52)
"Checkoway,Harvey",FPMU101A-Epidemiology&BiostatisticsA(A),WI15,147,129,70.3%,68.0%,6.15,B(3.00),B(3.11)
"Lacroix,AndreaZauderer",FPMU101A-Epidemiology&BiostatisticsA(A),WI15,148,129,70.3%,78.9%,6.15,B(3.00),B(3.11)
"Cummins,SharonElizabeth",FPMU110-HealthBehavior&ChronicDis(A),WI15,95,88,85.1%,90.8%,4.96,B(3.01),C+(2.52)
"Marquez,Becky",FPMU110-HealthBehavior&ChronicDis(A),WI15,94,88,85.1%,93.1%,4.96,B(3.01),C+(2.52)
"Hong,Suzi",FPMU110-HealthBehavior&ChronicDis(B),WI15,42,39,82.1%,92.3%,5.39,B(3.26),B(3.02)
"Larsen,BrittaAnn",FPMU110-HealthBehavior&ChronicDis(B),WI15,42,39,78.9%,94.7%,5.26,B(3.24),B(3.02)
"Marcus,BessH",FPMU87-FreshmanSeminar(A),WI15,9,5,80.0%,100.0%,2.10,B(3.00),N/A
"Ryan,MargaretAngelaKapp",FPMU130-Environment&OccuptionHealth(A),FA14,48,44,97.7%,100.0%,5.09,A-(3.73),A-(3.81)
"Anderson,CherylAnnMarie",FPMU40-IntroductiontoPublicHealth(A),FA14,198,164,91.8%,95.6%,5.70,B(3.28),B-(2.82)
"Liu,Lin",FPMU101B-Epidemiology&BiostatisticsB(A),SP14,38,17,76.5%,58.8%,5.44,B+(3.63),B+(3.52)
"Smith,Besa",FPMU101B-Epidemiology&BiostatisticsB(A),SP14,37,19,70.6%,70.6%,5.32,B+(3.53),B+(3.52)
"Nodora,Jesse",FPMU120-HealthPoliciesHealthyLfesty(B),SP14,41,34,97.1%,91.2%,4.32,B+(3.62),B(3.22)
"Shi,Yuyan",FPMU120-HealthPoliciesHealthyLfesty(B),SP14,41,33,97.0%,90.9%,4.25,B+(3.55),B(3.22)
"Smith,Besa",FPMU101A-Epidemiology&BiostatisticsA(A),WI14,68,54,51.0%,66.7%,7.17,B-(2.78),C(2.25)
"Marquez,Becky",FPMU110-HealthBehavior&ChronicDis(A),WI14,50,44,97.7%,93.2%,4.55,B+(3.66),B+(3.53)
"Anderson,CherylAnnMarie",FPMU40-IntroductiontoPublicHealth(A),WI14,142,124,93.5%,91.9%,4.74,B+(3.38),B-(2.77)
"Anderson,CherylAnnMarie",FPMU40-IntroductiontoPublicHealth(A),FA13,145,76,98.6%,93.2%,4.91,B+(3.46),B-(2.97)
