Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Nicolazzo,SarahE.",LTEN22-Intro/Lit/BrtishIs:1660-1832(A),WI19,59,36,100.0%,93.8%,4.86,B(3.24),B(3.25)
"Wesling,MeganE.",LTEN26-Intro/Lit/US:1865-Present(A),WI19,52,35,87.9%,84.8%,6.32,B(3.29),B+(3.42)
"Sanchez,Rosaura",LTEN29-Intro/Chicano/LatinoLit.(A),WI19,92,71,93.7%,90.3%,3.76,B+(3.55),B(3.21)
"Jed,StephanieH",LTEU105-MedievalStudies(A),WI19,46,13,100.0%,91.7%,2.65,A(4.00),A-(3.97)
"DeMarchiGherini,Adriana",LTEU140-ItalianLiteratureinTransltn(A),WI19,35,15,93.3%,100.0%,4.63,B+(3.67),A-(3.92)
"Ploye,Catherine",LTFR116-Themes/Intellect&LiteraryHist(A),WI19,24,9,100.0%,100.0%,4.06,B+(3.67),A-(3.77)
"Ploye,Catherine",LTFR2C-IntermediateFrenchIII(A),WI19,13,4,75.0%,75.0%,5.00,B+(3.33),N/A
"MyerstonSantana,Jacobo",LTGK105-TopicsinGreekLiterature(A),WI19,12,7,100.0%,100.0%,4.50,A(4.00),N/A
"Petkas,AlexanderJ",LTGK2-IntermediateGreekI(A),WI19,11,7,83.3%,100.0%,6.50,A(4.00),N/A
"Fischer-Grunski,EvaK",LTGM2B-IntermediateGermanII(A),WI19,13,6,100.0%,100.0%,5.70,B+(3.50),N/A
"DeMarchiGherini,Adriana",LTIT2B-IntermediateItalianII(A),WI19,11,4,100.0%,100.0%,3.50,A(4.00),N/A
"Lee,Jin-Kyung",LTKO100-AdvReadngs/KoreanLit&Culture(A),WI19,29,9,75.0%,75.0%,8.00,A-(3.75),A-(3.78)
"Lee,Jeyseon",LTKO3-AdvancedKorean/ThirdYear(A),WI19,7,3,100.0%,100.0%,5.83,A(4.00),N/A
"Petkas,AlexanderJ",LTLA105-TopicsinLatinLiterature(A),WI19,14,6,100.0%,100.0%,6.10,B+(3.50),N/A
"Wirshbo,Eliot",LTLA2-IntermediateLatinI(A),WI19,15,8,100.0%,85.7%,7.50,B(3.29),N/A
"Murray,KourtneyKristine",LTLA2-IntermediateLatinI(B),WI19,30,14,100.0%,92.3%,6.35,B+(3.42),B+(3.42)
"Wells,PatriciaRebecca",LTRU104C-AdvancedPracticuminRussian(A),WI19,13,6,100.0%,100.0%,3.83,A(4.00),N/A
"Wells,PatriciaRebecca",LTRU1B-First-YearRussian(A),WI19,27,12,100.0%,100.0%,6.00,A-(3.78),B+(3.36)
"Sanchez,Rosaura",LTSP135A-MexicanLiteraturebefore1910(A),WI19,16,4,100.0%,100.0%,11.83,A(4.00),N/A
"Kokotovic,Milos",LTSP138-CentralAmericanLiterature(A),WI19,21,10,100.0%,100.0%,10.00,B+(3.50),B+(3.39)
"Chacon,GloriaElizabeth",LTSP140-LatinAmericanNovel(A),WI19,13,9,100.0%,100.0%,6.72,B+(3.67),N/A
"Chacon,GloriaElizabeth",LTSP172-IndigenistaThemes/Latin-Amer(A),WI19,10,10,100.0%,100.0%,8.70,A-(3.70),N/A
"Pita,BeatriceM",LTSP2D-Int/AdvSpanish-BilingualSpkr(A),WI19,25,18,94.4%,100.0%,4.50,B+(3.53),B+(3.43)
"Vitkus,DanielJ.",LTTH115-Introduction/CriticalTheory(A),WI19,19,6,83.3%,83.3%,6.50,B(3.00),N/A
"duBois,PageAnn",LTWL100-Mythology(A),WI19,74,29,92.9%,89.3%,3.14,B+(3.68),B+(3.42)
"Lerer,Seth",LTWL114-Children'sLiterature(A),WI19,134,58,94.6%,94.6%,3.29,A-(3.76),A-(3.83)
"Cohen,AlainJ.J.",LTWL128-Intro/Semiotics&Applications(A),WI19,10,5,100.0%,100.0%,7.50,A(4.00),N/A
"O'Brien,WilliamArctander",LTWL172-SpecialTopicsinLiterature(A),WI19,14,7,100.0%,100.0%,2.79,B+(3.40),N/A
"Glaser,Amelia",LTWL180-FilmStudies&Lit:FilmHistory(A),WI19,22,10,100.0%,100.0%,4.50,A-(3.80),A-(3.75)
"Cohen,AlainJ.J.",LTWL183-FilmStudies&Lit:DirectorWork(A),WI19,21,6,66.7%,66.7%,2.17,B+(3.60),B+(3.53)
"Wirshbo,Eliot",LTWL19B-Intro/AncientGreeks&Romans(A),WI19,32,13,81.8%,81.8%,5.41,B(3.00),C+(2.60)
"Lampert-Weissig,Lisa",LTWL87-FreshmanSeminar(A),WI19,17,7,100.0%,100.0%,1.17,N/A,N/A
"Lampert-Weissig,Lisa",LTWL87-FreshmanSeminar(B),WI19,12,8,85.7%,83.3%,1.93,B(3.00),N/A
"Banales,Melissa",LTWR100-ShortFictionWorkshop(A),WI19,24,7,100.0%,85.7%,2.50,A(4.00),A-(3.83)
"Doller,Ben",LTWR102-PoetryWorkshop(A),WI19,23,4,100.0%,100.0%,3.00,A(4.00),B+(3.66)
"Som,BrandonD",LTWR113-InterculturalWritingWorkshop(A),WI19,22,8,100.0%,100.0%,6.00,A-(3.75),B+(3.53)
"Banales,Melissa",LTWR114-GraphicTextsWorkshop(A),WI19,23,7,100.0%,100.0%,6.50,A(4.00),B+(3.45)
"Armantrout,Rae",LTWR115-ExperimentalWritingWorkshop(A),WI19,18,8,87.5%,87.5%,3.75,A-(3.71),N/A
"Banales,Melissa",LTWR143-StylisticsandGrammar(A),WI19,25,7,85.7%,85.7%,3.93,A(4.00),A-(3.99)
"Springer,AnnaJoy",LTWR8A-WritingFiction(A),WI19,73,39,88.2%,75.8%,4.56,B+(3.55),B+(3.37)
"Forbes,Camille",LTWR8C-WritingNon-Fiction(A),WI19,56,46,86.7%,97.7%,4.99,B+(3.56),B+(3.56)
"Martin-Cabrera,Luis",LTAM110-LatinAmericanLit/Translation(A),FA18,54,22,90.9%,95.0%,5.32,B+(3.59),B(3.20)
"Wesling,MeganE.",LTCS50-IntrotoCulturalStudies(A),FA18,28,14,100.0%,100.0%,5.50,A-(3.71),B+(3.60)
"Zhang,Yingjin",LTEA120A-ChineseFilms(A),FA18,322,145,83.2%,83.7%,4.32,A-(3.71),B+(3.49)
"Miyao,Daisuke",LTEA138-JapaneseFilms(A),FA18,390,133,96.1%,95.2%,3.37,A-(3.97),A-(3.93)
"Vitkus,DanielJ.",LTEN112-ShakespeareI:ElizabethanPrd(A),FA18,21,10,70.0%,80.0%,6.50,B(3.20),B+(3.32)
"Nicolazzo,SarahE.",LTEN140-BritishNovel:1790-1830(A),FA18,39,15,100.0%,100.0%,5.30,B+(3.53),B+(3.63)
"Vijay,AmeethVarma",LTEN144-BritishNovel:1890-present(A),FA18,14,15,93.3%,100.0%,6.63,B(3.29),N/A
"Tonkovich,Nicole",LTEN154-TheAmericanRenaissance(A),FA18,17,6,100.0%,83.3%,6.17,B+(3.50),N/A
"Suzuki,ErinM.",LTEN158-ModernAmericanLiterature(A),FA18,31,11,100.0%,100.0%,5.90,B+(3.55),B+(3.45)
"Wesling,MeganE.",LTEN175A-NewAmerFiction:WWII-Present(A),FA18,20,6,100.0%,100.0%,8.83,A-(3.80),A-(3.71)
"Nicolazzo,SarahE.",LTEN178-ComparativeEthnicLiterature(A),FA18,32,13,100.0%,100.0%,4.65,B+(3.45),B+(3.36)
"Vitkus,DanielJ.",LTEN21-Intro/Lit/BritIsles:pre-1660(A),FA18,59,38,75.0%,74.3%,5.69,B-(2.97),B(3.09)
"Walkiewicz,KathrynA",LTEN25-Intro/Lit/US:Beginning-1865(A),FA18,63,34,100.0%,100.0%,6.25,B+(3.61),B+(3.63)
"Suzuki,ErinM.",LTEN28-Intr/Asian-AmericanLiterature(A),FA18,147,92,98.8%,100.0%,3.68,B+(3.36),B+(3.39)
"Glaser,Amelia",LTEU150A-Russian&SovietLit/1800-1860(A),FA18,16,13,100.0%,100.0%,6.65,B+(3.55),N/A
"Zhiri,Oumelbanine",LTFR115-Themes/Intellect&LiteraryHist(A),FA18,14,6,100.0%,100.0%,3.83,A-(3.83),N/A
"Ploye,Catherine",LTFR2B-IntermediateFrenchII(A),FA18,17,6,100.0%,100.0%,6.83,B(3.00),N/A
"Ploye,Catherine",LTFR50-IntermedFrenchIV/TextAnaly(A),FA18,14,7,100.0%,100.0%,5.50,B+(3.50),N/A
"MyerstonSantana,Jacobo",LTGK1-BeginningGreek(A),FA18,14,12,100.0%,100.0%,6.00,A-(3.86),N/A
"duBois,PageAnn",LTGK103-GreekDrama(A),FA18,13,3,100.0%,100.0%,5.83,A(4.00),N/A
"Kontje,ToddCurtis",LTGM101-GermanStudiesII:Nat'lIdenti(A),FA18,11,5,100.0%,100.0%,3.70,B+(3.50),N/A
"Fischer-Grunski,EvaK",LTGM2A-IntermediateGermanI(A),FA18,22,9,100.0%,100.0%,5.17,A-(3.71),B+(3.47)
"DeMarchiGherini,Adriana",LTIT100-Intro/LiteraturesinItalian(A),FA18,6,4,100.0%,100.0%,3.00,A(4.00),N/A
"DeMarchiGherini,Adriana",LTIT2A-IntermediateItalianI(A),FA18,31,14,100.0%,100.0%,3.64,A-(3.70),A(4.00)
"Lee,Jeyseon",LTKO2A-IntermediateKorean:2ndYrI(A),FA18,22,8,83.3%,100.0%,4.79,B(3.00),B(3.07)
"Lee,Jeyseon",LTKO2A-IntermediateKorean:2ndYrI(B),FA18,18,6,100.0%,100.0%,4.90,A(4.00),B(3.07)
"Lee,Jeyseon",LTKO2A-IntermediateKorean:2ndYrI(C),FA18,24,10,88.9%,88.9%,4.30,B+(3.50),B(3.07)
"Lee,Jeyseon",LTKO2A-IntermediateKorean:2ndYrI(D),FA18,24,13,83.3%,83.3%,4.67,B(3.29),B(3.07)
"Wirshbo,Eliot",LTLA1-BeginningLatin(A),FA18,24,11,90.9%,90.9%,8.14,B(3.18),B(3.30)
"Murray,KourtneyKristine",LTLA1-BeginningLatin(B),FA18,34,19,100.0%,94.4%,5.61,B(3.25),B(3.23)
"Wirshbo,Eliot",LTLA103-LatinDrama(A),FA18,21,7,100.0%,100.0%,7.17,B+(3.33),B(3.22)
"Wells,PatriciaRebecca",LTRU104B-AdvancedPracticuminRussian(A),FA18,12,5,100.0%,100.0%,4.50,A(4.00),N/A
"Glaser,Amelia",LTRU110A-Russian&SovietLit/1800-1860(A),FA18,7,5,100.0%,100.0%,5.70,A-(3.80),N/A
"Wells,PatriciaRebecca",LTRU1A-First-YearRussian(A),FA18,34,18,100.0%,93.3%,7.21,B(3.15),A-(3.70)
"Wells,PatriciaRebecca",LTRU2A-SecondYearRussian(A),FA18,24,9,100.0%,100.0%,4.06,A(4.00),A-(3.82)
"Martin-Cabrera,Luis",LTSP123-TopicsinModernSpanishCult(A),FA18,21,8,87.5%,87.5%,4.75,A-(3.71),B+(3.55)
"Chacon,GloriaElizabeth",LTSP174-TopicsinCultureandPolitics(A),FA18,21,15,100.0%,100.0%,6.36,A-(3.79),A-(3.75)
"Chacon,GloriaElizabeth",LTSP176-LiteratureandNation(A),FA18,11,5,100.0%,100.0%,5.70,B+(3.40),N/A
"Pita,BeatriceM",LTSP2B-IntermedSpanishII:Read&Comp(B),FA18,21,14,100.0%,100.0%,5.21,B+(3.58),B+(3.55)
"Lerer,Seth",LTTH110-HistoryofCriticism(A),FA18,42,18,100.0%,100.0%,5.91,A-(3.75),A-(3.88)
"Kalleres,Dayna",LTWL158A-TopicsintheNewTestament(A),FA18,14,3,100.0%,100.0%,3.83,A(4.00),N/A
"Jed,StephanieH",LTWL177-LiteratureandAging(A),FA18,61,24,95.8%,95.8%,2.75,A-(3.92),A-(3.95)
"Nguyen,HoangTan",LTWL181-FilmStudies&Lit:FilmMovement(A),FA18,26,14,92.9%,100.0%,4.21,A-(3.77),B+(3.68)
"Lerer,Seth",LTWL194-CapstoneCourseforLitMajors(A),FA18,15,5,100.0%,100.0%,4.10,A(4.00),N/A
"Wirshbo,Eliot",LTWL19A-Intro/AncientGreeks&Romans(A),FA18,39,18,82.4%,88.2%,5.72,B(3.00),C+(2.45)
"Lampert-Weissig,Lisa",LTWL87-FreshmanSeminar(A),FA18,12,9,88.9%,88.9%,0.94,A(4.00),N/A
"Lampert-Weissig,Lisa",LTWL87-FreshmanSeminar(B),FA18,9,6,100.0%,100.0%,1.17,A(4.00),N/A
"Forbes,Camille",LTWR100-ShortFictionWorkshop(A),FA18,24,8,100.0%,100.0%,3.50,B(3.25),B+(3.33)
"Banales,Melissa",LTWR102-PoetryWorkshop(A),FA18,23,5,100.0%,100.0%,4.50,A-(3.80),A-(3.97)
"Springer,AnnaJoy","LTWR106-SciFiction,Fantasy,Irrealism(A)",FA18,25,6,50.0%,16.7%,2.50,B(3.17),A-(3.75)
"Banales,Melissa",LTWR119-WritingforPerformanceWrkshp(A),FA18,25,8,100.0%,85.7%,3.36,A-(3.86),A-(3.98)
"Banales,Melissa",LTWR129-DistributingLiteratureWrkshp(A),FA18,14,9,100.0%,88.9%,4.50,A-(3.89),N/A
"Hoang,LilyKim",LTWR148-TheoryforWriters(A),FA18,21,8,75.0%,87.5%,7.75,A-(3.75),A-(3.77)
"Hoang,LilyKim",LTWR194-CapstoneCourseforWriting(A),FA18,13,7,100.0%,100.0%,5.64,A-(3.86),N/A
"Springer,AnnaJoy",LTWR8A-WritingFiction(A),FA18,86,49,93.8%,91.7%,5.75,B+(3.59),A-(3.75)
"Som,BrandonD",LTWR8B-WritingPoetry(A),FA18,83,54,100.0%,100.0%,3.50,A-(3.85),B+(3.69)
"Cancel,Robert",LTWL180GS-FilmStudies&Lit:FilmHistory(0),S318,20,7,100.0%,100.0%,8.21,B(3.20),B(3.24)
"Giordano,KaileyNicole",LTEN110-Topics:TheRenaissance(A),S218,15,13,100.0%,100.0%,10.65,B+(3.64),N/A
"O'Brien,WilliamArctander",LTEN176-MajorAmericanWriters(A),S218,10,4,100.0%,100.0%,4.00,B(3.00),N/A
"Hidalgo,MelissaMartha",LTSP150B-Lat-Chican/CulProd:1960toPres(A),S218,10,3,100.0%,100.0%,4.50,B(3.00),N/A
"MyerstonSantana,Jacobo",LTWL184-FilmStudies&Lit:Analysis/Txt(A),S218,13,4,100.0%,100.0%,4.00,A(4.00),N/A
"DriscollSalemi,ShelbyLondon",LTWR100-ShortFictionWorkshop(A),S218,12,12,91.7%,91.7%,5.83,B+(3.45),N/A
"diGrazia,GinaMarie",LTAM140-TopicsinCultureandPolitics(A),S118,16,6,100.0%,83.3%,8.17,B+(3.40),N/A
"Vippermancohen,MelissaRache",LTEN110-Topics:TheRenaissance(A),S118,12,6,100.0%,100.0%,8.10,A-(3.75),N/A
"Bottcher,Carolin",LTEN140-BritishNovel:1790-1830(A),S118,14,11,100.0%,100.0%,5.95,B+(3.45),N/A
"Zavodny,TatianaSophia",LTWL110B-FolkandFairyTales(A),S118,23,12,91.7%,91.7%,3.59,A-(3.83),A-(3.79)
"Rahimi,Babak",LTWL172GS-SpecialTopicsinLiterature(A),S118,26,12,100.0%,100.0%,5.50,A-(3.92),A-(3.98)
"Herbst,Matthew",LTWL175GS-TheCityofRome(A),S118,28,21,100.0%,100.0%,5.64,A-(3.71),A-(3.80)
"Liao,PingH",LTCH101-Readings/ContempChineseLit(A),SP18,50,21,94.7%,100.0%,4.61,A-(3.94),B+(3.48)
"Davidson,R.Michael",LTCS150-TopicsinCulturalStudies(A),SP18,12,5,100.0%,100.0%,5.70,A-(3.75),N/A
"Woodhull,WinifredJohanna",LTCS50-IntrotoCulturalStudies(A),SP18,4,3,100.0%,100.0%,3.50,A(4.00),N/A
"Nguyen,HoangTan",LTCS87-FreshmanSeminar(B),SP18,11,7,100.0%,100.0%,2.17,A(4.00),N/A
"Nguyen,HoangTan",LTCS87-FreshmanSeminar(C),SP18,9,6,100.0%,100.0%,1.50,N/A,N/A
"Liao,PingH",LTEA110A-ClassiclChineseFict/Transltn(A),SP18,127,31,78.6%,67.9%,5.83,B+(3.59),B-(2.89)
"Heinrich,Larissa",LTEA110C-ContempChinFiction/Translatn(A),SP18,210,74,92.8%,92.5%,4.89,A-(3.84),A-(3.81)
"Berthelier,BenoitP","LTEA142-KoreanFilm,Lit&PopCulture(A)",SP18,156,64,92.2%,96.9%,3.53,B+(3.54),B(3.25)
"Lerer,Seth",LTEN113-ShakespeareII:JacobeanPeriod(A),SP18,38,12,100.0%,100.0%,7.77,A-(3.80),A-(3.86)
"Loose,Margaret",LTEN127-VictorianPoetry(A),SP18,30,25,96.0%,100.0%,3.38,B+(3.61),B+(3.38)
"Loose,Margaret",LTEN142-BritishNovel:1830-1890(A),SP18,11,11,100.0%,100.0%,7.23,B+(3.56),N/A
"Tonkovich,Nicole",LTEN148-Genres/English&AmericanLit(A),SP18,12,5,100.0%,100.0%,3.70,A(4.00),N/A
"Walkiewicz,KathrynA",LTEN149-Topics:English-LanguageLit(A),SP18,21,8,100.0%,100.0%,8.00,A-(3.88),A-(3.71)
"Walkiewicz,KathrynA",LTEN154-TheAmericanRenaissance(A),SP18,20,7,85.7%,100.0%,5.93,A-(3.86),B+(3.68)
"Cancel,Robert",LTEN159-ContemporaryAmericanLit(A),SP18,8,4,75.0%,75.0%,3.00,B+(3.67),N/A
"Suzuki,ErinM.",LTEN178-ComparativeEthnicLiterature(A),SP18,26,11,100.0%,100.0%,5.95,B+(3.43),B+(3.58)
"Blanco,JohnD",LTEN181-AsianAmericanLiterature(A),SP18,27,14,71.4%,76.9%,5.21,A-(3.73),A-(3.86)
