Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Samphantharak,Krislert",INTL190-Seminar/InternationalStudies(E),FA18,21,9,87.5%,100.0%,6.00,B+(3.38),B+(3.43)
"Clemens,Jeffrey",INTL190-Seminar/InternationalStudies(F),FA18,5,5,100.0%,100.0%,5.70,B+(3.60),N/A
"Kshatriya,KristaC",INTL190-Seminar/InternationalStudies(G),FA18,18,7,85.7%,100.0%,7.50,B(3.17),N/A
"Shafir,Gershon",INTL190-Seminar/InternationalStudies(H),FA18,18,4,100.0%,100.0%,2.50,B+(3.67),N/A
"Gilson,Nancy",INTL190H-HonorsSeminar/Int'lStudies(A),FA18,19,11,100.0%,100.0%,11.25,A-(3.75),N/A
"Gagnon,JeffreyC",INTL190-Seminar/InternationalStudies(A),S218,15,3,100.0%,100.0%,9.83,B+(3.33),N/A
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(A),S118,15,3,100.0%,100.0%,9.17,B(3.00),N/A
"Gilson,Nancy",INTL101-Cult&Society/Intrn'lPerspec(A),SP18,251,109,79.0%,82.9%,5.57,B(3.09),B-(2.81)
"Niehaus,Paul",INTL190-Seminar/InternationalStudies(A),SP18,18,11,90.9%,80.0%,9.05,B-(2.90),N/A
"Auerbach,BradfordC",INTL190-Seminar/InternationalStudies(B),SP18,21,16,100.0%,100.0%,4.88,B+(3.69),B(3.22)
"Coyle,JamesJ.",INTL190-Seminar/InternationalStudies(C),SP18,20,11,55.6%,100.0%,4.06,B(3.11),B(3.26)
"Major,Ivan",INTL190-Seminar/InternationalStudies(D),SP18,20,11,90.0%,100.0%,5.50,B+(3.60),B+(3.57)
"Graham,JessicaLynn",INTL190-Seminar/InternationalStudies(E),SP18,22,9,87.5%,100.0%,7.50,B(3.29),B+(3.59)
"Kshatriya,KristaC",INTL190-Seminar/InternationalStudies(F),SP18,21,11,100.0%,100.0%,7.10,B+(3.50),B(3.29)
"Statler,Kathryn",INTL190-Seminar/InternationalStudies(G),SP18,21,8,100.0%,100.0%,8.00,B+(3.38),B+(3.37)
"Lettieri,MichaelJoseph",INTL190-Seminar/InternationalStudies(H),SP18,18,16,87.5%,93.8%,6.13,B(3.00),N/A
"VeraCossio,DiegoAlejandro",INTL190-Seminar/InternationalStudies(I),SP18,19,8,87.5%,100.0%,4.75,B+(3.50),N/A
"Vitz,Matthew",INTL101-Cult&Society/Intrn'lPerspec(A),WI18,251,165,81.0%,82.2%,5.61,B+(3.38),B+(3.32)
"Haggard,StephanM.","INTL102-Econ,Politics&Intn'lChange(A)",WI18,233,214,88.7%,95.8%,5.99,B+(3.35),B(3.14)
"Feeley,MaureenCatherine",INTL190-Seminar/InternationalStudies(A),WI18,18,10,100.0%,100.0%,9.50,B+(3.40),N/A
"Gilson,Nancy",INTL190-Seminar/InternationalStudies(B),WI18,19,9,100.0%,100.0%,7.17,B(3.13),N/A
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(C),WI18,20,9,100.0%,100.0%,4.72,B+(3.44),B+(3.55)
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(D),WI18,22,12,100.0%,90.9%,7.05,B+(3.55),B+(3.55)
"Herberg,MikkalE.",INTL190-Seminar/InternationalStudies(E),WI18,17,9,100.0%,100.0%,6.50,B+(3.63),N/A
"Fisk,DavidLee",INTL190-Seminar/InternationalStudies(G),WI18,17,7,85.7%,100.0%,10.79,B+(3.43),N/A
"Kshatriya,KristaC",INTL190-Seminar/InternationalStudies(H),WI18,21,13,100.0%,100.0%,7.00,B+(3.58),B+(3.38)
"Walter,BarbaraFlorence","INTL102-Econ,Politics&Intn'lChange(A)",FA17,247,148,98.6%,98.5%,7.28,B+(3.57),B+(3.52)
"Auerbach,BradfordC",INTL190-Seminar/InternationalStudies(A),FA17,22,6,100.0%,83.3%,5.83,B+(3.33),B+(3.44)
"Clemens,Jeffrey",INTL190-Seminar/InternationalStudies(B),FA17,16,6,100.0%,100.0%,8.17,B+(3.67),N/A
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(C),FA17,20,6,83.3%,83.3%,7.50,B+(3.33),B+(3.31)
"Desposato,Scott",INTL190-Seminar/InternationalStudies(D),FA17,17,5,80.0%,100.0%,5.70,B-(2.80),N/A
"Samphantharak,Krislert",INTL190-Seminar/InternationalStudies(F),FA17,20,9,100.0%,100.0%,5.17,B+(3.56),B(3.17)
"Gilson,Nancy",INTL190H-HonorsSeminar/Int'lStudies(A),FA17,9,3,100.0%,100.0%,13.17,A(4.00),N/A
"Gagnon,JeffreyC",INTL190-Seminar/InternationalStudies(A),S117,14,7,71.4%,100.0%,8.79,B+(3.43),N/A
"Gilson,Nancy",INTL101-Cult&Society/Intrn'lPerspec(A),SP17,184,99,80.9%,84.0%,5.60,B(3.22),B-(2.77)
"Walter,BarbaraFlorence","INTL102-Econ,Politics&Intn'lChange(A)",SP17,155,141,92.8%,94.9%,7.29,B+(3.35),B(3.22)
"Niehaus,Paul",INTL190-Seminar/InternationalStudies(A),SP17,19,5,100.0%,100.0%,9.00,B(3.25),N/A
"Cancel,Robert",INTL190-Seminar/InternationalStudies(B),SP17,19,8,100.0%,100.0%,8.90,B+(3.57),N/A
"Feeley,MaureenCatherine",INTL190-Seminar/InternationalStudies(C),SP17,19,6,100.0%,100.0%,8.17,B+(3.50),N/A
"Guichard,StephanieM",INTL190-Seminar/InternationalStudies(D),SP17,10,3,66.7%,100.0%,3.17,B+(3.67),N/A
"Auerbach,BradfordC",INTL190-Seminar/InternationalStudies(E),SP17,19,14,100.0%,92.9%,3.88,B+(3.69),N/A
"Coyle,JamesJ.",INTL190-Seminar/InternationalStudies(F),SP17,18,4,100.0%,100.0%,3.50,A-(3.75),N/A
"Kshatriya,KristaC",INTL190-Seminar/InternationalStudies(G),SP17,19,9,88.9%,100.0%,5.39,B+(3.67),N/A
"Vitz,Matthew",INTL101-Cult&Society/Intrn'lPerspec(A),WI17,185,106,80.8%,80.8%,6.15,B+(3.52),B(3.28)
"Broz,JamesLawrence","INTL102-Econ,Politics&Intn'lChange(A)",WI17,168,78,94.7%,89.3%,5.64,B+(3.32),B-(2.95)
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(A),WI17,18,8,100.0%,100.0%,4.00,B+(3.57),N/A
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(B),WI17,19,11,100.0%,100.0%,5.95,B+(3.45),N/A
"Patterson,PatrickH.",INTL190-Seminar/InternationalStudies(C),WI17,20,19,89.5%,100.0%,8.82,B+(3.53),B+(3.66)
"Lettieri,MichaelJoseph",INTL190-Seminar/InternationalStudies(D),WI17,17,15,86.7%,100.0%,7.07,B+(3.47),N/A
"Gilson,Nancy",INTL190-Seminar/InternationalStudies(E),WI17,21,9,100.0%,100.0%,8.28,B+(3.38),B+(3.30)
"Herberg,MikkalE.",INTL190-Seminar/InternationalStudies(F),WI17,11,3,100.0%,100.0%,7.83,B+(3.33),N/A
"Haggard,StephanM.","INTL102-Econ,Politics&Intn'lChange(A)",FA16,253,141,88.9%,93.3%,6.09,B+(3.33),B(3.03)
"Nadkarni,Vidya",INTL190-Seminar/InternationalStudies(A),FA16,13,3,100.0%,100.0%,5.17,B+(3.67),N/A
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(B),FA16,14,8,100.0%,100.0%,5.75,B+(3.50),N/A
"Major,Ivan",INTL190-Seminar/InternationalStudies(C),FA16,6,5,100.0%,100.0%,6.10,A-(3.80),N/A
"Desposato,Scott",INTL190-Seminar/InternationalStudies(D),FA16,11,6,100.0%,100.0%,5.30,B(3.20),N/A
"Gilson,Nancy",INTL190H-HonorsSeminar/Int'lStudies(A),FA16,11,3,100.0%,100.0%,9.83,A(4.00),N/A
"Gilson,Nancy",INTL101-Cult&Society/Intrn'lPerspec(A),SP16,222,111,73.6%,67.0%,5.96,B(3.19),B-(2.83)
"Niehaus,Paul",INTL190-Seminar/InternationalStudies(B),SP16,20,9,85.7%,85.7%,6.21,B+(3.43),B(3.05)
"Naoi,Megumi",INTL190-Seminar/InternationalStudies(C),SP16,21,10,100.0%,100.0%,4.50,B+(3.44),B+(3.60)
"Patterson,PatrickH.",INTL190-Seminar/InternationalStudies(D),SP16,7,5,100.0%,100.0%,8.90,A-(3.80),N/A
"Auerbach,BradfordC",INTL190-Seminar/InternationalStudies(E),SP16,13,8,100.0%,100.0%,4.00,B(3.13),N/A
"Coyle,JamesJ.",INTL190-Seminar/InternationalStudies(F),SP16,16,5,100.0%,100.0%,4.50,A(4.00),N/A
"Broz,JamesLawrence","INTL102-Econ,Politics&Intn'lChange(A)",WI16,248,141,90.5%,87.6%,5.51,B(3.28),B-(2.89)
"Herberg,MikkalE.",INTL190-Seminar/InternationalStudies(B),WI16,8,3,100.0%,66.7%,5.17,B+(3.33),N/A
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(C),WI16,13,12,100.0%,100.0%,5.67,B+(3.33),N/A
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(D),WI16,14,8,71.4%,85.7%,3.93,B(3.17),N/A
"Feeley,MaureenCatherine",INTL190-Seminar/InternationalStudies(E),WI16,11,3,100.0%,100.0%,9.17,B+(3.33),N/A
"Postero,NancyGrey",INTL101-Cult&Society/Intrn'lPerspec(A),FA15,152,68,88.3%,95.0%,6.78,B+(3.47),B(3.17)
"Gilson,Nancy",INTL190-Seminar/InternationalStudies(A),FA15,16,9,100.0%,100.0%,6.50,B+(3.56),N/A
"Kwak,Nancy",INTL190-Seminar/InternationalStudies(B),FA15,5,4,100.0%,100.0%,12.00,B+(3.50),N/A
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(D),FA15,18,5,80.0%,100.0%,6.50,B+(3.60),N/A
"Feeley,MaureenCatherine",INTL190H-HonorsSeminar/Int'lStudies(A),FA15,8,4,100.0%,100.0%,14.50,A(4.00),N/A
"Gibson,ClarkC",INTL190-Seminar/InternationalStudies(A),S115,15,3,100.0%,100.0%,9.17,B+(3.67),N/A
"Gilson,Nancy",INTL101-Cult&Society/Intrn'lPerspec(A),SP15,234,96,83.3%,70.0%,4.70,B(3.10),B-(2.79)
"Coyle,JamesJ.",INTL190-Seminar/InternationalStudies(A),SP15,16,7,100.0%,100.0%,6.50,B+(3.40),N/A
"Nadkarni,Vidya",INTL190-Seminar/InternationalStudies(C),SP15,13,4,100.0%,100.0%,5.83,B+(3.67),N/A
"Clemens,Jeffrey",INTL190-Seminar/InternationalStudies(E),SP15,9,4,100.0%,100.0%,3.17,B(3.00),N/A
"Broz,JamesLawrence","INTL102-Econ,Politics&Intn'lChange(A)",WI15,155,69,97.0%,95.5%,5.61,B+(3.36),C+(2.63)
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(A),WI15,8,3,100.0%,100.0%,6.50,B+(3.33),N/A
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(B),WI15,9,4,100.0%,100.0%,4.50,B+(3.33),N/A
"Graham,JessicaLynn",INTL190-Seminar/InternationalStudies(D),WI15,9,3,100.0%,100.0%,8.50,B+(3.67),N/A
"Herberg,MikkalE.",INTL190-Seminar/InternationalStudies(E),WI15,10,3,100.0%,100.0%,2.50,B+(3.33),N/A
"Naoi,Megumi",INTL190-Seminar/InternationalStudies(D),FA14,16,8,100.0%,100.0%,9.00,B+(3.63),N/A
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(E),FA14,12,5,50.0%,50.0%,10.50,B+(3.50),N/A
"Statler,Kathryn",INTL190-Seminar/InternationalStudies(F),FA14,15,9,100.0%,100.0%,7.39,A-(3.78),N/A
"Gilson,Nancy",INTL190H-HonorsSeminar/Int'lStudies(A),FA14,9,6,100.0%,100.0%,8.50,A(4.00),N/A
"Broz,JamesLawrence","INTL102-Econ,Politics&Intn'lChange(A)",SP14,69,34,88.2%,91.2%,5.21,B+(3.53),B-(2.99)
"Coyle,JamesJ.",INTL190-Seminar/InternationalStudies(A),SP14,17,6,83.3%,83.3%,4.50,A-(3.83),N/A
"Niehaus,Paul",INTL190-Seminar/InternationalStudies(D),SP14,19,7,100.0%,100.0%,7.83,B(3.00),N/A
"Statler,Kathryn",INTL190-Seminar/InternationalStudies(E),SP14,20,10,100.0%,100.0%,6.50,B+(3.44),B+(3.39)
"Haggard,StephanM.","INTL102-Econ,Politics&Intn'lChange(A)",WI14,178,113,95.4%,96.3%,5.86,B+(3.42),B+(3.34)
"Feeley,MaureenCatherine",INTL190-Seminar/InternationalStudies(A),WI14,14,3,66.7%,100.0%,7.17,A(4.00),B+(3.68)
"Gibson,ClarkC",INTL190-Seminar/InternationalStudies(B),WI14,11,5,100.0%,100.0%,7.70,B+(3.40),B+(3.65)
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(F),WI14,14,6,83.3%,83.3%,4.10,B+(3.50),B+(3.42)
"Graham,JessicaLynn",INTL190-Seminar/InternationalStudies(G),WI14,7,7,100.0%,100.0%,5.36,B+(3.57),N/A
"Postero,NancyGrey",INTL101-Cult&Society/Intrn'lPerspec(A),FA13,149,61,87.9%,89.7%,5.91,B+(3.47),B-(2.93)
"Nadkarni,Vidya",INTL190-Seminar/InternationalStudies(A),FA13,13,8,100.0%,100.0%,5.00,B(3.25),N/A
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(B),FA13,14,4,100.0%,100.0%,5.00,A-(3.75),N/A
"Clemens,Jeffrey",INTL190-Seminar/InternationalStudies(C),FA13,7,3,66.7%,100.0%,4.50,B+(3.67),N/A
"Kwak,Nancy",INTL190-Seminar/InternationalStudies(E),FA13,9,4,100.0%,100.0%,6.50,B+(3.33),N/A
"Feeley,MaureenCatherine",INTL190H-HonorsSeminar/Int'lStudies(A),FA13,15,8,100.0%,100.0%,10.21,A-(3.86),N/A
"Elinoff,EliAsher",INTL101-Cult&Society/Intrn'lPerspec(A),SP13,200,81,88.6%,81.0%,5.99,B+(3.45),B(3.21)
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(A),SP13,6,4,75.0%,75.0%,4.50,A-(3.75),N/A
"Niehaus,Paul",INTL190-Seminar/InternationalStudies(C),SP13,16,4,100.0%,100.0%,3.50,B+(3.50),N/A
"Quinney,KimberMarie",INTL190-Seminar/InternationalStudies(D),SP13,18,3,100.0%,100.0%,5.50,A(4.00),N/A
"Naoi,Megumi",INTL190-Seminar/InternationalStudies(F),SP13,17,8,75.0%,100.0%,6.25,B+(3.63),N/A
"Broz,JamesLawrence","INTL102-Econ,Politics&Intn'lChange(A)",WI13,186,90,85.2%,86.4%,5.70,B+(3.46),B(3.13)
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(A),WI13,18,8,100.0%,100.0%,6.21,B(3.25),N/A
"Klatch,Rebecca",INTL190-Seminar/InternationalStudies(C),WI13,15,6,83.3%,83.3%,6.17,A-(3.83),N/A
"Patterson,PatrickH.",INTL190-Seminar/InternationalStudies(D),WI13,4,4,100.0%,100.0%,11.50,A(4.00),N/A
"Quinney,KimberMarie",INTL190-Seminar/InternationalStudies(E),WI13,14,5,100.0%,100.0%,4.50,A-(3.80),N/A
"Feeley,MaureenCatherine",INTL190-Seminar/InternationalStudies(F),WI13,18,8,100.0%,100.0%,10.75,A-(3.75),N/A
"Nadkarni,Vidya",INTL190-Seminar/InternationalStudies(A),FA12,19,7,83.3%,100.0%,3.83,B+(3.33),N/A
"Rauch,JamesE",INTL190-Seminar/InternationalStudies(B),FA12,13,8,87.5%,87.5%,4.50,B(3.25),N/A
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(C),FA12,14,6,83.3%,100.0%,6.50,B(3.20),N/A
"Skrentny,JohnDavid",INTL190-Seminar/InternationalStudies(D),FA12,18,8,100.0%,100.0%,4.75,A-(3.88),N/A
"Feeley,MaureenCatherine",INTL190H-HonorsSeminar/Int'lStudies(A),FA12,11,4,100.0%,100.0%,13.00,A(4.00),N/A
"Broz,JamesLawrence","INTL102-Econ,Politics&Intn'lChange(A)",SP12,264,112,83.9%,79.5%,5.92,B(3.21),B(3.08)
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(C),SP12,18,7,100.0%,100.0%,3.93,B+(3.67),N/A
"Adida,Claire",INTL190-Seminar/InternationalStudies(D),SP12,13,13,84.6%,100.0%,6.81,B(3.08),N/A
"Shafir,Gershon",INTL190-Seminar/InternationalStudies(E),SP12,13,4,75.0%,100.0%,7.50,B+(3.50),N/A
"Coyle,JamesJ.",INTL190-Seminar/InternationalStudies(F),SP12,12,5,80.0%,100.0%,8.10,B+(3.40),N/A
"Quinney,KimberMarie",INTL190-Seminar/InternationalStudies(G),SP12,21,12,83.3%,91.7%,5.83,B+(3.50),B+(3.55)
"Smith,PeterH",INTL190-Seminar/InternationalStudies(H),SP12,17,5,50.0%,50.0%,6.00,A-(3.75),N/A
"Rose,Sharon",INTL101-Cult&Society/Intrn'lPerspec(A),WI12,112,60,95.0%,93.3%,5.13,B+(3.33),B-(2.99)
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(A),WI12,16,10,100.0%,88.9%,4.50,B+(3.60),N/A
"Cancel,Robert",INTL190-Seminar/InternationalStudies(B),WI12,12,5,80.0%,100.0%,6.90,B+(3.60),N/A
"Edelman,RobertS.",INTL190-Seminar/InternationalStudies(C),WI12,16,4,100.0%,100.0%,7.00,B+(3.50),N/A
"Feeley,MaureenCatherine",INTL190-Seminar/InternationalStudies(D),WI12,16,8,75.0%,100.0%,5.50,B+(3.63),N/A
"Klatch,Rebecca",INTL190-Seminar/InternationalStudies(E),WI12,15,7,100.0%,100.0%,5.64,B(3.29),N/A
"Niehaus,Paul",INTL190-Seminar/InternationalStudies(F),WI12,19,14,100.0%,100.0%,5.07,B+(3.36),N/A
"Quinney,KimberMarie",INTL190-Seminar/InternationalStudies(G),WI12,20,10,100.0%,100.0%,5.50,B+(3.60),A-(3.85)
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(H),WI12,13,8,87.5%,100.0%,7.75,B(3.25),N/A
"Postero,NancyGrey",INTL101-Cult&Society/Intrn'lPerspec(A),FA11,204,85,92.9%,86.9%,7.67,B+(3.36),B(3.04)
"Nadkarni,Vidya",INTL190-Seminar/InternationalStudies(A),FA11,17,8,100.0%,100.0%,5.75,B+(3.50),N/A
"Skrentny,JohnDavid",INTL190-Seminar/InternationalStudies(B),FA11,19,5,100.0%,100.0%,8.10,A-(3.80),N/A
"Statler,Kathryn",INTL190-Seminar/InternationalStudies(C),FA11,18,13,100.0%,100.0%,7.73,B+(3.38),N/A
"Rauch,JamesE",INTL190-Seminar/InternationalStudies(D),FA11,18,12,58.3%,50.0%,4.00,B(3.18),N/A
"Feeley,MaureenCatherine",INTL190H-HonorsSeminar/Int'lStudies(A),FA11,10,7,100.0%,100.0%,14.17,A(4.00),N/A
"Postero,NancyGrey",INTL101-Cult&Society/Intrn'lPerspec(A),SP11,199,83,80.7%,81.9%,6.43,B+(3.30),B(3.10)
"Coyle,JamesJ.",INTL190-Seminar/InternationalStudies(A),SP11,18,6,100.0%,83.3%,6.50,A-(3.83),N/A
"Nadkarni,Vidya",INTL190-Seminar/InternationalStudies(B),SP11,20,7,100.0%,100.0%,8.50,B(3.14),B+(3.41)
"Patterson,PatrickH.",INTL190-Seminar/InternationalStudies(C),SP11,17,9,100.0%,100.0%,9.17,A-(3.75),N/A
"Quinney,KimberMarie",INTL190-Seminar/InternationalStudies(D),SP11,21,11,100.0%,100.0%,5.59,A-(3.73),B+(3.36)
"Smith,PeterH",INTL190-Seminar/InternationalStudies(E),SP11,17,5,100.0%,80.0%,6.50,B(3.20),N/A
"Statler,Kathryn",INTL190-Seminar/InternationalStudies(F),SP11,17,11,100.0%,100.0%,7.59,A-(3.91),N/A
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(G),SP11,19,8,100.0%,100.0%,3.36,B(3.25),N/A
"Williams,JamesMichael",INTL190-Seminar/InternationalStudies(H),SP11,17,6,83.3%,100.0%,9.50,B(3.20),N/A
"Haggard,StephanM.","INTL102-Econ,Politics&Intn'lChange(A)",WI11,377,203,88.1%,92.6%,6.36,B+(3.46),B(3.27)
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(A),WI11,18,17,93.8%,100.0%,5.00,B+(3.56),N/A
"Feeley,MaureenCatherine",INTL190-Seminar/InternationalStudies(B),WI11,14,5,100.0%,100.0%,8.10,B+(3.60),N/A
"Ferree,KarenE",INTL190-Seminar/InternationalStudies(C),WI11,16,9,77.8%,66.7%,13.17,B-(2.89),N/A
"KWAK,NANCYHAEKYUNG",INTL190-Seminar/InternationalStudies(E),WI11,17,6,100.0%,100.0%,7.50,B+(3.50),N/A
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(F),WI11,20,8,100.0%,100.0%,6.25,A-(3.75),B+(3.34)
"Rose,Sharon",INTL101-Cult&Society/Intrn'lPerspec(A),FA10,195,88,87.5%,96.6%,5.01,B+(3.42),B+(3.30)
"Nadkarni,Vidya",INTL190-Seminar/InternationalStudies(A),FA10,19,11,100.0%,90.9%,6.68,B+(3.55),B+(3.48)
"Shafir,Gershon",INTL190-Seminar/InternationalStudies(B),FA10,17,8,100.0%,100.0%,4.25,B+(3.63),N/A
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(C),FA10,16,11,100.0%,100.0%,3.77,A-(3.70),N/A
"Groves,Theodore",INTL190-Seminar/InternationalStudies(D),FA10,9,5,100.0%,100.0%,6.00,B+(3.60),N/A
"Feeley,MaureenCatherine",INTL190H-HonorsSeminar/Int'lStudies(A),FA10,13,10,100.0%,100.0%,13.70,A(4.00),N/A
"Haggard,StephanM.","INTL102-Econ,Politics&Intn'lChange(A)",SP10,198,93,97.8%,96.7%,4.70,B+(3.48),B-(2.97)
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(A),SP10,17,15,93.3%,100.0%,8.50,B+(3.57),N/A
"Coyle,JamesJ.",INTL190-Seminar/InternationalStudies(B),SP10,20,9,100.0%,100.0%,4.06,A-(3.78),B+(3.64)
"Johnson,JoelW.",INTL190-Seminar/InternationalStudies(C),SP10,19,8,87.5%,87.5%,7.75,B+(3.38),N/A
"Provence,Michael",INTL190-Seminar/InternationalStudies(D),SP10,24,9,100.0%,100.0%,9.83,B+(3.67),B(3.15)
"Schneider,Christina",INTL190-Seminar/InternationalStudies(E),SP10,21,7,71.4%,100.0%,5.93,B(3.29),B+(3.42)
"Smith,PeterH",INTL190-Seminar/InternationalStudies(F),SP10,21,6,83.3%,100.0%,5.83,B+(3.50),B+(3.53)
"Williams,JamesMichael",INTL190-Seminar/InternationalStudies(G),SP10,20,7,100.0%,100.0%,6.17,A-(3.71),B+(3.33)
"Postero,NancyGrey",INTL101-Cult&Society/Intrn'lPerspec(A),WI10,222,86,88.4%,95.3%,5.97,B+(3.56),B(3.27)
"Broz,JamesLawrence","INTL102-Econ,Politics&Intn'lChange(A)",WI10,145,56,89.3%,92.9%,5.74,B(3.29),B-(2.90)
"Bharadwaj,Prashant",INTL190-Seminar/InternationalStudies(A),WI10,20,18,100.0%,100.0%,5.72,A-(3.72),B+(3.44)
"Gilson,Nancy",INTL190-Seminar/InternationalStudies(B),WI10,25,15,100.0%,86.7%,5.43,B+(3.60),B+(3.50)
"Groves,Theodore",INTL190-Seminar/InternationalStudies(C),WI10,18,10,100.0%,77.8%,4.50,A-(3.80),N/A
"Herberg,MikkalE.",INTL190-Seminar/InternationalStudies(D),WI10,22,13,100.0%,100.0%,6.04,B+(3.62),B+(3.35)
"Rauch,JamesE",INTL190-Seminar/InternationalStudies(E),WI10,19,12,100.0%,100.0%,5.00,B(3.17),N/A
