Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Lal,Ratnesh",BENG141-BiomedicalOpticsandImaging(A),FA18,32,29,93.1%,89.7%,4.98,A-(3.76),B+(3.66)
"Wheeler,BruceChristopher",BENG148A-DesignDevelopmntCardiacBENG(A),FA18,8,3,100.0%,100.0%,11.50,B+(3.50),N/A
"Fraley,StephanieI.",BENG161A-BioreactorEngineering(A),FA18,67,55,90.9%,89.1%,9.52,B+(3.31),B(3.02)
"Mali,PrashantGulabRam",BENG162-BiotechnologyLaboratory(A),FA18,66,57,84.2%,89.5%,8.68,B+(3.53),B(3.16)
"Sah,RobertLie-Yuan",BENG166A-CellandTissueEngineering(A),FA18,71,42,14.6%,20.0%,9.85,B(3.22),B+(3.40)
"Wheeler,BruceChristopher",BENG169A-DesignDevelopmntTissueEngin(A),FA18,14,3,100.0%,100.0%,3.50,A(4.00),N/A
"Wheeler,BruceChristopher",BENG179A-DesignDevelop.Bioinstrumntatn(A),FA18,58,7,66.7%,66.7%,8.21,A(4.00),A-(3.93)
"Zhong,Sheng",BENG183-AppliedGenomicTechnologies(A),FA18,73,28,69.2%,76.0%,3.02,B+(3.59),B+(3.54)
"Wheeler,BruceChristopher",BENG187B-BENGDesignProject:Developmnt(A),FA18,130,32,76.7%,89.7%,6.91,A(4.00),N/A
"Engler,AdamJ.",BENG193-ClinicalBioengineering(A),FA18,26,9,100.0%,100.0%,7.39,A(4.00),A-(3.88)
"Wheeler,BruceChristopher",BENG2-IntroComputerProg&MATLAB(A),FA18,19,12,72.7%,72.7%,6.50,B+(3.33),N/A
"McCulloch,AndrewDouglas",BENG87-FreshmanSeminar(A),FA18,19,14,90.9%,100.0%,0.83,B+(3.50),N/A
"Omens,JeffreyHoward",BENG87-FreshmanSeminar(A),FA18,20,14,90.9%,100.0%,0.83,B+(3.50),N/A
"Abbasi,Shaghayegh",BENG100-StatReasoningBioengApplns(A),S118,16,3,66.7%,66.7%,13.83,D+(1.67),N/A
"Alexandrov,LudmilB",BENG100-StatReasoningBioengApplns(A),SP18,163,74,76.4%,90.1%,7.20,B(3.18),B-(2.91)
"Huang,Xiaohua",BENG102-MoleculrComponentsLivingSys(A),SP18,51,20,63.2%,57.9%,5.03,B+(3.53),A-(3.72)
"Fraley,StephanieI.",BENG103B-BioengineeringMassTransfer(A),SP18,119,110,87.3%,92.7%,8.74,B+(3.32),B-(3.00)
"McCulloch,AndrewDouglas",BENG112B-FluidandCellBiomechanics(A),SP18,59,18,55.6%,55.6%,4.94,B+(3.44),A-(3.82)
"Hasty,JeffM",BENG125-Modeling&Computatio/Bioengr(A),SP18,131,41,81.1%,72.2%,6.66,B+(3.32),B+(3.51)
"Wheeler,BruceChristopher",BENG125-Modeling&Computatio/Bioengr(A),SP18,131,41,81.1%,75.7%,6.66,B+(3.32),B+(3.51)
"Mali,PrashantGulabRam",BENG133-NumericalAnalys-ComputatnEng(A),SP18,23,23,91.3%,100.0%,6.67,B+(3.43),B+(3.57)
"Silva,Gabriel",BENG140B-BioengineeringPhysiology(A),SP18,40,18,70.6%,70.6%,5.32,B+(3.56),B+(3.37)
"Devor,Anna",BENG140B-BioengineeringPhysiology(B),SP18,30,11,100.0%,100.0%,3.41,B+(3.64),A-(3.78)
"Zhang,Kun",BENG160-Chem&MolecularBENGTechniqs(A),SP18,63,57,80.7%,94.7%,8.01,B+(3.54),B+(3.36)
"Cabrales,Pedro",BENG172-BioengineeringLaboratory(A),SP18,45,12,83.3%,100.0%,10.00,B+(3.55),B+(3.56)
"Omens,JeffreyHoward",BENG172-BioengineeringLaboratory(A),SP18,45,12,83.3%,100.0%,10.00,B+(3.55),B+(3.56)
"Bafna,Vineet",BENG182-BiologicalDatabases(A),SP18,20,6,83.3%,100.0%,8.50,B-(2.83),B(3.25)
"Bansal,Vikas",BENG182-BiologicalDatabases(C),SP18,15,4,75.0%,50.0%,6.50,B(3.00),N/A
"Dequach,JessicaA",BENG186A-Principles/BiomaterialsDesign(A),SP18,105,78,63.2%,64.5%,6.03,B(3.23),B(3.18)
"Wheeler,BruceChristopher",BENG187A-BENGDesignProject:Planning(A),SP18,130,43,100.0%,97.4%,1.83,A-(3.97),N/A
"Wheeler,BruceChristopher",BENG187D-BENGDesignProj:Presentation(A),SP18,23,5,100.0%,100.0%,6.50,A(4.00),A-(3.90)
"Wheeler,BruceChristopher",BENG187D-BENGDesignProj:Presentation(B),SP18,58,16,75.0%,93.8%,6.00,A-(3.88),A-(3.90)
"Wheeler,BruceChristopher",BENG187D-BENGDesignProj:Presentation(C),SP18,48,16,92.9%,100.0%,3.83,A(4.00),A-(3.90)
"Gough,DavidA.",BENG189-PhysiologicalSystemsEng(A),SP18,31,8,37.5%,25.0%,4.50,B+(3.38),A-(3.72)
"Silva,Gabriel",BENG189-PhysiologicalSystemsEng(A),SP18,31,8,37.5%,75.0%,4.50,B+(3.38),A-(3.72)
"Omens,JeffreyHoward",BENG87-FreshmanSeminar(A),SP18,13,8,100.0%,100.0%,1.25,N/A,N/A
"Chien,Shu",BENG1-IntroductiontoBioengineering(A),WI18,198,124,73.7%,88.8%,3.36,A-(3.80),N/A
"Omens,JeffreyHoward",BENG112A-TissueBiomechanics(A),WI18,62,21,90.0%,90.0%,5.87,B+(3.58),B+(3.52)
"Wheeler,BruceChristopher",BENG119B-DesignImplmntatnBiomechanics(A),WI18,24,5,60.0%,100.0%,3.70,A(4.00),A(4.00)
"Subramaniam,Shankar",BENG120-OrgChem-Structural&Design(A),WI18,51,26,68.0%,80.0%,7.92,B-(2.88),B+(3.39)
"Wang,Yingxiao",BENG120-OrgChem-Structural&Design(A),WI18,50,26,68.0%,64.0%,7.92,B-(2.88),B+(3.39)
"Palsson,BernhardO.",BENG123-DynamicSimulatninBioeng(A),WI18,67,20,66.7%,66.7%,11.91,B+(3.50),B+(3.36)
"Wheeler,BruceChristopher",BENG128B-DesignImplmntGeneticCircuit(A),WI18,21,9,88.9%,100.0%,9.75,A-(3.89),A(4.00)
"Huang,Xiaohua",BENG130-BiotechThermodynamics&Kinet(A),WI18,169,99,73.7%,64.6%,6.54,B+(3.42),B+(3.43)
"Cabrales,Pedro",BENG140A-BioengineeringPhysiology(A),WI18,49,26,91.7%,91.7%,7.83,B+(3.58),B+(3.59)
"Sparks,StevenRay",BENG140A-BioengineeringPhysiology(C),WI18,29,10,66.7%,33.3%,6.06,B(3.11),B+(3.60)
"Wheeler,BruceChristopher",BENG147B-DesignImplmntatnNeuralEngin(A),WI18,17,4,75.0%,100.0%,9.50,A-(3.75),N/A
"Wheeler,BruceChristopher",BENG152-BioSystemsEngineeringLab(A),WI18,15,9,100.0%,100.0%,6.94,A-(3.88),N/A
"Metallo,ChristianMichael",BENG161B-BiochemicalEngineering(A),WI18,47,15,86.7%,93.3%,7.57,B+(3.33),B+(3.40)
"Lewis,NathanE",BENG161B-BiochemicalEngineering(B),WI18,11,6,83.3%,100.0%,7.50,B(3.17),N/A
"Wang,Yingxiao",BENG168-BiomolecularEngineering(A),WI18,72,20,100.0%,100.0%,7.20,B+(3.65),A-(3.71)
"Wheeler,BruceChristopher",BENG169B-DesignImplmntatnTissueEngin(A),WI18,27,5,100.0%,100.0%,7.70,A(4.00),A(4.00)
"Pevzner,PavelArkadjevich",BENG181-MolecularSequenceAnalysis(A),WI18,39,19,70.6%,70.6%,17.61,B-(2.89),B+(3.30)
"Cauwenberghs,Gert",BENG186B-Princpls/BioinstrumentatnDesn(A),WI18,40,12,81.8%,90.9%,9.00,B(3.17),B+(3.39)
"Alvarez-Cabanillas,Miguel",BENG186B-Princpls/BioinstrumentatnDesn(C),WI18,20,10,100.0%,87.5%,10.75,B(3.00),B+(3.38)
"Wheeler,BruceChristopher",BENG187C-BENGDesignProj:Implemntation(A),WI18,129,33,87.5%,96.8%,4.38,A-(3.97),N/A
"Gough,DavidA.",BENG87-FreshmanSeminar(A),WI18,9,5,100.0%,100.0%,0.90,N/A,N/A
"Engler,AdamJ.",BENG87-FreshmanSeminar(B),WI18,14,8,100.0%,100.0%,0.50,N/A,N/A
"McCulloch,AndrewDouglas",BENG110-FoundationofBiomechanics(A),FA17,90,44,62.8%,48.8%,6.45,B+(3.36),A-(3.73)
"Wheeler,BruceChristopher",BENG119A-DesignDevelop.inBiomechanics(A),FA17,25,6,80.0%,100.0%,1.70,B+(3.67),A-(3.88)
"Gough,DavidA.",BENG122A-BiosystemsandControl(A),FA17,62,11,30.0%,20.0%,5.70,B+(3.30),B+(3.31)
"Wheeler,BruceChristopher",BENG127A-DesignDev.Molec.SystemsBENG(A),FA17,13,3,66.7%,100.0%,1.17,A(4.00),N/A
"Wheeler,BruceChristopher",BENG128A-DesignDev.GenetcCircuitBENG(A),FA17,20,7,100.0%,100.0%,6.50,A(4.00),A-(3.85)
"Bartsch,Dirk-UweGuenther",BENG134-Measurements/Stats/Probability(A),FA17,20,12,36.4%,33.3%,6.50,B+(3.50),B+(3.55)
"Wheeler,BruceChristopher",BENG135-BiomedicalSignals&Systems(A),FA17,33,4,100.0%,100.0%,8.50,B(3.25),B+(3.53)
"Lal,Ratnesh",BENG141-BiomedicalOpticsandImaging(A),FA17,18,17,100.0%,100.0%,5.79,A-(3.71),N/A
"Wheeler,BruceChristopher",BENG147A-DesignDevelpmntinNeuralEng(A),FA17,16,4,100.0%,75.0%,6.50,A(4.00),N/A
"Fraley,StephanieI.",BENG161A-BioreactorEngineering(A),FA17,61,41,97.6%,97.6%,8.50,B+(3.54),B-(2.92)
"Mali,PrashantGulabRam",BENG162-BiotechnologyLaboratory(A),FA17,59,44,100.0%,100.0%,6.08,A-(3.77),A-(3.75)
"Sah,RobertLie-Yuan",BENG166A-CellandTissueEngineering(A),FA17,64,39,36.1%,41.7%,8.23,B+(3.69),B+(3.46)
"Wheeler,BruceChristopher",BENG169A-DesignDevelopmntTissueEngin(A),FA17,26,6,100.0%,100.0%,5.30,A-(3.75),A-(3.95)
"Zhong,Sheng",BENG183-AppliedGenomicTechnologies(A),FA17,83,70,72.9%,77.1%,3.90,B+(3.43),A-(3.75)
"Wheeler,BruceChristopher",BENG187B-BENGDesignProject:Developmnt(A),FA17,129,32,86.2%,100.0%,6.43,A-(3.90),A-(3.88)
"Engler,AdamJ.",BENG193-ClinicalBioengineering(A),FA17,20,4,100.0%,100.0%,4.50,A(4.00),A-(3.91)
"Wheeler,BruceChristopher",BENG2-IntroComputerProg&MATLAB(A),FA17,25,13,84.6%,92.3%,7.27,B+(3.50),B+(3.35)
"McCulloch,AndrewDouglas",BENG87-FreshmanSeminar(A),FA17,20,12,91.7%,91.7%,0.50,A(4.00),N/A
"Omens,JeffreyHoward",BENG87-FreshmanSeminar(A),FA17,20,12,91.7%,91.7%,0.50,A(4.00),N/A
"Schmid-Schoenbein,GeertW",BENG87-FreshmanSeminar(B),FA17,18,12,66.7%,83.3%,1.00,A(4.00),N/A
"Coleman,ToddPrentice",BENG100-StatReasoningBioengApplns(A),SP17,150,53,65.4%,78.8%,8.81,B(3.08),B-(2.90)
"Huang,Xiaohua",BENG102-MoleculrComponentsLivingSys(A),SP17,35,11,81.8%,54.5%,4.14,A-(3.73),B+(3.61)
"Fraley,StephanieI.",BENG103B-BioengineeringMassTransfer(A),SP17,112,100,85.0%,89.0%,8.15,B+(3.31),B-(2.84)
"Engler,AdamJ.",BENG112B-FluidandCellBiomechanics(A),SP17,44,36,88.9%,91.7%,6.33,B+(3.32),B(3.25)
"Wheeler,BruceChristopher",BENG125-Modeling&Computatio/Bioengr(A),SP17,140,34,86.7%,80.0%,6.87,B+(3.57),B+(3.48)
"Mali,PrashantGulabRam",BENG133-NumericalAnalys-ComputatnEng(A),SP17,33,28,78.6%,89.3%,5.71,B+(3.39),B+(3.49)
"Silva,Gabriel",BENG140B-BioengineeringPhysiology(A),SP17,81,24,83.3%,83.3%,4.85,B+(3.33),B(3.29)
"Zhang,Kun",BENG160-Chem&MolecularBENGTechniqs(A),SP17,58,30,89.3%,92.9%,6.13,A-(3.79),B+(3.64)
"Cabrales,Pedro",BENG172-BioengineeringLaboratory(A),SP17,38,20,94.4%,94.4%,8.03,B+(3.59),B+(3.57)
"Omens,JeffreyHoward",BENG172-BioengineeringLaboratory(A),SP17,38,20,94.4%,100.0%,8.03,B+(3.59),B+(3.57)
"Bafna,Vineet",BENG182-BiologicalDatabases(A),SP17,42,17,88.2%,88.2%,8.23,B(3.25),B-(2.95)
"Christman,Karen",BENG186A-Principles/BiomaterialsDesign(A),SP17,114,83,84.1%,90.2%,6.23,B+(3.39),B(3.04)
"Dequach,JessicaA",BENG186A-Principles/BiomaterialsDesign(A),SP17,114,84,85.5%,85.5%,6.25,B+(3.37),B(3.04)
"Wheeler,BruceChristopher",BENG187A-BENGDesignProject:Planning(A),SP17,130,58,94.0%,98.0%,1.25,A-(3.77),N/A
"Wheeler,BruceChristopher",BENG187D-BENGDesignProj:Presentation(A),SP17,122,28,88.9%,92.6%,6.59,A(4.00),A-(3.85)
"Gough,DavidA.",BENG189-PhysiologicalSystemsEng(A),SP17,32,4,50.0%,25.0%,5.50,A-(3.75),B+(3.69)
"Silva,Gabriel",BENG189-PhysiologicalSystemsEng(A),SP17,31,4,50.0%,100.0%,5.50,A-(3.75),B+(3.69)
"Engler,AdamJ.",BENG192-SeniorSem.inBioengineering(A),SP17,18,7,100.0%,100.0%,2.10,A(4.00),N/A
"Omens,JeffreyHoward",BENG87-FreshmanSeminar(A),SP17,20,12,100.0%,100.0%,0.50,N/A,N/A
"Chien,Shu",BENG1-IntroductiontoBioengineering(A),WI17,196,94,84.5%,90.5%,2.31,A-(3.71),N/A
"McCulloch,AndrewDouglas",BENG112A-TissueBiomechanics(A),WI17,45,12,83.3%,66.7%,5.67,B+(3.42),B+(3.60)
"Cabrales,Pedro",BENG119B-DesignImplmntatnBiomechanics(A),WI17,16,5,100.0%,100.0%,5.50,A(4.00),N/A
"Wheeler,BruceChristopher",BENG119B-DesignImplmntatnBiomechanics(A),WI17,16,5,100.0%,75.0%,5.50,A(4.00),N/A
"Subramaniam,Shankar",BENG120-OrgChem-Structural&Design(A),WI17,40,20,88.2%,88.2%,6.26,B(3.29),B+(3.62)
"Wang,Yingxiao",BENG120-OrgChem-Structural&Design(A),WI17,40,19,87.5%,86.7%,6.50,B+(3.31),B+(3.62)
"Palsson,BernhardO.",BENG123-DynamicSimulatninBioeng(A),WI17,73,15,73.3%,53.3%,9.57,B+(3.50),B(3.14)
"Fraley,StephanieI.",BENG127B-DesignImplmntMolec.SystBENG(A),WI17,17,4,100.0%,100.0%,8.50,A(4.00),N/A
"Wang,Yingxiao",BENG127B-DesignImplmntMolec.SystBENG(A),WI17,17,4,100.0%,100.0%,8.50,A(4.00),N/A
"Wheeler,BruceChristopher",BENG127B-DesignImplmntMolec.SystBENG(A),WI17,17,4,100.0%,100.0%,8.50,A(4.00),N/A
"Cauwenberghs,Gert",BENG128B-DesignImplmntGeneticCircuit(A),WI17,13,3,100.0%,100.0%,10.50,A(4.00),N/A
"Wheeler,BruceChristopher",BENG128B-DesignImplmntGeneticCircuit(A),WI17,13,3,100.0%,100.0%,10.50,A(4.00),N/A
"Subramaniam,Shankar",BENG130-BiotechThermodynamics&Kinet(A),WI17,184,56,82.7%,86.5%,6.54,B+(3.42),B+(3.34)
"Cabrales,Pedro",BENG140A-BioengineeringPhysiology(A),WI17,79,50,85.7%,85.7%,6.99,B+(3.59),B+(3.69)
"McCulloch,AndrewDouglas",BENG148B-DesignImplmntatnCardiacBENG(A),WI17,13,4,75.0%,100.0%,8.50,B+(3.50),N/A
"Wheeler,BruceChristopher",BENG148B-DesignImplmntatnCardiacBENG(A),WI17,13,4,75.0%,100.0%,8.50,B+(3.50),N/A
"Engler,AdamJ.",BENG149B-DesignImplmntnVascularBENG(A),WI17,12,3,66.7%,100.0%,15.17,B+(3.67),N/A
"Wheeler,BruceChristopher",BENG149B-DesignImplmntnVascularBENG(A),WI17,12,3,66.7%,100.0%,15.17,B+(3.67),N/A
"Wheeler,BruceChristopher",BENG152-BioSystemsEngineeringLab(A),WI17,29,7,100.0%,100.0%,5.93,B+(3.67),B+(3.57)
"Metallo,ChristianMichael",BENG161B-BiochemicalEngineering(A),WI17,57,26,95.8%,91.7%,6.95,B+(3.45),B+(3.38)
"Wang,Yingxiao",BENG168-BiomolecularEngineering(A),WI17,72,16,100.0%,93.3%,7.03,A-(3.80),B+(3.59)
"Gough,DavidA.",BENG169B-DesignImplmntatnTissueEngin(A),WI17,15,3,100.0%,100.0%,0.00,N/A,N/A
"Sah,RobertLie-Yuan",BENG169B-DesignImplmntatnTissueEngin(A),WI17,14,3,100.0%,100.0%,0.00,N/A,N/A
"Wheeler,BruceChristopher",BENG169B-DesignImplmntatnTissueEngin(A),WI17,14,3,100.0%,100.0%,0.00,N/A,N/A
"Wheeler,BruceChristopher",BENG179B-DesignImplmntBioinstrumntatn(A),WI17,12,5,100.0%,100.0%,11.30,A-(3.80),N/A
"Pevzner,PavelArkadjevich",BENG181-MolecularSequenceAnalysis(A),WI17,46,39,82.1%,82.1%,16.82,B(3.03),B(3.28)
"Cauwenberghs,Gert",BENG186B-Princpls/BioinstrumentatnDesn(A),WI17,71,22,81.0%,76.2%,8.31,B(3.15),B+(3.32)
"Wheeler,BruceChristopher",BENG187C-BENGDesignProj:Implemntation(A),WI17,124,31,71.4%,85.7%,6.92,A-(3.85),N/A
"Gough,DavidA.",BENG87-FreshmanSeminar(A),WI17,15,12,100.0%,100.0%,1.05,A(4.00),N/A
"Engler,AdamJ.",BENG87-FreshmanSeminar(B),WI17,17,7,100.0%,100.0%,0.79,N/A,N/A
"McCulloch,AndrewDouglas",BENG110-FoundationofBiomechanics(A),FA16,104,51,83.3%,87.5%,5.96,B+(3.43),B+(3.68)
"Cabrales,Pedro",BENG119A-DesignDevelop.inBiomechanics(A),FA16,16,5,75.0%,100.0%,4.50,A(4.00),N/A
"Wheeler,BruceChristopher",BENG119A-DesignDevelop.inBiomechanics(A),FA16,16,5,75.0%,100.0%,4.50,A(4.00),N/A
"Metallo,ChristianMichael",BENG122A-BiosystemsandControl(A),FA16,81,20,84.2%,57.9%,6.50,B+(3.32),B+(3.42)
"Fraley,StephanieI.",BENG127A-DesignDev.Molec.SystemsBENG(A),FA16,17,6,100.0%,100.0%,6.83,A(4.00),N/A
"Wang,Yingxiao",BENG127A-DesignDev.Molec.SystemsBENG(A),FA16,17,6,100.0%,83.3%,6.83,A(4.00),N/A
"Wheeler,BruceChristopher",BENG127A-DesignDev.Molec.SystemsBENG(A),FA16,17,6,100.0%,83.3%,6.83,A(4.00),N/A
"Cauwenberghs,Gert",BENG128A-DesignDev.GenetcCircuitBENG(A),FA16,13,4,100.0%,100.0%,12.50,B+(3.50),N/A
"Wheeler,BruceChristopher",BENG128A-DesignDev.GenetcCircuitBENG(A),FA16,13,4,100.0%,100.0%,12.50,B+(3.50),N/A
"Coleman,ToddPrentice",BENG134-Measurements/Stats/Probability(A),FA16,30,14,84.6%,76.9%,6.65,B(3.15),A-(3.78)
"Wheeler,BruceChristopher",BENG135-BiomedicalSignals&Systems(A),FA16,30,4,100.0%,100.0%,7.50,B(3.25),B+(3.37)
"Lal,Ratnesh",BENG141-BiomedicalOpticsandImaging(A),FA16,34,31,83.3%,76.7%,4.17,B+(3.54),B+(3.34)
"Coleman,ToddPrentice",BENG147A-DesignDevelpmntinNeuralEng(A),FA16,13,3,100.0%,100.0%,7.50,B+(3.50),N/A
"Subramaniam,Shankar",BENG147A-DesignDevelpmntinNeuralEng(A),FA16,13,3,100.0%,100.0%,7.50,B+(3.50),N/A
"Wheeler,BruceChristopher",BENG147A-DesignDevelpmntinNeuralEng(A),FA16,13,3,100.0%,100.0%,7.50,B+(3.50),N/A
"McCulloch,AndrewDouglas",BENG148A-DesignDevelopmntCardiacBENG(A),FA16,14,3,100.0%,66.7%,8.50,A(4.00),N/A
"McVeigh,ElliotR.",BENG148A-DesignDevelopmntCardiacBENG(A),FA16,14,3,100.0%,100.0%,8.50,A(4.00),N/A
"Wheeler,BruceChristopher",BENG148A-DesignDevelopmntCardiacBENG(A),FA16,14,3,100.0%,100.0%,8.50,A(4.00),N/A
"Engler,AdamJ.",BENG149A-DesignDevelpmntVascularBENG(A),FA16,12,3,100.0%,100.0%,9.83,A(4.00),N/A
"Wheeler,BruceChristopher",BENG149A-DesignDevelpmntVascularBENG(A),FA16,12,3,100.0%,100.0%,9.83,A(4.00),N/A
"Fraley,StephanieI.",BENG161A-BioreactorEngineering(A),FA16,57,53,81.1%,84.9%,9.54,B(3.25),B(3.12)
"Mali,PrashantGulabRam",BENG162-BiotechnologyLaboratory(A),FA16,49,47,91.5%,100.0%,6.23,B+(3.60),B+(3.66)
"Varghese,Shyni",BENG166A-CellandTissueEngineering(A),FA16,52,49,79.6%,40.8%,5.56,B+(3.45),B+(3.32)
"Gough,DavidA.",BENG169A-DesignDevelopmntTissueEngin(A),FA16,16,4,100.0%,100.0%,4.50,A(4.00),N/A
"Sah,RobertLie-Yuan",BENG169A-DesignDevelopmntTissueEngin(A),FA16,16,4,100.0%,100.0%,4.50,A(4.00),N/A
"Wheeler,BruceChristopher",BENG169A-DesignDevelopmntTissueEngin(A),FA16,16,4,100.0%,100.0%,4.50,A(4.00),N/A
