Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Chau,PaoC.",CENG176B-ChemEngineerngProcessLabII(A),SP10,62,15,100.0%,86.7%,12.37,B(3.29),B+(3.41)
"Talbot,JanB",CENG176B-ChemEngineerngProcessLabII(A),SP10,62,15,93.3%,80.0%,12.10,B(3.29),B+(3.41)
"Talbot,JanB",CENG1-ScopeofChemicalEngineering(A),WI10,111,49,91.7%,93.5%,0.83,A(4.00),N/A
"Talbot,JanB",CENG101B-HeatTransfer(A),WI10,81,37,94.6%,89.2%,8.50,B+(3.63),C+(2.59)
"Cha,JenniferN",CENG102-ChemicalEnginThermodynamics(A),WI10,82,35,90.9%,73.5%,9.70,B(3.16),B-(2.80)
"Chau,PaoC.",CENG124A-ChemPlant&ProcessDesignI(A),WI10,63,20,70.0%,65.0%,15.30,B(3.16),B-(2.93)
"Chau,PaoC.",CENG176A-ChemEngineerngProcessLabI(A),WI10,62,17,88.2%,76.5%,15.68,B(3.22),B(3.07)
"Talbot,JanB",CENG176A-ChemEngineerngProcessLabI(A),WI10,62,19,84.2%,73.7%,15.13,B(3.22),B(3.07)
"Herz,RichardK",CENG100-ProcessModl&Computn/ChemEngn(A),FA09,87,72,72.5%,54.4%,6.04,B(3.26),B-(2.91)
"Miller,DavidR.",CENG101A-IntroductoryFluidMechanics(A),FA09,107,61,81.0%,93.2%,10.77,B(3.05),B-(2.78)
"Herz,RichardK",CENG120-ChemicalProcessDynmics&Cntrl(A),FA09,65,58,56.9%,47.4%,8.64,B(3.12),B-(2.76)
"Zhang,Liangfang",CENG122-SeparationProcesses(A),FA09,63,46,100.0%,97.8%,7.54,B+(3.48),B(3.24)
"Arya,Gaurav",CENG101C-MassTransfer(A),SP09,64,40,81.1%,63.2%,7.65,B+(3.30),B+(3.38)
"Miller,DavidR.",CENG102-ChemicalEnginThermodynamics(A),SP09,83,40,87.2%,97.4%,8.04,B(3.26),B-(2.93)
"Chau,PaoC.",CENG124B-ChemPlant&ProcessDesignII(A),SP09,42,24,87.0%,43.5%,15.33,B+(3.48),B(3.19)
"Chau,PaoC.",CENG176B-ChemEngineerngProcessLabII(A),SP09,42,14,50.0%,35.7%,9.50,B+(3.36),B+(3.31)
"Herz,RichardK",CENG176B-ChemEngineerngProcessLabII(A),SP09,42,14,50.0%,35.7%,9.50,B+(3.36),B+(3.31)
"Talbot,JanB",CENG1-ScopeofChemicalEngineering(A),WI09,93,58,78.6%,89.3%,0.50,A(4.00),N/A
"Herz,RichardK",CENG100-ProcessModl&Computn/ChemEngn(A),WI09,72,56,78.2%,58.2%,6.57,B(3.23),B-(2.91)
"Seshadri,Kalyanasundaram",CENG101B-HeatTransfer(A),WI09,66,37,86.1%,80.0%,7.64,B(3.24),C+(2.61)
"Herz,RichardK",CENG113-ChemicalReactionEngineering(A),WI09,60,38,86.8%,76.3%,6.45,B(3.23),B-(2.81)
"Chau,PaoC.",CENG124A-ChemPlant&ProcessDesignI(A),WI09,42,15,86.7%,66.7%,9.83,B+(3.54),B-(2.94)
"Krasheninnikov,Sergei",CENG101A-IntroductoryFluidMechanics(A),FA08,110,54,86.5%,63.3%,7.46,B+(3.37),C+(2.57)
"Chau,PaoC.",CENG120-ChemicalProcessDynmics&Cntrl(A),FA08,34,25,45.8%,52.2%,4.50,B(3.08),B-(2.75)
"Talbot,JanB",CENG122-SeparationProcesses(A),FA08,46,33,93.9%,97.0%,7.53,B+(3.58),B(3.13)
"Arya,Gaurav",CENG101C-MassTransfer(A),SP08,48,21,80.0%,80.0%,6.02,B(3.29),B(3.04)
"Seshadri,Kalyanasundaram",CENG102-ChemicalEnginThermodynamics(A),SP08,59,34,71.9%,71.0%,6.91,B(3.19),B-(2.76)
"Chau,PaoC.",CENG124B-ChemPlant&ProcessDesignII(A),SP08,29,23,86.4%,77.3%,14.85,B+(3.48),B+(3.42)
"Chau,PaoC.",CENG176B-ChemEngineerngProcessLabII(A),SP08,29,25,87.5%,75.0%,9.94,B+(3.40),B+(3.46)
"Herz,RichardK",CENG176B-ChemEngineerngProcessLabII(A),SP08,29,25,87.5%,75.0%,9.94,B+(3.40),B+(3.46)
"Talbot,JanB",CENG1-ScopeofChemicalEngineering(A),WI08,91,69,89.4%,92.5%,0.95,B+(3.33),N/A
"Herz,RichardK",CENG100-ProcessModl&Computn/ChemEngn(A),WI08,79,51,74.5%,69.4%,6.34,B+(3.39),B-(2.82)
"LlewellynSmith,StefanG.",CENG101B-HeatTransfer(A),WI08,55,36,71.4%,80.6%,10.11,B(3.09),C+(2.64)
"Herz,RichardK",CENG113-ChemicalReactionEngineering(A),WI08,39,20,88.9%,82.4%,9.10,B(3.26),B(3.04)
"Chau,PaoC.",CENG124A-ChemPlant&ProcessDesignI(A),WI08,29,18,77.8%,52.9%,13.61,B(3.25),B+(3.32)
"Chau,PaoC.",CENG176A-ChemEngineerngProcessLabI(A),WI08,29,11,100.0%,90.9%,10.68,B(3.09),B(3.11)
"Talbot,JanB",CENG176A-ChemEngineerngProcessLabI(A),WI08,29,11,100.0%,90.9%,10.68,B(3.09),B(3.11)
"Krasheninnikov,Sergei",CENG101A-IntroductoryFluidMechanics(A),FA07,92,43,65.9%,68.3%,9.60,B(3.24),B-(2.78)
"Talbot,JanB",CENG122-SeparationProcesses(A),FA07,27,22,90.9%,86.4%,11.14,B(3.14),B-(2.87)
